year,ressemblant_VERB en_ADP,ressemblant_VERB dans_ADP
1931,6.84321435073798e-08,1.9389105432310316e-08
1932,6.24693612394367e-08,1.6439305028370654e-08
1933,6.882397229901471e-08,1.0323596200123575e-08
1934,8.626737724171107e-08,8.38710612072191e-09
1935,5.38572777486479e-08,1.3165112555668657e-08
1936,7.1535815493462e-08,9.699771652549316e-09
1937,7.428759829508635e-08,1.2591118370153254e-08
1938,5.0564334941327616e-08,1.5558256905023882e-08
1939,7.494084997006212e-08,9.176430282309411e-09
1940,5.325144059042941e-08,5.0715658339584024e-09
1941,1.0330258959356797e-07,1.1806010391524069e-08
1942,7.58552971547033e-08,3.034211770724937e-09
1943,6.096794180621146e-08,2.9032352077962287e-09
1944,5.7837350908584995e-08,0.0
1945,8.714016530575464e-08,1.742803235060819e-08
1946,6.682130049284751e-08,2.0881657292193267e-08
1947,4.649139739854036e-08,2.26496545963073e-08
1948,4.783630558335972e-08,1.3046265401328583e-08
1949,3.6322930441201606e-08,1.0798709482173763e-08
1950,6.593923984610228e-08,3.190608444114673e-09
1951,5.330700858507953e-08,1.1727541604500402e-08
1952,5.377849987553418e-08,6.326882129314981e-09
1953,4.0940545176226806e-08,1.508335856215126e-08
1954,5.374894840315392e-08,7.818028890937967e-09
1955,3.660387193349379e-08,9.385607846468247e-09
1956,6.192010459926678e-08,2.0058624983221307e-08
1957,3.799066305987253e-08,1.236905244894615e-08
1958,5.707848060865217e-08,8.272243334772611e-09
1959,2.2477168570844697e-08,5.425523585955716e-09
1960,3.944875004435744e-08,1.6610000486139143e-08
1961,4.377340445671507e-08,1.181187059273725e-08
1962,5.89801949502089e-08,1.4586500007851555e-08
1963,4.7202188824257973e-08,3.879631726988464e-09
1964,4.1979379972190145e-08,1.2776333768727e-08
1965,5.034279837445865e-08,1.0396882466068291e-08
1966,5.317511764246774e-08,6.092982118843793e-09
1967,4.289391952738697e-08,1.2818872185960117e-08
1968,4.042274426296899e-08,2.110965446888713e-08
1969,2.952142530432411e-08,1.544197658631674e-08
1970,4.092865424354386e-08,9.657322941336588e-09
1971,2.8261185391897925e-08,1.644287195290417e-08
1972,4.360624927812751e-08,1.0773308467548759e-08
1973,4.2451670623222526e-08,7.718485406371656e-09
1974,2.981553137715309e-08,1.406392957647995e-08
1975,4.16938057412608e-08,1.028066431985053e-08
1976,2.628222439682304e-08,9.141642998145016e-09
1977,2.8796231177352638e-08,7.639816779203557e-09
1978,3.2079192635592335e-08,1.2475242172627077e-08
1979,2.0481905949054635e-08,1.2289143924704149e-08
1980,3.1268328370970266e-08,1.3075846183596695e-08
1981,2.6567308353264707e-08,8.855769451088236e-09
1982,3.041676066573018e-08,9.311253101884631e-09
1983,3.915495838668903e-08,1.0736036948344463e-08
1984,3.537395087960249e-08,9.278413592994639e-09
1985,2.466378745680231e-08,7.218669662023558e-09
1986,3.2370220282018636e-08,1.2588419195935785e-08
1987,3.116516467116526e-08,9.777306964053878e-09
1988,1.9188972188999287e-08,7.195864348830128e-09
1989,3.2928731741321826e-08,1.6464365870660913e-08
1990,2.2339468941368068e-08,7.628111475810329e-09
1991,3.692722927439718e-08,8.20605094986604e-09
1992,3.250866953408149e-08,1.1019888113139586e-08
1993,3.43430848204207e-08,1.3294098266669607e-08
1994,3.586950114708998e-08,3.164955852952289e-09
1995,3.0907969517102174e-08,9.21816667442954e-09
1996,3.202855225481471e-08,4.270473752399084e-09
1997,2.6371919759071716e-08,9.58978851883785e-09
1998,4.005228504411207e-08,6.198567881199324e-09
1999,3.97607493596297e-08,1.0968483010742602e-08
2000,3.048441854502926e-08,7.95245647111642e-09
2001,4.205963222148057e-08,9.638665865452367e-09
2002,3.373540380380291e-08,7.009954394732176e-09
2003,3.4585461605729506e-08,7.91715315529018e-09
2004,3.7000248198637564e-08,1.1011977996133737e-08
2005,3.422849559342467e-08,5.404499514582994e-09
2006,3.706101026068609e-08,1.1530091548195287e-08
2007,3.1955835311237024e-08,6.391167151065247e-09
2008,3.1079309792403365e-08,5.960415716543821e-09
2009,3.337734710839868e-08,8.582746957586096e-09
2010,3.495607003856094e-08,7.558068837454357e-09
2011,4.971163392042399e-08,1.0707121411712706e-08
2012,3.982975727012672e-08,8.851056776393307e-09
2013,4.93675145207817e-08,7.2517249982695375e-09
2014,6.084901116309993e-08,6.9294245896855955e-09
2015,4.699139921626738e-08,1.1969507163200888e-08
2016,5.67547182583894e-08,9.528164035543796e-09
2017,3.6224804489393136e-08,7.54683426862357e-09
2018,5.5501534035329314e-08,6.195520096952123e-09
2019,5.7652322027479386e-08,7.90806176098613e-09
