year,faut_VERB étendre_VERB,faut_VERB etendre_VERB,faut_VERB détendre_VERB
1800,1.4148740490327327e-07,3.144164484325529e-09,3.144164484325529e-09
1801,7.619784270218588e-08,0.0,2.6193008650921e-08
1802,1.6783801015662903e-07,0.0,0.0
1803,1.014176405078615e-07,0.0,5.851017448321727e-09
1804,2.546006498960196e-07,0.0,0.0
1805,1.0802935435094696e-07,0.0,5.685755422035754e-09
1806,6.051504897186533e-08,0.0,0.0
1807,9.11025637151397e-08,0.0,0.0
1808,8.611080914988634e-08,0.0,0.0
1809,1.1521055398588942e-07,2.259030518203531e-09,0.0
1810,1.4508785284306214e-07,0.0,0.0
1811,5.264861258069686e-08,0.0,0.0
1812,9.068507722531649e-08,0.0,2.6672082320544632e-09
1813,1.4091133948568313e-07,0.0,2.8757416448144113e-09
1814,1.1013369771717407e-07,0.0,0.0
1815,6.203614333344376e-08,0.0,2.697223555614414e-09
1816,1.6918508549679245e-07,0.0,4.6352077731626196e-09
1817,5.60474440192138e-08,0.0,9.341240669868967e-09
1818,8.464036227451288e-08,0.0,0.0
1819,1.449146935783574e-07,0.0,1.7596784473994376e-08
1820,7.95054262425765e-08,1.1866481131050932e-09,0.0
1821,1.0847637099686835e-07,9.86148829262845e-10,0.0
1822,6.616906489398389e-08,1.0025615893027862e-09,5.012807946513931e-09
1823,4.743689885344793e-08,0.0,0.0
1824,7.326367779114662e-08,0.0,1.6842225392110777e-09
1825,6.251864448358901e-08,0.0,0.0
1826,8.015265962058038e-08,0.0,0.0
1827,6.820781806027298e-08,0.0,0.0
1828,1.0181254594954225e-07,0.0,6.420610709767516e-09
1829,8.573176302206775e-08,0.0,0.0
1830,9.184415716845251e-08,1.0436835840010872e-09,0.0
1831,1.2940701310526492e-07,3.1182412207897414e-09,0.0
1832,1.569476495433264e-07,1.3529969367098715e-09,1.3529969367098715e-09
1833,6.139323005527331e-08,0.0,0.0
1834,7.654315226091057e-08,0.0,1.213489042584115e-08
1835,9.15133639978194e-08,2.2689263801112247e-09,6.050470346963266e-09
1836,7.796069922960669e-08,6.720750067579218e-10,4.704525213838906e-09
1837,6.192522761239161e-08,0.0,1.3915781860163179e-09
1838,6.249040040984255e-08,6.312161904276081e-10,2.5248647617104325e-09
1839,9.019002789045771e-08,0.0,0.0
1840,9.044958204640352e-08,0.0,0.0
1841,7.383631128732304e-08,0.0,1.2841097074556274e-09
1842,1.1471133376517173e-07,6.708265054555795e-10,6.708265054555795e-10
1843,7.147362168780091e-08,0.0,2.953455480181333e-09
1844,1.229437742722439e-07,0.0,0.0
1845,1.0490828827869336e-07,0.0,1.1160455892778032e-09
1846,1.0245377524142896e-07,0.0,5.854501328173001e-10
1847,1.181116005000149e-07,0.0,1.6179670936367074e-09
1848,1.2228737489294872e-07,8.045221711050488e-10,8.045221711050488e-10
1849,8.798385664476882e-08,0.0,2.513824481908955e-09
1850,9.368814346544241e-08,0.0,3.394498016007219e-09
1851,8.319776156895387e-08,0.0,1.2898877521649865e-09
1852,1.263045845689703e-07,0.0,0.0
1853,1.0809196737682214e-07,0.0,5.971931837933653e-10
1854,1.3041118052115053e-07,0.0,5.195664454227256e-10
1855,6.845948519185185e-08,0.0,3.714855978387277e-09
1856,1.113095677851561e-07,0.0,1.0354378465748937e-09
1857,9.177237103585867e-08,0.0,1.4644527812635033e-09
1858,9.983099147348184e-08,0.0,2.936205500958522e-09
1859,1.3137807286511816e-07,0.0,5.092173349652285e-10
1860,8.788192928932403e-08,0.0,2.746310290291376e-09
1861,1.12711532551657e-07,4.715963730639317e-10,1.5562680033553988e-08
1862,8.855253241790706e-08,4.517986262886353e-10,9.035972525772706e-10
1863,1.1637466457159462e-07,4.994620828036034e-10,4.994620828036034e-10
1864,8.822299690791624e-08,0.0,2.3973640850272204e-09
1865,8.943004559114343e-08,0.0,7.0602665935837194e-09
1866,9.877194173668613e-08,9.731225825149181e-10,1.1190909532388105e-08
1867,8.20125123368598e-08,4.85281148598915e-10,4.85281148598915e-10
1868,1.0818324369665788e-07,0.0,3.951899252285784e-09
1869,9.718203131114933e-08,0.0,4.883519144627257e-10
1870,1.1754799800200999e-07,0.0,3.4404292748035914e-09
1871,8.496941461544338e-08,0.0,5.3105884134652115e-09
1872,7.861540751719076e-08,6.047339295989218e-10,6.047339295989218e-10
1873,1.0595228161491832e-07,0.0,1.1972008939764578e-09
1874,9.380136134495842e-08,0.0,1.1949218281515073e-09
1875,1.0699255881263525e-07,0.0,5.721527140956084e-10
1876,1.1003746891447008e-07,0.0,6.04601479992084e-10
1877,8.225805459005642e-08,0.0,6.184815992682502e-10
1878,7.971596716060958e-08,0.0,3.0195443923020093e-09
1879,9.102894438228759e-08,0.0,7.331190321480108e-09
1880,1.0204375655575859e-07,6.417846254436199e-10,3.2089231272180996e-09
1881,1.2062437804161164e-07,6.972507571312292e-10,9.064259565150223e-09
1882,9.117877652897732e-08,0.0,1.9966155395678697e-09
1883,7.520013411976834e-08,0.0,5.0554711528150165e-09
1884,9.440426396167823e-08,0.0,1.3203393933736152e-09
1885,1.2891271694570605e-07,0.0,1.2891271383708158e-09
1886,7.421483161351716e-08,0.0,1.2906927748801422e-09
1887,7.312395666758675e-08,0.0,1.3057849246322917e-09
1888,1.0779044856690234e-07,6.340614699951175e-10,7.60873763994141e-09
1889,5.951880055476977e-08,0.0,0.0
1890,1.0552562201837645e-07,0.0,5.898947996740844e-09
1891,1.0963658780838159e-07,0.0,0.0
1892,1.1659432885835486e-07,0.0,6.268512375839919e-10
1893,1.2316833419845352e-07,0.0,3.079208221734575e-09
1894,8.570093257276312e-08,0.0,3.780923574225881e-09
1895,9.44922504686474e-08,0.0,2.4074457982692365e-09
1896,8.550691887876383e-08,0.0,2.948514543632541e-09
1897,8.332200707172888e-08,5.826713556089658e-10,5.826713556089658e-10
1898,1.2222047018894955e-07,5.6583548957434e-10,3.3950129374460403e-09
1899,8.346643198819947e-08,0.0,5.527578395003729e-09
1900,9.863001082521805e-08,0.0,2.07642125715779e-09
1901,1.2406999871927837e-07,0.0,3.912117296778206e-09
1902,8.298379583493443e-08,0.0,4.910283735171106e-09
1903,9.720396576540224e-08,5.400220270956879e-10,2.7001101354784396e-09
1904,8.653146466031103e-08,0.0,0.0
1905,9.857049576567078e-08,0.0,3.6125313851442797e-09
1906,9.053764671307363e-08,0.0,5.658602919567102e-09
1907,7.097123955190909e-08,0.0,6.685696440911215e-09
1908,9.675436274392268e-08,0.0,4.4202499438483756e-09
1909,7.096268461737054e-08,5.500983557560346e-10,2.2003934230241384e-09
1910,8.390316708073442e-08,0.0,2.67207544979442e-09
1911,7.927357614789798e-08,0.0,3.1922244847493175e-09
1912,8.9081105159039e-08,0.0,3.646594803896619e-09
1913,7.583275163369763e-08,0.0,3.71209285532359e-09
1914,9.643311216223083e-08,0.0,1.3393487430235496e-09
1915,7.539687629787295e-08,0.0,1.4136913861761968e-08
1916,8.570220444426013e-08,0.0,2.197492410260793e-09
1917,8.334482259897413e-08,0.0,5.483212106582869e-09
1918,9.763419939190499e-08,0.0,0.0
1919,8.379142002468143e-08,0.0,3.6831393490643904e-09
1920,1.1812681321998753e-07,0.0,2.2716695191604686e-09
1921,8.481477209443256e-08,0.0,2.2718242842501013e-09
1922,9.812654155894052e-08,7.377935484775833e-10,1.4755870969551665e-09
1923,7.006525493125082e-08,0.0,0.0
1924,8.508472149060253e-08,0.0,0.0
1925,7.478760721824074e-08,0.0,2.1996355847875293e-09
1926,8.693987751939858e-08,0.0,6.687683296036084e-09
1927,5.351628118432927e-08,0.0,3.3447675740205796e-09
1928,9.02657291135256e-08,0.0,3.4278122562625413e-09
1929,1.0137770090068443e-07,0.0,1.1140406375176326e-09
1930,1.1974107394507882e-07,1.0503603542488804e-09,1.3654684494213143e-08
1931,6.50105320687544e-08,1.1405356659111021e-09,5.7026783295555106e-09
1932,5.370172928564898e-08,0.0,4.383814644626227e-09
1933,6.194157720074145e-08,1.1470662197865522e-09,0.0
1934,1.0184343324226575e-07,0.0,2.3963160344919743e-09
1935,6.462873614054843e-08,0.0,4.787313656606784e-09
1936,7.1535815493462e-08,0.0,2.424942913137329e-09
1937,8.058315614789535e-08,0.0,2.5182236296217297e-09
1938,8.168085230408906e-08,0.0,2.5930428915188486e-09
1939,9.329370698196726e-08,1.5294050470515685e-09,0.0
1940,8.875240098404902e-08,0.0,0.0
1941,7.969057236323351e-08,2.9515025978810172e-09,2.9515025978810172e-09
1942,9.709477666319799e-08,0.0,0.0
1943,7.548411673496958e-08,0.0,2.9032352077962287e-09
1944,1.0603514510876266e-07,0.0,0.0
1945,7.62476446425353e-08,0.0,0.0
1946,6.821341003160342e-08,0.0,0.0
1947,5.9604353452868963e-08,0.0,3.5762612871081956e-09
1948,8.806229345736938e-08,0.0,4.348755133776194e-09
1949,8.540797580280923e-08,0.0,1.9634016634739737e-09
1950,6.274863295629984e-08,0.0,3.190608444114673e-09
1951,6.396840745992449e-08,0.0,2.1322803522849654e-09
1952,8.330395218081321e-08,0.0,3.1634410646574906e-09
1953,8.295847209183194e-08,0.0,5.386913581872932e-09
1954,5.472620046020893e-08,0.0,2.9317608341017376e-09
1955,7.039206195713632e-08,0.0,0.0
1956,8.982775767663043e-08,0.0,5.232684952005684e-09
1957,7.863183526524153e-08,0.0,4.417518795207798e-09
1958,5.6251256097539226e-08,0.0,8.272243445794913e-10
1959,7.673240531858028e-08,0.0,7.750747821333448e-10
1960,8.858666689093297e-08,0.0,3.460416619915918e-09
1961,7.365049015106706e-08,6.948159270159238e-10,0.0
1962,7.229830600863352e-08,0.0,6.341956404476434e-10
1963,6.72469511187046e-08,0.0,6.466053248388448e-10
1964,7.848318972492052e-08,0.0,1.2167936658258327e-09
1965,7.770301380105593e-08,2.188817349590977e-09,1.6416130677043839e-09
1966,7.034624616153451e-08,5.539074754423723e-10,1.1078149508847446e-09
1967,8.923907302005318e-08,0.0,6.902469706915326e-09
1968,7.545578739609482e-08,4.4914158503495116e-10,5.838840522187638e-09
1969,7.5393181475647e-08,0.0,9.083515606356229e-10
1970,9.289424696135029e-08,4.5987250119061684e-10,3.219107425067591e-09
1971,7.707595983674764e-08,0.0,4.624557625731995e-09
1972,5.181448159419233e-08,0.0,5.130146862875051e-10
1973,6.009392450323503e-08,0.0,1.6539611902288698e-09
1974,7.144475944187434e-08,0.0,5.625571675160757e-10
1975,6.853775857962319e-08,0.0,0.0
1976,5.4278505245974884e-08,0.0,2.856763492431469e-09
1977,8.345030266809772e-08,0.0,1.7630346071939584e-09
1978,6.356432891152508e-08,0.0,5.940591352171509e-10
1979,6.729769097546523e-08,0.0,1.1703946700691858e-09
1980,5.6851508389854644e-08,1.1370301367108482e-09,3.97960553399912e-09
1981,5.756250232025195e-08,0.0,3.1627747087981106e-09
1982,6.269577568218665e-08,0.0,1.2415004579935385e-09
1983,6.631081816976803e-08,2.5261264191556165e-09,6.315316047889041e-10
1984,5.567048333432467e-08,1.1598016991243298e-09,1.1598016991243298e-09
1985,5.5343132743246315e-08,0.0,1.8046674155058895e-09
1986,5.8146508052914214e-08,1.1988970927134801e-09,2.3977941854269602e-09
1987,5.8052759044358027e-08,0.0,3.6664902225425067e-09
1988,5.756691479064102e-08,0.0,1.798966087207532e-09
1989,5.707646977270997e-08,0.0,2.1952488715726304e-09
1990,5.4486509526441296e-08,0.0,4.90378582185258e-09
1991,5.0994746203514296e-08,0.0,4.10302547493302e-09
1992,6.667032437235321e-08,0.0,2.2039776670368383e-09
1993,6.536264862688768e-08,0.0,1.1078414852150331e-09
1994,4.589186275438806e-08,0.0,2.637463358823311e-09
1995,5.747797970911961e-08,5.422450821690461e-10,1.0844901643380922e-09
1996,4.857663782331656e-08,0.0,3.736664311304594e-09
1997,5.370281996874837e-08,0.0,1.438468344439059e-09
1998,6.055524437442728e-08,0.0,1.43043876743576e-09
1999,5.8498574873055986e-08,4.570201161957499e-10,1.3710603763428253e-09
2000,6.185243961454034e-08,0.0,3.5344251969604557e-09
2001,5.9584479572549753e-08,0.0,2.190605918883648e-09
2002,5.8708369721216513e-08,0.0,3.504977197366088e-09
2003,4.916968876500505e-08,4.1669229178253886e-10,3.7502307925763034e-09
2004,4.845270495934528e-08,4.404791253964646e-10,1.3214374039449694e-09
2005,4.4587121550421216e-08,4.5037495954858286e-10,2.251874686720612e-09
2006,4.735573355674205e-08,0.0,4.117890028965121e-09
2007,4.7134857794617346e-08,0.0,2.3966877371606188e-09
2008,5.066353381266708e-08,0.0,2.554463751636149e-09
2009,5.24501189147486e-08,0.0,9.53638501499654e-10
2010,5.007220593711281e-08,0.0,1.8895172093635892e-09
2011,4.703485600998647e-08,0.0,4.206369030868018e-09
2012,4.119145913250577e-08,0.0,3.4042526575461807e-09
2013,4.155796418103819e-08,0.0,2.2313000336282585e-09
2014,3.572984397237633e-08,0.0,5.630157673408576e-09
2015,3.214034194343185e-08,0.0,1.219116452233493e-08
2016,3.956259320148092e-08,0.0,2.6927420293532123e-09
2017,2.389830733307008e-08,0.0,3.773417134311785e-09
2018,3.484980126700066e-08,2.5814667070633845e-10,1.4456214003644163e-08
2019,2.1173198305746155e-08,0.0,5.101975730781305e-09
