year,assistant_VERB en_ADP,assistant_VERB dans_ADP
1860,9.154367819341758e-10,3.66174721100343e-09
1861,1.4147891747029462e-09,1.0375120318428799e-08
1862,4.517986262886353e-10,5.421583626485926e-09
1863,9.989241656072068e-10,1.5982786205626098e-08
1864,3.3563094525845827e-09,8.63051052846231e-09
1865,9.41368871743009e-10,1.3179164426446732e-08
1866,1.9462451650298362e-09,4.865612801552288e-09
1867,2.426405742994575e-09,8.73506067478047e-09
1868,0.0,8.89177353968762e-09
1869,2.441759683335931e-09,2.0510780629479086e-08
1870,3.4404292748035914e-09,1.548193218070537e-08
1871,1.0621177271019633e-09,6.37270636261178e-09
1872,3.0236697590169115e-09,1.2094678591978436e-08
1873,1.1972008939764578e-09,1.4366410283628284e-08
1874,0.0,2.0911132381229436e-08
1875,3.432916173551348e-09,6.293679799540541e-09
1876,6.04601479992084e-10,8.464420719889176e-09
1877,6.184815992682502e-10,6.184816214727107e-09
1878,0.0,1.509772218355465e-08
1879,7.331190321480108e-09,1.9549840857280287e-08
1880,1.9253538763308597e-09,4.492492600149944e-09
1881,0.0,1.4642266066289267e-08
1882,2.6621540527571597e-09,5.989846396659004e-09
1883,1.0742875922176154e-08,7.583206618200222e-09
1884,7.922036360241691e-09,9.902545450302114e-09
1885,2.5782542767416317e-09,1.0313017106966527e-08
1886,9.680196200179125e-09,1.0325542199041138e-08
1887,2.6115698492645834e-09,3.264462256069578e-09
1888,8.242799331981132e-09,8.876860135842435e-09
1889,2.5060546970934183e-09,2.5060546970934183e-09
1890,1.9663159989136147e-09,1.3108772956016423e-09
1891,1.9122659011827636e-09,1.0198751843049081e-08
1892,3.761107425503951e-09,1.3790726782758611e-08
1893,2.463366621796581e-09,1.4164357686752282e-08
1894,5.671385139294216e-09,3.780923574225881e-09
1895,8.426059849853118e-09,4.814891596538473e-09
1896,5.307326134129653e-09,8.845543852942228e-09
1897,9.905413378419325e-09,8.157399200570126e-09
1898,1.13167097914868e-09,2.0370077180587032e-08
1899,3.8693048765026106e-09,2.2110313580014918e-09
1900,5.191053142894475e-10,4.671947717582725e-09
1901,0.0,9.500856101851696e-09
1902,7.856454153909453e-09,9.820567692386817e-09
1903,5.400220270956879e-10,1.0800440541913758e-08
1904,3.2247751136083025e-09,4.837162670412454e-09
1905,1.0321518084666081e-09,7.225062603755106e-09
1906,2.0576738091193647e-09,4.115347618238729e-09
1907,1.028568674676933e-09,5.142843484406967e-09
1908,0.0,1.0313916831705683e-08
1909,2.7504918342913243e-09,9.351672325408344e-09
1910,5.344150677544235e-10,1.2825961404061559e-08
1911,3.1922244847493175e-09,1.0640748726586935e-08
1912,5.209421227725386e-10,1.6670147928721235e-08
1913,1.060597942803554e-09,6.893886850267705e-09
1914,0.0,6.027069510139427e-09
1915,3.534228465440492e-09,1.1780761921542648e-09
1916,1.0987462051303964e-09,1.4283700444650549e-08
1917,1.0966424435210342e-09,7.676496771580332e-09
1918,1.1486376294556067e-09,0.0
1919,0.0,1.012863304339362e-08
1920,1.514446346106979e-09,8.329454459499175e-09
1921,3.7863738810983705e-09,3.7863738810983705e-09
1922,2.951174193910333e-09,5.164555005876537e-09
1923,3.1847844361720945e-09,5.307974060286824e-09
1924,1.289162443462999e-09,0.0
1925,3.299453377181294e-09,1.0998178368026856e-08
1926,1.1146138456652466e-09,1.0031524610987219e-08
1927,1.2264147031260109e-08,1.0034302388994831e-08
1928,0.0,1.1426041224282812e-09
1929,1.1140406375176326e-09,1.4482528065684619e-08
1930,1.0503603542488804e-09,8.402882833991043e-09
1931,2.2810713318222042e-09,0.0
1932,2.1919073223131136e-09,7.6716757391182e-09
1933,2.2941324395731044e-09,9.176529758292418e-09
1934,3.5944740517379614e-09,3.5944740517379614e-09
1935,1.196828414151696e-09,1.4361940969820353e-08
1936,0.0,1.4549657478823974e-08
1937,1.2591118148108649e-09,3.777335333410292e-09
1938,0.0,1.5558256905023882e-08
1939,4.588215141154706e-09,2.5999885799876665e-08
1940,5.0715658339584024e-09,1.5214697057785997e-08
1941,2.9515025978810172e-09,4.7224043342453115e-08
1942,0.0,6.675266028821625e-08
1943,2.9032352077962287e-09,0.0
1944,0.0,1.6065930807940276e-08
1945,2.178504043826024e-09,6.535512131478072e-09
1946,2.7842208538686464e-09,3.480276067335808e-08
1947,2.3841741914054637e-09,3.2186352250107575e-08
1948,3.2615663503321457e-09,2.174377566888097e-08
1949,9.817008317369869e-10,1.2762110923603132e-08
1950,2.1270722960764488e-09,2.658840414504482e-08
1951,3.1984206394497505e-09,2.9851924487900305e-08
1952,1.0544803918932644e-09,6.854122203137081e-08
1953,5.386913581872932e-09,3.447624674635108e-08
1954,1.9545072227344917e-09,3.029486173034002e-08
1955,3.754243138587299e-09,2.1586898935055387e-08
1956,8.72114158667614e-10,2.3547081617891763e-08
1957,8.835037590415595e-09,3.003912851795576e-08
1958,4.9633461784992505e-09,4.1361217562041475e-08
1959,0.0,2.712761748568937e-08
1960,6.920833350854139e-10,1.7994166601198458e-08
1961,6.25334317660986e-09,6.94815938118154e-09
1962,5.7077609305622445e-09,1.2049717224016376e-08
1963,3.879631726988464e-09,1.1638895180965392e-08
1964,6.083968440151466e-09,1.6426714211092985e-08
1965,4.377634699181954e-09,1.4227313105408257e-08
1966,2.215629901769489e-09,8.308612464702492e-09
1967,2.465167847631733e-09,7.395503320850594e-09
1968,6.287982134978165e-09,1.4821672333908964e-08
1969,1.3625273131978588e-09,7.266812263040379e-09
1970,3.219107425067591e-09,1.5175792178467873e-08
1971,3.5968783507200897e-09,7.193756479395574e-09
1972,2.0520587451500205e-09,8.20823486957778e-09
1973,1.102640756478479e-09,2.03988533842292e-08
1974,2.2502286700643026e-09,1.1251143350321513e-08
1975,4.569184142155791e-09,1.3707552426467373e-08
1976,6.8562320265641574e-09,5.713526984862938e-09
1977,6.464460078348111e-09,1.116588582705802e-08
1978,2.3762365408686037e-09,8.910887250301869e-09
1979,7.607565244427406e-09,7.022368020415115e-09
1980,1.1370301367108482e-09,3.97960553399912e-09
1981,6.958104314946922e-09,1.2651098835192442e-08
1982,4.345251713999687e-09,1.0552753892945077e-08
1983,2.5261264191556165e-09,7.578379146444547e-09
1984,5.799008384599347e-09,5.799008662155103e-09
1985,3.0077789148208467e-09,1.0828004715079942e-08
1986,4.196139880008332e-09,1.0790073945443623e-08
1987,9.166225112267057e-09,1.588812414965446e-08
1988,4.197587610832443e-09,1.9788627514394364e-08
1989,6.036934507847036e-09,9.329807926228284e-09
1990,3.814055737905164e-09,1.1442167213715493e-08
1991,3.5168792322792797e-09,8.20605094986604e-09
1992,6.060938417817852e-09,8.264915862810085e-09
1993,3.323524566667402e-09,9.416652624327781e-09
1994,3.6924485691258724e-09,6.329912094482637e-09
1995,2.1689803286761844e-09,1.6809598157863093e-08
1996,1.014237493990322e-08,1.4946658133396795e-08
1997,5.274384040632185e-09,1.9179577259720304e-08
1998,4.7681290027412615e-09,9.059445860160054e-09
1999,1.8280804647829996e-09,1.0511462728013399e-08
2000,4.859834756842929e-09,1.3254094155534801e-08
2001,8.762423675534592e-09,1.0514908582726079e-08
2002,1.0953053575235572e-08,9.200565365130586e-09
2003,4.166922806803086e-09,1.1250691711595096e-08
2004,8.80958239690699e-09,1.0571499065026302e-08
2005,5.854874363109275e-09,1.4411998483510047e-08
2006,4.941467679486777e-09,1.029472451730129e-08
2007,3.595031605740928e-09,1.4380126089896805e-08
2008,8.089135583588813e-09,1.1069342858993636e-08
2009,6.198650481792356e-09,1.2874119770245329e-08
2010,6.140930874920514e-09,1.322662068758973e-08
2011,8.795135286732148e-09,1.7207874014601998e-08
2012,1.05531832161887e-08,1.1234033758800166e-08
2013,1.0040849929282558e-08,9.761937536101328e-09
2014,1.0827226226695075e-08,1.169340368978311e-08
2015,1.4851055496478693e-08,1.9062549053150413e-08
2016,7.2496901815100045e-09,1.2428040374601323e-08
2017,6.5405894034142875e-09,8.553078245654433e-09
2018,6.195520096952123e-09,9.293280200939336e-09
2019,8.418259866971312e-09,1.0459049626376782e-08
