year,ait_VERB ôté_VERB,ait_VERB oté_VERB
1993,7.200969598386564e-09,0.0
1994,7.912389854425328e-09,0.0
1995,1.0302656505700725e-08,0.0
1996,6.4057106285986265e-09,0.0
1997,8.151320507465698e-09,0.0
1998,4.7681290027412615e-09,0.0
1999,8.683382013430219e-09,0.0
2000,3.97622823555821e-09,0.0
2001,1.4019877703219663e-08,0.0
2002,1.270554239596322e-08,0.0
2003,7.500461585152607e-09,0.0
2004,7.488145215006625e-09,0.0
2005,9.457874483587148e-09,0.0
2006,1.1941880373456115e-08,0.0
2007,1.078509459517818e-08,0.0
2008,1.4049550856043425e-08,0.0
2009,5.245011536203492e-09,0.0
2010,2.0312310056169736e-08,0.0
2011,1.1089518636708817e-08,0.0
2012,1.4297861561374248e-08,0.0
2013,1.5061274893923837e-08,0.0
2014,1.8839372728507442e-08,0.0
2015,1.2412821881468972e-08,0.0
2016,1.4085112631789798e-08,0.0
2017,1.282961736848165e-08,0.0
2018,9.551427204712581e-09,0.0
2019,1.1734544003161318e-08,2.55098775436835e-10
