year,soit_VERB au_ADP,soit_VERB beau_ADV
1902,4.206149128549441e-06,4.910283846193408e-10
1903,3.6030268688591605e-06,0.0
1904,3.7203155471843274e-06,5.374625189347171e-10
1905,3.75651642059438e-06,5.160759042333041e-10
1906,3.6657458224453876e-06,0.0
1907,3.7481042483022975e-06,2.5714217422034835e-09
1908,3.6913999394982966e-06,0.0
1909,3.7665233634243123e-06,1.6502950117569526e-09
1910,3.7211320744745535e-06,5.344150677544235e-10
1911,3.816304413817306e-06,5.320374141248863e-10
1912,3.5595975873548014e-06,5.209421227725386e-10
1913,3.682926248416152e-06,1.060597942803554e-09
1914,3.836564403059128e-06,0.0
1915,3.791049209667108e-06,0.0
1916,3.873080387961636e-06,1.0987462051303964e-09
1917,3.931463197659468e-06,0.0
1918,3.8525307104464446e-06,0.0
1919,4.114066683769124e-06,9.207848372660976e-10
1920,4.034485058923565e-06,0.0
1921,4.04157530908833e-06,1.5145494858259667e-09
1922,3.545097982282641e-06,1.4755870969551665e-09
1923,3.472476663546331e-06,0.0
1924,3.819788346959285e-06,1.289162443462999e-09
1925,3.676690816689643e-06,0.0
1926,3.7607071448064744e-06,1.1146138456652466e-09
1927,3.391594191270997e-06,0.0
1928,3.4460939275504643e-06,0.0
1929,3.4914033477662088e-06,1.1140406375176326e-09
1930,3.6878152229746775e-06,0.0
1931,3.574438778741751e-06,0.0
1932,3.640758123424348e-06,0.0
1933,3.753200701339665e-06,0.0
1934,3.4279300535899893e-06,0.0
1935,3.545005839100668e-06,0.0
1936,3.6725761134448476e-06,1.2124714565686645e-09
1937,3.969979488260833e-06,0.0
1938,3.662673023541174e-06,2.5930428915188486e-09
1939,3.635395785295259e-06,0.0
1940,3.4435932150245208e-06,0.0
1941,3.470967101293354e-06,0.0
1942,3.337632897171261e-06,0.0
1943,3.2835590140223303e-06,0.0
1944,3.3192213777510915e-06,3.2131861615880553e-09
1945,3.1936868154502918e-06,0.0
1946,3.3661229892345546e-06,0.0
1947,3.4391712659953555e-06,0.0
1948,3.674698049849212e-06,0.0
1949,3.983741805768659e-06,9.817008317369869e-10
1950,3.658564338593351e-06,2.1270722960764488e-09
1951,3.7901282468055797e-06,4.264560704569931e-09
1952,3.6168677866044163e-06,1.0544803918932644e-09
1953,3.470249779979895e-06,0.0
1954,3.3627297568727954e-06,0.0
1955,3.5214801386018735e-06,0.0
1956,3.446595158607124e-06,0.0
1957,3.4465480922563074e-06,2.6505113659425206e-09
1958,3.7117556814791897e-06,1.6544486891589827e-09
1959,3.5513926164298937e-06,0.0
1960,3.4334253982137852e-06,0.0
1961,3.4956189551849093e-06,2.08444772553662e-09
1962,3.6580404056962834e-06,0.0
1963,3.5375776477053478e-06,2.5864212993553792e-09
1964,3.486722327750158e-06,0.0
1965,3.56777219678861e-06,2.188817349590977e-09
1966,3.3478168433020983e-06,2.769537488234164e-09
1967,3.3171297637579755e-06,1.9721342336964653e-09
1968,3.4202132752625403e-06,0.0
1969,3.3708925712971904e-06,9.083515606356229e-10
1970,3.669322769184191e-06,4.5987250119061684e-10
1971,3.4843472747070336e-06,0.0
1972,3.4566928945878317e-06,0.0
1973,3.4369312302828803e-06,1.102640756478479e-09
1974,3.538484683929255e-06,1.1251143350321513e-09
1975,3.686760528864852e-06,0.0
1976,3.569240327294665e-06,1.142705374768127e-09
1977,3.343301255398501e-06,5.876781838942691e-10
1978,3.4740578200853633e-06,1.1881182704343018e-09
1979,3.469634975772351e-06,5.851973350345929e-10
1980,3.448612289957964e-06,1.1370301367108482e-09
1981,3.3512761490328558e-06,3.1627747087981106e-09
1982,3.4712351997256974e-06,6.207502289967692e-10
1983,3.3212247174674303e-06,1.89459470334441e-09
1984,3.5008614389653303e-06,1.1598016991243298e-09
1985,3.4475163523950414e-06,0.0
1986,3.404268262841015e-06,5.994485463567401e-10
1987,3.278453142741e-06,0.0
1988,3.084027522248789e-06,5.996553809062277e-10
1989,3.197379871977546e-06,5.488122178931576e-10
1990,3.102461977988469e-06,5.44865097484859e-10
1991,3.233770435429051e-06,0.0
1992,3.12909722666177e-06,1.65298330578878e-09
1993,3.043794546186973e-06,5.539207426075166e-10
1994,3.0768647825141215e-06,0.0
1995,3.131465280858947e-06,3.253470381991974e-09
1996,3.090755310353188e-06,5.338092190498855e-10
1997,3.251417869165607e-06,0.0
1998,3.191785697964633e-06,9.536258449571733e-10
1999,3.0643199586677383e-06,1.3710603763428253e-09
2000,3.108968817500113e-06,3.5344251969604557e-09
2001,3.2986143700952653e-06,2.190605918883648e-09
2002,3.1965392039978724e-06,2.1906108038649563e-09
2003,3.2810349992473675e-06,8.333845835650777e-10
2004,3.1974379552934806e-06,4.404791253964646e-10
2005,3.259363694496642e-06,9.007499190971657e-10
2006,3.115595465175147e-06,0.0
2007,3.250307843316591e-06,0.0
2008,3.3118624163108734e-06,0.0
2009,3.334397080223539e-06,9.53638501499654e-10
2010,3.434669894275544e-06,4.723793023408973e-10
2011,3.2744671063511532e-06,1.1471915639660324e-09
2012,3.3092741382745317e-06,1.0212758416727752e-09
2013,3.346113297553188e-06,5.578250084070646e-10
2014,3.1760585184059664e-06,1.2992671383216248e-09
2015,3.3332861075763276e-06,6.649726325136385e-10
2016,3.2971590933073003e-06,1.2428040818690533e-09
2017,3.354316175929739e-06,7.54683426862357e-10
2018,3.260908673752283e-06,1.5488800242380307e-09
2019,3.2805702154803384e-06,7.65296326310505e-10
