year,petit_ADJ are_NOUN,petit_ADJ bar_NOUN
1800,0.0,3.144164484325529e-09
1801,0.0,9.524730337773235e-09
1802,0.0,0.0
1803,0.0,0.0
1804,0.0,2.4718509461507665e-09
1805,5.685755422035754e-09,8.528632911009026e-09
1806,0.0,0.0
1807,0.0,0.0
1808,0.0,0.0
1809,0.0,0.0
1810,4.680253518074551e-09,9.360507036149102e-09
1811,5.0141535368197765e-09,0.0
1812,2.6672082320544632e-09,0.0
1813,0.0,0.0
1814,0.0,0.0
1815,0.0,0.0
1816,0.0,0.0
1817,0.0,0.0
1818,1.1921177378582115e-09,3.5763532135746345e-09
1819,2.070210003424222e-09,0.0
1820,0.0,2.3732962262101864e-09
1821,0.0,0.0
1822,0.0,2.0051231786055723e-09
1823,1.9765373782121287e-09,3.9530747564242574e-09
1824,3.3684450784221553e-09,0.0
1825,0.0,0.0
1826,8.807984341885344e-10,0.0
1827,0.0,0.0
1828,2.7516904310687096e-09,2.0179062532044156e-08
1829,8.57317605795771e-10,0.0
1830,2.0873671680021744e-09,0.0
1831,0.0,3.1182412207897414e-09
1832,0.0,0.0
1833,0.0,0.0
1834,9.334530925997342e-10,0.0
1835,0.0,0.0
1836,0.0,2.016224964762614e-09
1837,2.0873671680021744e-09,6.957890930081589e-10
1838,1.2624323808552163e-09,1.2624323808552163e-09
1839,3.4957374772659477e-09,6.9914751765765e-10
1840,0.0,1.2739377330817092e-09
1841,1.2841097074556274e-09,0.0
1842,0.0,0.0
1843,5.906911071384968e-10,0.0
1844,5.488561272137815e-10,1.6465683816413446e-09
1845,5.580227946389016e-10,0.0
1846,1.1709002656346001e-09,7.610851504580296e-09
1847,2.6966118227278457e-09,1.0786447290911383e-09
1848,8.045221711050488e-10,8.045221711050488e-10
1849,2.513824481908955e-09,1.6758829879393033e-09
1850,0.0,6.788996032014438e-10
1851,6.449438760824933e-10,1.2898877521649865e-09
1852,6.510545436100301e-10,0.0
1853,5.971931837933653e-10,8.360704795151719e-09
1854,3.117398783558656e-09,2.5978321716024766e-09
1855,2.1227748447927297e-09,5.306937111981824e-10
1856,1.5531567143511893e-09,2.070875637638636e-09
1857,4.881509085841174e-10,4.881509085841174e-10
1858,4.893676019968041e-10,0.0
1859,5.092173349652285e-10,1.018434669930457e-09
1860,1.373155145145688e-09,4.577183909670879e-10
1861,2.357981809808507e-09,4.715963730639317e-10
1862,9.035972525772706e-10,1.8071945051545413e-09
1863,0.0,4.994620828036034e-10
1864,2.8768367688059016e-09,9.589455896019672e-10
1865,0.0,9.41368871743009e-10
1866,0.0,0.0
1867,0.0,1.94112459439566e-09
1868,4.93987406535723e-10,4.93987406535723e-10
1869,9.767038289254515e-10,0.0
1870,4.587239033071455e-09,1.7202146374017957e-09
1871,0.0,2.1242354542039266e-09
1872,6.047339295989218e-10,0.0
1873,0.0,5.986004469882289e-10
1874,1.1949218281515073e-09,1.792382742227261e-09
1875,1.1443054281912168e-09,1.8308887461682133e-08
1876,3.02300739996042e-09,1.7533442697725832e-08
1877,0.0,6.184815992682502e-10
1878,6.039088673581716e-10,4.831270883354222e-09
1879,1.221865053580018e-09,4.887460325342374e-09
1880,0.0,6.417846254436199e-10
1881,0.0,1.743126887276958e-08
1882,6.655385131892899e-10,4.6587693702804245e-09
1883,6.319338941018771e-10,1.2638677882037541e-09
1884,0.0,1.9805090900604227e-09
1885,6.445635691854079e-10,4.511945039809007e-09
1886,1.2906927748801422e-09,1.936039106809062e-09
1887,0.0,1.3057849246322917e-09
1888,0.0,0.0
1889,1.2530273485467092e-09,5.638623068460191e-09
1890,1.9663159989136147e-09,0.0
1891,6.374220040683554e-10,4.4619540284784875e-09
1892,6.268512375839919e-10,3.1342561879199593e-09
1893,6.158416554491453e-10,3.0792083327568776e-09
1894,0.0,7.561847148451761e-09
1895,0.0,4.213030146971164e-09
1896,5.89702897624278e-10,2.94851448812139e-09
1897,5.826713556089658e-10,4.078699378240458e-09
1898,5.6583548957434e-10,2.26334195829736e-09
1899,1.6582735185011188e-09,2.2110313580014918e-09
1900,1.038210628578895e-09,4.671947717582725e-09
1901,0.0,1.1177477832191585e-09
1902,0.0,3.4371988033576883e-09
1903,0.0,4.320176216765503e-09
1904,5.374625189347171e-10,7.524475265086039e-09
1905,0.0,3.612531440655431e-09
1906,3.600929110447737e-09,4.115347618238729e-09
1907,1.028568674676933e-09,5.142843373384665e-10
1908,9.822778146428846e-10,1.964555629285769e-09
1909,0.0,2.2003934230241384e-09
1910,5.344150677544235e-10,2.2445433622841904e-08
1911,1.0640748282497725e-09,2.128149656499545e-09
1912,0.0,3.646594803896619e-09
1913,5.30298971401777e-10,9.545381485231985e-09
1914,1.3393487430235496e-09,1.1384464593255927e-08
1915,0.0,3.5342285764627945e-09
1916,0.0,1.0987461607214755e-08
1917,0.0,1.315970976634162e-08
1918,0.0,4.135095643675868e-08
1919,2.762354567309444e-09,2.8544329566670967e-08
1920,2.2716695191604686e-09,2.4231141093622455e-08
1921,3.0290989716519334e-09,4.6951032506292734e-08
1922,0.0,4.500540740082215e-08
1923,1.0615948120573648e-09,4.564857780664511e-08
1924,0.0,3.7385710305315456e-08
1925,1.0998177923937646e-09,6.158979459769398e-08
1926,0.0,6.35329865383838e-08
1927,0.0,1.1706686386947496e-07
1928,0.0,7.655447831211859e-08
1929,1.1140406375176326e-09,7.129859769250402e-08
1930,0.0,9.348207008486042e-08
1931,0.0,5.018356930008849e-08
1932,0.0,5.698959026911865e-08
1933,1.1470662197865522e-09,6.538277275147664e-08
1934,0.0,4.31336868444987e-08
1935,0.0,6.103825000991492e-08
1936,0.0,4.7286388138445545e-08
1937,0.0,5.917825496304374e-08
1938,1.2965214457594243e-09,7.260519896412632e-08
1939,0.0,7.952906067032472e-08
1940,0.0,3.0429394115571995e-08
1941,0.0,5.017554416397729e-08
1942,0.0,6.675266206457309e-08
1943,2.9032352077962287e-09,1.3645205321211051e-07
1944,0.0,1.2531425852557732e-07
1945,0.0,1.590307929788537e-07
1946,2.7842208538686464e-09,1.7958224685088453e-07
1947,0.0,1.060957497411863e-07
1948,1.0871887834440486e-09,7.501602539150554e-08
1949,0.0,1.0209688539042361e-07
1950,0.0,1.2762433732049772e-07
1951,0.0,1.993682197110047e-07
1952,0.0,1.0123012061935555e-07
1953,0.0,1.2820854167205908e-07
1954,9.772536113672459e-10,1.4365628131507435e-07
1955,9.385607846468247e-10,1.5110828233133589e-07
1956,0.0,1.4128248881917216e-07
1957,0.0,1.3694308842460146e-07
1958,8.272243445794913e-10,1.4807315801279586e-07
1959,7.750747821333448e-10,8.060777878515779e-08
1960,0.0,1.522583286672763e-07
1961,6.948159270159238e-10,1.320150260220032e-07
1962,0.0,1.1796039134370773e-07
1963,0.0,1.357871132201538e-07
1964,0.0,1.2593814424644023e-07
1965,0.0,9.904398590165897e-08
1966,0.0,1.0302679376295032e-07
1967,4.930335584241163e-10,1.4692399780136256e-07
1968,0.0,1.0734483540941753e-07
1969,0.0,1.0900218544440676e-07
1970,0.0,9.979233306367519e-08
1971,0.0,8.375587590148115e-08
1972,0.0,5.284051096676734e-08
1973,0.0,1.0861011578988666e-07
1974,1.1251143350321513e-09,1.3388860786722745e-07
1975,0.0,6.511087136118476e-08
