year,est_VERB anal_ADJ,est_VERB banal_ADJ
1914,8.705766774141921e-09,2.0826873026180692e-07
1915,2.3561523843085297e-09,1.2251992131950828e-07
1916,0.0,1.6591067719673447e-07
1917,2.1932848870420685e-09,2.061687780496868e-07
1918,0.0,2.1134931671440427e-07
1919,1.8415696745321952e-09,2.1822600615450938e-07
1920,7.572231730534895e-10,1.976352450583363e-07
1921,1.5145494858259667e-09,2.3096879431250272e-07
1922,2.951174193910333e-09,2.597033414986072e-07
1923,0.0,1.8471749285708938e-07
1924,1.289162443462999e-09,1.791935773098885e-07
1925,3.299453377181294e-09,2.232630151866033e-07
1926,3.343841648018042e-09,2.4855887659214204e-07
1927,2.2298449753321847e-09,2.1740989097907004e-07
1928,1.1426041224282812e-09,2.1023916474405269e-07
1929,0.0,2.1946600270439376e-07
1930,0.0,2.415828816992871e-07
1931,1.1405356659111021e-09,2.1099910441080283e-07
1932,1.0959536611565568e-09,1.9398379436097457e-07
1933,0.0,2.2023671419901802e-07
1934,2.3963160344919743e-09,2.036868664845315e-07
1935,0.0,2.2620056938649213e-07
1936,1.2124714565686645e-09,2.1218249912635656e-07
1937,1.2591118148108649e-09,2.43008571487735e-07
1938,1.2965214457594243e-09,2.3596690823524114e-07
1939,0.0,2.7529290491656866e-07
1940,0.0,2.282204576431468e-07
1941,0.0,2.1250818349471956e-07
1942,0.0,1.8812113466992741e-07
1943,2.9032352077962287e-09,2.52581457971246e-07
1944,6.4263723231761105e-09,2.9239993182272883e-07
1945,0.0,2.65777487129526e-07
1946,0.0,3.160090784604108e-07
1947,0.0,2.7418002446211176e-07
1948,1.0871887834440486e-09,2.848434519364673e-07
1949,1.9634016634739737e-09,2.7389452839088335e-07
1950,1.0635361480382244e-09,2.2759672901884187e-07
1951,2.1322803522849654e-09,2.9638695764333534e-07
1952,2.1089607837865287e-09,2.456939398598479e-07
1953,3.232148326759443e-09,2.671909271612094e-07
1954,1.9545072227344917e-09,2.5799494096645503e-07
1955,0.0,2.6936695007862e-07
1956,0.0,3.418687413159205e-07
1957,0.0,3.171778644173173e-07
1958,0.0,3.3088974760175915e-07
1959,7.750747821333448e-10,2.7747677222578204e-07
1960,2.7683333403416555e-09,2.816779272052372e-07
1961,2.08444772553662e-09,3.543561319929722e-07
1962,4.43936931660005e-09,3.031455264590477e-07
1963,1.939815863494232e-09,3.3558816880940867e-07
1964,3.041984220075733e-09,2.914220829097758e-07
1965,2.73602163147757e-09,3.327002389141853e-07
1966,2.215629901769489e-09,3.2957495932350866e-07
1967,2.465167847631733e-09,3.268812633905327e-07
1968,1.7965663401398047e-09,3.3820361977632274e-07
1969,1.8167031212712459e-09,2.7886392217624234e-07
1970,0.0,3.071948242450162e-07
1971,1.541519245584766e-09,3.07276167177406e-07
1972,2.0520587451500205e-09,2.975485244860465e-07
1973,2.7566018356850464e-09,2.9826432523805124e-07
1974,0.0,2.908420526637201e-07
1975,2.8557400888473694e-09,3.5696751865543774e-07
1976,1.7140580066410394e-09,2.868190449589747e-07
1977,3.526069214387917e-09,2.967774719309091e-07
1978,1.1881182704343018e-09,2.792077964386408e-07
1979,1.1703946700691858e-09,3.230289280509169e-07
1980,1.1370301367108482e-09,3.1666289146414783e-07
1981,0.0,3.3019367151609913e-07
1982,6.207502289967692e-10,2.843036099875462e-07
1983,6.315316047889041e-10,3.239757120354625e-07
1984,1.739702604197646e-09,2.8705090926450794e-07
1985,0.0,3.3566814749974583e-07
1986,5.994485463567401e-10,3.2070497013592103e-07
1987,1.8332451112712533e-09,2.896527178108954e-07
1988,3.597932174415064e-09,2.9622975716847577e-07
1989,2.7440609784434855e-09,2.595881767319952e-07
1990,3.814055737905164e-09,3.1002824130155204e-07
1991,4.68917216167597e-09,3.2765589708105836e-07
1992,2.7549720282848966e-09,3.002919584105257e-07
1993,5.539207426075166e-10,2.8139174901298247e-07
1994,1.0549853213248639e-09,2.5741641707099916e-07
1995,1.0844901643380922e-09,2.944390757875226e-07
1996,5.338092190498855e-10,2.610327101137955e-07
1997,2.876936688878118e-09,2.809808279380377e-07
1998,9.536258449571733e-10,3.13742901880687e-07
1999,2.285100553223174e-09,2.769541822544852e-07
2000,3.092622158362701e-09,2.5447860707572545e-07
2001,1.3143635069212678e-09,2.510434455871291e-07
2002,4.38122149670761e-10,2.4096718220789626e-07
2003,2.083461403401543e-09,2.612660807699285e-07
2004,8.809582507929292e-10,2.7221611276218027e-07
2005,2.251874686720612e-09,2.481565957168641e-07
2006,1.6471559671771274e-09,2.4213193228206364e-07
2007,2.3966877371606188e-09,2.2688642786761193e-07
2008,3.405951742863067e-09,2.4820872113195946e-07
2009,1.907277002999308e-09,2.2410505096104316e-07
2010,3.7790344187271785e-09,2.2438017310832947e-07
2011,1.1471915639660324e-09,1.950225652080917e-07
2012,1.7021263287730903e-09,1.82808364002085e-07
2013,1.3945624655065103e-09,1.4001408032982e-07
2014,1.7323561474213989e-09,1.8362975140462368e-07
2015,6.649726325136385e-10,1.5072713210884103e-07
2016,8.285360175719347e-10,1.443724073624253e-07
2017,1.509366853724714e-09,1.4188047714469576e-07
2018,1.8070267504555204e-09,1.267500095991636e-07
2019,1.53059265262101e-09,1.3520235597752617e-07
