year,soit_VERB au_ADP,soit_VERB beau_ADJ
1800,3.1347320104124776e-06,1.2891074163690064e-07
1801,2.5478652787569445e-06,2.0716288418043405e-07
1802,2.7928245174280164e-06,1.3874608839614666e-07
1803,3.032777378564333e-06,1.1116933507082649e-07
1804,3.0304892404409145e-06,1.458392091535643e-07
1805,2.9338498526154666e-06,7.391481915419718e-08
1806,2.9652376269950764e-06,1.4696512096179504e-07
1807,3.254069753211297e-06,4.839823830593559e-08
1808,2.6943619784169925e-06,3.172503681980743e-08
1809,3.0745405459331465e-06,1.2876473931555665e-07
1810,3.0023825181579866e-06,1.310471020588011e-07
1811,3.028548626105021e-06,8.524060746140094e-08
1812,2.77656375047286e-06,7.468182872116813e-08
1813,3.315730121133953e-06,1.0352670187785407e-07
1814,2.6935556434182217e-06,2.5173417128598885e-08
1815,2.503023448063857e-06,3.776112933451259e-08
1816,2.6281627469870728e-06,1.2978581764855335e-07
1817,3.0359032292537336e-06,8.095742032310227e-08
1818,2.722796800247451e-06,1.1086694939876907e-07
1819,2.804099367481605e-06,7.866798057420965e-08
1820,3.0413791911598764e-06,6.882559233645225e-08
1821,3.1073549018323376e-06,6.804427243878308e-08
1822,3.0377616297982968e-06,6.316138012607553e-08
1823,2.7108210141069122e-06,6.720227219148e-08
1824,2.8867574606294966e-06,7.579001248814166e-08
1825,2.831830374638855e-06,6.163810439829831e-08
1826,2.5657658118127813e-06,9.600702810530493e-08
1827,2.9937702947790967e-06,6.544264152807955e-08
1828,2.7837934668539788e-06,5.6868266540277546e-08
1829,2.7374151365666677e-06,1.1916714726112332e-07
1830,2.9097898661678556e-06,6.157733167810875e-08
1831,2.8812549248691255e-06,8.107426907599802e-08
1832,2.8453526224048176e-06,7.035583848846727e-08
1833,2.847255989202324e-06,6.718504863556518e-08
1834,3.009452880231578e-06,3.827157613045529e-08
1835,3.075907898164587e-06,8.546289365085613e-08
1836,3.242089735788767e-06,6.98957975941994e-08
1837,3.0566014013189147e-06,7.027470161347082e-08
1838,2.8808706784566596e-06,6.627769977285425e-08
1839,2.9168434556581246e-06,5.5232654005976656e-08
1840,2.8536205407547754e-06,9.809320289377865e-08
1841,2.98362894479709e-06,5.906904476660202e-08
1842,3.064335408531349e-06,8.586579269831418e-08
1843,3.2824705851197677e-06,8.683159080646874e-08
1844,3.1608625183920935e-06,5.653217982626302e-08
1845,2.962542997142492e-06,1.060243306483244e-07
1846,3.334724026249347e-06,6.966856602730331e-08
1847,3.143710097575081e-06,5.716817241818717e-08
1848,3.024198783840859e-06,6.757986170669028e-08
1849,3.0903281391658766e-06,6.452149392544015e-08
1850,2.9966629009337e-06,8.214685465190996e-08
1851,3.1647395886125196e-06,6.836405219701192e-08
1852,2.8945885808262517e-06,9.049658444837405e-08
1853,3.0122424892198296e-06,8.121827477225452e-08
1854,3.20780332963011e-06,6.390667550704165e-08
1855,3.28074845157289e-06,7.058226003664458e-08
1856,3.0623075062408134e-06,8.076415269897552e-08
1857,3.0836494016028837e-06,7.322263684272912e-08
1858,3.1804001139335014e-06,1.2821431027987273e-07
1859,3.208578400304418e-06,7.791025069536772e-08
1860,3.0232299805810214e-06,1.0481750933877265e-07
1861,3.3525786129473545e-06,1.4666646563910035e-07
1862,3.690743001882879e-06,9.71367057900352e-08
1863,3.1770782200624126e-06,8.540801843537338e-08
1864,2.9746493295235155e-06,1.2322450970714272e-07
1865,3.186062912163834e-06,8.895936076669386e-08
1866,3.3261330738554307e-06,7.055138695477581e-08
1867,3.3683364932812765e-06,8.73506067478047e-08
1868,3.0454323018958007e-06,9.286963376098356e-08
1869,3.1098249042571524e-06,9.181015769854639e-08
1870,3.027577800907011e-06,5.676708170199163e-08
1871,3.46462795519642e-06,5.735435593123839e-08
1872,3.2843100843393813e-06,9.736216100009187e-08
1873,3.22166770416743e-06,6.345164393906089e-08
1874,3.099029695974309e-06,5.257655999457711e-08
1875,3.370551530323951e-06,1.2472929711293546e-07
1876,3.3851636267456797e-06,6.650616057868319e-08
1877,3.29032208057356e-06,5.566334237983028e-08
1878,3.056382752220088e-06,8.152769481739597e-08
1879,3.4126691765834494e-06,6.536978247595471e-08
1880,3.2808029359898683e-06,8.471557322309309e-08
1881,3.368418347804436e-06,7.94865897546515e-08
1882,3.5692830238076567e-06,7.587139094766826e-08
1883,3.206432555913352e-06,8.215140923084618e-08
1884,3.3536621586449655e-06,6.337629088193353e-08
1885,3.3923381401734787e-06,6.316722789279083e-08
1886,3.3558011764966977e-06,4.4528899678653033e-08
1887,3.3232226854806868e-06,7.442974236937516e-08
1888,3.3953992755186846e-06,7.735550155985038e-08
1889,3.4163791227115325e-06,7.455512474052739e-08
1890,3.4653042391141753e-06,5.89894781910516e-08
1891,3.518569478444533e-06,4.6531805963923034e-08
1892,3.483412328364466e-06,4.325273650351846e-08
1893,3.6186855894015935e-06,5.973664229941278e-08
1894,3.6114121257924126e-06,8.633109160882668e-08
1895,3.446860631584059e-06,8.004757034996146e-08
1896,3.6007259396342306e-06,5.130415203780103e-08
1897,3.584594210792602e-06,4.428302347037061e-08
1898,3.7198025069073992e-06,5.8846890027552945e-08
1899,3.7349847730183683e-06,6.964748422433331e-08
1900,3.444782976202987e-06,5.5544269628171605e-08
1901,3.7014217610931155e-06,8.774320292559423e-08
1902,4.206149128549441e-06,4.517461249520238e-08
1903,3.6030268688591605e-06,6.75027536090056e-08
1904,3.7203155471843274e-06,6.23456486437135e-08
1905,3.75651642059438e-06,6.089695858690902e-08
1906,3.6657458224453876e-06,5.24706820215215e-08
1907,3.7481042483022975e-06,7.559980019777868e-08
1908,3.6913999394982966e-06,3.8799974788616964e-08
1909,3.7665233634243123e-06,6.656190265630357e-08
1910,3.7211320744745535e-06,7.32148635051999e-08
1911,3.816304413817306e-06,5.639596523110413e-08
1912,3.5595975873548014e-06,7.345283847826067e-08
1913,3.682926248416152e-06,5.780258760523793e-08
1914,3.836564403059128e-06,9.37544086809794e-08
1915,3.791049209667108e-06,9.188994454234489e-08
1916,3.873080387961636e-06,6.482602543655958e-08
1917,3.931463197659468e-06,8.444146715191891e-08
1918,3.8525307104464446e-06,6.547234221443432e-08
1919,4.114066683769124e-06,5.524708868165362e-08
1920,4.034485058923565e-06,7.420786829470671e-08
1921,4.04157530908833e-06,8.02711213054863e-08
1922,3.545097982282641e-06,8.115728888924423e-08
1923,3.472476663546331e-06,1.1359064444604883e-07
1924,3.819788346959285e-06,1.1473545669105079e-07
1925,3.676690816689643e-06,9.898359820681435e-08
1926,3.7607071448064744e-06,1.1146138234607861e-07
1927,3.391594191270997e-06,6.912519268098549e-08
1928,3.4460939275504643e-06,6.741364444451392e-08
1929,3.4914033477662088e-06,8.912324744869693e-08
1930,3.6878152229746775e-06,7.037414206934045e-08
1931,3.574438778741751e-06,5.816731984964463e-08
1932,3.640758123424348e-06,7.671675916753884e-08
1933,3.753200701339665e-06,5.964744076436546e-08
1934,3.4279300535899893e-06,6.709684896577528e-08
1935,3.545005839100668e-06,9.694310421082264e-08
1936,3.6725761134448476e-06,5.577368611398015e-08
1937,3.969979488260833e-06,8.687871400070435e-08
1938,3.662673023541174e-06,5.8343463393839556e-08
1939,3.635395785295259e-06,6.270560959364957e-08
1940,3.4435932150245208e-06,4.564409294971483e-08
1941,3.470967101293354e-06,9.444808313219255e-08
1942,3.337632897171261e-06,1.061974117533282e-07
1943,3.2835590140223303e-06,7.548411673496958e-08
1944,3.3192213777510915e-06,8.996921252446555e-08
1945,3.1936868154502918e-06,7.62476446425353e-08
1946,3.3661229892345546e-06,1.3503471052445093e-07
1947,3.4391712659953555e-06,7.748565877818692e-08
1948,3.674698049849212e-06,1.0980606646171509e-07
1949,3.983741805768659e-06,5.693864935096826e-08
1950,3.658564338593351e-06,7.87016745107394e-08
1951,3.7901282468055797e-06,8.635735326834038e-08
1952,3.6168677866044163e-06,5.5887461769543734e-08
1953,3.470249779979895e-06,5.171437322815109e-08
1954,3.3627297568727954e-06,7.231676590890856e-08
1955,3.5214801386018735e-06,5.7252208307545516e-08
1956,3.446595158607124e-06,1.0727003996180429e-07
1957,3.4465480922563074e-06,8.216584745923683e-08
1958,3.7117556814791897e-06,7.279574276708445e-08
1959,3.5513926164298937e-06,7.363210130506559e-08
1960,3.4334253982137852e-06,7.33608302994071e-08
1961,3.4956189551849093e-06,8.059864597953492e-08
1962,3.6580404056962834e-06,8.181123689610104e-08
1963,3.5375776477053478e-06,8.923153416162677e-08
1964,3.486722327750158e-06,8.091677727861679e-08
1965,3.56777219678861e-06,8.043903676480113e-08
1966,3.3478168433020983e-06,1.1188930670869013e-07
1967,3.3171297637579755e-06,1.1586288906073605e-07
1968,3.4202132752625403e-06,1.0015857299094932e-07
1969,3.3708925712971904e-06,7.403065183098079e-08
1970,3.669322769184191e-06,6.898087434592526e-08
1971,3.4843472747070336e-06,1.1612778649805477e-07
1972,3.4566928945878317e-06,8.823852937211996e-08
1973,3.4369312302828803e-06,7.553089176326466e-08
1974,3.538484683929255e-06,6.469407765052893e-08
1975,3.686760528864852e-06,7.082235242705792e-08
1976,3.569240327294665e-06,6.39915000988367e-08
1977,3.343301255398501e-06,6.934602225783237e-08
1978,3.4740578200853633e-06,8.257421768576023e-08
1979,3.469634975772351e-06,8.71944010327752e-08
1980,3.448612289957964e-06,6.139962493989515e-08
1981,3.3512761490328558e-06,7.337637697446553e-08
1982,3.4712351997256974e-06,6.393727147724348e-08
1983,3.3212247174674303e-06,7.957298464589257e-08
1984,3.5008614389653303e-06,6.72685018798802e-08
1985,3.4475163523950414e-06,6.436646771135202e-08
1986,3.404268262841015e-06,8.272390061847545e-08
1987,3.278453142741e-06,6.660790319301668e-08
1988,3.084027522248789e-06,6.596209090048433e-08
1989,3.197379871977546e-06,6.969915489207779e-08
1990,3.102461977988469e-06,7.083246345018779e-08
1991,3.233770435429051e-06,7.209602159718997e-08
1992,3.12909722666177e-06,7.713921945651236e-08
1993,3.043794546186973e-06,7.367145826719934e-08
1994,3.0768647825141215e-06,7.912390032061012e-08
1995,3.131465280858947e-06,6.886512693426994e-08
1996,3.090755310353188e-06,6.085424786306248e-08
1997,3.251417869165607e-06,7.480035435492027e-08
1998,3.191785697964633e-06,8.201182311040611e-08
1999,3.0643199586677383e-06,8.134958306982298e-08
2000,3.108968817500113e-06,8.305899257265992e-08
2001,3.2986143700952653e-06,8.192866118861275e-08
2002,3.1965392039978724e-06,5.8708369721216513e-08
2003,3.2810349992473675e-06,9.208899598434073e-08
2004,3.1974379552934806e-06,6.607186975315926e-08
2005,3.259363694496642e-06,8.061712009066468e-08
2006,3.115595465175147e-06,1.0665334571058338e-07
2007,3.250307843316591e-06,7.909069665856805e-08
2008,3.3118624163108734e-06,8.94062353040681e-08
2009,3.334397080223539e-06,9.91784077086777e-08
2010,3.434669894275544e-06,1.0392344762522043e-07
2011,3.2744671063511532e-06,9.86584751672126e-08
2012,3.3092741382745317e-06,9.770205622317008e-08
2013,3.346113297553188e-06,1.1937454758026433e-07
2014,3.1760585184059664e-06,1.2581236319419986e-07
2015,3.3332861075763276e-06,1.2700976981250278e-07
2016,3.2971590933073003e-06,1.1475223971046944e-07
2017,3.354316175929739e-06,1.0968065566885343e-07
2018,3.260908673752283e-06,1.2933148241245362e-07
2019,3.2805702154803384e-06,1.0586599330508761e-07
