year,sont_VERB aux_ADP,sont_VERB beau_ADV
1800,2.5499173261778196e-06,2.5153315874604232e-08
1801,2.5169099444610765e-06,5.2386017301842e-08
1802,2.2714077658747556e-06,8.503792514602537e-08
1803,2.76558102996205e-06,7.80135707145746e-08
1804,2.8352130811981624e-06,8.157108055684148e-08
1805,3.033350594705553e-06,8.24434565060983e-08
1806,2.4811170078464784e-06,3.458002950651462e-08
1807,2.644821279318421e-06,2.562259560079383e-08
1808,2.7034263894165633e-06,4.758755522971114e-08
1809,2.79216169474239e-06,4.51806094758922e-08
1810,2.2301408080238616e-06,2.3401266702194334e-08
1811,2.0332392978161806e-06,1.504245972228091e-08
1812,2.3444761154678417e-06,2.9339290108509886e-08
1813,2.0590309759427328e-06,3.738464116054274e-08
1814,1.8974462818732718e-06,3.1466772298927026e-08
1815,2.0121287889196537e-06,3.236668177919455e-08
1816,2.180865294576506e-06,5.3304887615013286e-08
1817,2.0675279301940463e-06,4.826307531402563e-08
1818,1.952688762685284e-06,2.6226590676969863e-08
1819,1.7120636357503827e-06,3.622867339458935e-08
1820,2.1893656594329514e-06,2.610625848831205e-08
1821,2.112330776071758e-06,2.7612166775270452e-08
1822,2.2276917661656626e-06,2.5064039732569654e-08
1823,1.717610984997009e-06,1.581229902569703e-08
1824,2.10275175049901e-06,2.189489300974401e-08
1825,2.3211148345581023e-06,2.201360693732113e-08
1826,1.6788018228908186e-06,2.6423952803611428e-08
1827,1.9015234329344821e-06,2.6730091917670507e-08
1828,1.8729839439401985e-06,3.0268594741755805e-08
1829,1.8389462184131844e-06,3.0006116702452346e-08
1830,1.8473199361324077e-06,3.444155893816969e-08
1831,1.7727201111483737e-06,1.2472964883158966e-08
1832,2.02002433979942e-06,1.488296597074168e-08
1833,1.9008734852832276e-06,1.50587169400751e-08
1834,1.965852106877719e-06,3.080395316601425e-08
1835,1.891528313535673e-06,3.554651328840919e-08
1836,2.0646143639169168e-06,2.419469957715137e-08
1837,2.0031768599437783e-06,2.0177884252348122e-08
1838,2.1013186142226914e-06,2.7142295522253335e-08
1839,1.798207449610345e-06,1.5381244722334486e-08
1840,1.8962563217428396e-06,1.7835128929277744e-08
1841,2.01733632820833e-06,1.1556987367100646e-08
1842,1.858860287029529e-06,2.1466448174578545e-08
1843,1.7638036524658673e-06,6.497602011990011e-09
1844,1.8540359860708122e-06,9.879410178825765e-09
1845,1.7761865365173435e-06,2.9575208060350633e-08
1846,1.9565743514249334e-06,2.985795788390533e-08
1847,1.7290675486947293e-06,9.168480197274675e-09
1848,1.8906271179730538e-06,2.091757700384278e-08
1849,1.8660956584426458e-06,1.4245005175439474e-08
1850,1.915175744215958e-06,9.504594444820214e-09
1851,1.8232562979392242e-06,2.0638204034639784e-08
1852,1.8730838746705558e-06,1.3021090872200602e-08
1853,1.6697521232345025e-06,2.6276499198729653e-08
1854,1.6662495454511372e-06,2.234135720868835e-08
1855,1.6472732795591583e-06,1.8043586180738203e-08
1856,1.666537173150573e-06,1.6049286344355096e-08
1857,1.7226846011908492e-06,2.6848299583548396e-08
1858,2.0147263057879172e-06,1.1744822003834088e-08
1859,1.8398022803012282e-06,1.323965115318515e-08
1860,1.6999661056615878e-06,1.876645328025006e-08
1861,1.819418798731931e-06,2.4994607272788016e-08
1862,1.8315915895072976e-06,1.536115412648087e-08
1863,1.718649059512245e-06,1.548332484446746e-08
1864,1.80233826085896e-06,1.726102105692462e-08
1865,1.894975525829068e-06,1.7886009118228685e-08
1866,1.837742047428037e-06,2.5301186923343266e-08
1867,1.88871422324155e-06,1.7955402498159856e-08
1868,1.9077792785537895e-06,1.9265508299781686e-08
1869,1.6525829096281086e-06,1.7580669364747337e-08
1870,1.7632199842410046e-06,2.752343419842873e-08
1871,1.7142580190920853e-06,3.3987767267262825e-08
1872,1.617058501324209e-06,2.4189358072135292e-08
1873,1.700623897704645e-06,2.3944018323618366e-08
1874,1.5115761016204488e-06,1.7923827755339516e-08
1875,1.668397317189374e-06,2.7463329388410784e-08
1876,1.648143665988755e-06,3.023007266733657e-08
1877,1.7762791912900866e-06,1.6699003069220453e-08
1878,1.53755195242411e-06,2.6571990829893366e-08
1879,1.7381030374963302e-06,2.2604503158163425e-08
1880,1.6095958699224866e-06,1.9895322722618403e-08
1881,1.8560815533419373e-06,2.998178416646624e-08
1882,1.5779918385305791e-06,2.3959387362992857e-08
1883,2.039250603047549e-06,1.1374810426900694e-08
1884,1.6425021840404952e-06,3.300848305798354e-08
1885,1.5495307934543234e-06,2.4493415295978593e-08
1886,1.584970732437796e-06,1.8069698626277386e-08
1887,1.6263551287920563e-06,2.4809914123125054e-08
1888,1.6929441244428745e-06,1.8387781963724592e-08
1889,1.650236981731723e-06,2.944614330147033e-08
1890,1.6379411817979417e-06,2.7528423984790606e-08
1891,1.531087605144421e-06,1.529812720946211e-08
1892,1.6956325907813152e-06,3.2596265242545996e-08
1893,1.5063486671351711e-06,2.4017824173938607e-08
1894,1.5779054365339107e-06,2.142523314319078e-08
1895,1.7044716287273332e-06,1.3240951446391591e-08
1896,1.752007278810197e-06,1.3563166589847242e-08
1897,1.5662205896660453e-06,2.2141511735185304e-08
1898,1.654502966630389e-06,1.4711722506888236e-08
1899,1.6085252809716621e-06,2.3768587098516036e-08
1900,1.670480855864298e-06,3.1665425836990835e-08
1901,1.628558493393939e-06,2.3472702892490815e-08
1902,1.5987884580681566e-06,1.8659077838378835e-08
1903,1.609805622138083e-06,2.052083658554693e-08
1904,1.414601342730748e-06,2.3110889202371254e-08
1905,1.585385234648129e-06,1.9610883583709438e-08
1906,1.5159911299633677e-06,1.8519063615940468e-08
1907,1.5263958630384877e-06,2.4171363577352167e-08
1908,1.6291077145069721e-06,1.7189861978295085e-08
1909,1.5809827118573594e-06,2.585462333115629e-08
1910,1.5770588106533978e-06,1.1757131268552712e-08
1911,1.5514210645051207e-06,1.9685383989553884e-08
1912,1.5237557136060786e-06,2.6047105805560022e-08
1913,1.6264269788734964e-06,2.227255713194154e-08
1914,1.848970896389801e-06,2.343860217024485e-08
1915,2.293714260304114e-06,1.8849219074468238e-08
1916,2.2183685359777883e-06,2.5271162940043723e-08
1917,2.005759142775787e-06,1.973956464951243e-08
1918,2.1847088191861985e-06,2.8715941624568586e-08
1919,1.7890849903778872e-06,1.749491218561161e-08
1920,1.5659375094401184e-06,1.1358347151713133e-08
1921,1.5683159517720924e-06,1.5902768879527684e-08
1922,1.4291060779214604e-06,1.696925089333945e-08
1923,1.6051313878051587e-06,8.492758496458919e-09
1924,1.5147659269132419e-06,9.02413699321869e-09
1925,1.5540425692961435e-06,7.698724324711748e-09
1926,1.540396283417067e-06,1.4489979882625903e-08
1927,1.5207542674033903e-06,5.574612327308159e-09
1928,1.389406634189072e-06,7.998228745975666e-09
1929,1.5150952776821214e-06,6.684243825105796e-09
1930,1.380173557663511e-06,1.470504518152893e-08
1931,1.4062804893910652e-06,1.1405356659111021e-08
1932,1.3819975492879166e-06,1.53433514782364e-08
1933,1.3684499435839825e-06,1.605892663292252e-08
1934,1.4713380096509354e-06,8.38710612072191e-09
1935,1.3512192253983812e-06,1.555876849579363e-08
1936,1.5216517113003647e-06,9.699771652549316e-09
1937,1.2062291716574691e-06,1.1332006444320086e-08
1938,1.3626440704683773e-06,1.4261735792331365e-08
1939,1.312229528593889e-06,1.2235240376412548e-08
1940,1.5113266726984875e-06,7.607348528892999e-09
1941,1.3990122624818468e-06,2.3612020783048138e-08
1942,1.5413795608765213e-06,6.068423541449874e-09
1943,1.718715225251799e-06,8.709705845433291e-09
1944,1.59052717663144e-06,0.0
1945,1.7231966467079474e-06,1.3071024262956144e-08
1946,1.5132239923332236e-06,5.568441707737293e-09
1947,1.3625555084217922e-06,5.960435700558264e-09
1948,1.438350750504469e-06,5.435944139264848e-09
1949,1.5147643352975138e-06,1.3743811422273211e-08
1950,1.3719616163143655e-06,3.190608444114673e-09
1951,1.4371569250215543e-06,5.330700769690111e-09
1952,1.2590495543918223e-06,9.490323193972472e-09
1953,1.267002062377287e-06,1.0773827163745864e-08
1954,1.2313395245655556e-06,9.772536557761669e-09
1955,1.2557943591673393e-06,5.631364707880948e-09
1956,1.3055548606644152e-06,7.849027205963921e-09
1957,1.2369052910798928e-06,1.236905244894615e-08
1958,1.2648259826164576e-06,4.9633461784992505e-09
1959,1.3052259646428865e-06,1.1626121398933265e-08
1960,1.2215270999149652e-06,5.536666680683311e-09
1961,1.3993592347105732e-06,1.042223907177231e-08
1962,1.354007736154017e-06,5.0735651235811474e-09
1963,1.4904252338965307e-06,7.759263453976928e-09
1964,1.317787564403261e-06,4.258777774879263e-09
1965,1.3390090316534042e-06,9.302473458205895e-09
1966,1.343225676464499e-06,6.6468897053084675e-09
1967,1.3459815590977087e-06,3.944268467392931e-09
1968,1.4219822332961485e-06,7.635406973349745e-09
1969,1.5687231780248112e-06,7.2668124850849836e-09
1970,1.3699601595362765e-06,7.3579600190498695e-09
1971,1.4140870234768954e-06,6.166076982339064e-09
1972,1.3661581306223525e-06,6.669190977248718e-09
1973,1.3783009080725606e-06,1.6539611902288698e-09
1974,1.3191965990699828e-06,6.750686232237513e-09
1975,1.3033597952016862e-06,3.4268881066168433e-09
1976,1.3198247188483947e-06,7.427584769459372e-09
1977,1.2352995781839127e-06,8.815172591880582e-09
1978,1.2599994079209864e-06,7.128709622605811e-09
1979,1.2400331570461276e-06,1.7555920051037788e-09
1980,1.3706898016607738e-06,5.116635559687666e-09
1981,1.2961050970261567e-06,5.060439622894819e-09
1982,1.381169226988277e-06,6.828252629986764e-09
1983,1.30474427351146e-06,3.157658134966823e-09
1984,1.4085791235629586e-06,8.118611560803402e-09
1985,1.3306414530234179e-06,1.8046674155058895e-09
1986,1.3451625591187621e-06,2.3977941854269602e-09
1987,1.328491634922102e-06,4.277571630240118e-09
1988,1.2976541938769515e-06,7.195864348830128e-09
1989,1.3956295106254402e-06,3.2928733073589456e-09
1990,1.2896956604890875e-06,3.2691906959314565e-09
1991,1.3422754818748217e-06,4.10302547493302e-09
1992,1.3504873095371295e-06,3.30596661157756e-09
1993,1.3454734926199308e-06,4.4313659408601325e-09
1994,1.4041854683455313e-06,1.5824779264761446e-09
1995,1.402245743520325e-06,4.337960657352369e-09
1996,1.338793481409084e-06,2.135236876199542e-09
1997,1.375175770590431e-06,6.233362714880286e-09
1998,1.4342532494993065e-06,5.72175506974304e-09
1999,1.3381549024416017e-06,3.1991407301035224e-09
2000,1.4062594573260867e-06,3.97622823555821e-09
2001,1.3713192856812384e-06,4.381211837767296e-09
2002,1.4129439023236046e-06,1.752488598683044e-09
2003,1.4392551292985445e-06,1.6667691671301554e-09
2004,1.5570936966469162e-06,3.523833003171717e-09
2005,1.4195818494044943e-06,3.602999676388663e-09
2006,1.4354964150697924e-06,4.529678854225949e-09
2007,1.3537290897147614e-06,1.5977917877663117e-09
2008,1.3904798379371641e-06,2.9802078582719105e-09
2009,1.516762040409958e-06,3.337734755248789e-09
2010,1.4280026334745344e-06,3.3066551718974324e-09
2011,1.3747179536949261e-06,4.206369030868018e-09
2012,1.3882543044019258e-06,6.808505315092361e-09
2013,1.274072360502032e-06,1.1156500168141292e-09
2014,1.2869240890722722e-06,2.165445156521173e-09
2015,1.3130992329024593e-06,1.7732603163622684e-09
2016,1.2757383274220047e-06,3.1070099826280284e-09
2017,1.248497937922366e-06,1.509366853724714e-09
2018,1.1848932217617403e-06,3.0977600484760615e-09
2019,1.2198823924336466e-06,2.04079020349468e-09
