year,grand_ADJ are_NOUN,grand_ADJ bar_NOUN
1966,5.539074754423723e-10,1.2739872157219168e-08
1967,0.0,1.1339771732732373e-08
1968,4.042274071025531e-09,9.881114898524501e-09
1969,4.5417578031781147e-10,9.083515634111805e-09
1970,4.5987250119061684e-10,1.2876430449670906e-08
1971,0.0,2.4150468846961815e-08
1972,1.0260293725750103e-09,8.208234758555477e-09
1973,4.410563025913916e-09,8.269805951144349e-09
1974,1.1251143350321513e-09,7.31324301117553e-09
1975,0.0,7.996072248772634e-09
1976,2.285410749536254e-09,6.85623213758646e-09
1977,0.0,1.0578207310096843e-08
1978,5.940591352171509e-10,1.1881182482298414e-08
1979,1.1703946700691858e-09,9.36315747157579e-09
1980,5.685150683554241e-10,1.5918422080485328e-08
1981,1.2651099057237047e-09,1.012087935681194e-08
1982,6.207502289967692e-10,1.2415004690957687e-08
1983,1.2630632095778083e-09,6.315316269933646e-09
1984,0.0,8.118611560803402e-09
1985,1.2031116103372597e-09,7.820225245147583e-09
1986,0.0,1.079007377891017e-08
1987,0.0,8.555143260480236e-09
1988,0.0,1.8589316697070757e-08
1989,5.488122178931576e-10,9.329808037250586e-09
1990,0.0,9.262706268664544e-09
1991,0.0,1.0550637641326688e-08
1992,1.1019888335184191e-09,1.3223866057732181e-08
1993,0.0,1.9387226546374592e-08
1994,0.0,1.6352272314001937e-08
1995,0.0,1.3556127498315362e-08
1996,5.338092190498855e-10,6.939519625603907e-09
1997,0.0,6.712852385071244e-09
1998,0.0,1.1443509806419172e-08
1999,4.570201161957499e-10,1.3253583591721352e-08
2000,4.4180314962005696e-10,2.0322944771500318e-08
2001,0.0,1.6648605327684862e-08
2002,0.0,1.5772398220814665e-08
2003,4.1669229178253886e-10,1.7917768158071112e-08
2004,8.809582507929292e-10,1.3214373789649514e-08
2005,0.0,1.9366122372410643e-08
2006,0.0,1.976587210572589e-08
2007,0.0,5.033044214730609e-08
2008,8.514879357157668e-10,1.0643598855053504e-07
2009,4.76819250749827e-10,9.774794396122388e-08
2010,4.723793023408973e-10,1.2329100168573248e-07
2011,3.82397197240536e-10,2.6079488690822217e-07
2012,6.808505426114664e-10,2.291062080883588e-07
2013,0.0,1.4503450312952637e-07
2014,0.0,1.4226974831554884e-07
2015,4.433150790905671e-10,1.7355785467132456e-07
2016,4.1426800878596737e-10,1.4416526253335782e-07
2017,0.0,1.4489921718041643e-07
2018,0.0,1.236522562120257e-07
2019,0.0,2.0203822853614994e-07
