year,grand_ADJ are_NOUN,grand_ADJ bar_NOUN
1800,3.144164484325529e-09,0.0
1801,2.3811825844433088e-09,0.0
1802,2.2378401354217203e-09,0.0
1803,5.851017448321727e-09,0.0
1804,9.887403784603066e-09,2.4718509461507665e-09
1805,2.842877711017877e-09,0.0
1806,5.76333825108577e-09,0.0
1807,2.8469551160981155e-09,0.0
1808,0.0,0.0
1809,0.0,0.0
1810,0.0,0.0
1811,1.0028307073639553e-08,0.0
1812,1.600324850414836e-08,0.0
1813,5.751483289628823e-09,0.0
1814,3.1466771410748606e-09,0.0
1815,8.091670444798638e-09,0.0
1816,6.952811659743929e-09,2.3176038865813098e-09
1817,4.670620334934483e-09,0.0
1818,0.0,0.0
1819,4.140420006848444e-09,0.0
1820,2.3732962262101864e-09,0.0
1821,1.97229765852569e-09,0.0
1822,3.0076847679083585e-09,0.0
1823,9.882686891060644e-10,0.0
1824,2.5263338088166165e-09,0.0
1825,1.7610886082763955e-09,0.0
1826,3.5231937367541377e-09,0.0
1827,9.217273055917019e-10,9.217273055917019e-10
1828,3.668920500743411e-09,4.586150681440415e-09
1829,3.429270423183084e-09,0.0
1830,2.0873671680021744e-09,0.0
1831,1.5591206103948707e-09,0.0
1832,6.764984572527055e-09,0.0
1833,3.4750886612755494e-09,0.0
1834,1.8669061851994684e-09,0.0
1835,5.294161553592858e-09,7.563087933704082e-10
1836,6.720750067579218e-10,0.0
1837,3.478945576063097e-09,0.0
1838,3.1560809521380406e-09,0.0
1839,2.7965900706306e-09,0.0
1840,3.1848443882154243e-09,0.0
1841,2.5682194149112547e-09,0.0
1842,2.683306021822318e-09,0.0
1843,2.953455480181333e-09,0.0
1844,3.2931368743049916e-09,0.0
1845,3.348136878855712e-09,0.0
1846,5.854501328173001e-09,0.0
1847,5.3932236454556914e-09,0.0
1848,5.63165514222419e-09,8.045221711050488e-10
1849,5.865590679832167e-09,8.379414939696517e-10
1850,4.073397619208663e-09,0.0
1851,4.514607354622058e-09,0.0
1852,6.510545436100301e-09,0.0
1853,5.971931837933653e-09,5.971931837933653e-10
1854,2.0782657816909023e-09,5.195664454227256e-10
1855,4.2455496895854594e-09,0.0
1856,4.141751386299575e-09,0.0
1857,2.9289055625270066e-09,0.0
1858,1.9574704079872163e-09,0.0
1859,3.5645213447565993e-09,0.0
1860,3.661747127736703e-09,0.0
1861,4.2443675241088386e-09,0.0
1862,1.3553959066214816e-09,2.2589932147099034e-09
1863,9.489779628779615e-09,9.989241656072068e-10
1864,4.794728170054441e-09,1.4384183844029508e-09
1865,4.706844247692743e-09,0.0
1866,1.9462451650298362e-09,4.865612912574591e-10
1867,8.249779526181555e-09,0.0
1868,2.9639244392143382e-09,1.975949626142892e-09
1869,3.906815315701806e-09,4.883519144627257e-10
1870,6.880858549607183e-09,0.0
1871,1.0621177271019633e-09,9.559059321873065e-09
1872,3.628403577593531e-09,0.0
1873,3.591602570907071e-09,5.986004469882289e-10
1874,5.974609251779839e-09,0.0
1875,5.149374260327022e-09,0.0
1876,6.04601479992084e-09,0.0
1877,2.4739263970730008e-09,0.0
1878,3.0195443923020093e-09,2.4156354694326865e-09
1879,6.720257683667796e-09,4.276527687530063e-09
1880,3.2089231272180996e-09,3.2089231272180996e-09
1881,2.091752326904839e-09,3.486253841167297e-09
1882,2.6621540527571597e-09,6.655385131892899e-10
1883,3.159669414998234e-09,0.0
1884,4.621187876807653e-09,2.6406787867472303e-09
1885,5.156508553483263e-09,6.445635691854079e-10
1886,5.162771099520569e-09,0.0
1887,3.9173548849191775e-09,6.528924623161458e-10
1888,2.53624587998047e-09,6.340614699951175e-10
1889,5.012109394186837e-09,6.265136742733546e-10
1890,2.4251230357208442e-08,2.6217545912032847e-09
1891,3.1871101313640793e-09,5.099376032546843e-09
1892,7.522214851007902e-09,0.0
1893,3.079208221734575e-09,1.847525021858587e-09
1894,6.301539290376468e-10,1.2603078580752936e-09
1895,2.4074457982692365e-09,4.814891596538473e-09
1896,6.486732040400511e-09,1.179405795248556e-09
1897,3.4960281336537946e-09,3.4960281336537946e-09
1898,5.6583546736987955e-09,5.6583548957434004e-09
1899,3.8693048765026106e-09,1.6582735185011188e-09
1900,6.748368974740515e-09,7.26747462209687e-09
1901,3.353243460679778e-09,1.1177477832191585e-09
1902,6.38336894454028e-09,0.0
1903,2.1600881083827517e-09,5.940242298052567e-09
1904,6.449550227216605e-09,4.837162670412454e-09
1905,4.1286072338664326e-09,6.192911072844254e-09
1906,8.745113966313056e-09,0.0
1907,5.142843484406967e-09,7.199980667227379e-09
1908,3.929111258571538e-09,5.402527980535865e-09
1909,7.701377313651392e-09,4.9508852018043115e-09
1910,4.809735720812114e-09,3.2064905175488434e-09
1911,5.852411444351446e-09,7.4485240197930125e-09
1912,6.772247651554153e-09,5.209421227725386e-09
1913,2.121195885607108e-09,4.772690798127144e-09
1914,7.366418142140674e-09,4.018046229070649e-09
1915,8.246533234057551e-09,2.3561523843085297e-09
1916,2.197492410260793e-09,2.197492410260793e-09
1917,1.0966424435210342e-09,1.0966424435210342e-09
1918,1.033773866510046e-08,4.594550517822427e-09
1919,4.603924352863942e-09,1.1049417880659718e-08
1920,3.028892692213958e-09,4.543339038320937e-09
1921,6.058197943303867e-09,5.300923255902035e-09
1922,2.951174193910333e-09,1.2542490324118916e-08
1923,8.492758496458919e-09,4.246379248229459e-09
1924,2.578324886925998e-09,5.156649773851996e-09
1925,5.499089184013428e-09,7.698724324711748e-09
1926,4.458455382660986e-09,3.009457394398396e-08
1927,2.2298449753321847e-09,1.4493992006592293e-08
1928,4.570416489713125e-09,1.3711249802206282e-08
1929,2.2280812750352652e-09,8.912324878096456e-09
1930,8.402882833991043e-09,5.2518016602221e-09
1931,3.4216069977333063e-09,1.0264820993199919e-08
1932,0.0,5.479768305782784e-09
1933,3.4411986593596566e-09,5.735331320977366e-09
1934,1.1981580172459871e-09,1.0783422155213884e-08
1935,1.196828414151696e-09,5.98414207075848e-09
1936,0.0,1.091224310911798e-08
1937,3.777335333410292e-09,1.3850229740874909e-08
1938,2.5930428915188486e-09,1.2965214124527336e-08
1939,1.5294050470515685e-09,6.117620188206274e-09
1940,5.0715658339584024e-09,5.0715658339584024e-09
1941,1.1806010391524069e-08,4.427254118866131e-08
1942,3.034211770724937e-09,9.102635312174812e-09
1943,5.806470415592457e-09,2.9032352077962287e-09
1944,1.2852744646352221e-08,9.639558484764166e-09
1945,6.535512131478072e-09,2.178504132643866e-08
1946,0.0,1.5313215584455975e-08
1947,1.1920870957027319e-09,7.152522574216391e-09
1948,0.0,5.435943917220243e-09
1949,0.0,5.890204768377316e-09
1950,2.1270722960764488e-09,8.508289184305795e-09
1951,2.1322803522849654e-09,3.1984206394497505e-09
1952,4.2179215675730575e-09,4.217921456550755e-09
1953,3.232148326759443e-09,1.508335811806205e-08
1954,9.772536113672459e-10,4.886268278880834e-09
1955,1.8771215692936494e-09,9.385607846468247e-09
1956,2.616342476002842e-09,1.3081712602058815e-08
1957,0.0,1.0602045130703175e-08
1958,2.4816730892496253e-09,9.099467734863254e-09
1959,4.650448914844674e-09,1.3951345745333299e-08
1960,6.920833350854139e-10,8.997083522643834e-09
1961,1.3896318540318475e-09,1.389631831827387e-08
1962,6.341956404476434e-10,1.268391242037481e-08
1963,3.2330267352165265e-09,2.392439713005956e-08
1964,2.4335873316516654e-09,1.3384730379595311e-08
1965,1.0944086747954884e-09,1.313290448612392e-08
