year,était_VERB aux_ADP,était_VERB beau_ADV,etait_VERB aux_ADP,etait_VERB beau_ADV
1800,6.791395321670279e-07,1.4463157071986643e-07,0.0,0.0
1801,7.50072501887189e-07,3.428903028179775e-07,2.3811825844433088e-09,0.0
1802,3.960977039696445e-07,1.7455153056289419e-07,0.0,0.0
1803,5.10988854784955e-07,1.0726865440346955e-07,1.950339223455444e-09,0.0
1804,6.179627121127851e-07,4.572924297008285e-07,0.0,0.0
1805,5.543611791836156e-07,1.250866148438945e-07,0.0,0.0
1806,6.771922471671132e-07,1.873084869430386e-07,5.76333825108577e-09,0.0
1807,8.199230592254025e-07,3.387876574834081e-07,2.8469551160981155e-09,0.0
1808,6.526292963826563e-07,6.390328621819208e-07,4.5321479902327155e-09,0.0
1809,8.471364481010824e-07,5.1957702140725814e-08,1.129515236897305e-08,0.0
1810,5.101476290292339e-07,1.427477371862551e-07,0.0,0.0
1811,8.448848802800057e-07,9.777599530025327e-08,5.0141535368197765e-09,0.0
1812,5.894530090699845e-07,1.2802598803318688e-07,2.6672082320544632e-09,0.0
1813,9.720006346469745e-07,4.083553051259514e-07,0.0,0.0
1814,7.866692612878978e-07,9.125363931161701e-08,3.1466771410748606e-09,0.0
1815,8.118643108900869e-07,9.440282155992463e-08,0.0,0.0
1816,7.46268426610186e-07,1.7613788827475219e-07,0.0,0.0
1817,1.0851407523659873e-06,1.370048607896024e-07,1.556873407970727e-09,0.0
1818,1.1897335525645758e-06,1.7047283051851991e-07,1.1921177378582115e-09,0.0
1819,9.450508855479711e-07,1.687221100610259e-07,0.0,1.035105001712111e-09
1820,1.2946330798513372e-06,1.9579694310323248e-07,3.5599443393152796e-09,0.0
1821,1.2622705298781511e-06,2.554125444476085e-07,4.930744257336528e-09,0.0
1822,1.135902266469202e-06,2.897402850976505e-07,5.012807946513931e-09,0.0
1823,1.5150159242693917e-06,2.1050122711585573e-07,1.087095569118901e-08,9.882686891060644e-10
1824,1.1368501873221248e-06,1.8273814816893719e-07,1.6842225392110777e-09,0.0
1825,1.0654586048985948e-06,2.5888002141982724e-07,2.641632912414593e-09,1.7610886082763955e-09
1826,9.398119118486647e-07,1.418085417981274e-07,8.807984341885344e-10,0.0
1827,1.26000122691039e-06,2.838920067915751e-07,3.6869092223668076e-09,0.0
1828,1.1777234476539888e-06,2.549899704717973e-07,1.1006761724274838e-08,0.0
1829,1.4325777328849654e-06,4.286588080049114e-07,2.571952872898464e-09,0.0
1830,1.3421771427601925e-06,3.12061388285656e-07,3.1310507520032616e-09,0.0
1831,1.3907356333220378e-06,4.287581703010801e-07,0.0,1.5591206103948707e-09
1832,1.1243404287597514e-06,5.493167805070698e-07,4.058990921151917e-09,0.0
1833,1.4259446743380977e-06,5.444305202217947e-07,1.1583628500844156e-09,0.0
1834,1.3787101806883584e-06,4.536582025593816e-07,0.0,3.733812370398937e-09
1835,1.5330379028455354e-06,4.507600408487633e-07,5.294161553592858e-09,1.5126175867408165e-09
1836,1.2540920124592958e-06,3.9585216882187524e-07,6.720750067579218e-10,0.0
1837,1.39018663958268e-06,3.4719874975053244e-07,2.7831563720326358e-09,0.0
1838,1.4499036069537397e-06,3.2570756047789473e-07,3.1560809521380406e-09,6.312161904276081e-10
1839,1.3451598306346568e-06,3.642558681349328e-07,2.7965900706306e-09,6.9914751765765e-10
1840,1.5803198039066046e-06,4.809114670933923e-07,2.5478754661634184e-09,0.0
1841,1.27062651245069e-06,3.2231153568318405e-07,6.420548537278137e-10,6.420548537278137e-10
1842,1.7535404595037107e-06,3.910918451310863e-07,3.3541325272778977e-09,0.0
1843,1.5399317589981365e-06,3.4673567483878287e-07,2.953455480181333e-09,1.7720733769266417e-09
1844,1.5280154457286699e-06,3.5510990414877597e-07,2.7442805805577564e-09,0.0
1845,1.5697181652285508e-06,4.257713897004578e-07,5.580227946389016e-10,5.580227946389016e-10
1846,1.3459498404699843e-06,3.8756797948735766e-07,5.854501328173001e-10,5.854501328173001e-10
1847,1.4545523754350143e-06,3.489415689728048e-07,6.47186837454683e-09,0.0
1848,1.4248087154555833e-06,3.0652293503408146e-07,8.045221711050488e-10,8.045221711050488e-10
1849,1.3918207741880906e-06,2.538962746712059e-07,8.379414939696517e-10,0.0
1850,1.5064782701301738e-06,3.238351098389103e-07,2.7155984128057753e-09,0.0
1851,1.4917551425241982e-06,3.1795732979844615e-07,0.0,6.449438760824933e-10
