year,tout_DET art_NOUN,tout_DET bar_NOUN
1800,3.7729974611266925e-07,0.0
1801,1.5239568051939045e-07,0.0
1802,1.9245425164626795e-07,0.0
1803,1.384740837551135e-07,0.0
1804,1.359517991517123e-07,0.0
1805,1.1087223206196484e-07,2.842877711017877e-09
1806,2.420602083219592e-07,2.881669125542885e-09
1807,1.93592946118315e-07,0.0
1808,3.104521333341381e-07,2.2660739951163578e-09
1809,1.3102376783535874e-07,2.259030518203531e-09
1810,1.3338723059419522e-07,2.3401267590372754e-09
1811,1.3538214815866922e-07,0.0
1812,1.3336041604361526e-07,5.3344164641089264e-09
1813,2.473137783454149e-07,0.0
1814,2.391474680507599e-07,0.0
1815,8.900837911163251e-08,0.0
1816,1.5991466995046721e-07,0.0
1817,1.8371106236259038e-07,4.670620334934483e-09
1818,1.728570637737903e-07,0.0
1819,2.5256562175002273e-07,0.0
1820,1.5426425292730528e-07,0.0
1821,2.7414937164849107e-07,0.0
1822,1.223125138949399e-07,2.0051231786055723e-09
1823,2.2631352880608802e-07,0.0
1824,1.397904734190547e-07,5.894778887238772e-09
1825,1.4088708866211164e-07,0.0
1826,1.197885833859047e-07,0.0
1827,1.474763683395608e-07,9.217273055917019e-10
1828,1.2382606701111243e-07,4.586150570418113e-09
1829,2.6576845479908684e-07,8.57317605795771e-10
1830,1.3776623575267877e-07,1.0436835840010872e-09
1831,1.6214854170470971e-07,0.0
1832,2.88188350960894e-07,0.0
1833,1.6912097555721317e-07,1.1583628500844156e-09
1834,2.2869600968533632e-07,0.0
1835,1.3613558280667348e-07,0.0
1836,1.6533045010813652e-07,0.0
1837,2.3448092889566396e-07,2.7831562610103333e-09
1838,1.6285377046898475e-07,0.0
1839,1.195542226328783e-07,2.09744255297295e-09
1840,1.6561190568920026e-07,8.917564020549662e-09
1841,1.4959878269493743e-07,0.0
1842,1.1471133554152857e-07,6.708265054555795e-10
1843,2.0142567258574218e-07,7.088293507706567e-09
1844,1.3501860607334493e-07,5.488561272137815e-10
1845,1.9363391584592549e-07,2.7901139176833567e-09
1846,1.3465353276842507e-07,0.0
1847,1.655719641391329e-07,0.0
1848,1.7940844232455788e-07,3.218088684420195e-09
1849,2.161889085527946e-07,8.379414939696517e-10
1850,1.7040379773902714e-07,1.3577992064028876e-09
1851,1.1931461818548428e-07,0.0
1852,1.9141004048428556e-07,6.510545436100301e-10
1853,1.3197969361833373e-07,5.971931837933653e-10
1854,1.6885909026598256e-07,1.5586993362681767e-09
1855,2.1758441803854112e-07,5.306937111981824e-10
1856,2.0812301104733422e-07,0.0
1857,1.6450685369484574e-07,1.464452725752352e-09
1858,1.722573967355423e-07,2.936205500958522e-09
1859,1.935025908395005e-07,5.092173349652285e-10
1860,2.1146589301856977e-07,0.0
1861,2.2778104968868007e-07,1.4147891747029462e-09
1862,1.9833960079873592e-07,4.517986262886353e-10
1863,2.4223910299880913e-07,4.994620828036034e-10
1864,2.138448671473725e-07,4.794727948009836e-10
1865,2.2075099570528778e-07,4.706844358715045e-10
1866,2.19925699429524e-07,1.4596839292835284e-09
1867,1.6111333600576927e-07,1.455843445796745e-09
1868,2.6675320974334227e-07,9.87974813071446e-10
1869,2.3245551505901574e-07,9.767038289254515e-10
1870,1.6628742249835682e-07,5.734048791339319e-10
1871,9.559059721553353e-08,2.1242354542039266e-09
1872,1.5723082169571967e-07,1.8142017887967654e-09
1873,2.1609476563710928e-07,0.0
1874,1.4398807568483107e-07,0.0
1875,2.5861302377361284e-07,5.721527140956084e-10
1876,2.769074645136982e-07,6.04601479992084e-10
1877,1.74411812992048e-07,2.4739263970730008e-09
1878,1.968742926461431e-07,1.2078177347163432e-09
1879,1.6739550590116892e-07,0.0
1880,1.9253539162988886e-07,1.9253538763308597e-09
1881,1.833769476267122e-07,0.0
1882,1.916750924646493e-07,0.0
1883,1.5735154568208287e-07,1.2638677882037541e-09
1884,1.8616785979475026e-07,0.0
1885,1.4502680412142865e-07,6.445635691854079e-10
1886,1.652086745185244e-07,6.453463874400711e-10
1887,1.9978509790963273e-07,1.3057849246322917e-09
1888,1.610516111583138e-07,0.0
1889,2.38701707289124e-07,6.265136742733546e-10
1890,1.6451509576853596e-07,0.0
1891,2.071621465482565e-07,1.2748440081367107e-09
1892,2.394571678721036e-07,6.268512375839919e-10
1893,2.235505172087926e-07,0.0
1894,2.066904827291438e-07,6.301539290376468e-10
1895,3.1657912824556433e-07,6.018614495673091e-10
1896,2.187797802921665e-07,3.538217441256819e-09
1897,2.0568298997325485e-07,0.0
1898,2.6650852413823145e-07,5.6583548957434e-10
1899,2.106007368496421e-07,0.0
1900,2.647437084002391e-07,5.191053142894475e-10
1901,2.3416815869703456e-07,5.588738916095792e-10
1902,2.1801660887721397e-07,2.455141867585553e-09
1903,2.0250826526790888e-07,5.400220270956879e-10
1904,2.3594603959509186e-07,1.0749250378694342e-09
1905,2.286216234104188e-07,5.160759042333041e-10
1906,2.6904085403955946e-07,1.5432553013283723e-09
1907,2.79770673738966e-07,1.028568674676933e-09
1908,2.7307323957614926e-07,1.4734167219643268e-09
1909,2.948527212387475e-07,1.1001967115120692e-09
1910,2.709484334673107e-07,0.0
1911,2.8038372645866616e-07,5.320374141248863e-10
1912,2.8912288696503197e-07,1.0418842455450772e-09
1913,3.457549360152967e-07,3.712092910834741e-09
1914,2.491188690889601e-07,1.3393487430235496e-09
1915,1.460814509357533e-07,1.1780761921542648e-09
1916,1.5052823032490892e-07,1.0987462051303964e-09
1917,2.2371506536167374e-07,2.1932848870420685e-09
1918,2.6533529684513724e-07,4.594550517822427e-09
1919,2.522950512950928e-07,3.6831393490643904e-09
1920,4.0057106343027726e-07,0.0
1921,4.0287016789264385e-07,2.2718242842501013e-09
1922,4.035730798435111e-07,0.0
1923,3.842973086420898e-07,1.0615948120573648e-09
1924,3.33893080295411e-07,1.289162443462999e-09
1925,3.794371341570013e-07,2.1996355847875293e-09
1926,4.636793620171886e-07,0.0
1927,4.359347052229623e-07,5.574612549352764e-09
1928,3.793445642052973e-07,2.2852082448565625e-09
1929,3.6651938017939756e-07,0.0
1930,3.455685728681601e-07,2.100720708497761e-09
1931,3.6953356818969496e-07,0.0
1932,3.2769015634315224e-07,0.0
1933,4.267086453069169e-07,0.0
1934,2.863597643454341e-07,0.0
1935,3.482770836171767e-07,0.0
1936,2.594688877088913e-07,0.0
1937,3.449966248236791e-07,0.0
1938,3.44874714897081e-07,1.2965214457594243e-09
1939,3.257632785746978e-07,0.0
1940,3.575453959570041e-07,2.5357829169792012e-09
1941,4.515798863735654e-07,2.9515025978810172e-09
1942,4.520975476207667e-07,0.0
1943,4.267755786546701e-07,2.9032352077962287e-09
1944,3.1167906122675504e-07,0.0
1945,4.0084474317581e-07,4.357008087652048e-09
1946,4.955913102122622e-07,5.568441707737293e-09
1947,4.959082249289537e-07,0.0
1948,4.272651930037341e-07,2.174377566888097e-09
1949,4.083875349003563e-07,9.817008317369869e-10
1950,4.466851764028945e-07,0.0
1951,4.904244816916759e-07,2.1322803522849654e-09
1952,4.038659962013469e-07,0.0
1953,4.568102958124598e-07,1.0773827385790469e-09
1954,4.671272160194917e-07,0.0
1955,4.777274429379474e-07,9.385607846468247e-10
1956,4.988492934288047e-07,0.0
1957,4.7620851972851597e-07,1.7670075402875796e-09
1958,3.6397870539772725e-07,0.0
1959,4.0536411205494005e-07,7.750747821333448e-10
1960,4.270154132512971e-07,0.0
1961,4.564940656592853e-07,2.779263708063695e-09
1962,3.881277246264858e-07,0.0
1963,5.237503235555607e-07,6.466053248388448e-10
1964,4.53255626697846e-07,0.0
1965,4.96861531473769e-07,0.0
1966,3.345601068405202e-07,0.0
1967,3.766776313085529e-07,0.0
1968,5.56037308863111e-07,8.982831700699023e-10
1969,3.5380291929509866e-07,0.0
1970,4.0376806076380944e-07,4.5987250119061684e-10
1971,4.984245709493962e-07,2.0553589941130213e-09
1972,3.919432159937841e-07,5.130146862875051e-10
1973,4.019125521281808e-07,5.513203782392395e-10
1974,3.600365723332999e-07,0.0
1975,3.626789948363296e-07,0.0
1976,3.5252461727530715e-07,0.0
1977,3.5378225754501e-07,1.1753563677885381e-09
1978,3.62970135947549e-07,0.0
1979,3.7160029653371396e-07,0.0
1980,4.5196948983416974e-07,0.0
1981,3.6371909284405035e-07,1.2651099057237047e-09
1982,4.053499034206709e-07,0.0
1983,3.4418472960595636e-07,0.0
1984,3.9027326259599704e-07,5.799008495621649e-10
1985,4.132688475877444e-07,0.0
1986,3.716580920798407e-07,5.994485463567401e-10
1987,3.953698588521348e-07,6.110816852533674e-10
1988,3.9817117403195823e-07,1.1993107618124554e-09
1989,4.390497752027045e-07,1.0976244357863152e-09
1990,3.182012189295591e-07,5.44865097484859e-10
1991,3.622385431611974e-07,1.1722930404189924e-09
1992,4.4685646116704447e-07,0.0
1993,4.298425033688602e-07,5.539207426075166e-10
1994,4.1144426865535877e-07,1.0549853213248639e-09
1995,3.936699179973857e-07,2.168980273165033e-09
1996,3.923497675639709e-07,1.6014276571496566e-09
1997,3.5482220317462065e-07,4.79489448146353e-10
1998,3.919402131735694e-07,0.0
1999,4.1908743719787367e-07,4.570201161957499e-10
2000,3.883449797292826e-07,4.4180314962005696e-10
2001,3.6013560344994033e-07,0.0
2002,3.7503254368687067e-07,4.38122149670761e-10
2003,3.6918937756924564e-07,2.083461403401543e-09
2004,3.5634762429737066e-07,4.404791253964646e-10
2005,3.5669696829554454e-07,0.0
2006,3.5290315869573874e-07,0.0
2007,3.762799671847006e-07,7.988958938831558e-10
2008,3.359119780110831e-07,2.9802078582719105e-09
2009,3.4140259264070494e-07,1.430457752249481e-09
2010,2.791761695153383e-07,2.3618965672156378e-09
2011,2.6270687825125094e-07,3.4415748029203996e-09
2012,2.2910621022553812e-07,4.765953853791416e-09
2013,2.2842933511402208e-07,2.5102124823206395e-09
2014,2.42746410750172e-07,1.2992670966882613e-09
2015,2.584526863635972e-07,3.324863190323768e-09
