year,tout_DET ail_NOUN,tout_DET bail_NOUN
1800,4.087413785214267e-08,9.432493452976587e-09
1801,2.8574191901498125e-08,7.143547753329926e-09
1802,8.951360541686881e-09,4.0281122437590966e-08
1803,1.3652374342143503e-08,1.3652374786232713e-08
1804,2.4718509461507665e-09,0.0
1805,8.528632911009026e-09,5.685755422035754e-09
1806,8.645007376628655e-09,1.729001475325731e-08
1807,5.693910232196231e-09,1.9928686700865228e-08
1808,1.1330369531492579e-08,1.3596443970698147e-08
1809,2.259030518203531e-09,1.8072244589717457e-08
1810,1.4040760554223652e-08,1.6380886869171718e-08
1811,7.521229861140455e-09,4.512738271955641e-08
1812,5.3344164641089264e-09,1.8670456736202823e-08
1813,2.300593315851529e-08,2.8757416448144113e-09
1814,1.2586708564299443e-08,3.1466771410748606e-09
1815,2.4275012222574333e-08,0.0
1816,2.3176038865813098e-09,2.0858434979231788e-08
1817,4.670620334934483e-09,7.784367039853635e-09
1818,1.7881765401739358e-08,1.1921177378582115e-09
1819,5.175524897538253e-09,1.035105001712111e-09
1820,0.0,7.119888678630559e-09
1821,0.0,1.0847637010868993e-08
1822,6.015369535816717e-09,1.4035862250239006e-08
1823,3.9530747564242574e-09,8.894418535021487e-09
1824,8.421112696055388e-10,1.8526447931321854e-08
1825,5.283265824829186e-09,1.0566532093747583e-08
1826,1.7615968683770689e-09,1.5854372037438225e-08
1827,3.6869092223668076e-09,2.580836433452305e-08
1828,0.0,9.172301140836225e-09
1829,2.571952872898464e-09,1.8003669499666586e-08
1830,2.0873671680021744e-09,1.5655253093882493e-08
1831,0.0,1.870944643656003e-08
1832,1.3529969367098715e-09,2.705993962237585e-08
1833,4.6334514003376626e-09,3.70676112027013e-08
1834,9.334530925997342e-10,3.080395227783583e-08
1835,1.5126175867408165e-09,1.0588323107185715e-08
1836,6.720750067579218e-10,2.2178475500567174e-08
1837,1.3915781860163179e-09,1.7394727436226276e-08
1838,2.5248647617104325e-09,1.7674054220151447e-08
1839,1.3982950353153e-09,1.677954086787281e-08
1840,3.1848443882154243e-09,4.0766008790882324e-08
1841,1.926164561183441e-09,7.897274656443187e-08
1842,6.708265054555795e-10,1.8112316091389857e-08
1843,5.906911071384968e-10,2.3036953011867922e-08
1844,0.0,2.195424553264047e-08
1845,1.674068439427856e-09,2.1762889268472918e-08
1846,1.1709002656346001e-09,4.5079661559199735e-08
1847,5.393223645455691e-10,3.937053172364813e-08
1848,1.6090443422100975e-09,4.666228647920434e-08
1849,0.0,2.3462361387061037e-08
1850,6.788996032014438e-10,6.110096339995152e-08
1851,1.2898877521649865e-09,2.3217979761014362e-08
1852,1.9531636308300904e-09,4.427171007570507e-08
1853,2.9859659189668264e-09,5.7330547420519906e-08
1854,1.558699391779328e-09,4.676097864475537e-08
1855,4.776243400783642e-09,1.0083180512765466e-08
1856,1.5531567143511893e-09,6.316170697573398e-08
1857,5.369659827891837e-09,2.8312752586856504e-08
1858,9.787352039936081e-10,2.7893952925239773e-08
1859,1.5276520048956854e-09,3.920973368209957e-08
1860,9.154367819341758e-10,1.1900678220655436e-08
1861,2.8295783494058924e-09,3.489813060753022e-08
1862,1.3553959066214816e-09,3.5692093280914605e-08
1863,2.4973103585068657e-09,1.9479021062807078e-08
1864,1.9178911792039344e-09,1.726102105692462e-08
1865,9.41368871743009e-10,3.6242702172728514e-08
1866,2.919367858567057e-09,1.80027684426598e-08
1867,4.85281148598915e-10,1.552899675516528e-08
1868,9.87974813071446e-10,3.210918197993351e-08
1869,4.395167341186834e-09,1.904572499711321e-08
1870,2.2936195165357276e-09,1.3188311775991224e-08
1871,4.248470908407853e-09,1.2745412503178954e-08
1872,6.047339295989218e-10,2.8422493913993208e-08
1873,1.7958012854535355e-09,2.8732821011345777e-08
1874,5.974609140757536e-10,2.6288280441377765e-08
1875,0.0,2.8607636259891933e-08
1876,6.04601479992084e-10,2.478866001354163e-08
1877,2.4739263970730008e-09,1.7935965934690046e-08
1878,3.0195443923020093e-09,4.348143800569915e-08
1879,6.10932526790009e-10,2.932476128592043e-08
1880,6.417846254436199e-10,2.3746030475280122e-08
1881,2.091752326904839e-09,1.8825770720098944e-08
1882,0.0,2.9283694580328756e-08
1883,6.319338941018771e-10,5.624211496524367e-08
1884,6.601696966868076e-10,2.2445768799173038e-08
1885,2.5782542767416317e-09,4.25411945670362e-08
1886,1.2906927748801422e-09,2.0651084842171485e-08
1887,3.9173548849191775e-09,5.3537182687080076e-08
1888,6.340614699951175e-10,3.6775565703806024e-08
1889,6.265136742733546e-10,3.633779233069845e-08
1890,1.9663159989136147e-09,3.6704563832756776e-08
1891,1.2748440081367107e-09,3.4420788885825004e-08
1892,0.0,2.382034658410248e-08
1893,6.158416554491453e-10,3.263960746124894e-08
1894,6.301539290376468e-10,3.3398158016950674e-08
1895,6.018614495673091e-10,3.7917269990472846e-08
1896,1.179405795248556e-09,1.47425724961181e-08
1897,1.7480140668268973e-09,2.680288169187861e-08
1898,0.0,2.093591255913907e-08
1899,1.1055156790007459e-09,4.919544771553319e-08
1900,5.191053142894475e-10,2.387884467935919e-08
1901,1.1177477832191585e-09,1.3412973398629902e-08
1902,1.4730852093691738e-09,1.3257766440233354e-08
1903,4.320176216765503e-09,3.348136612402186e-08
1904,1.0749250378694342e-09,2.794805009642687e-08
1905,3.096455536422127e-09,1.7030505006232488e-08
1906,2.0576738091193647e-09,2.9321851613417493e-08
1907,1.5428529565042481e-09,3.805704196224724e-08
1908,1.964555629285769e-09,2.504808360725974e-08
1909,2.2003934230241384e-09,3.4656196135074424e-08
1910,1.6032452032632705e-09,2.6186337986899844e-08
1911,5.320374141248863e-10,2.128149612090624e-08
1912,0.0,4.323819613460955e-08
1913,5.30298971401777e-10,5.568139194167543e-08
1914,1.3393487430235496e-09,4.3528835202977234e-08
1915,0.0,2.0027295377644805e-08
1916,0.0,1.1097336738430386e-07
1917,0.0,1.7546279096336548e-08
1918,1.1486376294556067e-09,4.479686843694708e-08
1919,0.0,3.038589962978122e-08
1920,7.572231730534895e-10,2.1202249289586916e-08
1921,2.2718242842501013e-09,3.1048265292099586e-08
1922,1.4755870969551665e-09,2.1396013294427974e-08
1923,1.0615948120573648e-09,6.263409524365215e-08
1924,1.289162443462999e-09,5.0277336072213075e-08
1925,5.499089184013428e-09,2.639562701745035e-08
1926,2.229227691330493e-09,3.901148382112751e-08
1927,1.1149224876660924e-09,3.5677519605314956e-08
1928,3.4278122562625413e-09,3.6563331917705e-08
1929,1.1140406375176326e-09,6.015819575821979e-08
1930,4.201441416995522e-09,3.151081173768944e-08
1931,2.2810713318222042e-09,2.2810713318222042e-08
1932,0.0,2.7398842306070037e-08
1933,1.1470662197865522e-09,2.1794257953899887e-08
1934,1.1981580172459871e-09,1.7972370258689807e-08
1935,0.0,2.2739738980703805e-08
1936,2.424942913137329e-09,1.8187072292619177e-08
1937,1.2591118148108649e-09,2.6441348666139675e-08
1938,0.0,2.2040865133021725e-08
1939,3.058810094103137e-09,2.5999886688055085e-08
1940,2.5357829169792012e-09,5.578722350740861e-08
1941,0.0,1.0330258959356797e-07
1942,0.0,9.709477666319799e-08
1943,2.9032352077962287e-09,3.774205858952939e-08
1944,0.0,3.213186161588055e-08
1945,2.178504043826024e-09,7.189063211399116e-08
1946,0.0,1.2946627236942732e-07
1947,0.0,3.69547006329185e-08
1948,2.174377566888097e-09,4.240036322045171e-08
1949,0.0,3.534122949844232e-08
1950,0.0,2.8715475774987453e-08
1951,0.0,4.797630648312179e-08
1952,1.0544803918932644e-09,4.2179214343462945e-08
1953,1.0773827385790469e-09,2.693456790936466e-08
1954,0.0,2.7363101118282884e-08
1955,1.8771215692936494e-09,2.627970108193267e-08
1956,3.488456634670456e-09,1.9186511712732113e-08
1957,0.0,1.501956425897788e-08
1958,2.4816730892496253e-09,1.0753916701577992e-08
1959,0.0,2.7902692600889623e-08
1960,6.920833350854139e-10,2.1454583665203586e-08
1961,6.948159270159238e-10,1.459113452284555e-08
1962,6.341956404476434e-10,1.0781325721076485e-08
1963,6.466053248388448e-10,2.3277791250109203e-08
1964,2.4335873316516654e-09,3.8937398194605066e-08
1965,5.472043373977442e-10,2.6265808195091722e-08
1966,0.0,1.9386761085371518e-08
1967,4.930335584241163e-10,2.1200442734681246e-08
1968,8.982831700699023e-10,1.661823822995956e-08
1969,1.3625273131978588e-09,1.5441976808361346e-08
1970,9.197450023812337e-10,2.115413488823492e-08
1971,1.0276794970565106e-09,1.49013524852748e-08
1972,1.0260293725750103e-09,2.4111689533867775e-08
1973,1.6539611902288698e-09,3.3079222028220556e-08
1974,5.625571675160757e-10,2.8690415376786405e-08
1975,0.0,2.6843956391076063e-08
1976,5.713526873840635e-10,6.8562320265641574e-09
1977,0.0,1.1753563677885381e-08
1978,2.970295565063452e-09,1.6633655675057923e-08
1979,5.851973350345929e-10,2.3993091513574427e-08
1980,1.7055452605774235e-09,1.5918421469862665e-08
1981,6.325549528618524e-10,6.958104536991527e-09
1982,6.207502289967692e-10,1.6760255960868164e-08
1983,6.315316047889041e-10,5.683784443100137e-09
1984,5.799008495621649e-10,1.5657323437778814e-08
1985,1.2031116103372597e-09,1.142956040922627e-08
1986,0.0,1.7983456057635294e-08
1987,0.0,1.588812370556525e-08
1988,0.0,1.019414141989472e-08
1989,0.0,1.3171492785346572e-08
1990,1.089730194969718e-09,1.089730239378639e-08
1991,1.1722930404189924e-09,1.523980985851381e-08
1992,0.0,1.1019888335184191e-08
1993,0.0,9.970573700002205e-09
1994,0.0,1.2659824244476425e-08
1995,0.0,7.591431261388948e-09
1996,1.067618438099771e-09,1.6548085346457242e-08
1997,4.79489448146353e-10,1.102825741838842e-08
1998,2.3840645013706308e-09,4.768129335808169e-09
1999,0.0,3.656160929565999e-09
2000,8.836062992401139e-10,2.6508188977203417e-09
2001,8.762423564512289e-10,6.133696550669754e-09
2002,8.76244299341522e-10,5.6955877791864395e-09
2003,0.0,6.250384321226932e-09
2004,4.404791253964646e-10,7.488145131739898e-09
2005,0.0,7.205999463799628e-09
2006,4.1178899179428186e-10,7.412201852297073e-09
2007,3.994479469415779e-10,5.1928234212628155e-09
2008,0.0,7.663391698997657e-09
2009,0.0,6.198650481792356e-09
2010,4.723793023408973e-10,5.668551683601919e-09
2011,0.0,4.206369030868018e-09
2012,3.404252713057332e-10,3.744678012118641e-09
2013,0.0,1.4782362667276061e-08
2014,2.1654451842767486e-10,6.712880251669162e-09
2015,0.0,1.1747849359977636e-08
2016,0.0,9.5281642575884e-09
2017,0.0,1.333273980108629e-08
2018,0.0,3.872200005083926e-09
2019,0.0,5.867271779536054e-09
