year,tout_DET aveu_NOUN
1800,0.0
1801,1.1905912922216544e-08
1802,4.475680270843441e-09
1803,0.0
1804,9.887403784603066e-09
1805,2.842877711017877e-09
1806,2.881669125542885e-09
1807,1.7081731584767113e-08
1808,0.0
1809,0.0
1810,1.1700633351097167e-08
1811,7.521229861140455e-09
1812,2.6672082320544632e-09
1813,0.0
1814,6.293354282149721e-09
1815,1.3486117556027466e-08
1816,4.6352077731626196e-09
1817,3.113746815941454e-09
1818,1.4305413076343143e-08
1819,9.315945348475907e-09
1820,2.610625848831205e-08
1821,3.254291058851777e-08
1822,2.3058916553964082e-08
1823,5.929612023614084e-09
1824,3.621078548121659e-08
1825,1.7610886082763955e-09
1826,9.688782665051576e-09
1827,6.4520911946530646e-09
1828,1.6510141920278443e-08
1829,2.05756223170539e-08
1830,8.349468449964093e-09
1831,2.0268567268999504e-08
1832,2.1647950987357945e-08
1833,8.108539617524002e-09
1834,1.4935249037506537e-08
1835,5.294161553592858e-09
1836,1.0753200108126748e-08
1837,1.1132625488130543e-08
1838,8.2058102535143e-09
1839,9.08891817363866e-09
1840,4.458782232319436e-09
1841,8.346713098461578e-09
1842,5.366612043644636e-09
1843,1.594865928211675e-08
1844,1.4819115767839008e-08
1845,1.5066615066672284e-08
1846,7.610851504580296e-09
1847,1.1325769655456952e-08
1848,6.43617736884039e-09
1849,2.8490011017012762e-08
1850,4.0055075700706766e-08
1851,2.192809134271556e-08
1852,1.9531636752390114e-08
1853,1.6721409812348043e-08
1854,1.2469595134234623e-08
1855,1.4859423913549108e-08
1856,3.5722604874166564e-08
1857,3.026535561057031e-08
1858,2.7404585045687213e-08
1859,3.1571475211933375e-08
1860,1.4189269759157241e-08
1861,1.131831339762357e-08
1862,1.626475137905814e-08
1863,1.1487627737949424e-08
1864,2.685047606476587e-08
1865,9.88437331983505e-09
1866,3.0166799280806345e-08
1867,1.067618526917613e-08
1868,1.4325634345446758e-08
1869,1.660396442559886e-08
1870,8.027668307875047e-09
1871,4.248470908407853e-09
1872,1.1489944995446422e-08
1873,1.97538145840781e-08
1874,1.9716210886144836e-08
1875,1.2587359599081083e-08
1876,1.4510435741854621e-08
1877,1.1751150275074451e-08
1878,4.8312710942965964e-08
1879,1.6495178223330242e-08
1880,7.059630879879819e-09
1881,2.0220271457205286e-08
1882,2.5290463501193017e-08
1883,1.7694148923830255e-08
1884,1.8484752395409032e-08
1885,9.023889857573408e-09
1886,1.484296707765509e-08
1887,2.5462805863796234e-08
1888,1.4583414253976912e-08
1889,1.4409814674820609e-08
1890,1.0487018586857744e-08
1891,5.099376032546843e-09
1892,1.2537024307590627e-08
1893,2.3401983018089823e-08
1894,1.575384822594117e-08
1895,1.504653623918273e-08
1896,1.35631669784253e-08
1897,8.157399200570126e-09
1898,3.168678830434146e-08
1899,1.2713430308508578e-08
1900,1.038210584169974e-08
1901,1.0618603774048552e-08
1902,2.0623191709923105e-08
1903,5.940242298052567e-09
1904,1.6123875568041512e-08
1905,3.457708591669828e-08
1906,2.1091157265118454e-08
1907,2.15999426123048e-08
1908,2.3574666885295414e-08
1909,2.9705311432870474e-08
1910,2.0842188419578633e-08
1911,2.7665945978583295e-08
1912,2.4484279492753558e-08
1913,7.954484182448596e-09
1914,1.4732836284281348e-08
1915,4.123266705846618e-08
1916,1.2086208034389756e-08
1917,1.7546279096336548e-08
1918,4.594550517822427e-09
1919,1.565334223352366e-08
1920,2.4988365154854364e-08
1921,6.815472630705699e-09
1922,1.2542490601674672e-08
1923,1.0615948564662858e-08
1924,1.2891624545652292e-08
1925,1.2097995494286806e-08
1926,2.3406890314880968e-08
1927,7.804457524684949e-09
1928,1.1426041335305115e-08
1929,1.1140406153131721e-08
1930,8.402882833991043e-09
1931,4.5621426636444085e-09
1932,1.205549005067752e-08
1933,2.6382522833046096e-08
1934,1.5576054224197833e-08
1935,1.555876938397205e-08
1936,2.182448621823596e-08
1937,5.0364472592434595e-09
1938,1.4261736125398272e-08
1939,1.2235240376412548e-08
1940,1.0143131667916805e-08
1941,5.9030051957620344e-09
1942,9.102635312174812e-09
1943,3.193558839598154e-08
1944,2.5705489292704442e-08
1945,1.3071024707045353e-08
1946,2.3665876369705074e-08
1947,1.668921911779364e-08
1948,2.1743775890925576e-08
1949,2.552422073698324e-08
1950,2.3397795256840936e-08
1951,2.4521223385143287e-08
1952,2.8470970470095835e-08
1953,2.0470271810957286e-08
1954,1.9545072227344917e-08
1955,2.815682398349395e-08
1956,1.83143975540645e-08
1957,1.501956381488867e-08
1958,3.226175016024513e-08
1959,2.015194455751157e-08
1960,1.799416715630997e-08
1961,1.3201502446769098e-08
1962,1.7757478709690133e-08
1963,1.4871922249248826e-08
1964,1.9468698209124113e-08
1965,2.0793764043958163e-08
1966,1.163205709531212e-08
1967,1.4791007030279246e-08
1968,1.4372531137452071e-08
1969,9.991866778413794e-09
1970,2.2073879446526945e-08
1971,1.6956711812454728e-08
1972,7.182205663536223e-09
1973,1.3231689077741748e-08
1974,2.4752515148662724e-08
1975,1.4278700888326057e-08
1976,1.2569759400005154e-08
1977,1.645498892699493e-08
1978,1.3663359998972169e-08
1979,2.2822695289193007e-08
1980,2.2172087499328086e-08
1981,6.958104425969225e-09
1982,8.069752976958e-09
1983,1.073603728141137e-08
1984,1.2177918229383522e-08
1985,1.6242006406486098e-08
1986,1.9781801308127456e-08
1987,1.5277041853778428e-08
1988,1.0793796856312099e-08
1989,1.4269117443177493e-08
1990,1.8525413647552114e-08
1991,1.934283444526841e-08
1992,1.9284805086172696e-08
1993,1.883330513763326e-08
1994,1.5297286992677073e-08
1995,1.6809597713773883e-08
1996,2.6690460286360462e-08
1997,1.8220598807516808e-08
1998,1.4781201040925396e-08
1999,1.6452724183046996e-08
2000,1.678851901942835e-08
2001,1.7524846462890764e-08
2002,1.1391176002462089e-08
2003,1.583430775387029e-08
2004,2.1142997796985696e-08
2005,1.6663873836364473e-08
2006,1.1530091992284497e-08
2007,1.0785094428644726e-08
2008,1.6604015051768783e-08
2009,1.3827758271744983e-08
2010,1.0864723787307184e-08
2011,1.453109355065152e-08
2012,1.191488463447854e-08
2013,1.1993237625240738e-08
2014,1.6457383122947533e-08
2015,1.0196246513771712e-08
2016,1.3256575837061746e-08
2017,9.307761894561395e-09
2018,1.652138692520566e-08
2019,9.438654746674047e-09
