year,tout_ADV à_ADP,tout_ADV a_ADP,tout_ADV bas_ADV
1800,5.996550646614196e-05,8.174827748064217e-08,4.4018303668735825e-08
1801,5.755794586548291e-05,8.096020920334013e-08,4.7623650800687756e-08
1802,5.0000062287836045e-05,3.1329761895904085e-08,7.384872446891677e-08
1803,4.7473206336690055e-05,9.75169611727722e-09,1.1702034896643454e-08
1804,5.224009714765998e-05,7.168367943677367e-08,7.415552971679062e-08
1805,6.225902257028793e-05,4.8328920421170096e-08,8.24434565060983e-08
1806,5.2717253765877103e-05,4.610670689686458e-08,2.881669125542885e-09
1807,5.1236651870567584e-05,3.701041562109708e-08,5.693910054560547e-08
1808,5.832194665345014e-05,6.798222029757994e-08,3.172503681980743e-08
1809,6.22611394192063e-05,1.1295152724244417e-07,3.840352036377226e-08
1810,5.4461770105262985e-05,6.552355102940055e-08,4.914266327205041e-08
1811,5.065799268777482e-05,4.0113227850469e-08,4.262030373070047e-08
1812,6.114308212090691e-05,9.86867028096583e-08,2.400487453257938e-08
1813,6.606441456824541e-05,5.751483267424362e-08,2.5881675469463516e-08
1814,6.545403198288113e-05,3.776012524880912e-08,4.72001566720337e-08
1815,5.926879180151445e-05,2.9669458667669346e-08,8.091670444798638e-09
1816,5.627605673907965e-05,9.965696712299632e-08,2.0858434979231788e-08
1817,5.6000737231443054e-05,7.005930469095034e-08,2.490997452753163e-08
1818,6.268989727686858e-05,5.126106117359086e-08,2.026600220972341e-08
1819,6.34426196484128e-05,6.10711972104383e-08,8.79839276990424e-08
1820,7.145164340727206e-05,7.119888589812717e-08,3.797273961936298e-08
1821,6.968521756789414e-05,5.6210482601848355e-08,5.719663320746804e-08
1822,6.240645120669797e-05,4.3110148340019805e-08,3.408709403629473e-08
1823,6.226586697266612e-05,9.48737950423606e-08,2.7671523739059012e-08
1824,6.232381201698445e-05,8.25269044213428e-08,4.378978601948802e-08
1825,6.582596643056604e-05,4.490776062127111e-08,2.993850500843109e-08
1826,5.659746670971799e-05,5.108630807271197e-08,3.082794464148719e-08
1827,5.6680700481592794e-05,4.97732742799073e-08,4.7929820112813104e-08
1828,6.00272064730234e-05,5.961995791503583e-08,2.935136400594729e-08
1829,6.177144928187772e-05,6.258418583371395e-08,4.9724420136953995e-08
1830,6.640228070864396e-05,5.114049561605327e-08,6.366470017837855e-08
1831,6.531935923703713e-05,5.1450979254852314e-08,2.0268567268999504e-08
1832,6.401028622349259e-05,5.5472874960216245e-08,7.712082350508354e-08
1833,7.239536080305697e-05,8.108539906181988e-08,4.749287541017111e-08
1834,6.84099800309923e-05,6.160790455567167e-08,3.640467127752345e-08
1835,7.839216004867922e-05,5.596685070941021e-08,6.050470346963266e-08
1836,8.290717596537434e-05,5.914260164940899e-08,4.032450107160912e-08
1837,9.171613464786788e-05,5.844628414575226e-08,3.270208637218275e-08
1838,9.274585499952082e-05,8.521418370932565e-08,2.7142295522253335e-08
1839,9.779255879038828e-05,8.040196541880817e-08,3.5656523067473245e-08
1840,0.00010406223827885697,8.025807729516998e-08,5.032054062326097e-08
1841,0.00010642315965014859,1.0080261336753438e-07,2.8892468861840825e-08
1842,0.00011586045684452984,1.200779422561027e-07,3.4882980060046975e-08
1843,0.00012344853439572034,1.2168236984688718e-07,5.5524964182041003e-08
1844,0.00012097996204829542,8.562155412450423e-08,4.665277231197251e-08
1845,0.00013232841365606873,9.31898081479865e-08,3.124927516751086e-08
1846,0.00011852437728521181,1.1182097270356905e-07,5.444686124178588e-08
1847,0.00011183873994013993,1.1002176414365294e-07,4.7999691332734074e-08
