year,étaient_VERB aux_ADP,étaient_VERB beaux_ADJ,etaient_VERB aux_ADP
1999,3.54647596623181e-07,8.50057446655228e-08,0.0
2000,3.591859467633185e-07,9.41040738666743e-08,8.836062992401139e-10
2001,3.504969470213837e-07,9.594853622729715e-08,0.0
2002,3.776612800265866e-07,9.594874939011788e-08,4.38122149670761e-10
2003,3.946076105876273e-07,9.625591701478697e-08,0.0
2004,3.6780008372261364e-07,9.734588957144297e-08,4.404791253964646e-10
2005,4.125434713841969e-07,7.881561714384588e-08,4.5037495954858286e-10
2006,3.8131659607643087e-07,1.198306023297846e-07,4.1178899179428186e-10
2007,4.0184463045989105e-07,1.2063327403666335e-07,7.988958938831558e-10
2008,3.8487254983010644e-07,1.2857468334459554e-07,1.2772318758180745e-09
2009,4.014817989173025e-07,1.1920481313154596e-07,4.76819250749827e-10
2010,4.2703089775386616e-07,1.5305089107187086e-07,0.0
2011,4.1910732306860154e-07,1.7819709796640382e-07,3.82397197240536e-10
2012,4.929357828586944e-07,2.001700636355963e-07,3.404252713057332e-10
2013,5.304916044224228e-07,2.4237496631940303e-07,0.0
2014,5.673466603184352e-07,2.6223540317005245e-07,0.0
2015,5.685515702680277e-07,2.518029589282378e-07,0.0
2016,5.681685593117436e-07,2.5146067628156743e-07,0.0
2017,5.848796149621194e-07,2.2011599298821238e-07,0.0
2018,5.470128030538035e-07,2.568559409610316e-07,0.0
2019,5.777987439614662e-07,2.4208873128372943e-07,0.0
