year,étaient_VERB aux_ADP,étaient_VERB beaux_ADJ,etaient_VERB aux_ADP
1800,3.2699310281714133e-07,3.772997558826319e-08,0.0
1801,3.786080355894228e-07,5.9529565277216534e-08,0.0
1802,2.0811913259422e-07,7.384872446891677e-08,0.0
1803,3.725147905697668e-07,7.801356893821776e-09,1.950339223455444e-09
1804,3.1392505661642645e-07,7.662737999680758e-08,0.0
1805,3.695741099818406e-07,4.5486043376286034e-08,0.0
1806,5.014104544898146e-07,3.1698359492793315e-08,2.881669125542885e-09
1807,3.814919864453259e-07,1.2526602688467392e-07,2.8469551160981155e-09
1808,3.036539055756293e-07,3.6257183921861724e-08,0.0
1809,5.918660122006258e-07,7.680704072754452e-08,0.0
1810,2.92515835553786e-07,2.574139479349924e-08,0.0
1811,4.211889006455749e-07,3.760615285841595e-08,0.0
1812,5.067695383331738e-07,1.0668832928217853e-08,0.0
1813,5.003790306545852e-07,1.2365688917270745e-07,2.8757416448144113e-09
1814,5.915753149565717e-07,4.405347908686963e-08,0.0
1815,6.608197509194724e-07,2.4275012222574333e-08,0.0
1816,4.7279118575715984e-07,2.3176038865813098e-08,0.0
1817,5.386781936067564e-07,2.490997452753163e-08,3.113746815941454e-09
1818,6.425514698094048e-07,3.337929754820834e-08,2.384235475716423e-09
1819,6.58326769098494e-07,1.1386155129855524e-08,1.035105001712111e-09
1820,8.199738203984452e-07,5.6959109429044474e-08,1.1866481131050932e-09
1821,6.755119557055878e-07,6.409967312492881e-08,3.94459531705138e-09
1822,6.266009791033866e-07,7.819980396561732e-08,0.0
1823,8.469462500215741e-07,3.854247765389118e-08,9.882686891060644e-10
1824,8.176900223588746e-07,9.263224143296611e-08,2.5263338088166165e-09
1825,7.211658044070646e-07,7.396572243578703e-08,0.0
1826,6.491484327852959e-07,5.725189922145546e-08,0.0
1827,7.180255465755181e-07,5.346018383534101e-08,9.217273055917019e-10
1828,7.071844265738036e-07,7.613009955775851e-08,2.7516904310687096e-09
1829,6.644211225648178e-07,7.801590129474789e-08,2.571952872898464e-09
1830,7.911121429060586e-07,6.053365098068753e-08,4.174734336004349e-09
1831,6.704218549202778e-07,1.2317052267007966e-07,0.0
1832,6.507915486508864e-07,9.200379480489573e-08,2.705993873419743e-09
1833,7.031262612144928e-07,1.169946486356821e-07,1.1583628500844156e-09
1834,6.571509629793582e-07,6.534171603789218e-08,0.0
1835,7.487457196475589e-07,1.3008511245971022e-07,3.781543966852041e-09
1836,7.325617730202794e-07,1.0081124912630912e-07,5.376600054063374e-09
1837,7.493648581657908e-07,1.1410941169742728e-07,0.0
1838,8.515106628692592e-07,8.142689011947368e-08,0.0
1839,8.096127999124292e-07,7.410963576148788e-08,1.3982950353153e-09
1840,9.115024681705108e-07,8.917564287003188e-08,2.5478754661634184e-09
1841,7.479939085897058e-07,1.2391659254262777e-07,6.420548537278137e-10
1842,7.868794682508451e-07,1.3215282024248154e-07,6.708265054555795e-10
1843,6.627554398619395e-07,1.0632439995106324e-07,0.0
1844,7.65654306178476e-07,1.0977122855138077e-07,0.0
1845,8.816759873297997e-07,9.374782905524626e-08,3.348136878855712e-09
1846,7.411798605971853e-07,1.1065007754496037e-07,5.854501328173001e-10
1847,7.933431902529264e-07,1.0408921724547326e-07,1.6179670936367074e-09
1848,7.707322424721497e-07,8.125673645054121e-08,0.0
1849,8.128032504828298e-07,6.703531596485846e-08,1.6758829879393033e-09
1850,7.182757713053434e-07,1.0658723681444826e-07,6.788996032014438e-10
1851,6.320449870145239e-07,1.3543821353323438e-07,6.449438760824933e-10
1852,6.048296654626029e-07,1.2890879474980466e-07,6.510545436100301e-10
1853,7.596297564305132e-07,1.2899373302843742e-07,5.971931837933653e-10
1854,6.692015972475929e-07,6.962190468584595e-08,0.0
1855,6.331176223284274e-07,1.1038429192922194e-07,5.306937111981824e-10
1856,6.839067054897896e-07,1.3357147565784544e-07,1.5531567143511893e-09
1857,6.658378310930857e-07,1.4351637389609095e-07,0.0
1858,6.533057330670999e-07,1.0619277190926368e-07,0.0
1859,7.40402015253494e-07,1.5021910826362728e-07,1.018434669930457e-09
1860,6.339399760690867e-07,1.4555445204678108e-07,9.154367819341758e-10
1861,6.630644975302857e-07,1.2261506299182656e-07,1.8863854922557266e-09
1862,7.246849804687372e-07,1.0752807355629557e-07,0.0
1863,7.431995641127287e-07,1.2986014041871385e-07,0.0
1864,5.921489218962961e-07,1.107582150439157e-07,0.0
1865,5.958864903732319e-07,1.0825741725284388e-07,0.0
1866,6.860514076834079e-07,1.1628814888808847e-07,0.0
1867,5.84763768074481e-07,1.067618526917613e-07,4.85281148598915e-10
1868,5.621576519843074e-07,1.314006539132606e-07,4.93987406535723e-10
1869,6.275321879911644e-07,1.1818116263384582e-07,4.883519144627257e-10
1870,6.410666628653416e-07,9.403839840160799e-08,5.734048791339319e-10
1871,8.16768533695722e-07,9.346636176132961e-08,1.0621177271019633e-09
1872,6.37994276075915e-07,1.2397045168199838e-07,6.047339295989218e-10
1873,5.872270207873953e-07,1.3348790162126534e-07,0.0
1874,5.920837793382816e-07,8.603436896237326e-08,0.0
1875,5.795906758976344e-07,7.8957071991681e-08,0.0
1876,5.405137244451907e-07,1.0882826728675354e-07,0.0
1877,5.306571893015644e-07,9.7101612084316e-08,0.0
1878,6.202143936206994e-07,1.395029443074236e-07,0.0
1879,6.390354201357695e-07,7.147910707772098e-08,0.0
1880,5.975014687464864e-07,1.078198152981713e-07,0.0
1881,5.452500886349299e-07,1.0667936578556692e-07,0.0
1882,5.883360358893697e-07,8.91821585469188e-08,1.9966155395678697e-09
1883,5.384076757763978e-07,1.1185230164301174e-07,1.2638677882037541e-09
1884,5.545425665332004e-07,1.241119065298335e-07,0.0
1885,5.459453404910164e-07,1.0570842334800545e-07,6.445635691854079e-10
1886,5.15631768394087e-07,1.064821546492567e-07,0.0
1887,4.929337933390343e-07,1.1099172070316854e-07,1.3057849246322917e-09
1888,5.028107352700317e-07,1.1286294210322012e-07,6.340614699951175e-10
1889,5.757660801464226e-07,1.0337475941923913e-07,0.0
1890,4.404547837566497e-07,8.389614691850511e-08,1.3108772956016423e-09
1891,4.850781465393084e-07,9.68881437302116e-08,0.0
1892,5.215402438807359e-07,7.835640758457885e-08,0.0
1893,5.099169015920779e-07,1.0038218789532038e-07,0.0
1894,4.682043766024435e-07,1.4115448720986024e-07,0.0
1895,5.428790359474078e-07,1.2819648986805987e-07,1.8055843487019274e-09
1896,6.026763799127366e-07,1.1145385059307955e-07,0.0
1897,4.632237278201501e-07,7.225124676324413e-08,0.0
1898,4.866185463470174e-07,7.242694266551553e-08,5.6583548957434e-10
1899,4.759245086916053e-07,7.296403481404923e-08,2.2110313580014918e-09
1900,4.6823299726383993e-07,1.0434016672888902e-07,1.5573159428683425e-09
1901,4.487757223614608e-07,8.27133348479947e-08,0.0
1902,4.1000870965035574e-07,1.2619429412552563e-07,4.910283846193408e-10
1903,4.746793536014593e-07,9.774398535000728e-08,1.6200660812870638e-09
1904,4.149210610648879e-07,7.954444924962445e-08,5.374625189347171e-10
1905,4.845952616960858e-07,1.0373126002605204e-07,0.0
1906,5.02586829043139e-07,1.3323437997314613e-07,0.0
1907,5.204557282922906e-07,8.331406320394308e-08,0.0
1908,4.449718460364238e-07,9.036956072350222e-08,4.911389073214423e-10
1909,4.208252448734129e-07,1.1442045888543362e-07,0.0
1910,4.804391551260778e-07,1.1970897162427718e-07,0.0
1911,5.080957521386154e-07,1.0215118351197816e-07,0.0
1912,4.59470953728669e-07,9.272769574408812e-08,0.0
1913,4.576480137075123e-07,1.2249905978478637e-07,0.0
1914,5.076131515124871e-07,1.0045115317325326e-07,0.0
1915,5.949284513917519e-07,7.421880354741006e-08,0.0
1916,6.592477461708768e-07,1.5712070933204814e-07,0.0
1917,6.217962891241768e-07,1.261138748986923e-07,0.0
1918,6.489802331088868e-07,7.695872028534723e-08,0.0
1919,5.322136189533921e-07,1.740283295248446e-07,9.207848372660976e-10
1920,5.209695359553734e-07,1.1964125690155925e-07,7.572231730534895e-10
1921,4.816267278329178e-07,1.1056211235427327e-07,0.0
1922,5.076019533589715e-07,1.0550447626656023e-07,0.0
1923,4.5223939082461584e-07,1.3057616854439402e-07,1.0615948120573648e-09
1924,4.39604406210492e-07,1.7790441120268952e-07,0.0
1925,4.5752420874123345e-07,1.7707066035654861e-07,1.0998177923937646e-09
1926,5.03805438256677e-07,1.248367453854371e-07,0.0
1927,4.916807938570855e-07,1.505145377223016e-07,0.0
1928,4.353321685357514e-07,1.2568645502142317e-07,0.0
1929,5.102306204207707e-07,1.1029002422446865e-07,1.1140406375176326e-09
1930,4.3589955112111056e-07,1.1869072125136881e-07,0.0
1931,4.402467652653286e-07,1.0835088914973312e-07,0.0
1932,4.964670097251656e-07,1.0411559969725204e-07,0.0
1933,4.244145088705409e-07,1.0323596200123575e-07,0.0
1934,3.7741978076155647e-07,1.2341027399997984e-07,0.0
1935,3.8896922660569544e-07,1.531940370114171e-07,1.196828414151696e-09
1936,3.892033362262737e-07,7.274828561776303e-08,0.0
1937,4.117295588912384e-07,8.813782415018068e-08,0.0
1938,4.3952076111963834e-07,1.0890779833516717e-07,0.0
1939,3.76233629140188e-07,1.1929358834095183e-07,0.0
1940,3.8290320958367374e-07,1.0650288118085882e-07,0.0
1941,5.696400080523745e-07,1.2986610897769424e-07,0.0
1942,3.732080529061932e-07,9.709477666319799e-08,3.034211770724937e-09
1943,5.138726351106015e-07,1.4225852851268428e-07,2.9032352077962287e-09
1944,4.948306582264195e-07,1.2531425852557732e-07,0.0
1945,5.816605721520318e-07,1.4595977404496807e-07,0.0
1946,5.290019657877565e-07,1.5174003920037649e-07,1.3921104269343232e-09
1947,5.292866944728303e-07,1.3709001223105588e-07,0.0
1948,4.283523935555422e-07,1.380729770517064e-07,1.0871887834440486e-09
1949,3.818816196599073e-07,1.4431002171022556e-07,0.0
1950,4.1584263499316876e-07,1.063536174683577e-07,1.0635361480382244e-09
1951,4.701678051333147e-07,1.0768015812345766e-07,0.0
1952,4.3550039663386997e-07,1.212652449567031e-07,0.0
1953,4.06173285227851e-07,1.260537771941017e-07,1.0773827385790469e-09
1954,3.957877083848871e-07,1.3290649292230228e-07,0.0
1955,3.444518199557933e-07,1.3139850807419862e-07,9.385607846468247e-10
1956,3.226822400392848e-07,1.1337483840634377e-07,0.0
1957,3.843241529466468e-07,1.0778745718198479e-07,8.835037701437898e-10
1958,3.929315539608069e-07,1.1581141023953023e-07,0.0
1959,3.4568336104712216e-07,1.309876438426727e-07,0.0
1960,3.674962556488026e-07,1.1903833296855737e-07,0.0
1961,4.1619475155130203e-07,1.4869060294131486e-07,0.0
1962,3.5641795648189145e-07,9.956871593885808e-08,0.0
1963,4.0930117961579526e-07,1.2932106585594738e-07,6.466053248388448e-10
1964,3.546953450950241e-07,1.1316181058873553e-07,0.0
1965,3.835902475657349e-07,9.028871517102743e-08,0.0
1966,3.838578663817316e-07,1.046885103050954e-07,5.539074754423723e-10
1967,3.96892005483096e-07,1.0452311727249253e-07,9.860671168482327e-10
1968,4.2309136460971786e-07,1.513607088554636e-07,1.7965663401398047e-09
1969,3.8922863154766674e-07,8.765592696136082e-08,9.083515606356229e-10
1970,3.40305660984086e-07,1.053108036330741e-07,1.8394900047624674e-09
1971,3.1549760137750127e-07,1.2023849649267504e-07,0.0
1972,3.11912941697301e-07,1.1388925713617937e-07,0.0
1973,3.655254090517701e-07,1.0530219185511669e-07,5.513203782392395e-10
1974,3.499105503124156e-07,6.18812876496122e-08,5.625571675160757e-10
1975,3.0899107628101774e-07,8.567220532995634e-08,1.1422960355389478e-09
1976,3.279564566582849e-07,7.88466678613986e-08,0.0
1977,3.2381066716880014e-07,9.579154180983096e-08,5.876781838942691e-10
1978,3.5227705552642874e-07,1.116831143121999e-07,5.940591352171509e-10
1979,3.557999832537462e-07,9.363157005282119e-08,0.0
1980,3.30307244666983e-07,1.0062716881975575e-07,0.0
1981,3.2576579656051763e-07,1.0626923341305883e-07,6.325549528618524e-10
1982,3.7058788393551367e-07,1.1545954237135447e-07,0.0
1983,3.2460724241900607e-07,9.220361363304619e-08,6.315316047889041e-10
1984,3.4446111385477707e-07,1.0090274571439295e-07,1.1598016991243298e-09
1985,3.3266036325585446e-07,1.0106137438015139e-07,0.0
1986,3.338928422635945e-07,1.06102390873275e-07,5.994485463567401e-10
1987,3.140959847769409e-07,9.227333208627897e-08,1.2221633705067347e-09
1988,3.609925443015527e-07,1.007421062126923e-07,0.0
1989,3.452028920492012e-07,1.1305531444349981e-07,1.0976244357863152e-09
1990,3.47079065932121e-07,9.371679965397561e-08,0.0
1991,3.1476068329538975e-07,7.67851915384199e-08,0.0
1992,3.48228468283196e-07,8.59551292364813e-08,0.0
1993,3.218279402972257e-07,9.970573700002205e-08,0.0
1994,3.59222497081646e-07,9.916862353520628e-08,5.274926606624319e-10
1995,3.2263582738778496e-07,1.0899125868490955e-07,0.0
1996,3.1654886356591305e-07,9.074756945892659e-08,0.0
1997,3.562606707419036e-07,9.781584964230206e-08,1.438468344439059e-09
1998,3.642850856522273e-07,9.297851732981144e-08,1.9072516899143466e-09
