year,petit_ADJ office_NOUN,petit beau - fils
1957,5.477723258318079e-08,0.0
1958,1.307014445561805e-07,0.0
1959,4.960478794391321e-08,0.0
1960,4.775375084253852e-08,0.0
1961,5.628008947766716e-08,0.0
1962,3.4880759613997725e-08,0.0
1963,5.6901267253550714e-08,0.0
1964,5.8406098069063717e-08,0.0
1965,4.924838981068547e-08,0.0
1966,5.206730380180602e-08,0.0
1967,5.176852235777574e-08,0.0
1968,5.210042453018815e-08,0.0
1969,6.358461035471663e-08,0.0
1970,4.138852560675588e-08,0.0
1971,4.3676378735924004e-08,0.0
1972,2.4111689922445834e-08,2.261201670350488e-09
1973,5.2375436876417325e-08,6.093281434971232e-10
1974,4.61296876252959e-08,6.21929008293165e-10
1975,3.255543701286001e-08,6.315566958292607e-10
1976,3.5423867339456905e-08,0.0
1977,4.8777289318735484e-08,6.494660920175477e-10
1978,4.99009682464191e-08,0.0
1979,2.3407893401383717e-08,0.0
1980,9.38049871668234e-08,0.0
1981,4.04835170386697e-08,0.0
1982,4.4694015599588965e-08,0.0
1983,2.9050453154155775e-08,0.0
1984,2.6675439468437645e-08,1.2736263155233019e-09
1985,5.173379935552447e-08,0.0
1986,5.994485285931717e-08,0.0
1987,6.477466008014687e-08,0.0
1988,4.617346360813457e-08,0.0
1989,6.146696984732358e-08,0.0
1990,4.1409748741116914e-08,5.969995608978707e-10
1991,3.223805900010035e-08,6.429924925832609e-10
1992,6.997629237170955e-08,0.0
1993,3.711268981021476e-08,0.0
1994,5.169428118900754e-08,5.77337011531398e-10
1995,3.578817453497862e-08,5.928857960135758e-10
1996,3.3096171137003694e-08,0.0
1997,5.514128642580829e-08,5.234240263440881e-10
1998,3.719140861946357e-08,0.0
1999,4.387393071070278e-08,0.0
2000,3.932047998311816e-08,0.0
2001,4.77552081767918e-08,1.4332399711491917e-09
2002,3.5487893734753584e-08,4.77334616277858e-10
2003,3.083522925884097e-08,0.0
2004,4.3166953123119356e-08,0.0
2005,3.422849748080381e-08,0.0
2006,5.065004460291789e-08,0.0
2007,4.034424377907797e-08,0.0
2008,3.533674874933723e-08,0.0
2009,3.71919013364419e-08,0.0
2010,2.456372416581587e-08,0.0
2011,4.3975678404306606e-08,8.39285307918658e-10
2012,5.7872297176686516e-08,0.0
2013,5.327228835838582e-08,0.0
2014,4.2659269394729193e-08,9.580620741189705e-10
2015,6.029085031222792e-08,0.0
2016,6.089739623682533e-08,2.2924880049846053e-10
2017,6.062623270075562e-08,0.0
2018,4.698269262526367e-08,0.0
2019,6.530528745551933e-08,0.0
