year,sont_VERB à_ADP,sont_VERB a_ADP,sont_VERB bas_ADJ
1882,2.6642172088031657e-05,4.259446475529671e-07,2.5290463057103807e-08
1883,2.6818643164006062e-05,4.480411410767715e-07,3.791603475633565e-08
1884,2.7233319997321814e-05,4.5155606720470587e-07,3.498899303622238e-08
1885,2.7948275601374917e-05,6.200701430092437e-07,3.287274097374393e-08
1886,2.6720566893345676e-05,6.014628119999088e-07,3.355801325710672e-08
1887,2.809396210068371e-05,5.373305240752302e-07,3.590908548289917e-08
1888,2.656273682077881e-05,5.237347799891268e-07,4.438430423192585e-08
1889,2.8780159482266754e-05,5.131147116088641e-07,3.069916942877171e-08
1890,2.757495894911699e-05,5.027214364794474e-07,3.211649257650606e-08
1891,2.8420097805792466e-05,5.194989318724197e-07,3.633305567518619e-08
1892,2.8409525839379057e-05,5.516291150531316e-07,2.382034658410248e-08
1893,2.7315039915265515e-05,4.932891526365779e-07,3.633465794905533e-08
1894,2.8622851459658705e-05,4.915200744193271e-07,4.4740929183717526e-08
1895,2.802868766593747e-05,5.723702392046448e-07,3.189865793729041e-08
1896,2.809108809742611e-05,5.348605367494486e-07,3.007484750128242e-08
1897,2.9560083930846304e-05,1.1612640644642624e-06,3.088158351260972e-08
1898,2.8894955903524533e-05,8.312123593867682e-07,2.7160103499568322e-08
1899,2.8830190785811283e-05,6.284856741700651e-07,2.7637891975018647e-08
1900,2.8596474294317886e-05,6.317511824782684e-07,3.322274011452464e-08
1901,2.9249782528495416e-05,6.013483018207921e-07,3.409130755471779e-08
1902,3.0288103516795672e-05,5.745032156667662e-07,2.6515532880466708e-08
1903,3.0369219530257396e-05,6.285856515297894e-07,3.94216073118514e-08
1904,3.0236566090025008e-05,5.283256632182542e-07,4.83716249277677e-08
1905,2.9627917683683336e-05,6.151624569739056e-07,2.580379465655369e-08
1906,3.0436081942752935e-05,5.756342760232513e-07,3.240836221607424e-08
1907,2.9843920856365003e-05,6.377126062773186e-07,4.422845378826423e-08
1908,3.0394621717277914e-05,5.407439349625065e-07,3.830883343880487e-08
1909,2.9722914405283518e-05,5.737526045379582e-07,2.585462333115629e-08
1910,3.016345544892829e-05,5.793059405512224e-07,3.7943468811363346e-08
1911,3.0315492040244862e-05,6.166313823996461e-07,4.735132819178034e-08
1912,3.0520437576342374e-05,5.798085664920904e-07,4.7926675961207366e-08
1913,3.167263639625162e-05,6.045408325050516e-07,4.719660751106858e-08
1914,3.0232449717004783e-05,6.51593149214591e-07,6.696743781731129e-08
1915,3.066532372031361e-05,5.442711978886905e-07,4.005459075528961e-08
1916,2.957605101983063e-05,6.240878325236565e-07,3.84561182897869e-08
1917,3.110187753918581e-05,6.064432938046593e-07,3.289927263949721e-08
1918,2.9730188543908298e-05,4.95062806749047e-07,2.067547733020092e-08
1919,3.0769868317293e-05,5.625995576075127e-07,3.222746869369075e-08
1920,3.101434776908718e-05,4.7402170721966286e-07,3.028892692213958e-08
1921,3.066053977818228e-05,4.7481127385395894e-07,4.013556065274315e-08
1922,3.1708153983345255e-05,4.5005407089959704e-07,2.2133805899215986e-08
1923,2.935840529971756e-05,3.290943877409802e-07,2.3355084977083607e-08
1924,3.120288602076471e-05,4.060861638066626e-07,2.836157442231979e-08
1925,3.0585932108806446e-05,3.7283823317579845e-07,2.1996356736053713e-08
1926,3.002435369126033e-05,2.7865344842670225e-07,3.4553028882555736e-08
1927,3.057563299080357e-05,3.1886782458911966e-07,2.3413372574054847e-08
1928,3.0472108846879564e-05,3.5649248530944533e-07,3.5420729460611255e-08
1929,2.91098822344793e-05,2.818522784053812e-07,2.4508894469477127e-08
1930,3.088794619543478e-05,3.214102548554365e-07,3.886333388436469e-08
1931,3.189508061041124e-05,2.9767981857276027e-07,4.219981875053236e-08
1932,3.019023461092729e-05,3.934473609135125e-07,4.383814555808385e-08
1933,3.1536292226519436e-05,3.785318423155104e-07,4.588265056781893e-08
1934,3.184823799529113e-05,2.7437818950204473e-07,4.672816089623666e-08
1935,3.1639356166124344e-05,3.482770569718241e-07,3.7101681726881e-08
1936,3.248696157243103e-05,3.5404165643626584e-07,3.394919900756577e-08
1937,3.15029792545829e-05,3.575877451922338e-07,3.273690651894867e-08
1938,3.1641604437027127e-05,3.409851272451192e-07,4.6674770715071645e-08
1939,3.228880086680874e-05,4.2517460219215764e-07,5.047036566452334e-08
1940,3.146906601614319e-05,5.274428502843875e-07,2.7893612752905028e-08
1941,3.16342047881335e-05,5.578339994372072e-07,4.7224041566096275e-08
1942,3.212320007150993e-05,3.7927647511537543e-07,3.034211815133858e-08
1943,3.277752693975344e-05,3.919367443927513e-07,5.2258233296242906e-08
1944,3.219612699467689e-05,3.8236914789990806e-07,3.534504600111177e-08
1945,3.0851973860990256e-05,3.6163166683422787e-07,2.832055301382752e-08
1946,3.129324977635406e-05,3.8839880467378407e-07,2.7842208538686464e-08
1947,3.157719402224757e-05,3.850441316899378e-07,4.2915136333476767e-08
1948,3.234169344068505e-05,3.8051608086675515e-07,2.717971980814582e-08
1949,3.4022807085420936e-05,4.0053393135508486e-07,5.5956945743673714e-08
1950,3.28505047946237e-05,3.5522106855978564e-07,4.5732054587688253e-08
1951,3.2627089240122586e-05,3.9340572755008907e-07,6.076999170545605e-08
1952,3.421999645070173e-05,3.9437566634603627e-07,5.5887461769543734e-08
1953,3.3478590921731666e-05,3.997090054497221e-07,5.925604895651304e-08
1954,3.261779420427047e-05,3.9481045632783207e-07,6.254423112750374e-08
1955,3.3485033782199025e-05,4.364307741866469e-07,5.349796339260138e-08
1956,3.366099190316163e-05,4.0117251742799453e-07,5.843164885277474e-08
1957,3.3886786695802584e-05,3.737220879429515e-07,5.566073824070372e-08
1958,3.376481618033722e-05,3.2179027797951676e-07,4.715178647529683e-08
1959,3.300810931250453e-05,4.541938238844523e-07,6.278105502133258e-08
1960,3.2941090466920286e-05,4.0902126130504257e-07,6.021124931976374e-08
1961,3.413352897041477e-05,3.9743470381381485e-07,5.766972321907815e-08
1962,3.333776112413034e-05,4.122271519690912e-07,6.341956293454132e-08
1963,3.3798060030676425e-05,3.5046008051153876e-07,6.660035012373555e-08
1964,3.2506643037777394e-05,4.7150753346159036e-07,6.023128662491217e-08
1965,3.2638548873364925e-05,7.009687479353488e-07,4.9248392031131516e-08
1966,3.272485264460556e-05,4.475572445983289e-07,7.865486395530752e-08
1967,3.160739652230404e-05,3.2836034336014563e-07,5.324762497593838e-08
1968,3.25443506881129e-05,3.8536348867523884e-07,5.61426993783698e-08
1969,3.4196258638985455e-05,3.447194067973669e-07,5.631779842474316e-08
1970,3.271257082815282e-05,4.1986360521661936e-07,8.001781282018783e-08
1971,3.359432957950048e-05,3.6636775391230003e-07,7.399292201171193e-08
1972,3.3312095183646306e-05,3.863000532788874e-07,5.6944628568089684e-08
1973,3.2693849789211527e-05,3.2858694964943425e-07,5.458071683506205e-08
1974,3.368986290297471e-05,4.821114956143902e-07,5.2880373857533414e-08
1975,3.274391565355472e-05,3.701039119619054e-07,5.6543655091445544e-08
1976,3.2305422791978344e-05,3.565240760394772e-07,6.227744364650789e-08
1977,3.279596785432659e-05,4.143131313583126e-07,6.464460255983795e-08
1978,3.2398202165495604e-05,4.6990077962050236e-07,6.712868128033733e-08
1979,3.288106745458208e-05,3.6574832051883277e-07,4.9741775143274936e-08
1980,3.338775422889739e-05,5.207598157142002e-07,7.16328969474489e-08
1981,3.337233283673413e-05,3.687795242512948e-07,7.084615560870589e-08
1982,3.412946898606606e-05,4.214893962739552e-07,5.2143018791639406e-08
1983,3.4223328839289024e-05,3.1639732434030066e-07,8.778289384281379e-08
1984,3.352232670295052e-05,3.444611103020634e-07,4.9871474061546905e-08
1985,3.377856046427041e-05,3.4890237898821397e-07,4.511668549866954e-08
1986,3.3730371796991676e-05,3.266994639261611e-07,6.114375139532058e-08
1987,3.3948643249459565e-05,3.794817367008818e-07,5.8052759044358027e-08
1988,3.453175304457545e-05,3.442022009636503e-07,6.896036808257122e-08
1989,3.375414598849602e-05,3.4355645794903467e-07,6.036934507847036e-08
1990,3.445999391260557e-05,3.639698800128599e-07,5.285191306825254e-08
1991,3.285702769062482e-05,2.983485867247282e-07,6.09592376576984e-08
1992,3.354784712428227e-05,2.9863897132997863e-07,4.4630546369717194e-08
1993,3.3484509913250804e-05,3.029946453736443e-07,5.539207492688547e-08
1994,3.321779513498768e-05,2.758786585843609e-07,5.960666982218754e-08
1995,3.3836637157946825e-05,2.510594772076047e-07,5.53089982702204e-08
1996,3.374634979991242e-05,3.4003648075042747e-07,6.245567618634595e-08
1997,3.39627185894642e-05,3.164630477670016e-07,4.6510475470995516e-08
1998,3.3953372621908784e-05,2.698761134567462e-07,8.630313885760188e-08
1999,3.4148084523621947e-05,2.8380949856909865e-07,5.758453625048787e-08
2000,3.519227175274864e-05,2.474097637872319e-07,4.9923755796044134e-08
2001,3.361528433742933e-05,2.251942818887187e-07,5.257454205320755e-08
2002,3.420770008233376e-05,2.8828437859118594e-07,6.133710428457562e-08
2003,3.477963764453307e-05,2.4709852741722216e-07,6.41706137116671e-08
2004,3.4666147257667035e-05,2.3829921147466848e-07,5.90242024145482e-08
2005,3.447440030868165e-05,2.913926113734533e-07,5.17931191268417e-08
2006,3.4435030102031305e-05,2.97723439679487e-07,5.1473623585707173e-08
2007,3.33315329044126e-05,1.8254771338988007e-07,4.7134857794617346e-08
2008,3.447334165684879e-05,2.66089981160178e-07,5.7901178962538324e-08
2009,3.3929503842955455e-05,2.455619141361609e-07,5.531103397515835e-08
2010,3.3965017792070284e-05,1.9367552028803914e-07,7.132927493103125e-08
2011,3.521839971654117e-05,1.8049148386989344e-07,5.162362270993981e-08
2012,3.374397419975139e-05,1.2697862900035162e-07,6.43403765820949e-08
2013,2.9585922675323673e-05,1.285786670468525e-07,5.243554923595184e-08
2014,2.8350874345051125e-05,5.326995111687438e-08,3.8978011929202694e-08
2015,2.8538408514577895e-05,4.6769742079177945e-08,4.344487791740903e-08
2016,2.7851237973663956e-05,5.240490463798153e-08,4.184106927596076e-08
2017,2.786920049402397e-05,5.7607501269263395e-08,4.6790372465466135e-08
2018,2.678297460079193e-05,4.69826940685536e-08,3.9238294391452655e-08
2019,2.6464456823305227e-05,4.617288040797973e-08,4.897896488387232e-08
