year,petit_ADJ honneur_NOUN,petit_ADJ bonheur_NOUN
1987,5.49973533381376e-09,3.440389946263167e-07
1988,6.596209356501959e-09,3.915749573479843e-07
1989,1.6464366536794728e-09,3.8307092609102256e-07
1990,2.179460389939436e-09,3.122077032458037e-07
1991,2.344586080837985e-09,3.70444610098275e-07
1992,3.856960972825618e-09,3.76329182927293e-07
1993,2.2156829704300662e-09,3.949454878693359e-07
1994,5.802419433820205e-09,3.7610226399920066e-07
1995,4.337960657352369e-09,3.492058340270887e-07
1996,9.074756945892659e-09,3.6299027783570637e-07
1997,5.753873377756236e-09,3.322861914512032e-07
1998,5.72175506974304e-09,3.20895082950301e-07
1999,5.484241505371301e-09,3.1305879133469716e-07
2000,5.743440834038438e-09,3.6758021337846003e-07
2001,7.448059946568719e-09,3.2902900670706003e-07
2002,4.381221607729913e-09,3.250866313919687e-07
2003,3.333538334260311e-09,3.8169014260347467e-07
2004,4.845270407116686e-09,3.36966536451655e-07
2005,1.0808999029165989e-08,3.031023538824229e-07
2006,5.353256948836815e-09,3.566092630080675e-07
2007,1.5977917877663117e-09,3.39530743076466e-07
2008,1.2772318758180745e-09,3.5123878205922665e-07
2009,4.291373478793048e-09,3.809785766861751e-07
2010,2.3618964561933353e-09,4.723792983440944e-07
2011,4.5887662558641296e-09,4.898508336736995e-07
2012,5.446804340891731e-09,6.369356810864701e-07
2013,5.29933741333366e-09,6.442878657253459e-07
2014,3.2481677347817595e-09,7.897378395682608e-07
2015,7.536356427806368e-09,6.142130359876319e-07
2016,8.492493819289848e-09,5.714827011615853e-07
2017,3.018733707449428e-09,5.380892389439396e-07
2018,5.6792268665617485e-09,5.661156592395855e-07
2019,6.887666881283394e-09,6.038188189450011e-07
