year,petit_ADJ honneur_NOUN,petit_ADJ bonheur_NOUN
1800,7.231578535993322e-08,2.829747991484055e-08
1801,2.3811825400343878e-08,0.0
1802,1.5664880947952042e-08,0.0
1803,2.5354410126965377e-08,0.0
1804,4.943701892301533e-09,2.4718509905596875e-08
1805,0.0,0.0
1806,4.034336598124355e-08,2.881669125542885e-09
1807,1.7081731584767113e-08,5.693910232196231e-09
1808,2.2660739062985158e-08,4.5321479902327155e-09
1809,2.259030518203531e-09,4.518061036407062e-09
1810,9.360507036149102e-09,4.680253518074551e-09
1811,0.0,5.0141535368197765e-09
1812,5.3344164641089264e-09,2.6672082320544632e-09
1813,1.1502966579257645e-08,0.0
1814,0.0,0.0
1815,1.3486118000116676e-08,2.697223555614414e-09
1816,0.0,1.8540831092650478e-08
1817,9.341240669868967e-09,9.341240669868967e-09
1818,4.887682791832049e-08,3.337929754820834e-08
1819,2.6912729822470283e-08,2.070210003424222e-09
1820,1.6613073583471305e-08,4.2719332071783356e-08
1821,3.4515210245444905e-08,9.861488514673056e-09
1822,2.4061478143266868e-08,6.015369535816717e-09
1823,7.412015179397713e-08,7.906149512848515e-09
1824,1.6842225392110777e-08,6.736890156844311e-09
1825,3.522177394188475e-08,6.163809906922779e-09
1826,2.290075862276808e-08,1.5854372037438225e-08
1827,3.502563927781921e-08,1.8434546111834038e-09
1828,2.659967357487858e-08,8.255071293206129e-09
1829,1.714635211591542e-09,1.1145129263923081e-08
1830,2.922314124020886e-08,3.444155893816969e-08
1831,1.7150327380477393e-08,1.4032085715598441e-08
1832,4.058990654698391e-08,2.0294953273491956e-08
1833,4.054269808762001e-08,3.01174338801502e-08
1834,1.9602515166639023e-08,4.760610750054184e-08
1835,1.285724948729694e-08,3.479020449503878e-08
1836,3.293167694096155e-08,2.8227150394855016e-08
1837,2.2265250976261086e-08,9.74104708006962e-09
1838,3.1560809077291196e-08,6.943378316748294e-09
1839,2.3771015378315496e-08,7.690622361167243e-09
1840,1.592422194107712e-08,3.05745047057826e-08
1841,3.723918240439161e-08,5.393260948949319e-08
1842,1.341653010911159e-08,1.6770663080478698e-08
1843,1.0041748765843295e-08,3.307870244384503e-08
1844,2.085653250105679e-08,3.2931367854871496e-08
1845,1.674068350610014e-08,1.562463758375543e-08
1846,3.454155717008689e-08,2.2247105491146613e-08
1847,9.168480197274675e-09,8.089835468183537e-09
1848,2.333114323960217e-08,6.194820656446609e-08
1849,2.513824481908955e-09,5.9493846293889874e-08
1850,2.7834882843080777e-08,2.851378333446064e-08
1851,1.096404567135778e-08,1.7413483988093503e-08
1852,2.9948509450150596e-08,2.8646400807019745e-08
1853,2.448492075757258e-08,1.7318601663873778e-08
1854,2.6497888327980945e-08,2.3900057044556888e-08
1855,4.8823821430232783e-08,3.8209947206269135e-08
1856,1.5531567143511893e-08,4.918329921110853e-08
1857,3.905207179855097e-08,4.930324237761852e-08
1858,3.425573069648635e-08,1.1402265442939097e-07
1859,2.3933214521321133e-08,3.920973412618878e-08
1860,2.242820151820979e-08,5.2637613379147297e-08
1861,3.301174444914068e-08,5.847795137015055e-08
1862,1.8071945717679228e-08,7.048058847658467e-08
1863,3.2465035104678464e-08,5.693867777267769e-08
1864,3.0206784629172034e-08,4.411149845395812e-08
1865,2.3534221682552925e-08,4.6597758540656287e-08
1866,1.8002767276925624e-08,7.493044051898323e-08
1867,2.232293283555009e-08,6.551295683721037e-08
1868,1.975949714960734e-08,6.421836218351018e-08
1869,2.8812763730456936e-08,5.4695412643468444e-08
1870,1.834895613228582e-08,6.594156332084822e-08
1871,2.1242354542039266e-09,4.6733180880664804e-08
1872,1.69325495846806e-08,7.740594298866199e-08
1873,1.4366410283628284e-08,6.045864608950069e-08
1874,1.5533982988813477e-08,7.408515045881359e-08
1875,2.1741803024610817e-08,7.323554740423788e-08
1876,1.6928840551599933e-08,7.497058618355368e-08
1877,1.4843558382438005e-08,7.916564470633602e-08
1878,1.69094480639842e-08,6.522216011717319e-08
1879,1.588424503040642e-08,9.04180126326537e-08
1880,1.2835692508872398e-08,6.546203223933844e-08
1881,2.4403776777148778e-08,7.181682804002776e-08
1882,1.0648616211028639e-08,1.4375632417795714e-07
1883,1.4534479397809719e-08,1.0426909113903093e-07
1884,3.762967182296961e-08,1.0628732383111128e-07
1885,6.445635580831777e-09,9.475084539189993e-08
1886,2.1296431285122708e-08,1.5875521341968124e-07
1887,1.828098916689669e-08,1.6909915245832963e-07
1888,2.1558090423923204e-08,1.7246472339138563e-07
1889,6.891650361495749e-09,1.860745584281176e-07
1890,8.520702365899524e-09,1.8155650138851342e-07
1891,1.8485238229004608e-08,1.4596963637814042e-07
1892,1.4417578242387208e-08,2.770682385744294e-07
1893,1.9091091374434654e-08,2.617327083953569e-07
1894,1.8904618315218613e-08,2.905009637288458e-07
1895,9.629783193076946e-09,3.2861635190784e-07
1896,1.3563166589847242e-08,3.561805499430193e-07
1897,5.826713334045053e-09,3.2105191394293797e-07
1898,1.0750873968845553e-08,3.779780968216073e-07
1899,1.8241008703512307e-08,4.013022021354118e-07
1900,1.2977633190303095e-08,3.8829077197988227e-07
1901,1.0059729937950124e-08,4.4430473167267337e-07
1902,9.820567470342212e-09,3.771098135985085e-07
1903,1.4580594509538969e-08,4.460581806142727e-07
1904,6.449550227216605e-09,4.606053778388741e-07
1905,8.257214467732865e-09,5.723281901737209e-07
1906,8.745113966313056e-09,6.610276841456653e-07
1907,4.114274698707732e-09,5.945126986262039e-07
1908,1.5225305460830896e-08,6.556704192917095e-07
1909,1.320236009405562e-08,7.58035525905143e-07
1910,1.336037680488289e-08,7.171850029408233e-07
1911,1.1704822888702893e-08,6.88988450292527e-07
1912,9.376957876838787e-09,7.33486501758307e-07
1913,1.6439267724877027e-08,8.283270176434598e-07
1914,2.1429579888376793e-08,8.109756777230359e-07
1915,1.1780761921542648e-09,8.08160280030279e-07
1916,0.0,8.427383590969839e-07
1917,2.1932848870420685e-09,9.716252407088177e-07
1918,1.9526840588923733e-08,8.9938328073913e-07
1919,7.366278698128781e-09,9.23547190723184e-07
1920,9.086678076641874e-09,8.473327284264087e-07
1921,3.0290989716519334e-09,8.04983073976473e-07
1922,7.377935595798135e-09,8.255909733634326e-07
1923,1.1677542488541803e-08,7.303772235900396e-07
1924,1.1602462102189293e-08,6.394245701812906e-07
1925,1.3197813508725176e-08,6.961846565900487e-07
1926,1.89484357093761e-08,7.334159022320819e-07
1927,1.3379070296082318e-08,9.376498155688751e-07
1928,1.3711249025050165e-08,8.306731729135208e-07
1929,2.2280811862174232e-08,7.642318564649031e-07
1930,4.201441416995522e-09,8.476408197566343e-07
1931,6.843213995466613e-09,7.2766175662764e-07
1932,1.9727165678773417e-08,8.044299875109573e-07
1933,1.261772819560747e-08,6.847985218882968e-07
1934,8.38710612072191e-09,6.709684612360434e-07
1935,7.180970484910176e-09,7.14506541044102e-07
1936,7.274828739411987e-09,6.850463591945299e-07
1937,1.0072894518486919e-08,7.592444148940558e-07
1938,1.1668692678767911e-08,8.466284953101422e-07
1939,9.176430282309411e-09,6.34703098967293e-07
1940,1.5214697057785997e-08,5.908374305363395e-07
1941,0.0,8.087117180366477e-07
1942,1.2136847082899749e-08,9.345372404823138e-07
1943,2.9032352077962287e-09,9.087125931728224e-07
1944,3.2131861615880553e-09,7.390328278233937e-07
1945,8.714016175304096e-09,8.474380592815578e-07
1946,4.1763312808029696e-09,8.575400443078252e-07
1947,1.6689218895749036e-08,8.225400733863353e-07
1948,1.0871888278529696e-08,6.871032951494271e-07
1949,2.945102384188658e-09,6.17489831711282e-07
1950,5.317680518146517e-09,6.604559530387633e-07
1951,4.584402901741669e-08,6.236920171431848e-07
1952,1.5817205323287453e-08,5.841821462126973e-07
1953,4.3095309543161875e-09,6.162629233585903e-07
1954,5.863521668203475e-09,6.068744937692827e-07
1955,5.631364707880948e-09,5.57505131837388e-07
1956,1.4825940475304833e-08,5.834443754793028e-07
1957,1.1485549400447326e-08,5.301022838466452e-07
1958,1.4890038535497752e-08,5.467953201332421e-07
1959,5.425523585955716e-09,4.7047038265191077e-07
1960,1.1765417085030094e-08,5.287516842145124e-07
1961,3.47407969059077e-09,5.350082687982649e-07
1962,5.0735651235811474e-09,5.371637143980479e-07
1963,6.466053470433053e-09,5.308629624778405e-07
1964,1.034274621503073e-08,5.10444920109876e-07
1965,9.302473458205895e-09,5.034279979554412e-07
1966,8.308612464702492e-09,5.982200832477247e-07
1967,5.916402479044791e-09,5.477602940118231e-07
1968,5.838840522187638e-09,5.501984219336009e-07
1969,6.358460868938209e-09,4.301044498333795e-07
1970,1.3336302728816918e-08,4.93443167215446e-07
1971,1.0276794526475896e-08,4.2545931933091197e-07
1972,1.0773308467548759e-08,4.0425555880574393e-07
1973,6.064523994098181e-09,4.3002989968954353e-07
1974,3.3753431161187564e-09,4.0222838038062037e-07
1975,6.282628195464213e-09,3.1927174859447405e-07
1976,4.570821499072508e-09,3.970901047978259e-07
1977,2.938390863960194e-09,3.913936836852372e-07
1978,1.1881182260253809e-08,3.8910872035557986e-07
1979,4.681578680276743e-09,3.4409603699714353e-07
1980,4.548120546843393e-09,4.144474985423585e-07
1981,3.1627747087981106e-09,3.504354424421763e-07
1982,3.1037510339615437e-09,3.38929623922013e-07
1983,3.78918940668882e-09,3.5744687920669094e-07
1984,5.219107812592938e-09,3.572189370970591e-07
1985,2.4062232206745193e-09,3.398790227038262e-07
1986,2.997242676272549e-09,3.6985974816161615e-07
