year,serait_VERB banal_ADJ
1921,3.0290991048786964e-08
1922,1.9182632371439468e-08
1923,2.441668023323018e-08
1924,1.675911143195208e-08
1925,2.5295809891190402e-08
1926,2.229227646921572e-08
1927,2.2298449309232637e-08
1928,3.1992914983902665e-08
1929,1.7824650200282122e-08
1930,3.466189113510154e-08
1931,2.737285598186645e-08
1932,2.4110979879310435e-08
1933,2.6382522833046096e-08
1934,2.995395220750652e-08
1935,2.992070946561398e-08
1936,3.394919900756577e-08
1937,3.903246792447135e-08
1938,1.5558256905023882e-08
1939,1.3764645423464117e-08
1940,2.028626333583361e-08
1941,1.4757512545315876e-08
1942,1.8205270180260413e-08
1943,2.6129116648121453e-08
1944,2.8918675454292497e-08
1945,1.9606536838523425e-08
1946,3.201854070766785e-08
1947,2.26496545963073e-08
1948,2.5005341797168512e-08
1949,2.2579119018928395e-08
1950,1.914365022059883e-08
1951,1.7058242818279723e-08
1952,1.5817205323287453e-08
1953,2.5857186614075545e-08
1954,3.0294863506696856e-08
1955,2.815682265122632e-08
1956,2.703553825256222e-08
1957,2.9155623693100097e-08
1958,2.2335056470978998e-08
1959,2.4802393028267034e-08
1960,3.114374891310945e-08
1961,2.570818935510033e-08
1962,2.1562652108286784e-08
1963,1.681173777967615e-08
1964,2.311907998375773e-08
1965,2.5718604135249734e-08
1966,2.8249282024717104e-08
1967,2.859594694371026e-08
1968,2.0660513300185812e-08
1969,2.180043701116574e-08
1970,2.575285940054073e-08
1971,4.4704059121158934e-08
1972,2.924183739594355e-08
1973,3.528450420731133e-08
1974,2.925297337696975e-08
1975,2.9128548462153958e-08
1976,2.7996280849151844e-08
1977,3.467301112891619e-08
1978,3.029701645118621e-08
1979,2.808947208166046e-08
1980,3.581644847372445e-08
1981,4.2381181231121445e-08
1982,3.1037512115972277e-08
1983,3.6628833299801045e-08
1984,2.7255339318799088e-08
1985,3.9101127669027846e-08
1986,2.577628777089558e-08
1987,2.749867533680117e-08
1988,2.6384837426007834e-08
1989,3.018467253923518e-08
1990,2.45189291092629e-08
1991,1.875668864670388e-08
1992,3.03046938654461e-08
1993,2.4926434250005514e-08
1994,3.323203756622206e-08
1995,2.982347879765257e-08
1996,2.4555223632205525e-08
1997,2.924885578181602e-08
1998,2.9562400527538557e-08
1999,2.559312584082818e-08
2000,1.590491294223284e-08
2001,2.2782300490575835e-08
2002,2.4534839937473407e-08
2003,2.7501691590714472e-08
2004,2.070251881036711e-08
2005,1.5763124139311913e-08
2006,1.6059770402421236e-08
2007,2.0371844655642235e-08
2008,1.3623806971452268e-08
2009,1.192048149079028e-08
2010,2.172944846279279e-08
2011,8.795135286732148e-09
2012,1.327658516458996e-08
2013,9.761937924679387e-09
2014,1.6890473020225727e-08
2015,1.0417904761084174e-08
2016,1.0770968117412849e-08
2017,9.559323110863716e-09
2018,8.518839855753413e-09
2019,6.632568272380013e-09
