year,soit_VERB aux_ADP,soit_VERB beau_ADV
1800,4.842013368033804e-07,0.0
1801,4.2385050846860395e-07,0.0
1802,5.303680836732383e-07,2.2378401354217203e-09
1803,5.343929387890967e-07,3.900678446910888e-09
1804,5.957160738034872e-07,0.0
1805,3.809456075032358e-07,0.0
1806,5.07173751884693e-07,0.0
1807,5.864727654625312e-07,0.0
1808,4.44150515477304e-07,0.0
1809,6.822272098361282e-07,4.518061036407062e-09
1810,4.914266469313588e-07,0.0
1811,4.1868182165671897e-07,0.0
1812,6.347955832097796e-07,0.0
1813,4.227340184570494e-07,0.0
1814,3.9648131178182666e-07,3.1466771410748606e-09
1815,3.695196255648625e-07,2.697223555614414e-09
1816,4.4266235477152804e-07,0.0
1817,5.137682137501542e-07,1.556873407970727e-09
1818,4.1128060956907575e-07,5.960588467246453e-09
1819,4.482004669625894e-07,0.0
1820,3.9159388620646496e-07,0.0
1821,3.9643182958570833e-07,0.0
1822,4.6819627641525585e-07,1.0025615893027862e-09
1823,4.2693207547017664e-07,0.0
1824,4.5895063749412657e-07,8.421112696055388e-10
1825,5.521012553799665e-07,1.7610886082763955e-09
1826,3.91955296663582e-07,0.0
1827,5.244628482614644e-07,0.0
1828,4.4944275146008295e-07,9.172301251858528e-10
1829,5.229637167758483e-07,0.0
1830,5.552396942221094e-07,0.0
1831,4.459084834707028e-07,0.0
1832,4.5866596565247164e-07,0.0
1833,5.015710939915152e-07,1.1583628500844156e-09
1834,5.862085572516662e-07,0.0
1835,4.749619222366164e-07,2.2689263801112247e-09
1836,5.537897891372268e-07,4.704525213838906e-09
1837,4.7522394197585527e-07,0.0
1838,4.734121432647953e-07,6.312161904276081e-10
1839,5.579196908911399e-07,0.0
1840,5.274102363728161e-07,7.0066574764382494e-09
1841,6.362763542711036e-07,0.0
1842,5.829482461194857e-07,6.708265054555795e-10
1843,5.274871455185348e-07,0.0
1844,5.905691864427354e-07,0.0
1845,5.948522812104784e-07,0.0
1846,5.47981301224354e-07,0.0
1847,6.11591588040028e-07,0.0
1848,6.910845513630193e-07,0.0
1849,6.217525765350729e-07,0.0
1850,6.979087743275159e-07,0.0
1851,5.720652325180708e-07,6.449438760824933e-10
1852,6.608203761970799e-07,0.0
1853,5.858465215169417e-07,1.1943863675867306e-09
1854,5.954231596660975e-07,0.0
1855,5.742106168327155e-07,5.306937111981824e-10
1856,6.616447763008182e-07,0.0
1857,5.555157258640975e-07,0.0
1858,5.378149694479362e-07,4.893676019968041e-10
1859,5.866183983016526e-07,0.0
1860,6.971051220716618e-07,0.0
1861,7.144685127968842e-07,1.4147891747029462e-09
1862,6.953180786695157e-07,0.0
1863,6.083448056415364e-07,0.0
1864,7.072223979776027e-07,4.794727948009836e-10
1865,7.272074640241044e-07,1.4120533631256649e-09
1866,6.500458766822703e-07,9.731225825149181e-10
1867,6.721143677168584e-07,0.0
1868,7.365352416854876e-07,1.4819622196071691e-09
1869,6.582984042324824e-07,4.883519144627257e-10
1870,6.215709049683937e-07,1.1468097582678638e-09
1871,8.018988637559232e-07,1.0621177271019633e-09
1872,7.625694706803188e-07,0.0
1873,7.620183737344632e-07,5.986004469882289e-10
1874,7.127708840926061e-07,4.182226565063729e-09
1875,7.111858053576725e-07,0.0
1876,7.140343427636253e-07,0.0
1877,8.003152061064611e-07,0.0
1878,6.316886924651044e-07,0.0
1879,6.927974709469709e-07,0.0
1880,6.725902608195611e-07,0.0
1881,7.878933274696465e-07,0.0
1882,6.968188017708599e-07,6.655385131892899e-10
1883,7.690635470680718e-07,0.0
1884,6.628103506045591e-07,6.601696966868076e-10
1885,7.373807306976232e-07,6.445635691854079e-10
1886,6.814858011239266e-07,1.2906927748801422e-09
1887,7.318924417631933e-07,1.3057849246322917e-09
1888,7.285366336873267e-07,0.0
1889,7.042013976388262e-07,0.0
1890,8.664898700772028e-07,0.0
1891,6.23398705101863e-07,0.0
1892,8.255630632447719e-07,0.0
1893,7.815030471647333e-07,0.0
1894,6.635521003772737e-07,6.301539290376468e-10
1895,6.981592832744354e-07,6.018614495673091e-10
1896,7.819460279279156e-07,0.0
1897,8.262279607151868e-07,1.7480140668268973e-09
1898,8.125397812364099e-07,1.6975064687230201e-09
1899,7.810468218849564e-07,1.6582735185011188e-09
1900,7.418015002258471e-07,1.5573159428683425e-09
1901,8.299277283185802e-07,0.0
1902,7.610939860569488e-07,4.910283846193408e-10
1903,8.084129490271152e-07,0.0
1904,7.395484544758801e-07,5.374625189347171e-10
1905,9.820925015446846e-07,5.160759042333041e-10
1906,8.842853276291862e-07,0.0
1907,8.377691642635909e-07,2.5714217422034835e-09
1908,7.146070970520668e-07,0.0
1909,7.096268745954148e-07,1.6502950117569526e-09
1910,8.139141414176265e-07,5.344150677544235e-10
1911,8.315744821629778e-07,5.320374141248863e-10
1912,7.959995400597109e-07,5.209421227725386e-10
1913,7.896151714703592e-07,1.060597942803554e-09
1914,7.587410664200434e-07,0.0
1915,8.22297181457543e-07,0.0
1916,7.943934861032176e-07,1.0987462051303964e-09
1917,7.665530574740842e-07,0.0
1918,8.947887408794486e-07,0.0
1919,7.881918122620846e-07,9.207848372660976e-10
1920,7.254197953443509e-07,0.0
1921,7.194109912234126e-07,1.5145494858259667e-09
1922,6.65489778839401e-07,1.4755870969551665e-09
1923,6.879134275550314e-07,0.0
1924,7.361117582149745e-07,1.289162443462999e-09
1925,6.796873890380084e-07,0.0
1926,7.557081858067249e-07,1.1146138456652466e-09
1927,6.042880045242782e-07,0.0
1928,6.158635983410932e-07,0.0
1929,7.196702540568367e-07,1.1140406375176326e-09
1930,6.858853112134966e-07,0.0
1931,6.843213782303792e-07,0.0
1932,6.80587220358575e-07,0.0
1933,8.098287480606814e-07,0.0
1934,6.589868917217245e-07,0.0
1935,6.450904947996605e-07,0.0
1936,7.456699222530005e-07,1.2124714565686645e-09
1937,7.479123951270594e-07,0.0
1938,7.182728722909815e-07,2.5930428915188486e-09
1939,6.851734610791027e-07,0.0
1940,6.821256306466239e-07,0.0
1941,7.319726478272059e-07,0.0
1942,6.523555384774227e-07,0.0
1943,7.490347115890472e-07,0.0
1944,6.137185550869617e-07,3.2131861615880553e-09
1945,8.64866080974025e-07,0.0
1946,5.763337185271666e-07,0.0
1947,6.353824346660986e-07,0.0
1948,5.90343518069858e-07,0.0
1949,7.186050083873852e-07,9.817008317369869e-10
1950,6.838537274234113e-07,2.1270722960764488e-09
1951,6.183612981658371e-07,4.264560704569931e-09
1952,6.579957698704675e-07,1.0544803918932644e-09
1953,6.345784413497313e-07,0.0
1954,6.254423396967468e-07,0.0
1955,6.110030881245621e-07,0.0
1956,6.218173780325742e-07,0.0
1957,6.325886943159276e-07,2.6505113659425206e-09
1958,6.750150873813254e-07,1.6544486891589827e-09
1959,6.076586487324676e-07,0.0
1960,6.865466843919421e-07,0.0
1961,5.912883693781623e-07,2.08444772553662e-09
1962,6.849313081147557e-07,0.0
1963,6.666500667051878e-07,2.5864212993553792e-09
1964,6.692364991067734e-07,0.0
1965,6.052080152585404e-07,2.188817349590977e-09
1966,6.253615651985456e-07,2.769537488234164e-09
1967,6.044591600584681e-07,1.9721342336964653e-09
1968,6.579924161087547e-07,0.0
1969,6.789928193029482e-07,9.083515606356229e-10
1970,6.525590947603632e-07,4.5987250119061684e-10
1971,6.171215432004828e-07,0.0
1972,5.612380391539773e-07,0.0
1973,5.584875566455594e-07,1.102640756478479e-09
1974,6.131872964942886e-07,1.1251143350321513e-09
1975,5.654365509144554e-07,0.0
1976,5.833510954289522e-07,1.142705374768127e-09
1977,5.923795924900332e-07,5.876781838942691e-10
1978,5.679205514752539e-07,1.1881182704343018e-09
1979,5.758341785622179e-07,5.851973350345929e-10
1980,5.469115080813935e-07,1.1370301367108482e-09
1981,5.313461883815762e-07,3.1627747087981106e-09
1982,5.655034556184546e-07,6.207502289967692e-10
1983,5.538532263926754e-07,1.89459470334441e-09
1984,5.996174650135799e-07,1.1598016991243298e-09
1985,5.347831120161572e-07,0.0
1986,5.472965085573378e-07,5.994485463567401e-10
1987,5.243080636319064e-07,0.0
1988,5.27097085978312e-07,5.996553809062277e-10
1989,5.724111247218389e-07,5.488122178931576e-10
1990,5.148975219526619e-07,5.44865097484859e-10
1991,4.993968332200893e-07,0.0
1992,4.958949944011692e-07,1.65298330578878e-09
1993,5.001904241908051e-07,5.539207426075166e-10
1994,4.990080810785003e-07,0.0
1995,4.918163085676497e-07,3.253470381991974e-09
1996,4.6921829266466375e-07,5.338092190498855e-10
1997,5.049024025538529e-07,0.0
1998,4.749056756736536e-07,9.536258449571733e-10
1999,4.821562242796062e-07,1.3710603763428253e-09
2000,4.837744427277357e-07,3.5344251969604557e-09
2001,4.4644548324868083e-07,2.190605918883648e-09
2002,4.911349265057652e-07,2.1906108038649563e-09
2003,4.766959875723842e-07,8.333845835650777e-10
2004,5.118367312206829e-07,4.404791253964646e-10
2005,4.3371107949496945e-07,9.007499190971657e-10
2006,4.682040923853492e-07,0.0
2007,4.2141758171965193e-07,0.0
2008,4.057339992868947e-07,0.0
2009,4.172168530658382e-07,9.53638501499654e-10
2010,4.208899611057859e-07,4.723793023408973e-10
2011,4.1222418190045573e-07,1.1471915639660324e-09
2012,3.6834015304521017e-07,1.0212758416727752e-09
2013,3.793209941704845e-07,5.578250084070646e-10
2014,3.6076318110644934e-07,1.2992671383216248e-09
2015,3.663999166292342e-07,6.649726325136385e-10
2016,3.8485498521367845e-07,1.2428040818690533e-09
2017,3.5369495776649273e-07,7.54683426862357e-10
2018,3.247484983148752e-07,1.5488800242380307e-09
2019,3.349447013079043e-07,7.65296326310505e-10
