year,tout_ADV banal_ADJ
1800,0.0
1801,0.0
1802,0.0
1803,0.0
1804,0.0
1805,0.0
1806,8.645007376628655e-09
1807,0.0
1808,0.0
1809,0.0
1810,0.0
1811,2.5070767684098882e-09
1812,5.3344164641089264e-09
1813,0.0
1814,0.0
1815,0.0
1816,0.0
1817,0.0
1818,0.0
1819,0.0
1820,0.0
1821,0.0
1822,0.0
1823,0.0
1824,0.0
1825,8.805443041381977e-10
1826,0.0
1827,0.0
1828,3.668920500743411e-09
1829,8.57317605795771e-10
1830,0.0
1831,0.0
1832,0.0
1833,1.3900354645102198e-08
1834,4.667265685043276e-09
1835,3.781543966852041e-09
1836,8.064899859050456e-09
1837,0.0
1838,1.8936485712828244e-09
1839,0.0
1840,1.9109065441114126e-09
1841,0.0
1842,0.0
1843,5.906911071384968e-10
1844,0.0
1845,0.0
1846,0.0
1847,0.0
1848,0.0
1849,0.0
1850,0.0
1851,6.449438760824933e-10
1852,0.0
1853,0.0
1854,0.0
1855,5.306937111981824e-10
1856,0.0
1857,5.857811125054013e-09
1858,4.893676019968041e-10
1859,5.092173349652285e-09
1860,0.0
1861,6.13075279431996e-09
1862,1.445755604123633e-08
1863,4.994620828036034e-10
1864,9.589455896019672e-10
1865,3.765475486972036e-09
1866,4.865612912574591e-10
1867,1.455843445796745e-09
1868,0.0
1869,1.4650557433881772e-09
1870,5.160643912205387e-09
1871,0.0
1872,7.256807155187062e-09
1873,1.0774807712721213e-08
1874,0.0
1875,0.0
1876,6.04601479992084e-10
1877,0.0
1878,0.0
1879,8.55305515301552e-09
1880,6.417846254436199e-10
1881,6.972507571312292e-10
1882,1.3310770263785798e-09
1883,0.0
1884,5.941527270181268e-09
1885,6.445635691854079e-10
1886,3.2267319927115068e-09
1887,1.1752064210668323e-08
1888,9.510921827882157e-09
1889,6.265136742733546e-10
1890,1.9663159989136147e-09
1891,1.2748440525456317e-08
1892,8.149066310636499e-09
1893,4.310891643655168e-09
1894,3.150769645188234e-09
1895,9.629783193076946e-09
1896,8.255840455717589e-09
1897,8.740070556179091e-09
1898,1.0185038590293516e-08
1899,8.844125432005967e-09
1900,6.229263549428765e-09
1901,1.676621730339889e-09
1902,8.34748237199534e-09
1903,2.7001101354784396e-09
1904,3.7622376325430196e-09
1905,2.5803795766776716e-09
1906,3.0865106026567446e-09
1907,9.771402353919711e-09
1908,4.911389073214423e-09
1909,3.850688656825696e-09
1910,5.878565634276356e-09
1911,4.25629931299909e-09
1912,9.897900055122477e-09
1913,1.484837097720515e-08
1914,4.68772043404897e-09
1915,1.1780761921542648e-09
1916,1.0987462051303964e-09
1917,1.7546279096336548e-08
1918,2.2972752589112133e-09
1919,2.762354567309444e-09
1920,3.786115865267448e-09
1921,1.1359120755116692e-08
1922,3.6889677978990676e-09
1923,2.1231896241147297e-09
1924,9.024136882196387e-09
1925,1.0998177923937646e-09
1926,1.3375366592072169e-08
1927,5.574612327308159e-09
1928,6.85562484559199e-09
1929,7.798284684668033e-09
1930,5.2518016602221e-09
1931,5.7026783295555106e-09
1932,1.753525857850491e-08
1933,5.735331320977366e-09
1934,1.1981580172459871e-09
1935,2.393656828303392e-09
1936,3.6374143697059935e-09
1937,0.0
1938,6.482607339819424e-09
1939,4.588215141154706e-09
1940,0.0
1941,0.0
1942,3.034211770724937e-09
1943,1.1612940831184915e-08
1944,6.4263723231761105e-09
1945,4.357008087652048e-09
1946,9.744772988540262e-09
1947,5.960435700558264e-09
1948,1.6307831529616124e-08
1949,4.908504269707237e-09
1950,3.190608444114673e-09
1951,3.1984206394497505e-09
1952,4.2179215675730575e-09
1953,8.619061908632375e-09
1954,9.772536557761669e-09
1955,2.815682353940474e-09
1956,3.488456634670456e-09
1957,1.1485549400447326e-08
1958,1.6544486891589827e-09
1959,0.0
1960,2.7683333403416555e-09
1961,4.16889545107324e-09
1962,9.512934440181198e-09
1963,6.466053470433053e-09
1964,9.734349326606662e-09
1965,3.830430195250756e-09
1966,4.985167390003653e-09
1967,1.9721342336964653e-09
1968,5.838840522187638e-09
1969,7.266812429573832e-09
1970,3.219107563845469e-09
1971,9.762955111014548e-09
1972,3.5911027485013847e-09
1973,3.3079223804577396e-09
1974,3.937900283634832e-09
1975,7.4249242310031605e-09
1976,6.8562320265641574e-09
1977,2.938390863960194e-09
1978,4.158414057542359e-09
1979,5.266775904289034e-09
1980,1.0233271119375331e-08
1981,8.223214109648325e-09
1982,6.828252629986764e-09
1983,7.57837881337764e-09
1984,9.858314165001048e-09
1985,5.414002135495366e-09
1986,9.591176797218992e-09
1987,4.277571630240118e-09
1988,4.7972429917386705e-09
1989,4.390497743145261e-09
1990,6.538381003284854e-09
1991,8.20605094986604e-09
1992,5.5099441120809445e-09
1993,2.7696036575264316e-09
1994,4.2199412852994556e-09
1995,1.1929391696696712e-08
1996,6.4057106285986265e-09
1997,1.917957792585412e-09
1998,6.198567881199324e-09
1999,7.312321859131998e-09
2000,7.068850504943214e-09
2001,4.819333099259637e-09
2002,5.257465574004527e-09
2003,7.500461585152607e-09
2004,3.0833539332864035e-09
2005,6.305249322657858e-09
2006,3.294311934354255e-09
2007,5.592271090648637e-09
2008,7.2376473703172906e-09
2009,5.245011536203492e-09
2010,8.030448306328708e-09
2011,5.7359579308524644e-09
2012,8.170206733382201e-09
2013,6.9728125495771565e-09
2014,5.630157673408576e-09
2015,5.319781060109108e-09
2016,6.006886099640951e-09
2017,5.282783682725167e-09
2018,3.614053334377587e-09
2019,6.12237061048404e-09
