year,veut_VERB ôter_VERB,veut_VERB oter_VERB
1957,8.835037590415595e-09,0.0
1958,1.4062814024384807e-08,0.0
1959,9.300897829689347e-09,0.0
1960,1.4533750203327145e-08,6.920833350854139e-10
1961,1.389631876236308e-08,0.0
1962,2.029426049432459e-08,0.0
1963,1.6165133231993423e-08,0.0
1964,2.6769461314302134e-08,0.0
1965,2.3529786119524942e-08,1.6416130677043839e-09
1966,1.9386762417639147e-08,0.0
1967,1.3311906243984595e-08,0.0
1968,1.6169096284102125e-08,0.0
1969,2.0892086283197386e-08,2.7250546263957176e-09
1970,1.4256047897731605e-08,0.0
1971,2.6205826841874114e-08,0.0
1972,1.5903454553267693e-08,0.0
1973,1.0475087464101307e-08,0.0
1974,1.5751600912494723e-08,0.0
1975,1.1422960355389478e-08,0.0
1976,9.712995741040231e-09,0.0
1977,4.7014254711541525e-09,0.0
1978,8.910887139279566e-09,0.0
1979,9.948355028654987e-09,1.7555920051037788e-09
1980,1.3075846183596695e-08,0.0
1981,8.223214109648325e-09,6.325549528618524e-10
1982,8.690503427999374e-09,0.0
1983,5.68378455412244e-09,6.315316047889041e-10
1984,1.275781880138993e-08,0.0
1985,7.218669662023558e-09,6.015558051686298e-10
1986,1.9182353483415682e-08,0.0
1987,1.2832715334809564e-08,0.0
1988,7.795519785247507e-09,0.0
1989,1.3720305780395847e-08,0.0
1990,9.262707045820662e-09,0.0
1991,1.1136783939491579e-08,0.0
1992,1.2121876835635703e-08,1.1019888335184191e-09
1993,9.416652346772025e-09,0.0
1994,1.0549853435293244e-08,0.0
1995,1.572510655023507e-08,0.0
1996,1.014237493990322e-08,0.0
1997,9.110299181713799e-09,0.0
1998,1.144351013948608e-08,0.0
1999,3.656160929565999e-09,0.0
2000,9.719669513685858e-09,8.836062992401139e-10
2001,7.448059946568719e-09,0.0
2002,6.571832411594869e-09,4.38122149670761e-10
2003,1.5417615628621206e-08,0.0
2004,1.3214373595360485e-08,4.404791253964646e-10
2005,1.0808999029165989e-08,0.0
2006,1.1941880373456115e-08,1.2353669198716943e-09
2007,1.1583990655594789e-08,1.5977917877663117e-09
2008,9.79211112195344e-09,0.0
2009,1.0966842545201416e-08,0.0
2010,1.2281861749841028e-08,0.0
2011,9.177532511728259e-09,0.0
2012,8.170206733382201e-09,0.0
2013,6.693900100884775e-09,0.0
2014,1.1909948582911056e-08,0.0
2015,1.440773989003219e-08,0.0
2016,1.4499380363020009e-08,0.0
2017,8.804639684001359e-09,0.0
2018,1.0325866384164328e-08,0.0
2019,1.2754938438774843e-08,0.0
