year,veut_VERB ôter_VERB,veut_VERB oter_VERB
1800,6.917161954334006e-08,0.0
1801,1.0715321963061797e-07,4.7623651688866175e-09
1802,8.056224487518193e-08,2.2378401354217203e-09
1803,7.411289004721766e-08,3.900678446910888e-09
1804,7.168367943677367e-08,0.0
1805,8.812921237222326e-08,2.842877711017877e-09
1806,4.610670600868616e-08,0.0
1807,1.4804166426074516e-07,0.0
1808,4.5321478125970316e-08,0.0
1809,8.132509776714869e-08,0.0
1810,1.4976811257838563e-07,0.0
1811,9.025476543911282e-08,0.0
1812,2.6672083208723052e-08,0.0
1813,5.7514832008109806e-08,0.0
1814,5.349351184236184e-08,0.0
1815,1.1867783911156948e-07,8.091670444798638e-09
1816,1.5527946573001827e-07,0.0
1817,1.479029805295795e-07,0.0
1818,8.821671571013212e-08,1.1921177378582115e-09
1819,1.1903707530791507e-07,4.140420006848444e-09
1820,1.696906792858499e-07,1.1866481131050932e-09
1821,1.5581152013055544e-07,1.97229765852569e-09
1822,1.6843034700286807e-07,0.0
1823,7.016707570528524e-08,9.882686891060644e-10
1824,1.0779024250950897e-07,2.5263338088166165e-09
1825,6.868245350233337e-08,0.0
1826,1.3300056878051691e-07,1.7615968683770689e-09
1827,9.125100319806734e-08,0.0
1828,1.0456423638061096e-07,0.0
1829,1.3031227297233272e-07,0.0
1830,6.575206867864836e-08,0.0
1831,1.1381580122815649e-07,1.5591206103948707e-09
1832,7.306183391619925e-08,0.0
1833,5.6759780875381693e-08,0.0
1834,5.880754372356023e-08,0.0
1835,9.15133639978194e-08,7.563087933704082e-10
1836,1.5726554636330548e-07,5.376600054063374e-09
1837,6.401259611266141e-08,6.957890930081589e-10
1838,8.39517539930057e-08,6.312161904276081e-10
1839,4.754203075663099e-08,0.0
1840,7.45253601053264e-08,6.369688665408546e-10
1841,7.062603657459476e-08,2.5682194149112547e-09
1842,4.9641162291891305e-08,0.0
1843,6.674809327478215e-08,0.0
1844,9.604982409427976e-08,1.097712254427563e-09
1845,7.254296008341043e-08,5.580227946389016e-10
1846,8.371937099127535e-08,5.854501328173001e-10
1847,3.9909856752728956e-08,1.0786447290911383e-09
1848,3.700802153616678e-08,1.6090443422100975e-09
1849,7.457679629396807e-08,0.0
1850,5.7706465383944305e-08,0.0
1851,6.836405219701192e-08,0.0
1852,4.948014620254071e-08,6.510545436100301e-10
1853,7.644072752555076e-08,5.971931837933653e-10
1854,7.949366676029967e-08,5.195664454227256e-10
1855,6.42139355022664e-08,1.5920811335945473e-09
1856,7.351608388717068e-08,2.5885946719483854e-09
1857,7.371078680762366e-08,0.0
1858,5.334106845111819e-08,9.787352039936081e-10
1859,5.244938705573077e-08,1.5276520048956854e-09
1860,7.506581312100025e-08,1.373155145145688e-09
1861,5.046081241744105e-08,0.0
1862,7.590217165898139e-08,4.517986262886353e-10
1863,4.894728533599846e-08,0.0
1864,7.623617648278014e-08,9.589455896019672e-10
1865,5.9306238142653456e-08,0.0
1866,6.665889884516218e-08,9.731225825149181e-10
1867,4.949867715708933e-08,1.455843445796745e-09
1868,6.718228462432307e-08,9.87974813071446e-10
1869,4.150991372853241e-08,0.0
1870,4.472558146062511e-08,0.0
1871,3.823623728749226e-08,0.0
1872,3.5679303067581714e-08,6.047339295989218e-10
1873,2.095101514498765e-08,0.0
1874,4.421210775262807e-08,6.572069999322139e-09
1875,4.520006413599731e-08,1.716458086775674e-09
1876,3.9903696347209916e-08,6.04601479992084e-10
1877,6.184816214727107e-08,1.8554447978047506e-09
1878,3.200716847118201e-08,0.0
1879,5.681672377022551e-08,0.0
1880,3.8507078414795615e-08,1.2835692508872398e-09
1881,4.183504387356152e-08,0.0
1882,3.3276926103553706e-08,6.655385131892899e-10
1883,4.107570461542309e-08,6.319338941018771e-10
1884,3.036780782394999e-08,0.0
1885,2.9649923405372647e-08,3.2228177904158883e-09
1886,2.0651084398082276e-08,6.453463874400711e-10
1887,3.1991731930247624e-08,0.0
1888,1.4583413587843097e-08,0.0
1889,1.50363277384713e-08,1.2530273485467092e-09
1890,3.5393686204088226e-08,6.554386478008212e-10
1891,3.505821055682645e-08,0.0
1892,3.322311670217459e-08,0.0
1893,2.278614097406262e-08,0.0
1894,2.079507943619774e-08,0.0
1895,2.9491211250842753e-08,0.0
1896,2.181900704556483e-08,0.0
1897,2.3889525024856084e-08,0.0
1898,2.4330926606808134e-08,5.6583548957434e-10
1899,1.5477219506010442e-08,0.0
1900,2.28406342728249e-08,0.0
1901,1.5089595351014395e-08,0.0
1902,6.874397495693074e-09,0.0
1903,1.9980815224585058e-08,5.400220270956879e-10
1904,8.599400302955473e-09,0.0
1905,1.7546581076999246e-08,0.0
1906,9.773950537805831e-09,0.0
1907,2.2114226894132116e-08,0.0
1908,7.858222517143076e-09,0.0
1909,2.0353638774395222e-08,0.0
1910,9.619471441624228e-09,0.0
1911,1.755723388896513e-08,0.0
1912,1.3544495303108306e-08,0.0
1913,2.8105844762649212e-08,0.0
1914,2.5447626228469744e-08,0.0
1915,1.4136913861761968e-08,0.0
1916,9.888715624128963e-09,0.0
1917,1.864292187292449e-08,0.0
1918,1.8378202071289707e-08,0.0
1919,1.1049418269237776e-08,0.0
1920,1.3630017114962811e-08,1.514446346106979e-09
1921,1.741731914250977e-08,0.0
1922,9.591316185719734e-09,0.0
1923,1.2739137744688378e-08,0.0
1924,1.2891624656674594e-08,1.289162443462999e-09
1925,8.798542339150117e-09,0.0
1926,2.229227646921572e-08,0.0
1927,1.5608915049369898e-08,0.0
1928,5.713020723163709e-09,0.0
1929,7.798284684668033e-09,0.0
1930,1.3654684494213143e-08,1.0503603542488804e-09
1931,1.3686427990933225e-08,0.0
1932,1.53433514782364e-08,0.0
1933,6.882397318719313e-09,1.1470662197865522e-09
1934,8.38710612072191e-09,0.0
1935,1.555876849579363e-08,0.0
1936,1.576212937948185e-08,0.0
1937,1.6368453259474336e-08,1.2591118148108649e-09
1938,1.2965214679638848e-08,0.0
1939,1.5294050470515685e-08,0.0
1940,2.5357829169792012e-09,2.5357829169792012e-09
1941,1.4757512545315876e-08,0.0
1942,9.102635090130207e-09,0.0
1943,2.0322646676618206e-08,0.0
1944,1.6065930807940276e-08,0.0
1945,1.742803235060819e-08,0.0
1946,6.960552134671616e-09,0.0
1947,1.0728784083369192e-08,0.0
1948,8.697510267552389e-09,0.0
1949,1.0798709482173763e-08,9.817008317369869e-10
1950,2.5524867552917385e-08,1.0635361480382244e-09
1951,1.4925962688039363e-08,0.0
1952,4.2179215675730575e-09,0.0
1953,2.1547654771580937e-09,0.0
1954,3.224936762080688e-08,0.0
1955,4.6928039232341234e-09,0.0
1956,1.1337483840634377e-08,0.0
