year,seraient_VERB aux_ADP,seraient_VERB beaux_ADJ
1937,4.280980192561401e-08,0.0
1938,4.537825049055755e-08,3.8895642262559704e-09
1939,2.9058696782158222e-08,3.058810094103137e-09
1940,2.5357829613881222e-08,5.0715658339584024e-09
1941,2.6563522936839945e-08,1.1806010391524069e-08
1942,2.1239483061208375e-08,1.2136847082899749e-08
1943,4.064529335323641e-08,2.9032352077962287e-09
1944,3.534504600111177e-08,3.2131861615880553e-09
1945,3.267756198965799e-08,1.5249527862692958e-08
1946,3.6194869323935563e-08,9.744772988540262e-09
1947,2.9802176726434482e-08,8.344609447874518e-09
1948,3.261566305923225e-08,1.0871888278529696e-08
1949,3.043272656100271e-08,9.817008539414473e-09
1950,2.0207187034770868e-08,6.381216888229346e-09
1951,2.3455083209000804e-08,4.264560704569931e-09
1952,2.2144087452602434e-08,9.490323193972472e-09
1953,2.5857186614075545e-08,3.232148326759443e-09
1954,4.9839933069506515e-08,6.840775057526116e-09
1955,2.3464020060259827e-08,1.5016972554349195e-08
1956,1.3953826538681824e-08,1.744228317335228e-09
1957,2.9155623693100097e-08,7.951533653738352e-09
1958,3.3088973339090444e-08,7.445019267748876e-09
1959,1.4726420971555854e-08,5.425523585955716e-09
1960,2.7683332959327345e-08,5.536666680683311e-09
1961,2.431855783413539e-08,6.25334317660986e-09
1962,3.4880759613997725e-08,6.341956404476434e-10
1963,2.9743844720542256e-08,4.526237162849611e-09
1964,2.1902286206909594e-08,4.258777774879263e-09
1965,2.0793764932136583e-08,3.2832261354087677e-09
1966,2.658755882123387e-08,5.539074976468328e-09
1967,2.267954357648705e-08,6.409436092980059e-09
1968,2.4253646202510026e-08,1.2126823101255013e-08
1969,3.633406109315729e-08,3.6334062425424918e-09
1970,3.49503110896876e-08,8.7375777724219e-09
1971,2.928886644326667e-08,8.735275613958038e-09
1972,2.8215808356435446e-08,5.130146973897354e-09
1973,2.866866033457427e-08,8.821126051827832e-09
1974,2.2502286256553816e-08,9.563471792262135e-09
1975,3.826691852282238e-08,1.7134440533084216e-09
1976,3.028169359708954e-08,2.856763492431469e-09
1977,2.3507126911681553e-08,3.526069214387917e-09
1978,3.683166482915112e-08,3.5643548113029055e-09
1979,1.6970723493159312e-08,4.681578680276743e-09
1980,1.8760998088396263e-08,1.7055452605774235e-09
1981,2.4037088763861902e-08,3.1627747087981106e-09
1982,1.4898005495922462e-08,2.483000915987077e-09
1983,3.410270821291306e-08,4.4207211225000265e-09
1984,1.9136727757995686e-08,1.739702604197646e-09
1985,2.1656008541981464e-08,1.8046674155058895e-09
1986,2.2179596825822046e-08,3.5966913891627428e-09
1987,1.8943532964499354e-08,1.8332451112712533e-09
1988,2.878345739532051e-08,1.1993107618124554e-09
1989,3.457516939420202e-08,0.0
1990,2.179460345530515e-08,3.814055737905164e-09
1991,2.4032006606944378e-08,0.0
1992,2.1488782309120324e-08,5.509944167592096e-10
1993,2.1048988330107932e-08,2.2156829704300662e-09
1994,2.479215588380157e-08,5.802419433820205e-09
1995,3.3619194539369346e-08,4.337960657352369e-09
1996,2.882569738460461e-08,4.270473752399084e-09
1997,2.2536003285722472e-08,5.274384040632185e-09
1998,2.3363833534517653e-08,2.3840645013706308e-09
1999,2.559312584082818e-08,5.0272213059088244e-09
2000,2.8275401575683645e-08,7.510653432518666e-09
2001,2.6287271026603776e-08,2.190605918883648e-09
2002,2.6725450297249154e-08,8.762443215459825e-09
2003,3.2918691772465536e-08,7.083769126836614e-09
2004,2.334539317416784e-08,3.523833003171717e-09
2005,2.1617998058331978e-08,3.602999676388663e-09
2006,2.8825230202755847e-08,5.353256948836815e-09
2007,2.75619083112133e-08,4.393927444112933e-09
2008,2.3841662866175284e-08,5.108927503272298e-09
2009,2.0026408975581944e-08,2.384096253749135e-09
2010,2.8342757474320024e-08,1.4171379625338432e-09
2011,2.370862617340208e-08,4.5887662558641296e-09
2012,2.655317032917992e-08,5.1063788752969685e-09
2013,3.3190588055731496e-08,4.183687618564136e-09
2014,3.659602398897732e-08,1.017759210242275e-08
2015,2.5933932334964993e-08,7.75801378694041e-09
2016,3.5212782023563705e-08,7.663958356829426e-09
2017,2.968421419780043e-08,6.289028409156572e-09
2018,3.020316086121966e-08,6.195520096952123e-09
2019,3.698932360407525e-08,6.632568272380013e-09
