year,soit_VERB à_ADP,soit_VERB a_ADP,soit_VERB bas_ADJ
1832,5.612231234408682e-06,1.3529969367098715e-08,2.1647950987357945e-08
1833,5.369011887523811e-06,4.6334514003376626e-09,3.4750886612755494e-09
1834,5.638056791212875e-06,6.534171648198139e-09,1.9602515166639023e-08
1835,5.3743301577924285e-06,3.403389570166837e-08,3.1764969321557146e-08
1836,6.520471742987866e-06,2.7555075554630548e-08,1.4113575197427508e-08
1837,5.770874849986285e-06,2.2265250865238784e-08,1.1132625488130543e-08
1838,5.397529548645252e-06,6.943378094703689e-09,2.019891809368346e-08
1839,7.977972018125001e-06,1.188550780018005e-08,1.4682098203877558e-08
1840,5.484302164404653e-06,1.2102408408765086e-08,1.2102408852854296e-08
1841,5.53001837033662e-06,1.3483151928284087e-08,1.0914932957462042e-08
1842,5.826128017361043e-06,1.2074877098200432e-08,4.695785538189057e-09
1843,5.7031224969250616e-06,1.0041748821354446e-08,1.2404512972352677e-08
1844,5.496794074133504e-06,1.4270259418580622e-08,1.5367971784030487e-08
1845,5.532237992156297e-06,3.180729912788394e-08,1.9530798311961917e-08
1846,5.588707153947325e-06,1.2879902921980602e-08,1.6392604607062822e-08
1847,5.594391041086055e-06,1.6718993300912643e-08,1.5101026207275936e-08
1848,5.4779916354164016e-06,2.011305433313737e-08,1.6090443422100975e-09
1849,6.069210030545946e-06,1.7596771373362685e-08,9.217356655710773e-09
1850,5.448848241940141e-06,1.425689166723032e-08,2.647708541303473e-08
1851,5.6432591009070165e-06,2.3217978872835943e-08,5.159551008659946e-09
1852,5.699331268260721e-06,1.4323199959420663e-08,1.8880582430824688e-08
1853,5.753359346272191e-06,1.5527022778627497e-08,1.851298847554972e-08
1854,5.628982762573287e-06,3.273268656123207e-08,1.7145692865483397e-08
1855,5.794113803858636e-06,1.3798036491152743e-08,1.539011762474729e-08
1856,5.636923560814466e-06,2.7439102989745834e-08,7.765783571755946e-09
1857,5.517569661606103e-06,1.8549734193129552e-08,9.763017949637742e-09
1858,5.824453182867728e-06,1.3212924976357954e-08,1.3212924976357954e-08
1859,5.8621099014999345e-06,2.0368694064742954e-08,7.638259802433822e-09
1860,5.771828909928445e-06,1.6935580715582432e-08,1.0527522853465143e-08
1861,6.418426437448943e-06,1.6034277017240584e-08,2.1221836732365773e-08
1862,6.101088729337789e-06,1.5361153821169538e-08,1.7168348520613108e-08
1863,6.00353405388887e-06,1.9479021395873986e-08,8.490855130105501e-09
1864,5.983340997772757e-06,1.0068928801842958e-08,1.4384183621984903e-08
1865,6.325057256617583e-06,1.6003270930653457e-08,9.413688495385486e-09
1866,6.011951427353779e-06,2.4814626353730773e-08,1.1677471434268227e-08
1867,6.090278475312516e-06,1.261730986357179e-08,1.649955905236311e-08
1868,6.331436452455819e-06,1.5807597231187742e-08,9.385760613156435e-09
1869,6.105375632614596e-06,2.637100249280877e-08,1.2208797528501236e-08
1870,5.9399012570793275e-06,2.1789385851178622e-08,8.601073631098188e-09
1871,6.0264560488576535e-06,2.4428708167434365e-08,1.0621176826930423e-08
1872,5.928811333433259e-06,1.814201766592305e-08,9.675742873582749e-09
1873,6.309847321972484e-06,1.1373408770332105e-08,9.577607151811662e-09
1874,6.272742211876903e-06,1.9716210775122534e-08,1.0156835372754358e-08
1875,6.571173798874952e-06,2.9179788363364878e-08,5.721527251978387e-09
1876,6.078663318476174e-06,1.209202915575247e-08,7.859819461941697e-09
1877,6.243571533559589e-06,9.277224211068358e-09,3.958282235316801e-08
1878,5.847649390489096e-06,2.174071972449454e-08,1.9928991790152395e-08
1879,6.285273684625281e-06,1.8938908552534883e-08,1.0996785704264767e-08
1880,6.018014573783148e-06,1.8611753915820373e-08,1.2835692508872398e-08
1881,6.333825695037376e-06,1.7431268706236125e-08,4.183504653809678e-09
1882,6.292001216934295e-06,2.1297231977968067e-08,1.3976308999019693e-08
1883,6.007163392496295e-06,1.327061183165057e-08,1.0110942305630033e-08
1884,6.19041111349361e-06,2.772712726084592e-08,8.582206056928499e-09
1885,6.322523859125795e-06,3.6095559929893994e-08,4.511945039809007e-09
1886,6.043669145583408e-06,3.033128015417219e-08,9.034849313138693e-09
1887,6.0856104937556665e-06,1.3710741431083306e-08,5.223139698529167e-09
1888,6.114254574640654e-06,2.7264642987745447e-08,7.60873763994141e-09
1889,5.801516635983717e-06,2.3181005337491456e-08,1.3156786771162388e-08
1890,6.195861715241335e-06,3.5393687092266646e-08,9.831579994568074e-09
1891,6.030012173141586e-06,4.716922941128132e-08,2.039750413018737e-08
1892,6.155052233225433e-06,2.507404972540428e-08,1.002961980134387e-08
1893,6.1565688156406395e-06,2.9560399572581275e-08,6.774258043407144e-09
1894,6.089807357056998e-06,3.5918773511056656e-08,2.520615716150587e-09
1895,6.041485448804451e-06,2.467631921021507e-08,7.824199066419624e-09
1896,6.26146538706962e-06,1.1794057730440954e-08,7.076434549446731e-09
1897,6.30566955805989e-06,2.5054868513230133e-08,5.826713334045053e-09
1898,6.315289738267893e-06,2.4330925718629715e-08,2.8291773368493978e-09
1899,6.263851901167072e-06,2.984892333302014e-08,6.080336234504102e-09
1900,6.219400802365271e-06,2.491705508589348e-08,3.633737311048435e-09
1901,6.456670234911144e-06,3.129693815218104e-08,5.588738916095792e-10
1902,7.296681815205375e-06,2.7497589094593877e-08,2.9461704187383475e-09
1903,6.3852203311398625e-06,1.6200661034915242e-08,0.0
1904,6.539843980135629e-06,4.192207736508635e-08,3.7622376325430196e-09
1905,6.36940876574954e-06,2.6835946798087207e-08,8.773290538499623e-09
1906,6.4863024817896076e-06,2.2634412066846465e-08,3.600929110447737e-09
1907,6.2716976572119165e-06,2.674278487546644e-08,8.228549397415463e-09
1908,6.136780484666815e-06,1.7189861534205875e-08,2.0136695866312948e-08
1909,6.369588845700491e-06,3.6306491590920587e-08,7.151278680339601e-09
1910,6.082712388888467e-06,2.4583092561591968e-08,1.0153886620400954e-08
1911,6.369552011165069e-06,4.3095030433093484e-08,1.4365010514438836e-08
1912,6.534698059112998e-06,3.07355862427805e-08,6.251305251225858e-09
1913,6.473889698099811e-06,3.6590629692856425e-08,1.4318072061314524e-08
1914,6.096045581216458e-06,2.5447626228469744e-08,1.0714789944188396e-08
1915,5.74076511838939e-06,3.769843870404799e-08,1.0602685840410686e-08
1916,6.134299837867729e-06,3.515987789803887e-08,9.888715624128963e-09
1917,6.743254289176548e-06,1.5352994542361387e-08,3.289927441585405e-09
1918,6.072847099858336e-06,2.8715940736390166e-08,5.743188147278033e-09
1919,6.293564183579292e-06,3.683139282451009e-08,3.6831393490643904e-09
1920,6.740043318131939e-06,3.407504278740703e-08,1.8930579770426448e-08
1921,6.4633400143065955e-06,3.4077364041706915e-08,1.5902768879527684e-08
1922,6.255013886402594e-06,3.024953565411437e-08,9.591316185719734e-09
1923,6.374876647896599e-06,2.9724655181695425e-08,6.369568872344189e-09
1924,6.658523943769978e-06,1.9337436762967286e-08,1.675911143195208e-08
1925,6.4185364863078576e-06,3.739380560752181e-08,6.598906754362588e-09
1926,6.420175850507803e-06,2.563611800621146e-08,6.687683296036084e-09
1927,6.3104612308961805e-06,1.56089151603922e-08,1.2264147031260109e-08
1928,6.294606009760173e-06,3.427812289569232e-08,1.0283437212876834e-08
1929,6.360057795973262e-06,2.1166771890790415e-08,8.912325100141061e-09
1930,6.5805074882518966e-06,3.7812972863982e-08,9.453243521306831e-09
1931,6.343659151752945e-06,1.9389106320488736e-08,6.843213995466613e-09
1932,6.3631068769609556e-06,1.4247397372990633e-08,8.767629289252454e-09
1933,6.558924724231474e-06,2.982372127036115e-08,3.4411986593596566e-09
1934,6.2160438574210275e-06,2.156684431042777e-08,1.0783422155213884e-08
1935,6.309679520200007e-06,3.4708024898577605e-08,1.4361940969820353e-08
1936,6.413974006136414e-06,3.6374142808881516e-08,7.274828739411987e-09
1937,6.240158199943835e-06,3.7773354444325946e-08,6.295559185076627e-09
1938,6.236268291104352e-06,4.148868559816776e-08,1.8151300906765755e-08
1939,6.3990305534389336e-06,7.95290642230384e-08,1.5294050470515685e-08
1940,6.347064754663734e-06,2.0793420252296357e-07,1.5214697057785997e-08
1941,6.271943220781395e-06,1.033025864849435e-07,1.1806010391524069e-08
1942,6.411289632524131e-06,5.158159921414551e-08,1.517105907566929e-08
1943,6.102600309532136e-06,2.6129116870166058e-08,2.322588166236983e-08
1944,5.9893791330978274e-06,5.462416652335378e-08,3.2131861615880553e-09
1945,6.487584869319107e-06,5.664110513947662e-08,1.3071024262956144e-08
1946,6.363336979120504e-06,6.403707875080045e-08,1.8097434661967782e-08
1947,6.196468802954769e-06,4.410722298509029e-08,1.7881307101674793e-08
1948,6.243725238164188e-06,3.261566305923225e-08,9.784699273041042e-09
1949,6.2720864661969244e-06,4.9085041253782435e-08,1.8652315247891238e-08
1950,6.657736321358243e-06,3.7223764293159434e-08,1.2762433776458693e-08
1951,6.6249949668417685e-06,6.290226917116115e-08,9.595261474260042e-09
1952,6.493490218417719e-06,6.115986195265322e-08,2.003512733494972e-08
1953,6.547254997713026e-06,3.986316210458085e-08,1.1851209791302608e-08
1954,6.395147465809714e-06,5.570345562588841e-08,1.5636057781875934e-08
1955,6.592450972675579e-06,7.320774075836312e-08,1.3139850985055546e-08
1956,6.371666131599341e-06,5.9303762567353147e-08,1.1337483840634377e-08
1957,6.3921497712726705e-06,6.714628841830717e-08,1.1485549400447326e-08
1958,6.892433248140151e-06,4.715178791858676e-08,1.2408365002158916e-08
1959,6.638515515078325e-06,6.588135781360194e-08,1.4726420971555854e-08
1960,6.585172741324641e-06,6.505583455274078e-08,1.9378333604436193e-08
1961,6.714701157761738e-06,7.295567189258279e-08,1.389631876236308e-08
1962,6.867704541946296e-06,5.898019284078515e-08,1.5220695814832652e-08
1963,6.7706041591009125e-06,6.466053059650534e-08,1.5518526907953856e-08
1964,6.71913448968553e-06,7.118243011694503e-08,1.8860301764789256e-08
1965,6.669873528153403e-06,5.690925153345461e-08,9.302473458205895e-09
1966,6.500104063889012e-06,7.920876954337075e-08,8.862519607077957e-09
1967,6.648557700827951e-06,1.1586288567455583e-07,1.5284040699725665e-08
1968,6.450571618188405e-06,7.141351088257863e-08,1.3025106326836067e-08
1969,6.769035735487705e-06,8.67475719867894e-08,1.2262746373892242e-08
1970,6.725175353494706e-06,1.0852991316756544e-07,1.0117195081704722e-08
1971,6.773949280614033e-06,1.4849968965613414e-07,1.5415192677892264e-08
1972,6.600446795346215e-06,8.926455236091257e-08,6.669190977248718e-09
1973,6.3633397076046094e-06,7.332560930661813e-08,6.064523994098181e-09
1974,6.474470410466893e-06,7.14447597194301e-08,7.875800456247362e-09
1975,6.516798748634756e-06,5.483021148222633e-08,1.0851811893530794e-08
1976,6.375153134285938e-06,8.627425562846014e-08,7.998937512354587e-09
1977,6.250545084185433e-06,6.581995826149267e-08,8.22749424145286e-09
1978,6.383759682648815e-06,7.30692755190887e-08,1.4257419245211622e-08
1979,6.771318567189155e-06,8.01720336784939e-08,9.948355028654987e-09
1980,6.486756774393143e-06,6.42422040009194e-08,5.116635559687666e-09
1981,6.187652616063133e-06,5.882761100473033e-08,9.488323904349727e-09
1982,6.6947914092452265e-06,7.635227949887025e-08,1.1794254461960918e-08
1983,6.30710610494134e-06,6.694235044069075e-08,8.209910973278056e-09
1984,6.361512532748748e-06,4.001315923041204e-08,8.69851302098823e-09
1985,6.161736109788762e-06,4.752290960752248e-08,1.4437339324047116e-08
1986,6.3253810367314145e-06,4.016305293896849e-08,8.991728250862252e-09
1987,6.152981313789496e-06,5.1330862782528186e-08,3.0554083707556856e-09
1988,6.1464675127353985e-06,2.5785181434478943e-08,6.596209356501959e-09
1989,6.198833943926729e-06,3.402635706528656e-08,1.0976243913773942e-08
1990,6.122104423411656e-06,4.740326375873849e-08,1.0897301727652575e-08
1991,6.135781859484268e-06,6.38899714799912e-08,2.9307325455363298e-09
1992,6.055428457329981e-06,3.636563183917474e-08,8.264915862810085e-09
1993,6.103652594902087e-06,2.4372512508197275e-08,3.877445031719162e-09
1994,6.165861577756004e-06,2.4792155328690058e-08,1.160483886764041e-08
1995,6.130080691946205e-06,2.982347968583099e-08,1.626735190995987e-09
1996,6.139339802757604e-06,3.469759835006414e-08,8.540947504798169e-09
1997,6.294737431744579e-06,4.26745603299139e-08,5.274384040632185e-09
1998,6.152316927909851e-06,3.051602670556264e-08,1.144351013948608e-08
1999,6.11035875408561e-06,1.6909744743331956e-08,9.597422412355172e-09
2000,6.059330189600587e-06,2.827540224181746e-08,6.627047355323157e-09
2001,5.940485152677866e-06,1.9715453131174954e-08,5.695575122643959e-09
2002,6.174893769639311e-06,1.664864135442201e-08,1.4019908789464353e-08
2003,6.212881999090314e-06,3.083522948088557e-08,7.91715315529018e-09
2004,6.0905049394932576e-06,2.2904914187549252e-08,1.5857247959161214e-08
2005,5.922430773352971e-06,3.873224752037885e-08,1.261049931144953e-08
2006,5.9355265875638e-06,5.188541107870037e-08,6.58862386870851e-09
2007,6.0304655562504195e-06,3.7947553682693425e-08,5.192823504529542e-09
2008,5.923801381868543e-06,3.193079822771949e-08,7.663391698997657e-09
2009,6.096134256949881e-06,4.100645401017289e-08,6.675469510497578e-09
2010,6.10928145761136e-06,3.4011309324455397e-08,7.085689368580006e-09
2011,6.244928499654634e-06,2.3326228643094638e-08,7.647943611743813e-09
2012,6.154888978926465e-06,3.40425272693512e-08,6.127654827992046e-09
2013,6.3575316744390875e-06,2.2034088054123657e-08,8.08846234434668e-09
2014,6.379184924298897e-06,1.9922095528812633e-08,9.094869746206768e-09
2015,6.309925083769485e-06,3.036708264014809e-08,7.314698624583116e-09
2016,6.515607310575433e-06,4.101253231469926e-08,9.32103016992869e-09
2017,6.708632099616807e-06,3.169670331759633e-08,3.2702947017071438e-09
2018,6.561055670317728e-06,4.491752009228023e-08,7.744399788123246e-09
2019,6.527212462970056e-06,2.44894819423358e-08,7.397864543179367e-09
