year,pouvait_VERB ôter_VERB,pouvait_VERB oter_VERB
1915,1.1780761921542648e-09,0.0
1916,3.2962386153911893e-09,0.0
1917,1.5352993543160665e-08,1.0966424435210342e-09
1918,1.1486376294556067e-09,0.0
1919,1.8415696745321952e-09,0.0
1920,1.741613253614105e-08,1.514446346106979e-09
1921,6.815472630705699e-09,7.572747429129834e-10
1922,7.377935595798135e-09,0.0
1923,6.369568872344189e-09,0.0
1924,1.4180787211159895e-08,0.0
1925,1.7597084678300234e-08,0.0
1926,4.458455382660986e-09,0.0
1927,1.2264147031260109e-08,0.0
1928,4.570416489713125e-09,0.0
1929,1.6710609784809094e-08,0.0
1930,2.10072066408884e-08,0.0
1931,2.2810713318222042e-09,0.0
1932,2.1919073223131136e-09,0.0
1933,1.1470662641954732e-08,0.0
1934,1.0783422155213884e-08,0.0
1935,2.154291145473053e-08,0.0
1936,3.6374143697059935e-09,0.0
1937,3.777335333410292e-09,0.0
1938,1.0372171566075394e-08,0.0
1939,1.3764645423464117e-08,0.0
1940,1.5214697057785997e-08,0.0
1941,1.4757512545315876e-08,0.0
1942,1.2136847082899749e-08,0.0
1943,4.064529335323641e-08,0.0
1944,1.6065930807940276e-08,0.0
1945,8.714016175304096e-09,0.0
1946,1.2528993842408909e-08,0.0
1947,7.152522574216391e-09,0.0
1948,2.174377566888097e-09,0.0
1949,6.8719057111366055e-09,0.0
1950,2.2334258886758107e-08,0.0
1951,1.0661401539380222e-08,0.0
1952,1.0544804140977249e-08,0.0
1953,5.386913581872932e-09,0.0
1954,1.3681550115052232e-08,0.0
1955,4.6928039232341234e-09,0.0
1956,8.72114114258693e-09,8.72114158667614e-10
1957,1.7670075402875796e-09,0.0
1958,8.272243334772611e-09,0.0
1959,9.300897829689347e-09,0.0
1960,9.689166802218097e-09,0.0
1961,7.64297514166401e-09,0.0
1962,1.2049716779927166e-08,0.0
1963,1.4225316924409981e-08,0.0
1964,1.0951143103454797e-08,0.0
1965,7.1136563306595235e-09,0.0
1966,6.6468897053084675e-09,0.0
1967,6.409436092980059e-09,0.0
1968,1.122853987567396e-08,0.0
1969,9.083515273289322e-09,0.0
1970,1.0577067222072856e-08,0.0
1971,5.652237344833111e-09,0.0
1972,6.669190977248718e-09,0.0
1973,3.859242703185828e-09,0.0
1974,7.313243344242437e-09,0.0
1975,1.028066431985053e-08,0.0
1976,6.8562320265641574e-09,0.0
1977,4.7014254711541525e-09,0.0
1978,5.940591130126904e-09,0.0
1979,5.851973128301324e-09,0.0
1980,9.664756106531058e-09,0.0
1981,5.69299452024552e-09,0.0
1982,4.966001831974154e-09,0.0
1983,8.209910973278056e-09,0.0
1984,7.538710988796993e-09,0.0
1985,7.218669662023558e-09,0.0
1986,1.1988970705090196e-08,0.0
1987,1.2832715334809564e-08,0.0
1988,5.396898483667201e-09,0.0
1989,8.232182935330457e-09,5.488122178931576e-10
1990,7.628111475810329e-09,0.0
1991,7.6199047072123e-09,0.0
1992,9.91789939064347e-09,0.0
1993,4.4313659408601325e-09,0.0
1994,1.002236071911966e-08,0.0
1995,1.0302656505700725e-08,0.0
1996,7.473328622609188e-09,0.0
1997,4.794894259418925e-09,0.0
1998,1.0013071261028017e-08,0.0
1999,4.570201106446348e-09,0.0
2000,5.743440834038438e-09,8.836062992401139e-10
2001,4.8193329327261836e-09,0.0
2002,6.571832411594869e-09,0.0
2003,5.000307723435071e-09,0.0
2004,1.2333415178034102e-08,0.0
2005,1.0358624180639708e-08,0.0
2006,1.4000825387938676e-08,0.0
2007,7.589511241690161e-09,0.0
2008,1.0643598891135753e-08,4.257439678578834e-10
2009,1.8119131084404216e-08,0.0
2010,1.5116137674908714e-08,0.0
2011,1.606068167347985e-08,0.0
2012,1.7021264397953928e-08,0.0
2013,2.370756213565528e-08,0.0
2014,2.4902620410216514e-08,0.0
2015,2.992376835209143e-08,0.0
2016,2.237047169728612e-08,0.0
2017,2.1131135952145996e-08,0.0
2018,2.0393587263356494e-08,0.0
2019,2.1173198305746155e-08,0.0
