year,tout_ADV à_ADP,tout_ADV a_ADP,tout_ADV bas_ADJ
1800,5.996550646614196e-05,8.174827748064217e-08,2.458736574340037e-06
1801,5.755794586548291e-05,8.096020920334013e-08,2.102584168994781e-06
1802,5.0000062287836045e-05,3.1329761895904085e-08,2.378824149218417e-06
1803,4.7473206336690055e-05,9.75169611727722e-09,1.5934271528905697e-06
1804,5.224009714765998e-05,7.168367943677367e-08,2.4446605109140762e-06
1805,6.225902257028793e-05,4.8328920421170096e-08,2.5813329216362035e-06
1806,5.2717253765877103e-05,4.610670689686458e-08,2.178541926411981e-06
1807,5.1236651870567584e-05,3.701041562109708e-08,1.7138669896610281e-06
1808,5.832194665345014e-05,6.798222029757994e-08,1.9941450659644033e-06
1809,6.22611394192063e-05,1.1295152724244417e-07,2.1302658490540693e-06
1810,5.4461770105262985e-05,6.552355102940055e-08,3.0257838012914817e-06
1811,5.065799268777482e-05,4.0113227850469e-08,1.8652650997097453e-06
1812,6.114308212090691e-05,9.86867028096583e-08,2.2591253898696095e-06
1813,6.606441456824541e-05,5.751483267424362e-08,2.481765083217624e-06
1814,6.545403198288113e-05,3.776012524880912e-08,1.5513117954668587e-06
1815,5.926879180151445e-05,2.9669458667669346e-08,1.5616923825234608e-06
1816,5.627605673907965e-05,9.965696712299632e-08,1.3163990146836113e-06
1817,5.6000737231443054e-05,7.005930469095034e-08,1.995911818042373e-06
1818,6.268989727686858e-05,5.126106117359086e-08,2.4724522074137667e-06
1819,6.34426196484128e-05,6.10711972104383e-08,1.989471792640529e-06
1820,7.145164340727206e-05,7.119888589812717e-08,2.20597884137419e-06
1821,6.968521756789414e-05,5.6210482601848355e-08,2.639920397840001e-06
1822,6.240645120669797e-05,4.3110148340019805e-08,2.3690531492093214e-06
1823,6.226586697266612e-05,9.48737950423606e-08,1.9518306189070245e-06
1824,6.232381201698445e-05,8.25269044213428e-08,2.5170706265953413e-06
1825,6.582596643056604e-05,4.490776062127111e-08,2.9084379082888745e-06
1826,5.659746670971799e-05,5.108630807271197e-08,1.9465644847116437e-06
1827,5.6680700481592794e-05,4.97732742799073e-08,1.5319108079836496e-06
1828,6.00272064730234e-05,5.961995791503583e-08,1.94727944702322e-06
1829,6.177144928187772e-05,6.258418583371395e-08,2.068707487978827e-06
1830,6.640228070864396e-05,5.114049561605327e-08,2.2324392716654984e-06
1831,6.531935923703713e-05,5.1450979254852314e-08,2.6224409168662532e-06
1832,6.401028622349259e-05,5.5472874960216245e-08,3.0807739772598097e-06
1833,7.239536080305697e-05,8.108539906181988e-08,2.770803988028092e-06
1834,6.84099800309923e-05,6.160790455567167e-08,2.6024671768709595e-06
1835,7.839216004867922e-05,5.596685070941021e-08,2.7620396636507394e-06
1836,8.290717596537434e-05,5.914260164940899e-08,2.512888542582914e-06
1837,9.171613464786788e-05,5.844628414575226e-08,2.420650307755068e-06
1838,9.274585499952082e-05,8.521418370932565e-08,2.4907790407979746e-06
1839,9.779255879038828e-05,8.040196541880817e-08,2.1743488254344356e-06
1840,0.00010406223827885697,8.025807729516998e-08,2.4230294748406322e-06
1841,0.00010642315965014859,1.0080261336753438e-07,2.34671045618029e-06
1842,0.00011586045684452984,1.200779422561027e-07,2.577986226270923e-06
1843,0.00012344853439572034,1.2168236984688718e-07,2.76915999641858e-06
1844,0.00012097996204829542,8.562155412450423e-08,2.9050955667742073e-06
1845,0.00013232841365606873,9.31898081479865e-08,2.7047364667964757e-06
1846,0.00011852437728521181,1.1182097270356905e-07,2.5519771611470787e-06
1847,0.00011183873994013993,1.1002176414365294e-07,2.322322032455304e-06
1848,0.00012545236177174957,9.332457018285112e-08,2.3194374580981503e-06
1849,0.00013009125450480497,9.971503911465618e-08,2.135912881229274e-06
1850,0.00012350541419436922,1.5343131121170472e-07,2.31233214265103e-06
1851,0.00012202789821458282,9.80314658338699e-08,2.236665373800406e-06
1852,0.00011970158493568306,1.4453410646098064e-07,2.4381993632971444e-06
1853,0.00013033382310823072,1.3735443404883085e-07,2.3804119866355222e-06
1854,0.00012854229908043635,1.3456770964204168e-07,2.2440074758378614e-06
1855,0.00013001359366171528,1.1675261646360013e-07,2.4719712214960055e-06
1856,0.0001332561955678102,1.4962076833047178e-07,2.6186223589519386e-06
1857,0.00014055670726520475,1.513267823272102e-07,3.24181016253533e-06
1858,0.0001448121965950122,1.3115051933354493e-07,3.1216760216778994e-06
1859,0.00014625536550738616,1.4054398800311674e-07,3.4509658064507676e-06
1860,0.00015165446711762343,1.4784304203097065e-07,3.6397767289031435e-06
1861,0.0001457020548514265,1.5091083738205668e-07,3.1757300362755814e-06
1862,0.0001443722539988812,1.5090074245716067e-07,2.817867997606527e-06
1863,0.00014179428853822174,1.2186874803754577e-07,3.2105422480555035e-06
1864,0.00014899808820700855,1.308960722035124e-07,3.0000613300273926e-06
1865,0.00014870568656988326,1.6332749636083221e-07,3.2510174516886536e-06
1866,0.00014458412306339596,1.6007866254774683e-07,3.286235003230331e-06
1867,0.00014644620114268037,1.4461378583519036e-07,2.889364038693998e-06
1868,0.0001453874083381379,1.4029242401125686e-07,2.7925107790593984e-06
1869,0.00014983906567067606,1.484589858824492e-07,3.1967515266018154e-06
1870,0.0001450955105610774,1.9381084337410925e-07,2.852115954965484e-06
1871,0.00013902164846513188,1.2851624475729295e-07,3.049340070671036e-06
1872,0.00014662136345577892,1.6630182919641356e-07,2.928726372530832e-06
1873,0.00014542338885803474,2.0651715659791847e-07,2.3938031379344693e-06
1874,0.00014453058065555524,1.601195289135937e-07,2.7674388682896733e-06
1875,0.00014738997560925782,1.630635239613376e-07,2.740611526164116e-06
1876,0.0001441116019123001,1.505457676298505e-07,2.6100646444149334e-06
1877,0.00013781624875264242,1.3915836238886925e-07,2.6112292177415952e-06
1878,0.00013375131629800308,1.5580848744534137e-07,2.440395725500366e-06
1879,0.00013544679586630082,1.6556271387191401e-07,2.5866883710534694e-06
1880,0.0001329270753558376,1.6493865340194702e-07,2.8649265324531825e-06
1881,0.000138992057145515,2.210284916759342e-07,2.894985154711094e-06
1882,0.00014284121061791666,1.7769878901674474e-07,3.285763739313552e-06
1883,0.00013893320101487916,1.9210790586088322e-07,3.036442343784529e-06
1884,0.00014087558611208806,1.802263289718553e-07,2.910688303714437e-06
1885,0.00013081610904919216,2.0110383747162786e-07,2.743262438542615e-06
1886,0.00013135573317413218,2.2845262354076468e-07,2.738204738506056e-06
1887,0.00013147817844583187,1.7758675180390426e-07,2.6925284117851334e-06
1888,0.00013163432777218986,2.0226561381342378e-07,2.7537289781776053e-06
1889,0.00013277516154630575,1.9421923952434028e-07,2.5160788830191905e-06
1890,0.0001315537538175704,2.2022738027649424e-07,2.2966569837024053e-06
1891,0.00012802430046576774,1.905891812148397e-07,2.2277899631717446e-06
1892,0.00012835468487537582,1.9557758612620546e-07,2.4027209022392526e-06
1893,0.00012789860738848802,2.1184952769814913e-07,2.1708417570209804e-06
1894,0.00012826090369344456,2.1425233187599702e-07,2.0902205548622987e-06
1895,0.00013051545556663768,2.2389246567833254e-07,2.155867814934709e-06
1896,0.00012911957674077712,2.3057383380375995e-07,2.2190518897957645e-06
1897,0.00012863577603638987,2.2782449549119121e-07,2.011381521782596e-06
1898,0.00012961310812897864,2.5066511699645133e-07,1.9900433869679546e-06
1899,0.00012921599045512266,2.1612830813921846e-07,2.5233396172552602e-06
1900,0.00012852684494646383,2.0504660169784472e-07,2.357776224926056e-06
1901,0.00012670006208281848,2.352859079790548e-07,2.0661568811419784e-06
1902,0.00011183269634784665,2.1507043429513928e-07,1.781942057021979e-06
1903,0.0001246268225258973,2.6029061106491724e-07,2.052083814874095e-06
1904,0.00012312459875829518,2.2788410269924952e-07,1.7403035812435519e-06
1905,0.00012582962517626584,2.2242871244859685e-07,1.966765239558299e-06
1906,0.00012726609838864533,2.1605574884731027e-07,2.0808226395274687e-06
1907,0.00012527966600828222,2.5199932374153633e-07,2.0458231233533297e-06
1908,0.00013172542549000354,2.1855682019733536e-07,1.9768340280279517e-06
1909,0.00013066156179775135,2.447937701433034e-07,2.5051478544924066e-06
1910,0.00013629241675516823,2.3353938893855286e-07,2.249887430139097e-06
1911,0.00012526022737802123,2.6601870461995247e-07,2.001524839201352e-06
1912,0.00012767197222274262,2.2556793716210777e-07,2.0337580934892685e-06
1913,0.00012890666403109208,2.2219526135680567e-07,1.9552121948152035e-06
1914,0.00012534027200672426,2.2969831214858516e-07,1.972860644627872e-06
1915,0.00011946870654355735,2.049852542151953e-07,1.9508942266099893e-06
1916,0.00011994792703262647,2.4611914817285196e-07,1.7129453802056105e-06
1917,0.00012515322214312619,2.1494192115056876e-07,2.061687791155009e-06
1918,0.00011930209575439221,2.6074073389281693e-07,2.003224082613997e-06
1919,0.00011851973886223277,2.1085973350709608e-07,2.155557293548327e-06
1920,0.00012195609542686725,1.8173356375328353e-07,1.9369768224919426e-06
1921,0.00013098656745569315,1.7190136447631232e-07,2.0264672428993435e-06
1922,0.0001339936334261438,1.8813736119005497e-07,2.28937332735768e-06
1923,0.00013234159223429742,1.0828266949758358e-07,2.31109181214606e-06
1924,0.00013696963742404478,1.1344629291532016e-07,2.22380515069176e-06
1925,0.00013368395593715832,1.1768050467431124e-07,2.442695425486363e-06
1926,0.0001341460001640371,1.5047287083014282e-07,2.2582076866228817e-06
1927,0.00013676307844434632,1.1260717058814151e-07,2.3536012889735503e-06
1928,0.00012859438265877543,1.0397697403075057e-07,2.111532477755418e-06
1929,0.0001318132835876895,1.1920234821438669e-07,2.4341788744663972e-06
1930,0.00012546134348667692,1.0398567562575067e-07,1.907454418415e-06
1931,0.00012393972974678036,1.0949142570382264e-07,1.8510893688983288e-06
1932,0.00011971321328019258,1.2384276637522618e-07,1.4959768002142937e-06
1933,0.0001151918313553324,1.5141274323227094e-07,1.452185793837657e-06
1934,0.00011605598410824314,1.258065900344718e-07,1.5444257286389984e-06
1935,0.00011731671202142024,7.659701939388697e-08,1.8347379580063716e-06
1936,0.00011730661026376765,1.2245961711343512e-07,1.4731528175104813e-06
1937,0.00011173358234373154,1.0576539077877811e-07,1.5109341369168305e-06
1938,0.0001120596457440115,1.30948667909081e-07,1.5285987799984468e-06
1939,0.00010515118765397347,1.0858776100519663e-07,1.4208172345320236e-06
1940,9.424997779206024e-05,1.5214697701715352e-07,1.2425336706201051e-06
1941,0.00010349739250159473,9.444808135583571e-08,1.7827075602383502e-06
1942,0.00010788140070872032,1.2136847393762196e-07,1.5535163893076742e-06
1943,0.00010679841034288984,1.3354882133498336e-07,1.5241985025227223e-06
1944,0.00011110233981526108,1.7993842149621742e-07,1.6772832225342427e-06
1945,0.00011403161443013232,1.0238969050391233e-07,1.6055574292295205e-06
1946,0.00011417811629144126,7.9350293447078e-08,1.5744769434888894e-06
1947,0.00012565074575832114,1.3351375849346425e-07,1.6295830462809135e-06
1948,0.00011529854691616492,1.1959077084178205e-07,1.9188882376397487e-06
1949,0.00010179354012507247,1.7866955337453305e-07,1.787677266662513e-06
1950,0.00010948785484288237,1.127348325802302e-07,1.6761329888481669e-06
1951,0.00011344584709149785,1.2047384045921206e-07,1.5949456813046936e-06
1952,0.0001045875837917265,1.1282940282075771e-07,1.2980653814054222e-06
1953,0.00010033988428403973,1.1312518577444308e-07,1.2163651650354268e-06
1954,0.00011115966481156647,1.1238416686154551e-07,1.4649031374602828e-06
1955,0.00010034904244093923,8.916327454144835e-08,1.3205549720396448e-06
1956,0.00010362547891418217,1.1250272757834523e-07,1.52881617765388e-06
1957,9.567020470058196e-05,1.3605958354423464e-07,1.3199545829678527e-06
1958,9.61805440056196e-05,1.0174859665923464e-07,1.2681349197407599e-06
1959,0.00010010943151428364,9.688434510213284e-08,1.2509707332242215e-06
1960,0.00010013891869675717,9.689166657889103e-08,1.6741495656447114e-06
1961,0.00010300089888914954,1.0491720592309406e-07,1.3541962626817394e-06
1962,0.00010203003103015362,1.0908165165579575e-07,1.8201415024066137e-06
1963,0.00010246301690131077,8.535190354486133e-08,1.5072369947688458e-06
1964,0.00010213096629740903,1.3384730268573009e-07,1.603125646454373e-06
1965,9.988065949073643e-05,1.0342162293230928e-07,1.195094329276003e-06
1966,9.999359554058174e-05,1.362612397359797e-07,1.6151941721886942e-06
1967,0.00010217084991381853,1.1832805490996634e-07,1.599400889062963e-06
1968,0.0001028453416438424,1.1453110193571092e-07,1.5971475200160512e-06
1969,9.288757564718253e-05,1.0536878072842093e-07,1.1767694019226838e-06
1970,9.542630641590222e-05,1.2048659972507814e-07,1.1860111861494715e-06
1971,9.841007658906165e-05,1.3616753613554522e-07,1.293848486128013e-06
1972,9.356567352369893e-05,1.4056602493095482e-07,1.1706995639571005e-06
1973,9.526540270599071e-05,9.978898884988041e-08,1.0276611828174964e-06
1974,8.764978429098846e-05,1.0632330166293613e-07,7.808293620570339e-07
1975,8.432486674792017e-05,1.3079289340467426e-07,7.864708173599411e-07
1976,8.870650390235824e-05,1.279829981437608e-07,7.633271934537333e-07
1977,9.012221244120155e-05,1.0695742747035553e-07,8.538963935933452e-07
1978,9.222589869750664e-05,1.5742566872312125e-07,1.2279202543652445e-06
1979,9.671147017797921e-05,1.515661109952049e-07,1.139379174119881e-06
1980,9.776412434803206e-05,1.4667688313929617e-07,9.374813689788652e-07
1981,9.65702652138134e-05,1.2271566185440008e-07,1.0304319779663729e-06
1982,9.776691967999795e-05,1.4773855350203036e-07,8.187695339501033e-07
1983,9.901846988213947e-05,1.0799190597321484e-07,8.942487763619056e-07
1984,9.858024804998422e-05,9.046453319783154e-08,8.4723511406537e-07
1985,9.535562048768043e-05,1.1068626715182717e-07,8.872948402682823e-07
1986,0.00010347381385145127,1.1269632627097792e-07,9.765016706353435e-07
1987,9.830654153120122e-05,1.234385004211802e-07,9.050120013398555e-07
1988,9.841004339250503e-05,1.283262502926874e-07,7.531671695204523e-07
1989,0.00010243195902148727,1.2128749782291948e-07,1.0635980238760112e-06
