year,grand_ADJ an_NOUN,grand_ADJ banc_NOUN
1880,5.134277225593564e-09,1.5146117338105114e-07
1881,3.486253785656146e-09,1.8895495984549981e-07
1882,3.3276925659464496e-09,1.5839816347451574e-07
1883,4.423537314224291e-09,1.7567762444770096e-07
1884,6.601696966868076e-09,2.0531277478141874e-07
1885,3.2228177904158883e-09,1.5856263413382976e-07
1886,6.453463874400711e-10,2.1877241973555783e-07
1887,1.3057849246322917e-09,1.8085121067379362e-07
1888,1.9021844099853524e-09,2.276280737234515e-07
1889,1.8795409673089125e-09,1.5036327893902524e-07
1890,4.588070479094597e-09,2.0777405157490492e-07
1891,6.374220040683554e-10,2.619804417847149e-07
1892,8.14906586654729e-09,1.7802575413838895e-07
1893,1.2316833108982905e-09,2.5249507329405674e-07
1894,1.8904617871129403e-09,1.3422278932750942e-07
1895,4.213030146971164e-09,2.0342917128601812e-07
1896,5.89702897624278e-09,1.2796552906202407e-07
1897,4.078699378240458e-09,1.1828228929644524e-07
1898,2.8291773368493978e-09,1.5503892614177062e-07
1899,4.4220627160029835e-09,2.172338238182192e-07
1900,5.191053142894475e-10,1.8532059709031046e-07
1901,0.0,2.9452653738104573e-07
1902,1.4730851538580225e-09,1.3896103401300763e-07
1903,3.2401321625741275e-09,1.8684761982079579e-07
1904,1.0749250378694342e-09,1.843496413300727e-07
1905,4.128607289377584e-09,1.64628215282292e-07
1906,3.0865107691901983e-09,2.103971425970741e-07
1907,1.028568674676933e-09,1.6868526353519542e-07
1908,2.4556945366072114e-09,1.4341256271421798e-07
1909,2.750491778780173e-09,1.3862478576154302e-07
1910,2.2979847136284093e-08,1.378790887018866e-07
1911,3.1922244847493175e-09,1.7450826694798138e-07
1912,2.6047105583515417e-09,1.4742662268751872e-07
1913,3.8181524719682614e-08,1.5643819173405404e-07
1914,2.6786975415582504e-09,1.2322008391407735e-07
1915,1.1780761921542648e-09,8.599956113908291e-08
1916,6.592477230782379e-09,8.789969463407488e-08
1917,5.483212106582869e-09,4.3865696186529135e-08
1918,4.594550517822427e-09,7.006689450861359e-08
1919,2.762354567309444e-09,5.616787590589922e-08
1920,3.786115865267448e-09,9.238122977706098e-08
1921,2.27182422873895e-09,1.075330116062645e-07
1922,3.688967686876765e-09,1.482965034105277e-07
1923,2.1231896241147297e-09,1.2526818871094747e-07
1924,3.867487330388997e-09,2.6685661591585585e-07
1925,2.1996355847875293e-09,1.9686738705892992e-07
1926,2.229227691330493e-09,8.80544950287998e-08
1927,2.2298449753321847e-09,9.811318180119599e-08
1928,3.4278123672848437e-09,2.2280780387351484e-07
1929,3.342121912552898e-09,1.9272902762601518e-07
1930,2.100720708497761e-09,1.5020153432132588e-07
1931,5.7026783295555106e-09,2.919771340259558e-07
1932,3.287861094491973e-09,1.1836299451672971e-07
1933,5.735331320977366e-09,1.7664819940144127e-07
1934,1.1981580172459871e-09,1.0543790551764687e-07
1935,1.196828414151696e-09,1.316511228921513e-07
1936,3.6374143697059935e-09,1.8914554278381956e-07
1937,0.0,2.1908546199433943e-07
1938,1.2965214457594243e-09,1.4002431214521494e-07
1939,1.5294050470515685e-09,1.0247013815245509e-07
1940,0.0,1.0143131579098963e-07
1941,0.0,1.2101161006583538e-07
1942,3.034211770724937e-09,1.1833425972440637e-07
1943,2.9032352077962287e-09,8.709705667797607e-08
1944,0.0,1.6387249957006134e-07
1945,2.178504043826024e-09,1.0238968739528787e-07
1946,0.0,1.044082846846095e-07
1947,1.1920870957027319e-09,9.298279279867927e-08
1948,1.0871887834440486e-09,9.675980106038651e-08
1949,1.9634016634739737e-09,8.344457236297842e-08
1950,5.317680740191122e-09,1.031630036951725e-07
1951,3.198420528427448e-09,1.5245804174668365e-07
1952,2.1089607837865287e-09,7.592258555177978e-08
1953,2.1547654771580937e-09,1.0019659291149452e-07
1954,1.9545072227344917e-09,1.1727043025544504e-07
1955,6.569925492527773e-09,1.2389002312929165e-07
1956,1.744228317335228e-09,9.767678532668356e-08
1957,3.534015080575159e-09,8.835037662580092e-08
1958,3.3088974338291166e-09,1.1415696077321513e-07
1959,3.100299128533379e-09,1.7516690320462658e-07
1960,1.3841666701708277e-09,8.927875072561875e-08
1961,4.863711433600315e-09,9.380015092430583e-08
1962,1.2683912808952869e-09,5.168694313661959e-07
1963,4.526237273871914e-09,1.0345684842150149e-07
1964,6.083968329129164e-10,1.466236393965481e-07
1965,1.0944086747954884e-09,7.87974236415856e-08
1966,2.215629901769489e-09,1.1853619863444464e-07
1967,7.888537101319315e-09,1.2523052372870325e-07
1968,8.982831700699023e-10,9.027745817569155e-08
1969,1.3625273131978588e-09,8.129746487117728e-08
1970,1.3796175035718505e-09,9.611335377579522e-08
1971,7.70759622792383e-09,7.758980125061044e-08
1972,1.5390440588625154e-09,1.1850639269894714e-07
1973,8.269805618077442e-09,8.435201914736012e-08
1974,2.250228725575454e-09,7.538266233453328e-08
1975,1.7134440533084216e-09,7.253580047716923e-08
1976,2.8567633814091664e-09,1.2455488451745822e-07
1977,1.7630346071939584e-09,1.157725999512138e-07
1978,4.752473081737207e-09,8.613857271910774e-08
1979,2.3407893401383717e-09,1.9428551356615031e-07
1980,2.2740602734216964e-09,2.2570048696657352e-07
1981,4.427884781055269e-09,5.9460166568214845e-08
1982,3.103751144983846e-09,1.2601229748554488e-07
1983,1.8945948143667124e-09,1.5977749523443663e-07
1984,2.319603453759811e-09,1.1308066705240094e-07
1985,3.0077789148208467e-09,5.353846688205266e-08
1986,8.39227959348321e-09,5.155257581934691e-08
1987,7.94406213033838e-09,9.105116949292835e-08
1988,2.9982769045311386e-09,7.555657899338541e-08
1989,4.390497743145261e-09,6.366221583231635e-08
1990,3.269190584909154e-09,1.0570382613650509e-07
1991,3.5168792322792797e-09,8.909427284820026e-08
1992,5.5099441120809445e-09,6.777231370547199e-08
1993,2.769603768548734e-09,6.203912339408646e-08
1994,5.8024192117756e-09,1.287082098677672e-07
1995,3.253470381991974e-09,8.459022937667982e-08
1996,3.736664311304594e-09,8.007138374566125e-08
1997,3.835915696193126e-09,5.8977200234622273e-08
1998,4.29131630230728e-09,9.107126874852156e-08
1999,3.6561608462992723e-09,6.901003901660374e-08
2000,4.418031274155965e-09,6.538686625479073e-08
2001,3.943090687297257e-09,7.360435699821366e-08
2002,5.25746568502683e-09,8.674818596787759e-08
2003,3.7502307925763034e-09,4.375269019307737e-08
2004,1.761916529341434e-09,5.594084809268374e-08
2005,3.1526246058177776e-09,5.359462018628136e-08
2006,2.470733950765691e-09,4.447320978151481e-08
2007,1.5977917877663117e-09,1.0585370602278488e-07
2008,6.3861594623570994e-09,6.897052340359977e-08
2009,9.53638501499654e-10,5.5787853003863574e-08
2010,0.0,4.912744699936411e-08
2011,3.82397197240536e-10,4.168129374981788e-08
2012,6.808505426114664e-10,5.0042512939052486e-08
2013,8.367375126105969e-10,5.243555051270832e-08
2014,1.5158116567492996e-09,6.51798980344509e-08
2015,6.649726186358507e-10,5.962587704133604e-08
2016,2.0713400439298368e-10,7.311830430012378e-08
2017,0.0,5.4840327834426716e-08
2018,5.162933414126769e-10,5.653412044059891e-08
2019,5.1019755087367e-10,5.2550347406921105e-08
