year,tout_ADV au_ADP,tout_ADV beau_ADJ
1937,1.1080184059153453e-07,1.0954272866570136e-07
1938,1.7762343418326054e-07,1.050182341089112e-07
1939,1.238818114757123e-07,1.330582364289512e-07
1940,1.4200384157447843e-07,1.3439649393376385e-07
1941,1.239631082228243e-07,1.357691203907052e-07
1942,1.2743689481453657e-07,1.820527089080315e-07
1943,1.538714649029771e-07,2.0612970175193368e-07
1944,1.6065930807940276e-07,1.4780656698576422e-07
1945,1.8735135043357332e-07,1.808158316407571e-07
1946,1.545242582778883e-07,1.7262169649256975e-07
1947,1.3709001578376956e-07,2.2411237665664885e-07
1948,1.7068864011093865e-07,1.7721177414387057e-07
1949,1.7866954848955174e-07,1.2762111012420974e-07
1950,1.0529007710147198e-07,1.2868787990782948e-07
1951,1.2473839916538054e-07,1.6311945216784807e-07
1952,1.634444615206121e-07,1.2337420685071265e-07
1953,1.8100029564038778e-07,9.373230014375622e-08
1954,1.1531592747360264e-07,1.1531592747360264e-07
1955,1.3327563408438436e-07,1.1825866153003517e-07
1956,1.4738729348096058e-07,1.42154604532152e-07
1957,1.7051623046882014e-07,1.731667396143166e-07
1958,1.348375668897006e-07,1.3980091395637828e-07
1959,1.457140577088012e-07,1.193615162264905e-07
1960,1.626395835785388e-07,1.69560415486103e-07
1961,1.6050248063947947e-07,2.0080180007653325e-07
1962,1.5284114951441552e-07,1.7947736097312372e-07
1963,1.810494936194118e-07,1.7264361673596795e-07
1964,1.484488230119041e-07,1.5818317677940286e-07
1965,1.4665076264464005e-07,1.3953710364944527e-07
1966,1.733730385922172e-07,1.6007926006977868e-07
1967,2.0756713325909004e-07,1.9524128447301337e-07
1968,1.7202122393200625e-07,2.0974911763005366e-07
1969,1.798536075625634e-07,1.6486580989294453e-07
1970,1.963655549275245e-07,1.7475154834301065e-07
1971,1.8138543111945182e-07,1.7676087082918457e-07
1972,1.775030824546775e-07,1.7288594733599894e-07
1973,1.9516741645020375e-07,1.1853387960059081e-07
1974,1.9633245074146544e-07,1.1026120461110622e-07
1975,1.759135912493548e-07,1.1936993260519557e-07
1976,1.7826203446702493e-07,8.570290432885486e-08
1977,2.0745039819303202e-07,8.991476008191057e-08
1978,1.900989232694883e-07,1.2178212216440443e-07
1979,1.9370031623111572e-07,1.1001710120694952e-07
1980,2.1205612199537427e-07,1.0574380482353263e-07
1981,1.9419437080614443e-07,1.4612019327842063e-07
1982,2.0733057226607343e-07,9.49747853695726e-08
1983,1.9766939374221693e-07,1.420946098562581e-07
1984,2.1456331467106793e-07,1.461350116471749e-07
1985,2.3821609573815294e-07,1.2752982669894664e-07
1986,2.080086431988093e-07,1.42069303876724e-07
1987,1.7354719972217936e-07,1.466596053489866e-07
1988,2.458587076148433e-07,1.0793796789698717e-07
1989,1.7068059321445617e-07,1.2128750270790079e-07
1990,1.9887576740984514e-07,1.1878059069658775e-07
1991,1.9635908188320172e-07,1.1957389034478183e-07
1992,1.911950633370907e-07,1.1570882918476855e-07
1993,2.0882811924138878e-07,1.1632335983335906e-07
1994,2.0308467441054745e-07,1.3925806285897124e-07
1995,2.2015150591414567e-07,1.1495595941823922e-07
1996,2.3380843572340382e-07,1.3505372820077355e-07
1997,2.2679851241491633e-07,1.1987236092636522e-07
1998,2.3554558481464483e-07,1.1586553938514044e-07
1999,2.2896707463360144e-07,1.471604811342786e-07
2000,2.717089273573947e-07,1.0514914805526132e-07
2001,2.4359538031148986e-07,8.981484356240799e-08
2002,2.742644653608295e-07,1.3275101196086325e-07
2003,2.4168153345272003e-07,1.0458976262839315e-07
2004,2.3962063977478465e-07,1.0571498876288388e-07
2005,2.747287268789478e-07,1.1529598964443721e-07
2006,2.7054537810045076e-07,1.1118302367663091e-07
2007,2.6962736399127607e-07,1.549858019700423e-07
2008,2.797137810262029e-07,1.4475294562998897e-07
2009,2.6940287511934e-07,1.7165493204629456e-07
2010,2.5791909763484e-07,1.988716853418282e-07
2011,2.7264920277048077e-07,2.6079489146013657e-07
2012,2.6348915582730115e-07,3.2442527952980527e-07
2013,2.317762906045573e-07,2.5185799756854976e-07
2014,2.091820050509341e-07,2.481600134274231e-07
2015,2.2675565958252264e-07,3.2450662956762244e-07
2016,2.3923976755213516e-07,2.891590611397987e-07
2017,2.2087068174414526e-07,2.1558789242703824e-07
2018,2.3336458809808391e-07,2.4472304005485057e-07
2019,2.6122114604731905e-07,3.0050635757561395e-07
