year,sont_VERB aux_ADP,sont_VERB beaux_ADJ
1885,1.5495307934543234e-06,3.583773491300235e-07
1886,1.584970732437796e-06,4.569052407532581e-07
1887,1.6263551287920563e-06,4.113222473733913e-07
1888,1.6929441244428745e-06,4.590605158227845e-07
1889,1.650236981731723e-06,5.01837462252297e-07
1890,1.6379411817979417e-06,4.456982765077555e-07
1891,1.531087605144421e-06,4.359966396805248e-07
1892,1.6956325907813152e-06,4.757800979859894e-07
1893,1.5063486671351711e-06,4.280099403786153e-07
1894,1.5779054365339107e-06,4.272443732133979e-07
1895,1.7044716287273332e-06,4.3213651679252507e-07
1896,1.752007278810197e-06,4.717623198757792e-07
1897,1.5662205896660453e-06,4.6788508711870236e-07
1898,1.654502966630389e-06,4.7247263523786387e-07
1899,1.6085252809716621e-06,4.350204108050093e-07
1900,1.670480855864298e-06,4.5006430582361645e-07
1901,1.628558493393939e-06,4.415103660448949e-07
1902,1.5987884580681566e-06,3.9920607264321006e-07
1903,1.609805622138083e-06,4.795395511791867e-07
1904,1.414601342730748e-06,4.224455381063308e-07
1905,1.585385234648129e-06,5.000775331609475e-07
1906,1.5159911299633677e-06,4.372556929865823e-07
1907,1.5263958630384877e-06,4.1142746454170265e-07
1908,1.6291077145069721e-06,4.89174340145837e-07
1909,1.5809827118573594e-06,5.357957775231625e-07
1910,1.5770588106533978e-06,5.04487843500101e-07
1911,1.5514210645051207e-06,4.985190571460407e-07
1912,1.5237557136060786e-06,4.896855898550712e-07
1913,1.6264269788734964e-06,5.011325470150041e-07
1914,1.848970896389801e-06,4.5604824094880314e-07
1915,2.293714260304114e-06,4.3117589143548685e-07
1916,2.2183685359777883e-06,6.120016564636899e-07
1917,2.005759142775787e-06,5.954768198535021e-07
1918,2.1847088191861985e-06,6.237102070372202e-07
1919,1.7890849903778872e-06,6.555987965839449e-07
1920,1.5659375094401184e-06,5.126400992594426e-07
1921,1.5683159517720924e-06,5.565969445342489e-07
1922,1.4291060779214604e-06,4.640721442683571e-07
1923,1.6051313878051587e-06,6.18909780314425e-07
1924,1.5147659269132419e-06,6.304004500634619e-07
1925,1.5540425692961435e-06,6.301955863818876e-07
1926,1.540396283417067e-06,6.030060717421293e-07
1927,1.5207542674033903e-06,6.120924354036106e-07
1928,1.389406634189072e-06,5.381665459935903e-07
1929,1.5150952776821214e-06,5.191429295337002e-07
1930,1.380173557663511e-06,4.5165495521359844e-07
1931,1.4062804893910652e-06,4.961329977959394e-07
1932,1.3819975492879166e-06,4.482450606246857e-07
1933,1.3684499435839825e-06,4.840619567403337e-07
1934,1.4713380096509354e-06,4.469129351036827e-07
1935,1.3512192253983812e-06,4.5479478671950346e-07
1936,1.5216517113003647e-06,4.704389198195713e-07
1937,1.2062291716574691e-06,3.764744462841918e-07
1938,1.3626440704683773e-06,4.122938150885602e-07
1939,1.312229528593889e-06,3.441161311457108e-07
1940,1.5113266726984875e-06,3.1190128879643453e-07
1941,1.3990122624818468e-06,4.07307368277543e-07
1942,1.5413795608765213e-06,5.097475650472916e-07
1943,1.718715225251799e-06,4.935499759994855e-07
1944,1.59052717663144e-06,5.108965979161439e-07
1945,1.7231966467079474e-06,4.4877182858726883e-07
1946,1.5132239923332236e-06,5.387467467699025e-07
1947,1.3625555084217922e-06,6.616083396693284e-07
1948,1.438350750504469e-06,5.185890472603205e-07
1949,1.5147643352975138e-06,4.280215648577723e-07
1950,1.3719616163143655e-06,4.77527748898865e-07
1951,1.4371569250215543e-06,4.96821314754925e-07
1952,1.2590495543918223e-06,3.5430539924163895e-07
1953,1.267002062377287e-06,4.4926861164640286e-07
1954,1.2313395245655556e-06,4.993765969629749e-07
1955,1.2557943591673393e-06,4.5050916241962113e-07
1956,1.3055548606644152e-06,4.683253109760699e-07
1957,1.2369052910798928e-06,3.74605605202305e-07
1958,1.2648259826164576e-06,4.251933205523528e-07
1959,1.3052259646428865e-06,4.3249173131698626e-07
1960,1.2215270999149652e-06,3.9656376316088426e-07
1961,1.3993592347105732e-06,4.2731178950816684e-07
1962,1.354007736154017e-06,4.3759499135376245e-07
1963,1.4904252338965307e-06,4.532703314907849e-07
1964,1.317787564403261e-06,4.4473807747635874e-07
1965,1.3390090316534042e-06,4.7497337618551683e-07
1966,1.343225676464499e-06,4.165384268617345e-07
1967,1.3459815590977087e-06,4.299252509554208e-07
1968,1.4219822332961485e-06,5.196567940402019e-07
1969,1.5687231780248112e-06,3.7469501990017307e-07
1970,1.3699601595362765e-06,4.1296550534752896e-07
1971,1.4140870234768954e-06,4.480682491703192e-07
1972,1.3661581306223525e-06,4.411926397551724e-07
1973,1.3783009080725606e-06,3.963993435718294e-07
1974,1.3191965990699828e-06,3.245954758313019e-07
1975,1.3033597952016862e-06,3.649635971214593e-07
1976,1.3198247188483947e-06,3.5023919053855934e-07
1977,1.2352995781839127e-06,3.45554781233659e-07
1978,1.2599994079209864e-06,3.861384243464272e-07
1979,1.2400331570461276e-06,3.7335590263865015e-07
1980,1.3706898016607738e-06,3.968235091633687e-07
1981,1.2961050970261567e-06,3.8396086665670737e-07
1982,1.381169226988277e-06,3.581728833523812e-07
1983,1.30474427351146e-06,3.8649733369311434e-07
1984,1.4085791235629586e-06,3.937526855679607e-07
1985,1.3306414530234179e-06,3.338634826377529e-07
1986,1.3451625591187621e-06,3.7705314070990426e-07
1987,1.328491634922102e-06,3.440389946263167e-07
1988,1.2976541938769515e-06,3.5559563116294157e-07
1989,1.3956295106254402e-06,4.2532946054052445e-07
1990,1.2896956604890875e-06,3.7922609408269636e-07
1991,1.3422754818748217e-06,3.6516928503260715e-07
1992,1.3504873095371295e-06,4.2040875314341974e-07
1993,1.3454734926199308e-06,3.7168081234995043e-07
1994,1.4041854683455313e-06,3.929820309167553e-07
1995,1.402245743520325e-06,3.9258543438336346e-07
1996,1.338793481409084e-06,3.2829265705913713e-07
1997,1.375175770590431e-06,3.7112482687007287e-07
1998,1.4342532494993065e-06,3.833575874523376e-07
1999,1.3381549024416017e-06,3.989785568592197e-07
2000,1.4062594573260867e-06,3.8613595165770676e-07
2001,1.3713192856812384e-06,3.6057372199138626e-07
2002,1.4129439023236046e-06,4.03948632765605e-07
2003,1.4392551292985445e-06,3.916907473922038e-07
2004,1.5570936966469162e-06,3.691214942591614e-07
2005,1.4195818494044943e-06,3.652540954135475e-07
2006,1.4354964150697924e-06,4.348491700056911e-07
2007,1.3537290897147614e-06,4.6296017330860195e-07
2008,1.3904798379371641e-06,4.406450102578674e-07
2009,1.516762040409958e-06,4.348591460257012e-07
2010,1.4280026334745344e-06,4.95525910082506e-07
2011,1.3747179536949261e-06,4.7608452291569847e-07
2012,1.3882543044019258e-06,5.589782858805847e-07
2013,1.274072360502032e-06,5.703760734832031e-07
2014,1.2869240890722722e-06,7.533583925578569e-07
2015,1.3130992329024593e-06,6.73395618377981e-07
2016,1.2757383274220047e-06,7.007343469922489e-07
2017,1.248497937922366e-06,6.107904368946038e-07
2018,1.1848932217617403e-06,6.838305353085161e-07
2019,1.2198823924336466e-06,6.08155460213311e-07
