year,tout_ADV ôté_VERB,tout_ADV botté_VERB
1800,6.288328791015374e-08,3.144164484325529e-09
1801,6.429193177837078e-08,0.0
1802,5.594600338554301e-08,0.0
1803,7.80135707145746e-08,5.851017448321727e-09
1804,1.1370514130248921e-07,0.0
1805,9.665784261869703e-08,4.5486043376286034e-08
1806,4.610670600868616e-08,0.0
1807,1.9928686256776018e-08,0.0
1808,1.5862518409903714e-08,3.172503681980743e-08
1809,4.292158095609011e-08,2.259030518203531e-09
1810,4.914266327205041e-08,2.3401267590372754e-09
1811,3.259199843341776e-08,0.0
1812,1.0668832928217853e-08,2.9339290108509886e-08
1813,4.888760685162197e-08,2.8757416448144113e-09
1814,7.866692897096073e-08,0.0
1815,2.966945977789237e-08,0.0
1816,3.476405652236281e-08,0.0
1817,8.56280379935015e-08,2.490997452753163e-08
1818,3.814776761146277e-08,3.5763532135746345e-09
1819,9.419455437864599e-08,0.0
1820,7.001224133773576e-08,1.0679833017945839e-08
1821,6.311352507282209e-08,1.97229765852569e-09
1822,3.909990198280866e-08,8.02049271442229e-09
1823,7.807322788266902e-08,3.162459805139406e-08
1824,4.7158231097910175e-08,2.4421225930382207e-08
1825,6.868245350233337e-08,3.169959583715354e-08
1826,5.989429041619587e-08,8.80798456392995e-09
1827,4.3321183085254233e-08,6.452091305675367e-09
1828,3.485474309172787e-08,2.7516904310687096e-09
1829,5.058173968564006e-08,8.57317605795771e-10
1830,5.114049628218709e-08,1.6698937344017395e-08
1831,4.8332740476553226e-08,0.0
1832,3.5177919244233635e-08,1.488296597074168e-08
1833,3.938433579264711e-08,4.6334514003376626e-09
1834,3.827157613045529e-08,1.120143711119681e-08
1835,3.6302822081779595e-08,3.100866052818674e-08
1836,3.091545153210973e-08,1.344150035720304e-08
1837,3.270208637218275e-08,9.045257876039159e-09
1838,1.9567702125300457e-08,1.7674054220151447e-08
1839,4.61437359433603e-08,1.3283802502428443e-08
1840,4.33138822586443e-08,9.554533164646273e-09
1841,4.6227949468402585e-08,1.0914932957462042e-08
1842,2.95163662400455e-08,1.0062397137744483e-08
1843,2.0674189471492355e-08,7.088293507706567e-09
1844,2.4149668931272572e-08,7.683985892015244e-09
1845,3.850357188639464e-08,3.9061593959388574e-09
1846,4.6836010625384006e-08,7.610851504580296e-09
1847,3.182001862001016e-08,1.0247124926365814e-08
1848,3.137636639394259e-08,1.206783295515379e-08
1849,2.8490010350878947e-08,5.027648741773305e-09
1850,2.987158254086353e-08,2.7155984128057753e-09
1851,2.192809134271556e-08,3.2247193804124663e-09
1852,4.492276417522589e-08,1.3021090872200602e-08
1853,2.149895550473957e-08,1.970737528722566e-08
1854,1.9223959313308114e-08,2.5458756713891972e-08
1855,3.767925349507095e-08,1.4328730202350926e-08
1856,3.209857268871019e-08,4.141751386299575e-09
1857,4.246912865824015e-08,1.0739319655783675e-08
1858,3.0830157982109085e-08,1.761723389392955e-08
1859,2.953460587207246e-08,4.582956236731661e-09
1860,1.6020143434047895e-08,1.0985241161165504e-08
1861,2.0278644541349422e-08,2.357981809808507e-09
1862,3.5240294238292336e-08,7.680577063240435e-09
1863,2.4973104473247076e-08,1.3485475847119233e-08
1864,3.9796240969280916e-08,1.102787461348953e-08
1865,2.9653119071326728e-08,5.177528628053096e-09
1866,2.1408697037372804e-08,1.0704348518686402e-08
1867,3.105799351033056e-08,1.067618526917613e-08
1868,2.766329387782207e-08,4.939874287401835e-09
1869,2.0999133099053324e-08,9.767038289254515e-10
1870,2.695002976338401e-08,8.601073631098188e-09
1871,1.911811864374613e-08,2.1242354542039266e-09
1872,2.7817760539505798e-08,1.0885210954825197e-08
1873,1.5563610844537834e-08,6.584604861359367e-09
1874,2.0313670745508716e-08,1.0156835150709753e-08
1875,1.830888685105947e-08,5.721527251978387e-09
1876,2.2974855795609983e-08,1.753344314181504e-08
1877,3.896434108696667e-08,0.0
1878,2.0532901601200138e-08,1.872117527668138e-08
1879,2.1993571408529533e-08,1.832797580370027e-09
1880,7.059631101924424e-09,3.2089231272180996e-09
1881,1.1853263259808955e-08,1.3945014920579979e-08
1882,1.2645231528551903e-08,7.986462158271479e-09
1883,1.7694148368718743e-08,3.159669414998234e-09
1884,9.242375753615306e-09,6.601696966868076e-09
1885,1.8047780159236027e-08,3.2228177904158883e-09
1886,1.355227396970804e-08,7.744156427236248e-09
1887,9.140494583448344e-09,1.9586774424595887e-09
1888,7.60873763994141e-09,6.974675947901687e-09
1889,2.5060546970934183e-09,2.506054641582267e-09
1890,9.176140736144589e-09,1.3108772956016423e-09
1891,1.211101796627645e-08,1.0836173736095134e-08
1892,1.2537024751679837e-08,6.268512375839919e-09
1893,1.4780200174868696e-08,4.926733243593162e-09
1894,9.452309157609307e-09,4.411077725308132e-09
1895,6.6204757231957956e-09,7.22233739480771e-09
1896,1.7101383420481397e-08,6.486732040400511e-09
1897,1.3401440845939305e-08,5.826713334045053e-09
1898,2.1501747937691107e-08,3.960848538042683e-09
1899,1.5477219506010442e-08,6.080336234504102e-09
1900,6.748368974740515e-09,6.22926377147337e-09
1901,3.353243460679778e-09,5.588738916095792e-10
1902,4.910283735171106e-09,1.9641135384773634e-09
1903,1.296052865029651e-08,2.7001101354784396e-09
1904,3.7622376325430196e-09,1.0749250378694342e-09
1905,1.2385822145688508e-08,4.1286072338664326e-09
1906,1.2346042410626978e-08,5.144184522798412e-10
1907,1.1828539925318182e-08,0.0
1908,1.4734167663732478e-08,9.822778146428846e-10
1909,3.300590023513905e-09,5.5009836685826485e-09
1910,2.3514262537105424e-08,1.068830135508847e-09
1911,1.0108711201439746e-08,4.25629931299909e-09
1912,1.614920641657136e-08,1.5628263128064646e-09
1913,8.484783542428431e-09,5.30298971401777e-10
1914,8.036092680185902e-09,6.696743715117748e-10
1915,4.712304768617059e-09,0.0
1916,6.592477230782379e-09,2.197492410260793e-09
1917,6.57985488317081e-09,1.0966424435210342e-09
1918,3.44591288836682e-09,0.0
1919,6.4454939163738345e-09,0.0
1920,9.843901693784574e-09,7.572231730534895e-10
1921,6.058197943303867e-09,1.5145494858259667e-09
1922,2.951174193910333e-09,1.4755870969551665e-09
1923,1.3800733000834953e-08,4.246379248229459e-09
1924,6.445812328337297e-09,7.734974438733389e-09
1925,1.9796720707176974e-08,3.299453377181294e-09
1926,1.3375366592072169e-08,4.458455382660986e-09
1927,1.2264147031260109e-08,1.0034302722061739e-08
1928,5.713020723163709e-09,4.570416489713125e-09
1929,7.798284684668033e-09,2.2280812750352652e-09
1930,1.995684684175103e-08,0.0
1931,5.7026783295555106e-09,0.0
1932,4.383814644626227e-09,0.0
1933,2.2941324395731044e-09,6.882397318719313e-09
1934,9.585264137967897e-09,0.0
1935,1.6755597798123745e-08,7.180970484910176e-09
1936,3.6374143697059935e-09,6.0623572828433225e-09
1937,5.0364472592434595e-09,2.5182236296217297e-09
1938,1.2965214457594243e-09,2.5930428915188486e-09
1939,1.5294050470515685e-09,0.0
1940,5.0715658339584024e-09,0.0
1941,1.4757512545315876e-08,2.9515025978810172e-09
1942,1.2136847082899749e-08,0.0
1943,5.806470415592457e-09,0.0
1944,1.6065930807940276e-08,1.927911696952833e-08
1945,8.714016175304096e-09,0.0
1946,1.1136883415474585e-08,8.352662561605939e-09
1947,2.5033829231801974e-08,1.1920870957027319e-09
1948,1.522064252412747e-08,0.0
1949,1.0798709482173763e-08,1.9634016634739737e-09
1950,8.508289184305795e-09,2.1270722960764488e-09
1951,8.529121409139861e-09,7.462981344019681e-09
1952,1.2653764258629963e-08,0.0
1953,4.3095309543161875e-09,3.232148326759443e-09
1954,6.840775057526116e-09,3.9090144454689835e-09
1955,7.508486277174597e-09,2.815682353940474e-09
1956,5.232684952005684e-09,0.0
1957,1.1485549400447326e-08,0.0
1958,4.9633461784992505e-09,0.0
1959,8.525822714489095e-09,3.8753737996444215e-09
1960,9.689166802218097e-09,1.3841666701708277e-09
1961,1.459113452284555e-08,6.948159270159238e-10
1962,1.2049716779927166e-08,1.9025869768540815e-09
1963,7.759263453976928e-09,2.5864211883330768e-09
1964,7.909158661334459e-09,0.0
1965,1.4227312661319047e-08,2.73602163147757e-09
1966,7.754704434148607e-09,3.3234448526542337e-09
1967,1.6763140209263838e-08,2.9582012395223956e-09
1968,2.0211372131484495e-08,4.491415683816058e-09
1969,9.083515273289322e-09,3.6334062425424918e-09
1970,2.7592350626548523e-09,3.6789800095249348e-09
1971,1.0276794526475896e-08,2.0553589941130213e-09
1972,1.128632298730281e-08,2.565073486948677e-09
1973,6.064523994098181e-09,0.0
1974,5.625571564138454e-09,5.625571675160757e-10
1975,2.8557400888473694e-09,2.2845920710778955e-09
1976,3.9994687561772935e-09,5.713526873840635e-10
1977,5.876781727920388e-09,1.1753563677885381e-09
1978,7.72276909088987e-09,1.1881182704343018e-09
