year,tout_ADV ôté_VERB,tout_ADV botté_VERB
1979,1.0533551808578068e-08,4.096381456264453e-09
1980,8.527726080842513e-09,2.2740602734216964e-09
1981,3.795329828193417e-09,3.795329661659963e-09
1982,8.069752865935698e-09,0.0
1983,3.157658134966823e-09,0.0
1984,4.639206796497319e-09,0.0
1985,6.015557829641693e-09,1.8046674155058895e-09
1986,6.593933843390687e-09,4.196139880008332e-09
1987,6.721898593298192e-09,0.0
1988,5.99655392008458e-09,2.99827696004229e-09
1989,7.683371272548811e-09,2.7440609784434855e-09
1990,9.262707045820662e-09,1.089730194969718e-09
1991,4.10302547493302e-09,4.68917216167597e-09
1992,1.1019888113139586e-08,5.509944167592096e-10
1993,6.647049133334804e-09,5.539207426075166e-10
1994,7.384897138251745e-09,0.0
1995,5.964695848348356e-09,0.0
1996,8.540947504798169e-09,0.0
1997,8.630809844589749e-09,0.0
1998,4.7681290027412615e-09,0.0
1999,5.941261704833778e-09,4.570201161957499e-10
2000,3.5344251969604557e-09,3.092622158362701e-09
2001,6.571817756650944e-09,0.0
2002,6.571832411594869e-09,8.76244299341522e-10
2003,5.8336921959778465e-09,2.083461403401543e-09
2004,5.726228824443069e-09,1.3214374039449694e-09
2005,4.954124666056714e-09,0.0
2006,6.58862386870851e-09,0.0
2007,8.38840730210677e-09,2.3966877371606188e-09
2008,5.5346713878634546e-09,2.1287198670449925e-09
2009,5.721831008997924e-09,9.53638501499654e-10
2010,7.558068837454357e-09,4.723793023408973e-10
2011,5.7359579308524644e-09,7.64794394481072e-10
2012,5.446804340891731e-09,2.0425516833455504e-09
2013,1.4782362889320666e-08,1.6734749697100426e-09
2014,1.277612682315521e-08,3.031623174720721e-09
2015,1.440773989003219e-08,3.546520688235688e-09
2016,1.5949318310504168e-08,2.6927421681310904e-09
2017,8.804639684001359e-09,2.515611330355938e-10
2018,9.035133530232997e-09,3.0977600484760615e-09
2019,1.3520234709574197e-08,4.591777846840728e-09
