year,serait_VERB à_ADP,serait_VERB a_ADP,serait_VERB bas_ADV
1800,4.549605819192948e-06,3.772997558826319e-08,0.0
1801,4.512341092777206e-06,3.095537337571841e-08,0.0
1802,4.786740191775607e-06,5.818384352096473e-08,0.0
1803,3.941635441151448e-06,1.0726865795618323e-07,0.0
1804,5.522114861378213e-06,4.69651695311768e-08,7.4155526164076946e-09
1805,3.42851058121596e-06,4.8328920865259306e-08,0.0
1806,3.4464762848074315e-06,9.797675115663651e-08,0.0
1807,4.034135599795263e-06,3.4163461837266595e-08,0.0
1808,3.7299578252714127e-06,3.172503637571822e-08,0.0
1809,4.10014035878703e-06,4.292158006791169e-08,0.0
1810,4.481342784856679e-06,7.254392997424475e-08,0.0
1811,4.595471637003357e-06,4.763445726752025e-08,0.0
1812,5.5211212384165265e-06,5.3344164641089264e-08,0.0
1813,6.01030023972271e-06,5.176335093892703e-08,0.0
1814,4.50918832939351e-06,2.8320093825584536e-08,0.0
1815,4.391079983179225e-06,5.66416948899473e-08,0.0
1816,3.895891950378427e-06,6.952811837379613e-08,0.0
1817,5.0364856178930495e-06,8.407116713904372e-08,0.0
1818,6.078608294046717e-06,5.8413767822784735e-08,0.0
1819,5.196226993575692e-06,7.142224289768961e-08,0.0
1820,6.120731086411979e-06,8.187872069242985e-08,0.0
1821,7.126897799025755e-06,1.0453177790026302e-07,1.4792232327920374e-08
1822,6.198838491400238e-06,9.524335098376469e-08,3.0076847679083585e-09
1823,5.492797299666563e-06,9.388552379974158e-08,1.9765373782121287e-09
1824,5.762567525380291e-06,6.400045471366411e-08,8.421112696055388e-10
1825,5.9824178606504574e-06,7.924899136924068e-08,3.522177216552791e-09
1826,5.953316758677829e-06,8.54374507808231e-08,0.0
1827,7.699188245169353e-06,8.295545939063231e-08,9.217273055917019e-10
1828,6.4646378632460255e-06,9.080577934028611e-08,0.0
1829,7.961050869198516e-06,6.429881826974793e-08,0.0
1830,7.147144970076624e-06,1.262857118877747e-07,0.0
1831,7.348135568463476e-06,9.978371995345015e-08,0.0
1832,7.664727490919176e-06,8.794480221840928e-08,0.0
1833,6.927009962964803e-06,5.791814139399776e-08,0.0
1834,7.311738045245875e-06,1.0174638620519261e-07,3.733812370398937e-09
1835,6.572323400177993e-06,7.487457054367042e-08,7.563087933704082e-10
1836,6.684458185191033e-06,9.140219769943059e-08,0.0
1837,7.0671298999513965e-06,8.627784886527934e-08,3.478945576063097e-09
1838,6.741388915543212e-06,7.890202535776325e-08,6.312161904276081e-10
1839,6.811794264649507e-06,7.341049279574463e-08,0.0
1840,7.063347766234074e-06,8.662776718182386e-08,0.0
1841,7.179457497841213e-06,7.512041477752973e-08,0.0
1842,7.249621830851538e-06,8.586579536284944e-08,0.0
1843,7.230649771372555e-06,8.328744405261546e-08,0.0
1844,7.092318810464349e-06,9.604982320610134e-08,1.097712254427563e-09
1845,7.097492016328033e-06,1.0435025982191704e-07,5.580227946389016e-10
1846,7.156542324082693e-06,1.0889372581424084e-07,1.1709002656346001e-09
1847,7.260896836669417e-06,1.1433633950730382e-07,8.089835468183537e-09
1848,7.462747817044146e-06,8.849743893257767e-08,0.0
1849,7.053791705402546e-06,1.1814975309221154e-07,0.0
1850,6.337527793220943e-06,1.1269733324326126e-07,1.3577992064028876e-09
1851,6.584231869055657e-06,1.0641573955361139e-07,1.9348316282474798e-09
1852,6.3861939452181105e-06,1.3216407390714835e-07,6.510545436100301e-10
1853,6.115855285315774e-06,9.85368719952362e-08,2.388772735173461e-09
1854,6.181282060424564e-06,8.105236215527611e-08,5.7152309551611324e-09
1855,6.206462785485201e-06,9.60555652795847e-08,1.0613874223963649e-09
1856,6.089927865104983e-06,8.801221662579906e-08,0.0
1857,6.059905444999458e-06,1.0007093376174225e-07,4.881509085841174e-10
1858,6.008455329720164e-06,8.808616724920171e-08,0.0
1859,6.086674602556741e-06,9.827894809077975e-08,0.0
1860,6.405768999684369e-06,9.428998754001938e-08,0.0
1861,6.1958330661582295e-06,9.196129235888861e-08,2.8295783494058924e-09
1862,6.3522888922307175e-06,1.0301008801505418e-07,0.0
1863,6.15886710875202e-06,8.091285802480641e-08,4.994620828036034e-10
1864,6.189993655425496e-06,7.527723067113357e-08,4.794727948009836e-10
1865,6.444140581152169e-06,1.1249358133902376e-07,1.4120533631256649e-09
1866,6.01146484768833e-06,8.174229854107651e-08,0.0
1867,6.7934506660094485e-06,8.58947650783648e-08,3.396968040192405e-09
1868,7.05661022948334e-06,9.336361928014014e-08,0.0
1869,6.4726164055173285e-06,8.69266413294767e-08,4.883519144627257e-10
1870,6.41238693788182e-06,8.543732343824217e-08,0.0
1871,6.889957603561925e-06,9.13421269732595e-08,6.37270636261178e-09
1872,6.528102858283091e-06,7.317280226182277e-08,1.8142017887967654e-09
1873,6.412806669686688e-06,6.345164571541773e-08,1.7958012854535355e-09
1874,6.434056558646262e-06,7.289022807555057e-08,0.0
1875,7.0260352913464885e-06,6.579756250957303e-08,0.0
1876,6.663312888122164e-06,8.585341126909896e-08,1.813804439976252e-09
1877,5.963399416941684e-06,8.349501401383463e-08,4.9478527941460015e-09
1878,5.937632067798404e-06,8.69628764554875e-08,6.039088673581716e-10
1879,6.906592261657352e-06,1.0385853221883679e-07,0.0
1880,6.664933152933372e-06,7.63723717600584e-08,6.417846254436199e-10
1881,6.395880973286694e-06,9.273435264134378e-08,0.0
1882,6.632091299252352e-06,8.785108596143232e-08,6.655385131892899e-10
1883,6.646680503763491e-06,8.34152706907787e-08,6.319338829996468e-09
1884,6.19701313553378e-06,8.318137822982408e-08,6.601696966868076e-09
1885,6.167184437799733e-06,9.668453637701191e-08,2.5782542767416317e-09
1886,6.025599304848583e-06,9.744730555816261e-08,1.2906927748801422e-09
1887,6.053619017620804e-06,7.834709792042815e-08,0.0
1888,5.894235528103309e-06,8.433017617548444e-08,0.0
1889,6.0953516367590055e-06,6.766347659947769e-08,6.265136742733546e-10
1890,6.367586593114538e-06,8.84842172865774e-08,3.2771931834929546e-09
1891,5.986029918858549e-06,9.433846004380797e-08,1.9122659011827636e-09
1892,6.0428460528783035e-06,9.590823912830615e-08,3.1342561879199593e-09
1893,5.570287612499669e-06,7.636436616387243e-08,0.0
1894,5.936680281592999e-06,9.51532448389969e-08,1.8904617871129403e-09
1895,6.282831691351021e-06,8.064943424201942e-08,0.0
1896,5.922976015426684e-06,8.314811100751385e-08,0.0
1897,6.166993443912361e-06,7.866063000960821e-08,5.826713556089658e-10
1898,6.2869980865798425e-06,1.0581123932595915e-07,5.6583548957434e-10
1899,6.283751190494513e-06,1.0170744069171178e-07,1.1055156790007459e-09
1900,6.329970346996561e-06,9.395805866674323e-08,4.671947717582725e-09
1901,6.456670234911144e-06,1.0395054461653785e-07,1.676621730339889e-09
1902,5.876627710676985e-06,8.691202246779994e-08,9.820567692386817e-10
1903,6.228074198588729e-06,8.748357149812591e-08,1.0800440541913758e-09
1904,6.239939921215409e-06,8.921877459044936e-08,1.6123875568041512e-09
1905,6.250711521715857e-06,8.15399956444196e-08,1.0321518084666081e-09
1906,6.4472064877918456e-06,9.310974319332033e-08,5.144184522798412e-10
1907,6.600325377803529e-06,1.2034253565884612e-07,1.028568674676933e-09
1908,6.556213065778138e-06,7.514425126586843e-08,5.40252820258047e-09
1909,6.348685019474942e-06,1.0506878422855692e-07,1.6502950117569526e-09
1910,6.155392838991247e-06,8.229992010111431e-08,2.137660271017694e-09
1911,6.138647677289555e-06,9.04463576256731e-08,3.1922244847493175e-09
1912,6.175768703542417e-06,8.751827973441095e-08,1.5628263128064646e-09
1913,5.854500614077551e-06,8.802962980780649e-08,1.590896969716482e-09
1914,5.61187107450678e-06,9.241506326862492e-08,0.0
1915,5.707779109798139e-06,6.479419289995292e-08,0.0
1916,6.131003829068504e-06,9.559091651567542e-08,0.0
1917,5.791368948848685e-06,1.0747095802177142e-07,5.483212106582869e-09
1918,6.212981134012807e-06,8.040463406189247e-08,0.0
1919,5.6996582316060085e-06,8.379141785974653e-08,0.0
1920,6.213016149558825e-06,7.269342638949183e-08,1.514446346106979e-09
1921,5.731812507292489e-06,8.405749341022783e-08,0.0
1922,5.857342785020592e-06,7.082817798931274e-08,3.6889677978990676e-09
1923,5.419441549747717e-06,7.325004069969054e-08,2.1231896241147297e-09
1924,5.424795745057054e-06,9.024137059832071e-08,1.289162443462999e-09
1925,5.324217909219442e-06,7.258797696252373e-08,2.1996355847875293e-09
1926,5.242028692009626e-06,4.124071217859182e-08,1.1146138456652466e-09
1927,5.7228971854783595e-06,6.243565953134578e-08,4.4596899506643695e-09
1928,5.011461780668469e-06,5.370239486435224e-08,1.1426041224282812e-09
1929,5.534554020414362e-06,4.90177864964636e-08,1.1140406375176326e-09
1930,5.402003353083273e-06,6.512234107525217e-08,0.0
1931,5.400436293712119e-06,5.816731984964463e-08,2.2810713318222042e-09
1932,5.52689425603603e-06,5.589363860636354e-08,1.0959536611565568e-09
1933,5.304034402797697e-06,6.423570830804692e-08,3.4411986593596566e-09
1934,5.443231657409342e-06,6.829500520666443e-08,0.0
1935,5.17867647431558e-06,5.2660450222674626e-08,1.196828414151696e-09
1936,5.013569534639828e-06,6.304851485339213e-08,1.2124714565686645e-09
1937,5.24420056535746e-06,6.92511514799321e-08,5.0364472592434595e-09
1938,4.966973847331246e-06,7.001215962532115e-08,1.2965214457594243e-09
1939,5.0990365707548335e-06,7.494085085824054e-08,0.0
1940,4.503550371737219e-06,6.085879089567925e-08,0.0
1941,4.565974450088106e-06,7.083605968460915e-08,0.0
1942,5.22491245646961e-06,5.765002231150618e-08,0.0
1943,5.022596724302275e-06,6.096793847554238e-08,2.9032352077962287e-09
1944,4.610922132997075e-06,4.177141832428788e-08,3.2131861615880553e-09
1945,4.934311618853826e-06,3.921307412113606e-08,0.0
1946,5.0283028940611985e-06,5.0115974481457215e-08,0.0
1947,4.923319920635549e-06,5.1259743560905235e-08,2.3841741914054637e-09
1948,4.636860012396937e-06,3.8051605866229465e-08,2.174377566888097e-09
1949,4.319483650760958e-06,5.1048442695211804e-08,1.9634016634739737e-09
1950,4.832708327739965e-06,6.168509525394938e-08,1.0635361480382244e-09
1951,4.67715699414839e-06,4.797630925867935e-08,2.1322803522849654e-09
1952,4.6291688704513945e-06,4.745161907848683e-08,3.1634410646574906e-09
1953,4.70277564090793e-06,5.710128392344416e-08,3.232148326759443e-09
1954,4.744566467707045e-06,5.961246873908976e-08,9.772536113672459e-10
1955,4.598009127221303e-06,3.4726748587843304e-08,9.385607846468247e-10
1956,4.434700713318307e-06,6.192010459926678e-08,6.104799332717903e-09
1957,4.5482775021810085e-06,4.4175188729234094e-08,0.0
1958,4.261032700014766e-06,3.0607300971485785e-08,2.4816730892496253e-09
1959,4.421026460477151e-06,3.4878364307822096e-08,6.200598257066758e-09
1960,4.262541096977657e-06,6.090333304342721e-08,6.920833350854139e-10
1961,4.321755113778636e-06,5.141637815508915e-08,1.3896318540318475e-09
1962,4.357558282208629e-06,3.9320131206554976e-08,3.170978146727066e-09
1963,4.286993316782173e-06,4.978860868032342e-08,5.819448034571906e-09
1964,4.196721420157701e-06,3.346182664287767e-08,1.8251904432275978e-09
1965,4.379276106192265e-06,7.058936307702268e-08,2.73602163147757e-09
1966,4.299429747334216e-06,4.375869044892511e-08,1.6617224263271169e-09
1967,4.167119641351746e-06,3.9935719620132204e-08,1.9721342336964653e-09
1968,4.4896191866428126e-06,5.4346130928806247e-08,1.3474247273492779e-09
1969,4.706169420387596e-06,3.9967469778190434e-08,1.3625273131978588e-09
1970,4.503071522776736e-06,8.00178127369211e-08,2.2993624781975086e-09
1971,4.241747319611022e-06,5.343933362489395e-08,0.0
1972,4.249300673109246e-06,5.284051241005727e-08,2.565073486948677e-09
1973,4.046140475111315e-06,4.686223253891342e-08,2.7566018356850464e-09
1974,4.178112249064725e-06,3.544110205311313e-08,2.812785782069227e-09
1975,4.0522950257582124e-06,3.255543790103843e-08,4.569184142155791e-09
1976,4.086885837750742e-06,4.570821521276969e-08,3.4281160132820787e-09
1977,3.8022778880986152e-06,4.348818416488598e-08,5.876781838942691e-10
