year,était_VERB avare_ADJ,était_VERB bavard_ADJ
1800,9.432493897065797e-09,0.0
1801,4.7623651688866175e-09,0.0
1802,0.0,0.0
1803,2.3404069793286908e-08,0.0
1804,3.460591457837836e-08,0.0
1805,2.842877711017877e-09,0.0
1806,0.0,0.0
1807,0.0,0.0
1808,9.064295980465431e-09,0.0
1809,1.8072244145628247e-08,0.0
1810,1.1700633351097167e-08,0.0
1811,1.2535384286138651e-08,0.0
1812,5.3344164641089264e-09,0.0
1813,2.5881675469463516e-08,0.0
1814,3.1466772298927026e-08,0.0
1815,5.394447111228828e-09,0.0
1816,4.4034472068688046e-08,0.0
1817,1.5568733857662664e-08,0.0
1818,5.960588467246453e-09,0.0
1819,1.8631890696951814e-08,0.0
1820,2.3732962262101864e-09,0.0
1821,1.8736827200882544e-08,0.0
1822,1.604098542884458e-08,0.0
1823,2.3718449426723964e-08,0.0
1824,8.421112696055388e-09,0.0
1825,4.490776106536032e-08,0.0
1826,2.1139161532346407e-08,0.0
1827,3.3182182335167454e-08,0.0
1828,1.3758452155343548e-08,7.337841001486822e-09
1829,1.7146351893870815e-08,0.0
1830,5.218417697960831e-09,0.0
1831,4.677361609140007e-09,0.0
1832,9.470978667991403e-09,0.0
1833,1.0425265983826648e-08,0.0
1834,2.0535967593104942e-08,0.0
1835,1.9664028627630614e-08,0.0
1836,1.0753200108126748e-08,6.720750067579218e-10
1837,2.5048407792382932e-08,0.0
1838,2.9667161172142187e-08,6.943378316748294e-09
1839,2.6567605004856887e-08,6.9914749545318955e-09
1840,3.184844388215424e-08,0.0
1841,1.6693427085101575e-08,4.494383976094696e-09
1842,1.6770663080478698e-08,1.341653010911159e-09
1843,2.126487963494128e-08,0.0
1844,2.085653250105679e-08,1.6465684371524958e-09
1845,3.5155437672074186e-08,5.580227946389016e-10
1846,9.367202125076801e-09,0.0
1847,1.88762818709165e-08,0.0
1848,1.930853166243196e-08,3.218088684420195e-09
1849,3.77073661184113e-08,0.0
1850,1.6972489191857676e-08,0.0
1851,2.0638204034639784e-08,7.739326512989919e-09
1852,9.765818376195057e-09,6.510545436100301e-10
1853,1.1943863675867306e-08,5.971931837933653e-09
1854,2.3900057044556888e-08,1.558699391779328e-09
1855,1.751289246954002e-08,0.0
1856,1.5531567143511893e-08,2.0708756931497874e-09
1857,1.9037885934380938e-08,2.9289055625270066e-09
1858,1.9574704523961373e-08,9.787352039936081e-10
1859,2.7497735644033128e-08,0.0
1860,1.5104706818647173e-08,1.8308735638683515e-09
1861,1.6977470096435354e-08,0.0
1862,2.801151488540654e-08,4.517986262886353e-10
1863,2.6471489888990618e-08,0.0
1864,1.0548401263577034e-08,1.9178911792039344e-09
1865,2.4004906507002488e-08,5.6482134525026595e-09
1866,1.4110277390955162e-08,2.919367858567057e-09
1867,7.76449837758264e-09,4.85281148598915e-10
1868,2.2723421366777075e-08,5.433861360870651e-09
1869,1.70923168951731e-08,2.441759683335931e-09
1870,1.3188312664169644e-08,0.0
1871,5.3105884134652115e-09,0.0
1872,1.6327815544059376e-08,0.0
1873,1.1373408881354408e-08,0.0
1874,1.1351757756017378e-08,0.0
1875,3.089624556196213e-08,2.2886108563824337e-09
1876,1.209202959984168e-08,1.209202959984168e-09
1877,9.27722432209066e-09,1.2369631985365004e-09
1878,1.0870359723469392e-08,1.2078177347163432e-09
1879,2.8102896010295808e-08,4.887460214320072e-09
1880,2.2462462112571302e-08,5.776061406947974e-09
1881,2.2312024228199334e-08,4.8807553554297556e-09
1882,1.9966155395678697e-09,1.9966155395678697e-09
1883,1.2638677659992936e-08,0.0
1884,5.281357573494461e-09,1.9805090900604227e-09
1885,5.80107206715752e-09,6.445635691854079e-10
1886,8.38950331427668e-09,6.453463874400711e-10
1887,1.3057849024278312e-08,1.3057849246322917e-09
1888,2.0924028731883482e-08,2.53624587998047e-09
1889,1.1277245803853475e-08,6.891650361495749e-09
1890,4.5880703680722945e-09,1.3108772956016423e-09
1891,1.2748440081367107e-09,1.9122659011827636e-09
1892,3.761107425503951e-09,0.0
1893,7.390100087434348e-09,1.847525021858587e-09
1894,1.0082462864602348e-08,5.671385139294216e-09
1895,7.824199066419624e-09,4.213029924926559e-09
1896,3.5382172747233653e-09,1.7691086373616827e-09
1897,3.4960281336537946e-09,5.826713334045053e-09
1898,3.3950129374460403e-09,3.3950129374460403e-09
1899,8.844125432005967e-09,1.6582735185011188e-09
1900,5.191053142894475e-10,5.710158568206225e-09
1901,3.353243460679778e-09,2.794369402536745e-09
1902,8.838511256215043e-09,5.892340837476695e-09
1903,3.2401321625741275e-09,2.7001101354784396e-09
1904,4.837162670412454e-09,4.837162670412454e-09
1905,8.773290538499623e-09,5.160759042333041e-10
1906,1.5432553013283723e-09,0.0
1907,3.0857059130084963e-09,7.199980611716228e-09
1908,7.858222517143076e-09,5.893666887857307e-09
1909,1.4302557360679202e-08,1.1001967115120692e-09
1910,9.085056262847502e-09,2.137660271017694e-09
1911,1.0108711201439746e-08,2.6601871816467337e-09
1912,8.335073964360618e-09,3.125652625612929e-09
1913,6.363587878865928e-09,7.954484182448596e-09
1914,8.705766774141921e-09,1.3393487430235496e-09
1915,0.0,2.3561523843085297e-09
1916,0.0,2.197492410260793e-09
1917,1.0966424213165737e-08,4.386569774084137e-09
1918,3.44591288836682e-09,0.0
1919,1.1049418269237776e-08,1.8415696745321952e-09
1920,1.8930579770426448e-08,8.329454459499175e-09
1921,4.543648568500203e-09,3.0290989716519334e-09
1922,9.591316185719734e-09,6.640141769764796e-09
1923,6.369568872344189e-09,3.1847844361720945e-09
1924,7.734974438733389e-09,6.445812328337297e-09
1925,1.6497267552040284e-08,2.1996355847875293e-09
1926,1.89484357093761e-08,7.802296586589819e-09
1927,1.2264147031260109e-08,4.4596899506643695e-09
1928,2.2852082448565625e-09,1.1426041224282812e-09
1929,1.2254447234738564e-08,8.912325100141061e-09
1930,8.402882833991043e-09,7.352522590764465e-09
1931,9.124285327288817e-09,5.7026783295555106e-09
1932,7.6716757391182e-09,1.0959536611565568e-09
1933,1.261772819560747e-08,1.1470662197865522e-09
1934,7.188948103475923e-09,1.1981580172459871e-09
1935,9.574627313213568e-09,5.98414207075848e-09
1936,6.0623572828433225e-09,0.0
1937,8.813782592653752e-09,1.2591118148108649e-09
1938,6.482607339819424e-09,0.0
1939,9.176430282309411e-09,4.588215141154706e-09
1940,1.2678914806940611e-08,1.5214697057785997e-08
1941,0.0,5.9030051957620344e-09
1942,9.102635090130207e-09,0.0
1943,5.806470415592457e-09,0.0
1944,3.2131861615880553e-09,3.2131861615880553e-09
1945,1.089252066321933e-08,1.3071024262956144e-08
1946,1.5313215584455975e-08,2.7842208538686464e-09
1947,8.344609447874518e-09,0.0
1948,3.2615663503321457e-09,7.610321262063735e-09
1949,6.8719057111366055e-09,6.8719057111366055e-09
1950,8.508289184305795e-09,5.317680518146517e-09
1951,1.0661401539380222e-08,3.1984206394497505e-09
1952,8.435843135146115e-09,3.1634410646574906e-09
1953,7.54167928107563e-09,1.0773827385790469e-09
1954,1.2704297169818801e-08,3.9090144454689835e-09
1955,6.569925492527773e-09,9.385607846468247e-10
1956,1.9186511934776718e-08,1.744228317335228e-09
1957,4.417518795207798e-09,8.835037701437898e-10
1958,9.926692356998501e-09,2.4816730892496253e-09
1959,8.525822714489095e-09,1.2401196514133517e-08
1960,1.1765417085030094e-08,2.7683333403416555e-09
1961,5.55852741612739e-09,6.25334317660986e-09
1962,1.0781326054143392e-08,0.0
1963,1.1638896069143811e-08,4.526237162849611e-09
1964,1.7035111099517053e-08,3.6503808864551957e-09
1965,1.2585699593614663e-08,1.0944086747954884e-09
1966,8.308612464702492e-09,7.754704434148607e-09
1967,1.035370456037299e-08,3.451234853457663e-09
1968,1.1677681044375277e-08,7.186265360559219e-09
1969,4.541757636644661e-09,4.541757636644661e-09
1970,8.277704743875347e-09,1.8394900047624674e-09
1971,8.735275613958038e-09,1.0276794970565106e-09
1972,7.69522046084603e-09,2.565073486948677e-09
1973,5.513203671370093e-09,1.6539611902288698e-09
1974,1.6876715580593782e-09,5.625571675160757e-10
1975,2.2845920710778955e-09,1.7134440533084216e-09
1976,4.570821499072508e-09,3.9994687561772935e-09
1977,2.3507127355770763e-09,2.3507127355770763e-09
1978,7.72276909088987e-09,4.752473081737207e-09
1979,2.925986564150662e-09,4.096381456264453e-09
1980,5.116635559687666e-09,3.411090521154847e-09
1981,3.795329828193417e-09,1.8976649140967083e-09
1982,2.483000915987077e-09,6.207502289967692e-10
1983,6.315316269933646e-09,6.315316269933646e-09
1984,5.799008384599347e-09,2.3196033982486597e-09
1985,3.609334831011779e-09,4.210890747202711e-09
1986,5.994485352545098e-09,2.997242676272549e-09
1987,5.49973533381376e-09,1.8332451112712533e-09
1988,1.0793796967334401e-08,5.396898483667201e-09
1989,9.878619700032232e-09,4.939309850016116e-09
1990,1.0352437129768077e-08,5.44865097484859e-10
1991,3.5168792322792797e-09,2.9307325455363298e-09
1992,5.509944056569793e-09,2.7549720282848966e-09
1993,4.985286850001103e-09,0.0
1994,2.637463358823311e-09,2.1099706426497278e-09
1995,2.7112254663563817e-09,2.7112254663563817e-09
1996,8.007138063703678e-09,4.270473752399084e-09
1997,1.917957792585412e-09,9.58978896292706e-10
1998,5.2449422582867555e-09,1.43043876743576e-09
1999,5.0272213059088244e-09,0.0
2000,6.185244316725402e-09,3.5344251969604557e-09
2001,5.695575122643959e-09,2.190605918883648e-09
2002,1.752488598683044e-09,3.9430991805033955e-09
2003,5.416999737661854e-09,2.5001538617175356e-09
2004,3.0833537945085254e-09,1.3214374039449694e-09
2005,3.1526248278623825e-09,1.3511248786457486e-09
2006,8.235780057930242e-09,1.2353669198716943e-09
2007,3.595031605740928e-09,1.5977917877663117e-09
2008,4.6831836186811415e-09,5.5346713878634546e-09
2009,5.245011536203492e-09,6.675469510497578e-09
2010,3.7790344187271785e-09,1.0864724231396394e-08
2011,8.030340836739924e-09,4.971163480860241e-09
2012,8.510632198976964e-09,1.0893608681783462e-08
2013,1.1714325509615264e-08,1.059867482666732e-08
2014,8.228691505962615e-09,8.87832563023494e-09
2015,1.1526192444932803e-08,1.1304534197620342e-08
2016,1.1599504468051691e-08,9.113896304313585e-09
2017,9.559323110863716e-09,8.301517695485927e-09
2018,1.4972506789945328e-08,1.1358453733123497e-08
2019,1.1734544003161318e-08,9.693753355577428e-09
