year,serait_VERB au_ADP,serait_VERB beau_ADJ
1800,1.103601789509412e-06,5.973912209356058e-08
1801,5.667214395543851e-07,8.096020565062645e-08
1802,5.124653625898645e-07,7.384872446891677e-08
1803,6.221582111720636e-07,5.655983770225248e-08
1804,1.050536639013444e-06,9.887403784603066e-09
1805,6.879764100631292e-07,4.264316544322355e-08
1806,6.195588753143966e-07,3.458002950651462e-08
1807,8.683213081894792e-07,5.97860605466849e-08
1808,6.412989250748069e-07,8.611080914988634e-08
1809,7.070765377648058e-07,2.0331274441787173e-08
1810,7.441603315783141e-07,4.44624070894406e-08
1811,9.426608471585496e-07,4.262030373070047e-08
1812,1.4456268218054902e-06,6.401299401659344e-08
1813,1.08415463273559e-06,3.4508900625951355e-08
1814,1.4474715044343611e-06,6.922689976818219e-08
1815,1.0033671742348815e-06,2.1577788444915313e-08
1816,1.0962265832858975e-06,6.489290882427667e-08
1817,1.0322070238544256e-06,1.401186011662503e-07
1818,9.978025445889216e-07,1.323250700124845e-07
1819,1.1013516996172257e-06,7.24573467891787e-08
1820,1.2744600326186628e-06,9.255855104584043e-08
1821,1.1547803069333895e-06,1.992020628449609e-07
1822,1.0366486549173715e-06,1.0727409005539812e-07
1823,9.704798458187724e-07,5.138997138942614e-08
1824,1.0997973731718957e-06,9.010590673597108e-08
1825,1.1262161478953203e-06,1.1535130539641614e-07
1826,1.0296533901055227e-06,9.512623222462935e-08
1827,1.4111644759395858e-06,9.493790997794349e-08
1828,1.308887362938549e-06,7.429564163885516e-08
1829,1.6006119949452113e-06,1.4060009334571077e-07
1830,1.4830743566562887e-06,7.618890407457002e-08
1831,1.5388520751002943e-06,1.2784788339104125e-07
1832,1.6330673133779783e-06,2.881883460759127e-07
1833,1.310108359575679e-06,1.4479535082045913e-07
1834,1.5149943237702246e-06,9.987947890977011e-08
1835,1.3749694289799663e-06,1.0588323107185715e-07
1836,1.2829912066081306e-06,1.2433388008048496e-07
1837,1.3066919564153068e-06,1.1132625843401911e-07
1838,1.2605387382791378e-06,1.0541310047074148e-07
1839,1.2983169881408685e-06,1.1046530801195331e-07
1840,1.5166228877205867e-06,1.1656530318759906e-07
1841,1.4343505654323963e-06,1.0144466955352982e-07
1842,1.381902620778419e-06,8.720744659740376e-08
1843,1.379263721901225e-06,1.0809647221776686e-07
1844,1.4736787079527858e-06,1.0702694197561868e-07
1845,1.4374667216543457e-06,8.872562773376558e-08
1846,1.3962985576654319e-06,9.191567329480677e-08
1847,1.4691140677314252e-06,9.815666857093674e-08
1848,1.4159589909468195e-06,1.0619692858426788e-07
1849,1.340706376140588e-06,6.703531596485846e-08
1850,1.3204597735239076e-06,7.671565782629841e-08
1851,1.4117821365289274e-06,8.706741994046752e-08
1852,1.1816639471362578e-06,9.049658444837405e-08
1853,1.1352642559359083e-06,8.898178549543445e-08
1854,1.2329311402936582e-06,7.06610379097583e-08
1855,1.1728330946425558e-06,6.474463276617826e-08
1856,1.1560663324416964e-06,9.008309120872582e-08
1857,1.138856077886885e-06,8.737901424638039e-08
1858,1.1969931392741273e-06,6.997957058274551e-08
1859,1.4365020888362778e-06,8.453007893649556e-08
1860,1.2642182127819979e-06,1.3868867654309724e-07
1861,1.2162470284238225e-06,1.212002729289452e-07
1862,1.3111196039972128e-06,9.352231700177072e-08
1863,1.2546487369036186e-06,9.240048370884324e-08
1864,1.2672466027652263e-06,7.3359338159662e-08
1865,1.2666117754633888e-06,9.743168050135864e-08
1866,1.1789379641413689e-06,8.75810357570117e-08
1867,1.3078326901450055e-06,7.133633062039735e-08
1868,1.2690536550508114e-06,7.014621417056333e-08
1869,1.3263637583804666e-06,9.522862143285238e-08
1870,1.3675706895810436e-06,8.142349372519675e-08
1871,1.3616348724099225e-06,7.222400455475508e-08
1872,1.305015871366777e-06,8.466275147611668e-08
1873,1.1894190947714378e-06,5.8662845248136364e-08
1874,1.1925319540750934e-06,4.719941060216115e-08
1875,1.4143614635031554e-06,6.865832347102696e-08
1876,1.0707492492656456e-06,6.590155976482492e-08
1877,1.3439605481835315e-06,9.7101612084316e-08
1878,1.156485495812376e-06,7.367687970827319e-08
1879,1.2976206562598236e-06,1.1424437929008491e-07
1880,1.3387626722760615e-06,7.958129089047361e-08
1881,1.2438953262972063e-06,7.042232397225234e-08
1882,1.438894287275616e-06,4.45910792734594e-08
1883,1.1937231647607405e-06,6.382532546922448e-08
1884,1.1163469935127068e-06,6.799747609420592e-08
1885,1.2510978422142216e-06,5.607703101873085e-08
1886,1.171303665614687e-06,4.904632433522238e-08
1887,1.1249337603658205e-06,5.157850324621904e-08
1888,1.0893176067838795e-06,7.22830080235326e-08
1889,1.0857481811399339e-06,8.08202642588185e-08
1890,1.2761390735249734e-06,6.423298515301212e-08
1891,1.2066398085153196e-06,4.84440718651058e-08
1892,1.095735910894291e-06,5.2655504845233736e-08
1893,1.1627090543697705e-06,6.096832549928877e-08
1894,1.2073749076080276e-06,6.175508815431385e-08
1895,1.2428438367351191e-06,7.884384700673763e-08
1896,1.1711499610100873e-06,5.7201180680976904e-08
1897,1.044147097672976e-06,4.8944393427063915e-08
1898,1.1192225883860374e-06,7.072943475350257e-08
1899,1.0607423064357135e-06,8.844125432005967e-08
1900,1.072990698958165e-06,6.073532432537831e-08
1901,1.1356316917954246e-06,5.6446264551368586e-08
1902,9.95314508145384e-07,6.579780631454923e-08
1903,1.046562715600885e-06,8.046328048294527e-08
1904,1.037840092976694e-06,5.0521478556220245e-08
1905,1.080662968888646e-06,4.6446832158153484e-08
1906,9.6350572675874e-07,6.378788697247728e-08
1907,1.01416867437365e-06,6.839981381290272e-08
1908,1.083943516277941e-06,6.974172350737717e-08
1909,1.0242831649520667e-06,6.821219500352527e-08
1910,1.0490567774468218e-06,5.9320072409718705e-08
1911,1.0449215324115357e-06,6.437652899649038e-08
1912,1.0731407655839575e-06,8.074602675378628e-08
1913,9.900682016450446e-07,7.742364971363713e-08
1914,9.254899850930087e-07,6.897646187553619e-08
1915,9.23611708003591e-07,4.947920118070215e-08
1916,1.0910549690379412e-06,9.449217230894646e-08
1917,1.0165875892198528e-06,7.676496949216016e-08
1918,1.01769296634302e-06,9.993147642717304e-08
1919,9.962891454051714e-07,9.944476175860473e-08
1920,1.0532974101806758e-06,8.556622077549036e-08
1921,9.62496187639772e-07,6.66401760440749e-08
1922,1.0188929309151717e-06,7.230377008227151e-08
1923,1.032931777444901e-06,5.732611896291928e-08
1924,9.526910389467957e-07,1.1215713158208018e-07
1925,8.996509563985455e-07,7.91868828287079e-08
1926,9.440779535907495e-07,8.359603498320212e-08
1927,9.075469051822438e-07,1.1372209485216445e-07
1928,8.683791179464606e-07,4.913197670930458e-08
1929,9.513906888969359e-07,1.2922870951115328e-07
1930,9.253674875253637e-07,6.722306267192835e-08
1931,8.611044108874921e-07,8.439963750106472e-08
1932,9.512878023087978e-07,6.13734059129456e-08
1933,8.006522307368868e-07,4.817677989876756e-08
1934,9.201853572449181e-07,6.709684896577528e-08
1935,8.617164439783664e-07,7.89906735576551e-08
1936,8.426676458839211e-07,4.849885826274658e-08
1937,8.020542168196698e-07,4.280980192561401e-08
1938,8.388493597522029e-07,8.557041297763135e-08
1939,8.151728820848803e-07,6.423501019980904e-08
1940,8.317367701238254e-07,2.7893612752905028e-08
1941,8.14614736555086e-07,7.67390702094417e-08
1942,7.97997699919506e-07,6.068423630267716e-08
1943,6.735505735377956e-07,6.387117679196308e-08
1944,7.550987675131182e-07,7.069009200222354e-08
1945,8.605090897617629e-07,8.496165548876888e-08
1946,9.327139878223534e-07,7.378185529205439e-08
1947,8.583027124586806e-07,8.940653373201712e-08
1948,8.30612236768502e-07,6.19697573256417e-08
1949,6.901356641719758e-07,5.792034940554913e-08
1950,8.678454719301953e-07,6.38121662177582e-08
1951,8.763672099121322e-07,5.970385075215745e-08
1952,7.992961172931246e-07,7.27591498161928e-08
1953,8.231203878494853e-07,6.24881977273617e-08
1954,8.423926374234725e-07,5.0817188679275205e-08
1955,7.893296469774214e-07,5.255940394022218e-08
1956,8.101940807136998e-07,7.151336234301198e-08
1957,7.200555955932941e-07,6.096176008441034e-08
1958,7.850359224903514e-07,6.204182767532984e-08
1959,8.192540690288297e-07,6.123090656728891e-08
1960,7.059250037855236e-07,4.982999968206059e-08
1961,7.941745820971846e-07,6.670232721717184e-08
1962,8.168439649125503e-07,5.5175021884679154e-08
1963,7.636409122824261e-07,5.819448034571906e-08
1964,7.623212354701536e-07,7.787479461285329e-08
1965,7.611612318214611e-07,4.760677896342713e-08
1966,8.197830538847484e-07,4.763604266599941e-08
1967,7.577925771329319e-07,7.39550358730412e-08
1968,8.044125934247859e-07,7.545578739609482e-08
1969,8.452211091025674e-07,6.403878671790153e-08
1970,7.762647555864532e-07,7.174011074084774e-08
1971,7.563721169390192e-07,6.320228607137324e-08
1972,7.510535056098888e-07,5.181448159419233e-08
1973,7.338074397011951e-07,5.292675808732383e-08
1974,7.026338835203205e-07,3.54411007208455e-08
1975,7.002274742262671e-07,4.512069295969923e-08
1976,6.741961442457978e-07,3.6566571992580066e-08
1977,7.19318109076994e-07,5.5241748952994385e-08
1978,7.247521693898307e-07,3.5643548557118265e-08
1979,7.677788858018175e-07,4.154901134256761e-08
1980,6.680052138108294e-07,3.240536017301565e-08
1981,6.12313215242466e-07,3.7320742052315836e-08
1982,7.262777899086359e-07,3.786576385778062e-08
1983,6.555297886734479e-07,7.010000757645685e-08
1984,6.964609156057122e-07,5.0451372857196475e-08
1985,6.839689490334422e-07,4.1507352221969995e-08
1986,7.46912860449811e-07,4.6756987615026446e-08
1987,6.752452463842928e-07,3.849814689260711e-08
1988,6.350350645334402e-07,3.597932263232906e-08
1989,7.024796104815323e-07,4.610022585893603e-08
1990,6.887094627927581e-07,3.9775152060883556e-08
1991,6.928252105353749e-07,3.751337729340776e-08
1992,6.70560211801785e-07,4.4079552452558346e-08
1993,7.206508598756045e-07,5.428423222042511e-08
1994,7.115875746421807e-07,3.481451571474281e-08
1995,7.168479783103976e-07,3.904164458390369e-08
1996,7.13169129085145e-07,4.6441403611652277e-08
1997,7.580728151879157e-07,3.116681313031222e-08
1998,6.923323780938517e-07,3.480734278582531e-08
1999,6.832450480942498e-07,3.1991408633302854e-08
2000,7.214645165731781e-07,3.932047931698435e-08
2001,7.290336156984267e-07,3.28590878950763e-08
2002,7.259683911797765e-07,3.9430993581390794e-08
2003,7.729641993137193e-07,4.291930721933568e-08
2004,7.765647183077817e-07,4.0083598662477016e-08
2005,7.485231776627188e-07,3.467887310648621e-08
2006,7.441026923515892e-07,3.953174143589422e-08
2007,7.837168709556863e-07,4.593651325990322e-08
2008,7.676163704672945e-07,4.12971665753048e-08
2009,8.153609201144718e-07,3.4807804638603557e-08
2010,8.266637792075926e-07,3.684558436134466e-08
2011,8.401266313740052e-07,3.097417433650662e-08
2012,8.701269962330116e-07,3.812763083033133e-08
2013,9.265473295272386e-07,4.518382468177151e-08
2014,9.750999652169412e-07,4.699015931919348e-08
2015,9.345081934952759e-07,4.588311242059717e-08
2016,9.853364417722332e-07,6.690428477895694e-08
2017,9.244871534974664e-07,4.075290505056728e-08
2018,9.693407037048019e-07,4.465937308850698e-08
2019,9.614673217583913e-07,3.90301124753023e-08
