year,grand_ADJ or_NOUN,grand_ADJ bord_NOUN
1917,4.3865698851064394e-09,2.8512703309502285e-08
1918,1.033773866510046e-08,3.44591288836682e-09
1919,3.6831394045755417e-09,2.762354567309444e-09
1920,3.786115865267448e-09,5.300562211374427e-09
1921,1.5145494858259667e-09,8.330022005509363e-09
1922,2.21338064543275e-09,1.770704471937279e-08
1923,1.0615948120573648e-09,4.246379248229459e-09
1924,0.0,2.9650736976805092e-08
1925,1.0998177923937646e-09,4.399271169575059e-09
1926,3.343841648018042e-09,1.114613823460786e-08
1927,4.4596899506643695e-09,8.919379901328739e-09
1928,2.2852082448565625e-09,1.4853853258500749e-08
1929,4.4561625500705304e-09,3.342121912552898e-09
1930,2.100720708497761e-09,8.402882833991043e-09
1931,5.7026783295555106e-09,2.2810713318222042e-09
1932,4.383814644626227e-09,3.287861094491973e-09
1933,1.1470662197865522e-09,8.02946331646126e-09
1934,2.3963160344919743e-09,5.990790086229936e-09
1935,7.180970484910176e-09,3.590485242455088e-09
1936,2.424942913137329e-09,1.576212937948185e-08
1937,7.55467088886519e-09,5.0364472592434595e-09
1938,3.889564337278273e-09,1.2965214457594243e-09
1939,1.3764645423464117e-08,7.647025235257843e-09
1940,5.0715658339584024e-09,7.607348528892999e-09
1941,2.9515025978810172e-09,2.9515025978810172e-09
1942,6.068423541449874e-09,1.8205270180260413e-08
1943,0.0,2.0322646676618206e-08
1944,0.0,6.4263723231761105e-09
1945,2.178504043826024e-09,4.357008087652048e-09
1946,2.7842208538686464e-09,4.1763312808029696e-09
1947,5.960435478513659e-09,1.1920871401116528e-08
1948,2.174377566888097e-09,5.435944139264848e-09
1949,9.817008317369869e-10,1.9634016634739737e-09
1950,2.1270722960764488e-09,4.2541445921528975e-09
1951,2.1322803522849654e-09,4.264560704569931e-09
1952,0.0,7.381362632230548e-09
1953,2.1547654771580937e-09,2.1547654771580937e-09
1954,2.9317608341017376e-09,4.886268278880834e-09
1955,2.815682353940474e-09,9.385607846468247e-09
1956,2.616342476002842e-09,5.232684952005684e-09
1957,8.835037701437898e-10,4.417518795207798e-09
1958,8.272243445794913e-10,8.272243334772611e-09
1959,3.1002992395556817e-09,3.100299128533379e-09
1960,0.0,1.1073333361366622e-08
1961,1.3896318540318475e-09,6.94815938118154e-09
1962,1.9025869213429303e-09,3.170978146727066e-09
1963,7.1126584622049904e-09,3.2330267352165265e-09
1964,3.0419841090534305e-09,1.8251904432275978e-09
1965,2.7360217424998723e-09,3.830430195250756e-09
1966,5.539074865446025e-09,4.985167390003653e-09
1967,5.916402701089396e-09,1.035370456037299e-08
1968,3.1439910119779313e-09,5.3896989093971115e-09
1969,1.8167031212712459e-09,7.72098829315837e-09
1970,4.138852427448825e-09,1.8394900047624674e-09
1971,4.624557625731995e-09,1.3873672877195986e-08
1972,6.669190699692962e-09,8.208234980600082e-09
1973,4.410563081425067e-09,5.513203671370093e-09
1974,7.313243399753588e-09,9.00091468025721e-09
1975,3.4268881066168433e-09,3.4268881066168433e-09
1976,5.7135269293517865e-09,1.4855169538918744e-08
1977,3.5260691033656144e-09,1.645498848290572e-08
1978,2.3762365408686037e-09,4.752473081737207e-09
1979,1.7555920051037788e-09,1.345953837272873e-08
1980,2.8425753417771205e-09,9.096241093686785e-09
1981,3.795329717171114e-09,1.0753434587229549e-08
1982,1.2415004579935385e-09,8.690503427999374e-09
1983,3.1576580239445207e-09,1.705135410645653e-08
1984,5.219107590548333e-09,1.3917620833581168e-08
1985,1.2031116103372597e-09,6.617113967877231e-09
1986,1.1988970927134801e-09,4.196139880008332e-09
1987,1.8332451112712533e-09,7.944062296871834e-09
1988,3.5979322854373663e-09,1.3192418713003917e-08
1989,1.0976244357863152e-09,4.390497743145261e-09
1990,0.0,3.814055737905164e-09
1991,2.344586136349136e-09,2.344586080837985e-09
1992,3.30596661157756e-09,2.7549720282848966e-09
1993,2.7696036575264316e-09,3.323524566667402e-09
1994,2.6374633033121597e-09,3.6924485691258724e-09
1995,5.4224509327127635e-09,8.675921314704738e-09
1996,5.871901631593346e-09,1.0676184380997711e-08
1997,1.917957792585412e-09,3.835915585170824e-09
1998,4.7681292247858664e-09,6.198567881199324e-09
1999,5.027221361419976e-09,3.656160929565999e-09
2000,3.97622823555821e-09,3.5344251969604557e-09
2001,5.257454194218525e-09,4.8193329327261836e-09
2002,3.943099347036849e-09,3.9430991805033955e-09
2003,8.333845835650777e-10,5.8336921959778465e-09
2004,4.845270351605535e-09,3.523833003171717e-09
2005,3.15262471684008e-09,4.053374524914943e-09
2006,4.941467901531382e-09,4.529678854225949e-09
2007,5.192823337996089e-09,5.192823504529542e-09
2008,2.5544638071473003e-09,2.1287198670449925e-09
2009,2.860915504498962e-09,3.337734755248789e-09
2010,6.140931096965119e-09,4.2514138876015295e-09
2011,4.588766200352978e-09,3.059177577924288e-09
2012,3.4042526853017563e-09,3.744677901096338e-09
2013,8.367375126105969e-10,4.183687618564136e-09
2014,1.5158116428715118e-09,4.7639794331644225e-09
2015,4.43315073539452e-09,5.54143841924315e-09
2016,2.278474020567245e-09,8.078226088059637e-09
2017,2.515611330355938e-10,3.018733707449428e-09
2018,3.6140533898887384e-09,3.614053500911041e-09
2019,1.275493877184175e-09,4.846876677788714e-09
