year,soient_VERB aux_ADP,soient_VERB beaux_ADJ
1886,6.19532518619792e-08,1.2261581083805595e-08
1887,6.33305690111996e-08,1.6322312390570914e-08
1888,5.389522517162959e-08,4.2482117379449846e-08
1889,5.450668838502537e-08,1.1277245803853475e-08
1890,3.277193122430688e-08,4.5880703680722945e-09
1891,3.314594465564369e-08,1.0198752065093686e-08
1892,5.7043461065831025e-08,9.402768341715273e-09
1893,6.096832561031107e-08,1.4780200174868696e-08
1894,4.2220313245522334e-08,1.1972924873759894e-08
1895,5.657497581523785e-08,1.9259566386153892e-08
1896,5.89702899844724e-08,1.2973464080801023e-08
1897,4.777905004971217e-08,1.631479840114025e-08
1898,5.092519517191363e-08,9.619203211741478e-09
1899,7.24112787509057e-08,2.1004797901014172e-08
1900,5.346784814896921e-08,1.764958135197503e-08
1901,4.750428006516927e-08,1.3412973842719111e-08
1902,4.861181041038165e-08,5.892340837476695e-09
1903,5.7242334206009104e-08,9.1803746826713e-09
1904,6.288311116264822e-08,1.7198800605910947e-08
1905,7.379885635927508e-08,1.2901897328276846e-08
1906,6.94464927231131e-08,1.3374879870298173e-08
1907,4.937129771676041e-08,1.9542804707839423e-08
1908,7.17062815791536e-08,1.276961114626829e-08
1909,6.87622933592813e-08,8.801573692096554e-09
1910,6.519863571252671e-08,1.2825961626106164e-08
1911,6.278041275731283e-08,1.4897047151407605e-08
1912,5.2094211611120045e-08,1.5628263128064646e-08
1913,6.045408362798099e-08,2.704524781904638e-08
1914,5.424362337080879e-08,1.6072185360371805e-08
1915,5.5369582252495775e-08,3.416420923940677e-08
1916,9.339342454950383e-08,2.4172416956957932e-08
1917,5.3735480953776005e-08,1.973956464951243e-08
1918,8.040463228553563e-08,1.8378202071289707e-08
1919,7.826671422073161e-08,2.5781975665495338e-08
1920,5.6791737534922504e-08,2.4231141537711665e-08
1921,5.75528811830317e-08,1.8931869405491852e-08
1922,3.6889676535700744e-08,2.6560567079059183e-08
1923,7.006525892805371e-08,1.8047112249064412e-08
1924,4.898817340670547e-08,2.5783249313349188e-08
1925,4.729216551702109e-08,1.9796720707176974e-08
1926,5.350146603522177e-08,6.687683296036084e-09
1927,3.7907366134959375e-08,2.0068604555945058e-08
1928,4.227635086451187e-08,2.6279895593006586e-08
1929,5.7930112706827686e-08,2.4508894469477127e-08
1930,4.8316575629314684e-08,1.1553964007759987e-08
1931,3.307553431142196e-08,2.167017854048936e-08
1932,4.383814555808385e-08,1.6439305028370654e-08
1933,3.097078660196928e-08,1.9500125958415992e-08
1934,4.67281626725935e-08,2.036868629318178e-08
1935,7.659701850570855e-08,1.555876849579363e-08
1936,4.607391712596609e-08,2.0612015205756506e-08
1937,4.0291578073947676e-08,5.0364472592434595e-09
1938,4.926781471681352e-08,1.1668692678767911e-08
1939,6.882323067003426e-08,1.070583532936098e-08
1940,5.325144059042941e-08,1.0143131667916805e-08
1941,6.198155233505531e-08,3.836953510472085e-08
1942,4.551317789314169e-08,2.730790527039062e-08
1943,5.2258233296242906e-08,1.4516175816936538e-08
1944,6.105053529381621e-08,1.6065930807940276e-08
1945,4.357008265287732e-08,8.714016175304096e-09
1946,5.4292305762260185e-08,1.9489545977080525e-08
1947,4.41072234291795e-08,1.549713246618012e-08
1948,5.435943961629164e-08,1.3046265401328583e-08
1949,5.3011844247663475e-08,2.5524220959027843e-08
1950,4.679559073572648e-08,1.0635361036293034e-08
1951,3.944718685033877e-08,1.8124383771578323e-08
1952,5.1669539757881466e-08,1.8980646387944944e-08
1953,5.925604895651304e-08,2.9089333608567358e-08
1954,5.570345606997762e-08,2.247683283940205e-08
1955,5.255940394022218e-08,1.1262729415761896e-08
1956,3.9245135585730395e-08,1.5698054411927842e-08
1957,3.975766915687018e-08,9.718541527092839e-09
1958,4.467011632813822e-08,1.9853384713997002e-08
1959,4.5729413145068065e-08,2.1702094343822864e-08
1960,3.0451666577224756e-08,2.422291700554524e-08
1961,4.3773405122848885e-08,1.80652133252579e-08
1962,4.946725840060395e-08,1.7123282347597524e-08
1963,3.427008365974871e-08,2.5864213881732212e-08
1964,5.77976990712159e-08,1.7035111099517053e-08
1965,4.213473420167091e-08,1.2038495533772675e-08
1966,6.314545242247505e-08,1.8278946356531378e-08
1967,4.240088535834019e-08,1.6763140209263838e-08
1968,4.850729085070782e-08,1.5719955115400808e-08
1969,5.268438882377602e-08,1.2716921737876419e-08
1970,4.552737709051513e-08,1.7935027685211935e-08
1971,3.751030075438422e-08,2.723350611688602e-08
1972,4.873639625202486e-08,1.5903454553267693e-08
1973,4.6310912438229934e-08,1.3231689521830958e-08
1974,4.7817358961310674e-08,1.7439271360331077e-08
1975,3.4268879289811593e-08,1.770558810676448e-08
1976,4.9707683302813166e-08,1.314111219841152e-08
1977,5.6417106375494797e-08,1.1165885105413054e-08
1978,4.6930672681355645e-08,1.7821774278559133e-08
1979,4.9156575698816596e-08,3.3356247541860284e-08
1980,3.354238842234736e-08,1.8760998088396263e-08
1981,5.186950741142837e-08,1.5181319312773667e-08
1982,4.221101690404794e-08,1.6139505731871395e-08
1983,3.410270821291306e-08,1.894594880980094e-08
1984,4.349256244040589e-08,1.681712546997005e-08
1985,3.368712597762169e-08,1.0828004270990732e-08
1986,2.937297871596911e-08,1.7983456501724504e-08
1987,3.727598363312268e-08,1.4054879038383206e-08
1988,3.657897806874644e-08,1.6190695006912392e-08
1989,5.3783597353529444e-08,1.5366742545097622e-08
1990,3.0512445514663256e-08,1.198703181159999e-08
1991,2.5790447111262438e-08,1.934283488935762e-08
1992,4.0773585396891576e-08,1.1570882918476855e-08
1993,3.877445209354846e-08,2.1048988330107932e-08
1994,4.747434090290881e-08,2.2682185019107237e-08
1995,3.3619194539369346e-08,1.4640617607142303e-08
1996,3.79004558848095e-08,1.1743802375008272e-08
1997,3.883864607701071e-08,1.8700088588730068e-08
1998,4.5297227302398824e-08,1.7642078020685403e-08
1999,4.5702012840820316e-08,1.553868322901053e-08
2000,3.269343196166119e-08,2.076474814316498e-08
2001,4.687896648647438e-08,1.796296800193886e-08
2002,4.4250338504525644e-08,1.7963008858146168e-08
2003,4.208592163656988e-08,2.0417921575699438e-08
2004,3.920264185497402e-08,1.2773894830786503e-08
2005,4.323599556155244e-08,1.5763124139311913e-08
2006,4.9002888857785365e-08,1.5647982465338828e-08
2007,3.7148659259855776e-08,1.5179022483380322e-08
2008,3.9594187484226495e-08,1.830699147831183e-08
2009,4.100645667470815e-08,1.6211854969583328e-08
2010,3.070465481869178e-08,2.172944846279279e-08
2011,3.976930784688193e-08,2.103184648660772e-08
2012,2.893614839405423e-08,1.974466634635519e-08
2013,3.0122549399269616e-08,2.119734965333464e-08
2014,3.746220303413317e-08,2.2520630693634303e-08
2015,3.56868632422902e-08,2.6377247053233077e-08
2016,3.645558566134355e-08,3.1070101158547914e-08
2017,3.2954506679061524e-08,1.8363962794865074e-08
2018,3.4591653985671655e-08,2.323320025254816e-08
2019,3.418323757387043e-08,1.6836519733942623e-08
