year,petit_ADJ an_NOUN,petit_ADJ banc_NOUN
1922,0.0,1.5124767394070204e-07
1923,1.0615948120573648e-09,1.666703859370955e-07
1924,2.578324886925998e-09,1.5856697466176684e-07
1925,3.299453377181294e-09,1.6607248465305702e-07
1926,2.229227691330493e-09,2.0063049399610122e-07
1927,0.0,1.9622635916149989e-07
1928,3.4278123672848437e-09,1.9881312152136843e-07
1929,0.0,1.9607115353537097e-07
1930,3.1510811737689437e-09,1.3654684494213143e-07
1931,1.1405356659111021e-09,1.357237424670643e-07
1932,3.287861094491973e-09,1.972716621168047e-07
1933,5.735331320977366e-09,1.4797154235246524e-07
1934,1.1981580172459871e-09,2.0368686293181781e-07
1935,5.98414207075848e-09,2.0585448901044856e-07
1936,0.0,1.9399543127462948e-07
1937,2.5182236296217297e-09,2.795228275509487e-07
1938,0.0,2.7226950538583594e-07
1939,0.0,2.1717550957589538e-07
1940,5.0715658339584024e-09,1.7750480640899013e-07
1941,5.9030051957620344e-09,1.9479917812148528e-07
1942,3.034211770724937e-09,2.7004483627024456e-07
1943,2.9032352077962287e-09,1.8290381853525162e-07
1944,6.4263723231761105e-09,1.6387249957006134e-07
1945,0.0,2.4399245113215784e-07
1946,2.7842208538686464e-09,1.4895581124108048e-07
1947,0.0,1.6212384457148232e-07
1948,1.0871887834440486e-09,1.315498441289975e-07
1949,0.0,1.8161465220600803e-07
1950,0.0,1.1486190354403902e-07
1951,1.0661401761424827e-09,1.695162898940339e-07
1952,3.1634410646574906e-09,3.1423516944073526e-07
1953,2.1547654771580937e-09,1.6591694618206532e-07
1954,0.0,2.208593217201127e-07
1955,9.385607846468247e-10,1.4641548773397517e-07
1956,8.72114158667614e-10,1.6046900253030572e-07
1957,3.5340151360863103e-09,2.0585638527137462e-07
1958,3.3088973783179654e-09,2.0846053239154116e-07
1959,3.875373910666724e-09,1.2401196380906754e-07
1960,6.920833350854139e-10,2.1246958148424255e-07
1961,2.779263708063695e-09,1.882951217169193e-07
1962,6.341956404476434e-10,1.6742764774591024e-07
1963,3.233026624194224e-09,1.694105979943572e-07
1964,0.0,1.25938137918169e-07
1965,5.472043373977442e-10,1.3187624148258692e-07
1966,1.1078149508847446e-09,1.2906043700411374e-07
1967,9.860671168482327e-10,1.5629164251684813e-07
1968,2.6948494546985557e-09,1.1453110659864763e-07
1969,4.5417578031781147e-10,1.2353580641777384e-07
1970,1.3796175313274261e-09,1.2278596273063158e-07
1971,5.138397485282553e-10,1.1458626136828798e-07
1972,0.0,1.472352093578877e-07
1973,2.7566018356850464e-09,1.2349575861936302e-07
1974,5.625571675160757e-10,9.000914791279513e-08
1975,0.0,1.085181215998432e-07
1976,5.713526873840635e-10,1.0684295220775297e-07
1977,1.1753563677885381e-09,1.187109909261963e-07
1978,1.1881182704343018e-09,1.300989479480208e-07
1979,5.851973350345929e-10,1.3693617706422856e-07
1980,1.1370301367108482e-09,1.6145827874680663e-07
1981,1.2651099057237047e-09,1.499155231621252e-07
1982,1.2415004579935385e-09,1.3842730783864e-07
1983,1.89459470334441e-09,1.3893694639222076e-07
1984,1.1598016991243298e-09,1.3801640363908518e-07
1985,6.015558051686298e-10,1.1910805008952252e-07
1986,1.1988970927134801e-09,1.0730128718883236e-07
1987,6.110816852533674e-10,1.0999470001493705e-07
1988,0.0,1.0314072751427261e-07
1989,5.488122178931576e-10,9.274926393576521e-08
1990,2.179460389939436e-09,9.480652907178921e-08
1991,0.0,1.2895222845088483e-07
1992,2.2039776670368383e-09,1.3995258285603995e-07
1993,5.539207426075166e-10,1.3792626002429031e-07
1994,1.5824779264761446e-09,1.1077345574150854e-07
1995,0.0,1.1278697797934001e-07
1996,5.338092190498855e-10,1.1316755155199587e-07
1997,0.0,1.1028257262957197e-07
1998,0.0,1.1014378609175424e-07
1999,9.140402323914998e-10,1.1836820912325408e-07
2000,0.0,1.3165733414588487e-07
2001,1.7524847129024579e-09,1.3537943954755605e-07
2002,4.38122149670761e-10,1.3056039749326231e-07
2003,8.333845835650777e-10,1.3625837924635675e-07
2004,2.202395626982323e-09,1.5504865250037803e-07
2005,0.0,1.1754786566342545e-07
2006,4.1178899179428186e-10,1.210659692496563e-07
2007,3.994479469415779e-10,1.597791758900513e-07
2008,4.257439678578834e-10,1.6816887116188894e-07
2009,0.0,1.478139735056061e-07
2010,4.723793023408973e-10,1.8942409507616276e-07
2011,3.82397197240536e-10,2.2523195086776582e-07
2012,1.0212758416727752e-09,2.7778701072733725e-07
2013,1.952387473913575e-09,3.0038876752680466e-07
2014,1.2992671383216248e-09,3.131233644870779e-07
2015,1.1747849276710909e-08,3.3935768128934285e-07
2016,8.285360175719347e-10,3.39285489925345e-07
2017,1.509366853724714e-09,3.008671012882935e-07
2018,2.5814667070633845e-10,3.358488165905449e-07
2019,2.55098775436835e-10,3.2423055174035653e-07
