year,fut_VERB aux_ADP,fut_VERB beau_ADV
1800,4.338947121595993e-07,8.803660733747165e-08
1801,3.0955374086261145e-07,6.905429472681135e-08
1802,4.1400042505301826e-07,1.3874608839614666e-07
1803,4.797834662895184e-07,1.950339267864365e-08
1804,4.474050285807607e-07,1.4831105232815389e-08
1805,3.752598445316835e-07,8.52863308864471e-08
1806,5.475171178659366e-07,8.645007198992971e-08
1807,4.384311012017861e-07,1.8789903322158352e-07
1808,5.91445314057637e-07,4.758755522971114e-08
1809,4.3373387370593264e-07,6.777091243748146e-08
1810,3.6739990605383355e-07,3.510190182964834e-08
1811,4.2369597963443084e-07,3.259199843341776e-08
1812,4.827646762350923e-07,1.0668832928217853e-08
1813,3.134558426154399e-07,3.4508900625951355e-08
1814,5.506685170075798e-07,5.97868634599763e-08
1815,6.122697300270374e-07,5.1247248222807684e-08
1816,3.5922860774917353e-07,3.0128852301913867e-08
1817,3.752064969830826e-07,7.005930058312515e-08
1818,5.555268671741942e-07,6.914282835168706e-08
1819,4.657972567656543e-07,1.3456364911235141e-08
1820,5.434848162622075e-07,7.594547923872597e-08
1821,6.202876079441921e-07,3.35290586406245e-08
1822,4.802270154868893e-07,9.223566621585633e-08
1823,5.395946800490492e-07,1.0673301886754416e-07
1824,6.08846448812983e-07,1.381062446625947e-07
1825,5.239238589638262e-07,7.484626252107773e-08
1826,4.597767713221401e-07,5.372870504061211e-08
1827,5.290714852890233e-07,7.92685455053288e-08
1828,4.1367079006704444e-07,3.8523666034961934e-08
1829,5.598283792096481e-07,2.914879893012312e-08
1830,4.26866591851649e-07,7.097048637660919e-08
1831,3.866619238124258e-07,5.76874619184764e-08
1832,4.1401705175303505e-07,5.953186388296672e-08
1833,4.4365296503201535e-07,8.108539617524002e-08
1834,5.414028123595926e-07,5.694063887062839e-08
1835,5.68744212614547e-07,1.2705987728622858e-07
1836,5.880656317458488e-07,5.981467410265395e-08
1837,5.712428219339927e-07,8.836521203647862e-08
1838,6.488902499768301e-07,9.657608046609312e-08
1839,5.138734309184656e-07,5.942753844578874e-08
1840,5.095751021144679e-07,5.987507023519356e-08
1841,4.7383647938659124e-07,5.457466301095337e-08
1842,4.7024937543937995e-07,5.366612043644636e-08
1843,4.512880025231425e-07,2.8943864194275193e-08
1844,5.290972922011861e-07,5.0494762149355665e-08
1845,4.2019115653602057e-07,3.236532108985557e-08
1846,3.9869155443739146e-07,3.9810608143397985e-08
1847,4.492555376600649e-07,5.123562374365065e-08
1848,4.2156960944339517e-07,5.068489628001771e-08
1849,3.2344541978091e-07,6.535943697372204e-08
1850,3.41486497745791e-07,5.0238568860550004e-08
1851,4.0373487308897893e-07,4.2566295377355345e-08
1852,4.0821120705913927e-07,5.1433307390880145e-08
1853,5.494177344189666e-07,4.18035241978032e-08
1854,4.577380252612784e-07,4.1565314745639625e-08
1855,4.4525202724798874e-07,4.139410947345823e-08
1856,4.763014089803619e-07,7.455152228885709e-08
1857,4.6520781893377716e-07,1.0495244850972085e-07
1858,5.07963591189764e-07,4.697928801533635e-08
1859,4.801919430974522e-07,4.1755821911237945e-08
1860,4.5817611749043863e-07,7.094634923987542e-08
1861,3.9944211494002957e-07,6.555189457913002e-08
1862,3.560173240657605e-07,5.46676339752139e-08
1863,4.784846510119678e-07,5.4940830551686304e-08
1864,3.989213723798457e-07,4.554991406280351e-08
1865,3.803130255164433e-07,4.23615986733239e-08
1866,3.848699918762577e-07,4.281739407474561e-08
1867,3.275647770806245e-07,2.6690463172940326e-08
1868,4.361908736427722e-07,3.902500367303219e-08
1869,4.5172552631811413e-07,4.8346841197144386e-08
1870,4.0826427039064583e-07,4.587239033071455e-08
1871,2.931444953446771e-07,1.4869648623516696e-08
1872,3.9065812984517834e-07,6.107812566824578e-08
1873,3.896888927101827e-07,6.405024777222934e-08
1874,3.8356989762178273e-07,3.883495836021211e-08
1875,4.7374246037179546e-07,4.405575992905142e-08
1876,3.603424829634605e-07,4.413590914964516e-08
1877,4.391219476929109e-07,6.246663986075873e-08
1878,3.726117654423433e-07,5.3747889694477635e-08
1879,4.3437302110760356e-07,5.681672377022551e-08
1880,4.216524871480942e-07,5.0059199452334724e-08
1881,3.067903264764027e-07,4.462404845639867e-08
1882,3.753637258796516e-07,4.3925542314582344e-08
1883,3.6715360351990967e-07,2.211768546089843e-08
1884,3.6903486488881754e-07,3.300848305798354e-08
1885,3.519317033351399e-07,4.640857653726016e-08
1886,3.7623695448019134e-07,3.743009102663564e-08
1887,3.3623962281126296e-07,4.113222473733913e-08
1888,3.9502029380855674e-07,4.311618084784641e-08
1889,4.072338981586654e-07,4.1349903057152915e-08
1890,3.041235459022573e-07,2.4251230357208442e-08
1891,3.1616130513612006e-07,4.971891698346553e-08
1892,3.6921537116541003e-07,3.384996816180319e-08
1893,3.0976835319052043e-07,3.202376674948937e-08
1894,3.257895855313109e-07,4.348062176973144e-08
1895,3.2319960041604645e-07,4.213030280197927e-08
1896,3.2079836387310934e-07,6.368791360955584e-08
1897,2.936663747732382e-07,2.9133568446582103e-08
1898,2.885761034576717e-07,3.1120951149432585e-08
1899,2.6255997909174766e-07,4.09040801230276e-08
1900,3.5247251162218163e-07,4.5162163786471865e-08
1901,3.6382689927449974e-07,3.297355988252093e-08
1902,3.181863803547458e-07,3.1425816615637814e-08
1903,2.9107187060617434e-07,4.104167317109386e-08
1904,2.810928947383218e-07,2.956043942958786e-08
1905,2.9932402867416386e-07,3.354493216534138e-08
1906,2.942473429357051e-07,6.07013745934637e-08
1907,3.3171340874105226e-07,2.7771354993433306e-08
1908,3.727744228854135e-07,4.272908427083166e-08
1909,3.729666957497102e-07,4.8408654862441836e-08
1910,3.104951531440747e-07,3.740905540894346e-08
1911,3.51144706201012e-07,3.830669470517023e-08
1912,2.979788860102417e-07,4.375913675858101e-08
1913,3.224217834940646e-07,7.742364971363713e-08
1914,3.0805020401203365e-07,4.486818383497848e-08
1915,3.180805663305364e-07,8.599955947374838e-08
1916,2.593041017462383e-07,8.789969285771804e-08
1917,3.1034980452204763e-07,7.23783983858084e-08
1918,3.308076372832147e-07,6.432370724951397e-08
1919,3.5726452551898547e-07,4.9722380879302364e-08
1920,3.664960104288184e-07,4.316171953178127e-08
1921,2.854925753581483e-07,4.922285867792198e-08
1922,3.4086062328242406e-07,6.935259477813815e-08
1923,3.1104727327146975e-07,4.564857647437748e-08
1924,2.771699314507714e-07,5.285566118118368e-08
1925,2.5955699811675004e-07,3.629398648286042e-08
1926,3.076334280649462e-07,4.346993875969929e-08
1927,3.1329321359407913e-07,7.024011949852138e-08
1928,3.0621791324847436e-07,7.084145892122251e-08
1929,2.863084489490575e-07,6.015819309368453e-08
1930,2.930505331733002e-07,5.2518018378577835e-08
1931,3.079446173614997e-07,3.307553342324354e-08
1932,2.816600783717149e-07,3.06867029564728e-08
1933,3.028254695891519e-07,4.817677989876756e-08
1934,3.4866397413679806e-07,4.073737258636356e-08
1935,2.96813453815048e-07,5.0266791618014395e-08
1936,2.534065401960106e-07,3.15242587589637e-08
1937,2.6063614200211305e-07,4.1550688223424004e-08
1938,2.696764624943171e-07,3.1116513810047763e-08
1939,2.3858717668190366e-07,3.364691281149135e-08
1940,2.5357829258609854e-07,4.057252667166722e-08
1941,2.715382265705557e-07,5.60785480274717e-08
1942,3.610711871715466e-07,3.3376331032286544e-08
1943,3.135494068828848e-07,3.193558839598154e-08
1944,2.69907644678824e-07,3.213186161588055e-08
1945,2.940980436960672e-07,5.446259976338297e-08
1946,2.7006942104890186e-07,5.150808490839154e-08
1947,3.349764767790475e-07,2.9802176726434482e-08
1948,2.696228307286219e-07,2.8266908813634473e-08
1949,2.5033369865923305e-07,3.5341230386620737e-08
1950,2.509945318251994e-07,2.8715476219076663e-08
1951,2.7293188509247557e-07,3.0918066329377325e-08
1952,2.6362010885350173e-07,4.007025466989944e-08
1953,2.499527909094468e-07,3.770839640537815e-08
1954,2.1597304566967068e-07,5.863521579385633e-08
1955,2.355787529495501e-07,2.3464020060259827e-08
1956,2.0058625693764043e-07,3.1396108823855684e-08
1957,2.3501200985265314e-07,3.445664731316356e-08
1958,2.3658616044031078e-07,3.391619785020339e-08
1959,2.0074436690720177e-07,4.1854036680888385e-08
1960,2.3323208608871937e-07,2.9759583242139342e-08
1961,2.2720480785665131e-07,3.126671543896009e-08
1962,2.06747785114203e-07,3.297817485758969e-08
1963,2.256652607002252e-07,4.073613624200334e-08
1964,2.4396712205998483e-07,2.7377858202726202e-08
1965,2.7086613840765494e-07,3.228505462971043e-08
1966,2.9135532031432376e-07,3.378835700118543e-08
1967,2.558844300892815e-07,4.092178684800274e-08
1968,2.631969664435019e-07,5.61426993783698e-08
1969,2.1664185112513223e-07,1.9075383050903838e-08
1970,2.52010124768276e-07,2.483311511980446e-08
1971,2.1118813720022445e-07,3.699646100585596e-08
1972,1.898154380342021e-07,2.0007572487656944e-08
1973,1.7752516612290492e-07,3.3079221140042137e-08
1974,1.406392868830153e-07,1.4626486688484874e-08
1975,1.9019229569039453e-07,1.9419033492340532e-08
1976,1.7483392866779468e-07,1.7711933253394818e-08
1977,1.798295272692485e-07,1.3516598507123945e-08
1978,2.0198010020067159e-07,2.198018833610149e-08
1979,1.7263320728488907e-07,1.521513048885481e-08
1980,1.637323379100053e-07,2.21720881654619e-08
1981,2.04315256269183e-07,2.0874313833019187e-08
1982,1.6325731166944024e-07,1.6760255405756652e-08
1983,1.7556578768562758e-07,1.3893695083311286e-08
1984,1.4729481279118772e-07,1.797692661398287e-08
1985,1.6302162464398862e-07,1.804667348892508e-08
1986,1.7503897709048033e-07,2.6375735373562748e-08
1987,1.3504904927685857e-07,2.261002229886344e-08
1988,1.5231246663915954e-07,2.338656024392094e-08
1989,1.542162380019363e-07,1.8110803523541108e-08
1990,1.6999790375393786e-07,1.7435683119515488e-08
1991,1.6119028600769525e-07,1.4067516929117119e-08
1992,2.0276594625556754e-07,1.983579878128694e-08
1993,1.606370148010683e-07,2.2156829260211452e-08
1994,1.5191788804713724e-07,1.6879765141197822e-08
1995,1.615890283801491e-07,2.6570008415660595e-08
1996,1.5960895893840643e-07,1.7615704450690828e-08
1997,1.5103917405667744e-07,1.7261619689179497e-08
1998,1.568714509403435e-07,1.8118891276230897e-08
1999,1.4670345649392402e-07,1.416762351880152e-08
2000,1.5330569169691444e-07,2.6066386382694873e-08
2001,1.498374473385411e-07,2.4534786646768225e-08
2002,1.6035271244163596e-07,2.4534839937473407e-08
2003,1.595931422571084e-07,2.1251306492331423e-08
2004,1.5152481580571475e-07,2.2464435645019876e-08
2005,1.396162332412132e-07,1.261049931144953e-08
2006,1.4412614746106556e-07,1.6059770402421236e-08
2007,1.4619794796999486e-07,1.2782334302130494e-08
2008,1.3666381448729226e-07,1.8732734474724566e-08
2009,1.4638351331086596e-07,4.1483275481368764e-08
2010,1.445480677375599e-07,1.7005655550406118e-08
2011,1.521940902193819e-07,1.3001504761689375e-08
2012,1.6748923314935382e-07,1.974466634635519e-08
2013,1.6483728870753112e-07,2.7333426189102283e-08
2014,1.7908232052832318e-07,4.980524082043303e-08
2015,2.1301289621078467e-07,2.3939014326401775e-08
2016,2.185263809906246e-07,4.2669604738421185e-08
2017,1.388617505426737e-07,1.8363962794865074e-08
2018,1.6263240354419395e-07,2.1942467398616827e-08
2019,1.9693625574745965e-07,5.076465470210678e-08
