year,devait_VERB ôter_VERB,devait_VERB oter_VERB
1800,1.2576657937302116e-08,0.0
1801,7.143547975374531e-09,0.0
1802,8.951360541686881e-09,0.0
1803,1.5602713787643552e-08,0.0
1804,1.730295728918918e-08,0.0
1805,8.528632911009026e-09,0.0
1806,2.881669125542885e-09,0.0
1807,2.8469550272802735e-08,0.0
1808,2.2660739951163578e-09,0.0
1809,4.518061036407062e-09,0.0
1810,1.1700633351097167e-08,0.0
1811,5.0141535368197765e-09,0.0
1812,0.0,0.0
1813,3.4508900625951355e-08,5.751483289628823e-09
1814,6.293354282149721e-09,0.0
1815,2.697223555614414e-09,0.0
1816,1.622322720606917e-08,0.0
1817,3.269434145636296e-08,0.0
1818,7.510341504257667e-08,0.0
1819,5.175524897538253e-09,0.0
1820,3.797273961936298e-08,0.0
1821,2.1695274909916407e-08,9.86148829262845e-10
1822,3.408709403629473e-08,0.0
1823,2.174191138237802e-08,0.0
1824,1.6842225392110777e-08,0.0
1825,2.0252519661312363e-08,0.0
1826,1.76159691278599e-08,0.0
1827,2.7651818612639545e-08,0.0
1828,2.7516904310687096e-08,0.0
1829,2.1432940755516938e-08,0.0
1830,2.5048406016026092e-08,0.0
1831,1.2472964883158966e-08,0.0
1832,2.705993829010822e-08,0.0
1833,1.6217079235048004e-08,0.0
1834,2.240287422239362e-08,0.0
1835,1.1344631900556124e-08,0.0
1836,1.8146025126952736e-08,0.0
1837,1.6003149028165353e-08,0.0
1838,3.597932263232906e-08,6.312161904276081e-10
1839,2.3771015378315496e-08,0.0
1840,9.554533164646273e-09,0.0
1841,2.43980835534785e-08,0.0
1842,1.542900918138912e-08,0.0
1843,4.252975926988256e-08,0.0
1844,1.5916826967554698e-08,5.488561272137815e-10
1845,6.41726245476093e-08,1.1160455892778032e-09
1846,4.2152407786488766e-08,0.0
1847,2.534815024546333e-08,0.0
1848,2.976732105253177e-08,0.0
1849,2.9327951622803994e-08,0.0
1850,7.467895635215882e-09,0.0
1851,1.7413483988093503e-08,0.0
1852,1.1067927019325907e-08,0.0
1853,2.8068079416243563e-08,0.0
1854,1.610655964157104e-08,0.0
1855,1.3798036491152743e-08,5.306937111981824e-10
1856,1.5531567143511893e-08,0.0
1857,1.513267733344037e-08,0.0
1858,1.663849857891364e-08,0.0
1859,1.6804172275897145e-08,0.0
1860,3.112485202905191e-08,0.0
1861,8.017138064531082e-09,4.715963730639317e-10
1862,3.11741068514948e-08,0.0
1863,6.493007020935693e-09,0.0
1864,1.821996598039277e-08,0.0
1865,2.9653119071326728e-08,0.0
1866,9.244664589402873e-09,4.865612912574591e-10
1867,8.73506067478047e-09,0.0
1868,1.679557115608077e-08,0.0
1869,2.6859355628516823e-08,0.0
1870,1.3761717099214366e-08,0.0
1871,1.4869648623516696e-08,2.1242354542039266e-09
1872,1.4513614310374123e-08,0.0
1873,1.496501056408306e-08,0.0
1874,2.2703515512034755e-08,0.0
1875,1.4303817685856757e-08,0.0
1876,1.6324239737741664e-08,0.0
1877,1.1751150275074451e-08,0.0
1878,1.509772218355465e-08,0.0
1879,1.2829582729523281e-08,1.221865053580018e-09
1880,5.776061406947974e-09,0.0
1881,1.2550513517339823e-08,6.972507571312292e-10
1882,1.3310770263785798e-08,1.3310770263785798e-09
1883,5.687405213450347e-09,0.0
1884,6.601696966868076e-09,0.0
1885,7.090199094506033e-09,6.445635691854079e-10
1886,5.162771099520569e-09,0.0
1887,1.0446279397058333e-08,0.0
1888,7.60873763994141e-09,0.0
1889,6.265136853755848e-09,0.0
1890,9.176140736144589e-09,0.0
1891,5.736798147637501e-09,0.0
1892,1.002961980134387e-08,0.0
1893,7.390100087434348e-09,0.0
1894,5.041231432301174e-09,0.0
1895,7.22233739480771e-09,0.0
1896,4.717623180994224e-09,0.0
1897,5.2440420894583895e-09,0.0
1898,1.6975064687230201e-09,0.0
1899,1.0502398950507086e-08,0.0
1900,5.19105292084987e-09,5.191053142894475e-10
1901,8.38310842965484e-09,0.0
1902,1.3748794991386148e-08,0.0
1903,1.6200660812870638e-09,5.400220270956879e-10
1904,1.3974025492302644e-08,0.0
1905,3.096455536422127e-09,0.0
1906,6.6874399351490865e-09,5.144184522798412e-10
1907,6.1714118260169926e-09,0.0
1908,6.875944702500192e-09,0.0
1909,3.300590023513905e-09,0.0
1910,9.085056262847502e-09,1.068830135508847e-09
1911,4.25629931299909e-09,0.0
1912,7.293189607793238e-09,0.0
1913,2.121195885607108e-09,0.0
1914,2.678697486047099e-09,0.0
1915,1.1780761921542648e-09,0.0
1916,7.69122365795738e-09,0.0
1917,4.386569774084137e-09,0.0
1918,1.1486376294556067e-09,0.0
1919,9.207848705727883e-09,9.207848372660976e-10
1920,7.572231730534895e-09,0.0
1921,9.087297137000405e-09,0.0
1922,7.377935484775833e-10,0.0
