year,est_VERB à_ADP,est_VERB a_ADP,est_VERB bas_ADV
1908,9.719933586893603e-05,2.2965655404050267e-06,1.2229358503645926e-07
1909,9.507955110166222e-05,2.5073481992876623e-06,1.3367390749863262e-07
1910,9.601996134733781e-05,2.3834911786480006e-06,1.5498036987082742e-07
1911,9.680687071522698e-05,2.330855835452894e-06,1.399258451328933e-07
1912,9.534438868286088e-05,2.2509908887968777e-06,1.6774336586422578e-07
1913,9.607797983335331e-05,2.3433912303971738e-06,1.5749878912174609e-07
1914,9.581365884514526e-05,3.0222405058566437e-06,1.4130128533906827e-07
1915,8.954203804023564e-05,2.3903165029537377e-06,1.2251992131950828e-07
1916,9.167388634523377e-05,2.9248624997535444e-06,1.637131816778492e-07
1917,9.500871237833053e-05,2.5672398891174453e-06,1.601097920911343e-07
1918,9.082622273126617e-05,3.246050056304739e-06,1.3553923849940475e-07
1919,9.423680603504181e-05,2.0487463103791015e-06,1.3351380800941115e-07
1920,0.00010022833157563582,1.9975547331796406e-06,1.726468781271251e-07
1921,9.976488945540041e-05,1.671305369654874e-06,1.4009582116614183e-07
1922,0.00010116035264218226,1.6917606302513377e-06,1.4682090920814517e-07
1923,0.00010127826681127772,1.4819864020410023e-06,1.6560879601001943e-07
1924,0.0001097554195439443,1.512187537855425e-06,1.3407289145561663e-07
1925,0.00010471365385456011,1.5133492325958287e-06,1.5947358633638942e-07
1926,0.00010537670459598303,1.304098148580124e-06,1.248367453854371e-07
1927,9.876875265035778e-05,1.3278727237775456e-06,1.8284728753314994e-07
1928,9.596160816727206e-05,1.180310007953267e-06,1.3139947441231925e-07
1929,9.964425407815725e-05,1.2376991236351387e-06,1.325708325339292e-07
1930,9.798076644074172e-05,1.317151870239286e-06,1.5545333553745877e-07
1931,0.00010683625441743061,1.230637934668266e-06,1.6993980977986212e-07
1932,9.890653018373996e-05,1.4773455774275135e-06,1.1945894584641792e-07
1933,9.953323024092242e-05,1.3741853592819098e-06,1.2158902507053426e-07
1934,9.843707084655762e-05,1.282029103322202e-06,1.749310740706278e-07
1935,9.153463179245591e-05,1.4505560130828599e-06,1.8670523616037826e-07
1936,9.918137948261574e-05,1.3991920582157036e-06,1.5519634644078906e-07
1937,9.661039075581357e-05,1.5121932364081658e-06,1.4605697629122005e-07
1938,9.285297710448503e-05,1.2265092976804226e-06,1.815130019622302e-07
1939,9.262535604648292e-05,1.4804640926513457e-06,1.7129336526977568e-07
1940,8.791306026978418e-05,2.550997649564124e-06,1.0650288118085882e-07
1941,8.708703535376117e-05,2.5264861847063003e-06,1.5938114472646703e-07
1942,8.965488814283162e-05,1.677919058806765e-06,1.4867637787574495e-07
1943,9.061578020919114e-05,1.634521410665002e-06,1.8580705329895864e-07
1944,9.387323370901868e-05,1.982535906108751e-06,2.3134940363433998e-07
1945,9.077172580873594e-05,1.8430144166359241e-06,1.808158316407571e-07
1946,0.00010214888607151806,1.5716927066478092e-06,1.9211124424600712e-07
1947,0.00011590067151701078,2.349603619222762e-06,1.692763618166282e-07
1948,0.00012133352720411494,3.273525408076239e-06,2.0330429606474354e-07
1949,0.0001083817332983017,2.468977584157983e-06,1.8750485253349325e-07
1950,0.00011441096285125241,1.9632876728792326e-06,1.7867407109406486e-07
1951,0.00010638160165399313,1.669575510732102e-06,2.24955570615748e-07
1952,0.00010021043271990493,1.4267119325950262e-06,2.0878711382010806e-07
1953,0.00010155517520615831,1.3704308656770081e-06,1.6807170766242052e-07
1954,9.974925342248753e-05,1.617354740801602e-06,2.013142506029908e-07
1955,9.99867552309297e-05,1.5486253346352896e-06,1.7269518082230206e-07
1956,9.715613123262301e-05,1.5418978875914036e-06,2.3285447525722702e-07
1957,8.980373968370259e-05,1.356178302103217e-06,2.0055536253948958e-07
1958,8.955944213084877e-05,1.1018628498504768e-06,1.9439771392626426e-07
1959,9.732149192132056e-05,1.1928401022487378e-06,2.154707914314713e-07
1960,9.21799655770883e-05,1.3869350539152947e-06,2.0070416439921246e-07
1961,9.094723645830527e-05,1.1943885454002157e-06,1.9454846267308312e-07
1962,8.79172730492428e-05,1.1472599652506688e-06,2.1118714244039438e-07
1963,9.162074275081977e-05,9.692613787137816e-07,2.0497388675266848e-07
1964,9.435808897251263e-05,1.5672302566827057e-06,1.5939997410896467e-07
1965,9.354348730994388e-05,1.4024846990423612e-06,1.7510538441456447e-07
1966,9.38989469432272e-05,1.3675975480964553e-06,2.3042551333674055e-07
1967,9.191871504299343e-05,1.0984787479628721e-06,2.080601575471519e-07
1968,9.107558435061947e-05,1.1197100207027688e-06,2.0301199299410655e-07
1969,8.998675912152976e-05,1.0863884511991273e-06,1.5305724332392856e-07
1970,9.372569184051827e-05,1.507002139078395e-06,2.0096427988391952e-07
1971,9.838181722443551e-05,1.1201706513475074e-06,1.8241311749989109e-07
1972,9.311216854257509e-05,1.1332494693760964e-06,1.6159962967776664e-07
1973,9.00383383850567e-05,1.0083649755188162e-06,1.8414100111385778e-07
1974,9.23746993066743e-05,1.123426613958145e-06,1.575160126776609e-07
1975,9.317936928709969e-05,1.0109320101037156e-06,1.59921441422739e-07
1976,9.361499542137608e-05,1.0832846726316347e-06,1.7769067994777288e-07
1977,8.972905925475061e-05,1.0742757154957872e-06,1.551470347749273e-07
1978,8.770154090598226e-05,1.0871281972413271e-06,1.5980191392372944e-07
1979,8.732607238925993e-05,1.0457476378178399e-06,1.363509767315918e-07
1980,9.041777229867876e-05,1.2609664281626465e-06,1.7112303396515927e-07
1981,8.671442628838122e-05,9.49465018607043e-07,1.6130151436755114e-07
1982,8.839483052724972e-05,1.1812877431793822e-06,1.8125906819932425e-07
1983,8.705157961230725e-05,8.538307412209178e-07,1.717765911735114e-07
1984,8.552725921617821e-05,8.959468118518998e-07,1.693310451855723e-07
1985,8.467078441753983e-05,1.0394884100151103e-06,1.4076405818741478e-07
1986,8.634936239104718e-05,8.644048250516789e-07,1.8762739273370244e-07
1987,8.518784306943417e-05,8.469591890047923e-07,1.3627121120407537e-07
1988,8.775776950642467e-05,1.000225168468205e-06,1.4871453402065526e-07
1989,8.469599561067298e-05,8.841365115586086e-07,1.481792963886619e-07
1990,8.71626180014573e-05,9.289949929325303e-07,1.2041518004934915e-07
1991,8.647185313748196e-05,7.531982930686354e-07,1.389167323395668e-07
1992,8.79552389960736e-05,8.132677820071876e-07,1.1570882918476855e-07
1993,8.693896961631253e-05,8.137095477422918e-07,1.3460274317367293e-07
1994,8.69777359184809e-05,7.754142217208937e-07,1.3556561384575616e-07
1995,8.798251656116918e-05,7.63481097010299e-07,1.0844901510154159e-07
1996,8.860538946464658e-05,1.0179742062632613e-06,1.19573257961747e-07
1997,9.148179378826171e-05,9.143863977101319e-07,1.5439560741015157e-07
1998,9.080663585336879e-05,8.053370308402918e-07,1.5782507034600712e-07
1999,8.937987877288833e-05,8.532565445307227e-07,1.293366977961341e-07
2000,9.154426516033709e-05,7.607849994428761e-07,1.475622468660731e-07
2001,8.976971730589867e-05,7.325386093270936e-07,1.5027556798941077e-07
2002,9.224224049830809e-05,8.854448623196731e-07,1.5816209497643285e-07
2003,9.090350795304403e-05,8.371348272362411e-07,1.579263795292718e-07
2004,9.176105231745169e-05,6.378137697993225e-07,1.713463859687181e-07
2005,9.049024083651602e-05,8.696740394498192e-07,1.6889060816538404e-07
2006,9.244621469406411e-05,8.935821256272902e-07,1.7048064648861327e-07
2007,9.16401477297768e-05,6.455078960243554e-07,1.7296096643804049e-07
2008,9.122075425693765e-05,7.76556994708244e-07,1.7625799841880507e-07
2009,8.851481834426522e-05,7.238116381813597e-07,1.7356221349018597e-07
2010,8.731459092814475e-05,7.142375224589159e-07,1.8186602801506524e-07
2011,8.749018161324784e-05,5.361208756937685e-07,2.0802407618703e-07
2012,8.629712829133496e-05,4.2076564454873733e-07,2.0323388127962971e-07
2013,7.973940955707803e-05,3.782053639156402e-07,1.6344272069090948e-07
2014,7.986032142071053e-05,1.94456980295854e-07,1.7626723547436995e-07
2015,7.871103298384696e-05,2.0591985361306797e-07,1.7533110963086074e-07
2016,8.027374860830605e-05,2.286759368530511e-07,1.733711627593948e-07
2017,8.073502249317244e-05,2.611204550362345e-07,1.6930064816733648e-07
2018,7.726407056907192e-05,2.000636669663436e-07,1.644394274080696e-07
2019,7.643448043381795e-05,1.854568054682204e-07,1.788242371958404e-07
