year,était_VERB au_ADP,était_VERB beau_ADV,etait_VERB au_ADP,etait_VERB beau_ADV
1867,9.03447926248191e-06,4.3481190914462786e-07,5.338092634588065e-09,4.85281148598915e-10
1868,8.477318260702305e-06,3.6900860322930384e-07,1.0373735981339394e-08,0.0
1869,9.139505891653243e-06,3.921465747680486e-07,2.5882651355502162e-08,0.0
1870,8.927340786613058e-06,3.325748423321784e-07,8.027668307875047e-09,5.734048791339319e-10
1871,8.707241249794606e-06,3.7280332776390424e-07,1.5931766128574054e-08,0.0
1872,9.233077435055748e-06,3.731208266799513e-07,1.2699412965666568e-08,6.047339295989218e-10
1873,8.127796718326863e-06,3.49582649050717e-07,1.2570609775330865e-08,5.986004469882289e-10
1874,9.236147889168933e-06,3.4533240977907553e-07,6.572069888299836e-09,0.0
1875,8.740204975765664e-06,3.4558024708530866e-07,5.721527251978387e-09,0.0
1876,8.483768397127278e-06,3.6094706956646405e-07,7.255217537860403e-09,6.04601479992084e-10
1877,8.591946425440256e-06,2.869754496259702e-07,6.184816214727107e-09,0.0
1878,8.56161568663083e-06,2.8564889476001554e-07,1.0870359723469392e-08,6.039088673581716e-10
1879,8.568939847464208e-06,3.4639873547348543e-07,8.55305515301552e-09,6.10932526790009e-10
1880,7.938234375615139e-06,3.1575802950101206e-07,1.0268554007097919e-08,0.0
1881,8.101356797851622e-06,3.5280888255329046e-07,9.761510710859511e-09,0.0
1882,8.253343366959598e-06,3.673772539514175e-07,7.986461936226874e-09,0.0
1883,8.058421371970326e-06,3.4693169936872437e-07,5.0554711528150165e-09,0.0
1884,8.287770469905809e-06,3.0763908398512285e-07,3.300848483434038e-09,0.0
1885,8.139548299368471e-06,2.906981819705834e-07,7.7347630522695e-09,0.0
1886,7.729313438176177e-06,3.646207176188909e-07,8.389503092232076e-09,0.0
1887,7.4116351242992096e-06,3.1404127298628737e-07,1.3710741431083306e-08,0.0
1888,7.849681423977017e-06,3.1639666531191324e-07,1.0144983297877275e-08,0.0
1889,7.586454103147844e-06,3.470885872047802e-07,8.14467782106476e-09,0.0
1890,7.314695267268689e-06,3.27719334336507e-07,9.83157938394541e-09,0.0
1891,7.239201750053326e-06,3.0405030315705517e-07,8.92390783491237e-09,0.0
1892,7.515319339290727e-06,2.7017287607122853e-07,1.567128071755519e-08,0.0
1893,7.736818588455208e-06,3.153109275899624e-07,1.046930819814662e-08,0.0
1894,7.505763278459199e-06,2.9743264917669876e-07,1.07126170156846e-08,6.301539290376468e-10
1895,7.680353519390337e-06,3.195884232809476e-07,9.027921521465032e-09,0.0
1896,7.210297553683631e-06,3.320027417430538e-07,9.435246584033052e-09,0.0
1897,7.077709142322419e-06,3.2687862017155567e-07,9.322741911788057e-09,0.0
1898,6.979580575716682e-06,2.472701225997298e-07,6.7900258748920805e-09,0.0
1899,7.390372502413811e-06,2.736151429871825e-07,1.2713430308508578e-08,5.527578395003729e-10
1900,7.004287908785045e-06,2.829123957326374e-07,6.7483690857628176e-09,1.5573159428683425e-09
1901,6.6584234446054325e-06,2.60994113432389e-07,1.676621691482083e-08,0.0
1902,5.914436769671738e-06,2.2194483051407587e-07,1.2275709337927765e-08,0.0
1903,6.845859388704412e-06,2.2086901196871622e-07,6.48026410310365e-09,0.0
1904,6.594127626158297e-06,2.7303096317154996e-07,1.0211787859759625e-08,5.374625189347171e-10
1905,6.734790531481849e-06,2.5236110445803206e-07,5.1607592088664944e-09,0.0
1906,6.540830781887053e-06,2.561803853495803e-07,8.745113522223846e-09,0.0
1907,6.473811026808107e-06,2.869706463570765e-07,9.771402076363955e-09,0.0
1908,6.722218131471891e-06,2.9959474545648845e-07,1.080505551698252e-08,4.911389073214423e-10
1909,7.04235935700126e-06,3.190570510014368e-07,1.1001967337165297e-08,0.0
1910,6.762488283129642e-06,3.067542593271355e-07,1.1222716089775986e-08,0.0
1911,6.63450646243291e-06,2.6123038310288393e-07,5.852411666396051e-09,0.0
1912,6.497711183328647e-06,2.8182969913359557e-07,9.897900277167082e-09,5.209421227725386e-10
1913,6.532222869282123e-06,2.895432373861695e-07,1.0605979317013237e-08,0.0
1914,6.329762072709855e-06,2.451008072057448e-07,1.1384464482233625e-08,0.0
1915,6.67380163577036e-06,2.179440912186692e-07,8.246533234057551e-09,0.0
1916,6.469417712651193e-06,2.922664918969531e-07,1.538244731591476e-08,0.0
1917,6.971356015128549e-06,2.215217733692043e-07,2.522277586791688e-08,0.0
1918,6.658652182522928e-06,3.698613113556348e-07,1.4932289182922887e-08,0.0
1919,6.471275810326915e-06,2.486119115019392e-07,1.7494911408455494e-08,0.0
1920,6.426553227356635e-06,2.604847679776867e-07,9.086678076641874e-09,0.0
1921,6.256604137888644e-06,3.657636966636346e-07,1.4388219726768625e-08,0.0
1922,6.5552958403714e-06,3.268425530222885e-07,3.6889677978990676e-09,0.0
1923,6.506514637294458e-06,3.5457267699712247e-07,1.1677542488541803e-08,0.0
1924,6.5283184085274115e-06,3.906162078237685e-07,6.445812328337297e-09,0.0
1925,6.545015821757261e-06,3.475424250609649e-07,1.5397448649423495e-08,3.299453377181294e-09
1926,6.522720013890648e-06,3.767394787246303e-07,4.458455382660986e-09,1.1146138456652466e-09
1927,7.399740752589423e-06,3.4674090443331806e-07,1.2264147031260109e-08,0.0
1928,6.331169515760848e-06,3.2564216212449537e-07,9.140832757381645e-09,0.0
1929,6.744402071490185e-06,3.6206321851750545e-07,8.912325100141061e-09,0.0
1930,6.378838406817522e-06,3.4977000495928223e-07,8.402883056035648e-09,0.0
1931,5.80418600293342e-06,2.486367804976908e-07,9.124285327288817e-09,0.0
1932,6.434343958972022e-06,2.476855343047646e-07,1.2055489939655217e-08,0.0
1933,6.3318057073047385e-06,2.248249728609153e-07,8.02946376055047e-09,0.0
1934,6.121389105828712e-06,2.7437818062026054e-07,8.38710612072191e-09,0.0
1935,6.011669029248878e-06,2.8364834747662826e-07,2.5133395809007197e-08,0.0
1936,5.7058905440499075e-06,2.364319300340867e-07,9.699771208460106e-09,0.0
1937,5.833464911120245e-06,3.4499663570386474e-07,1.8886676889096066e-08,0.0
1938,5.831753242091509e-06,3.0338603096424777e-07,1.6854778905894818e-08,0.0
1939,5.845386112923734e-06,2.844693369752349e-07,4.588215141154706e-09,0.0
1940,5.715654879168142e-06,2.3582781238928874e-07,1.5214697057785997e-08,0.0
1941,5.89119918004144e-06,2.7448973582977487e-07,1.1806010391524069e-08,0.0
1942,5.816583779960638e-06,3.0948959306442703e-07,3.034211770724937e-09,0.0
1943,6.439375738409581e-06,3.745173557945236e-07,1.1612940831184915e-08,0.0
1944,6.378174475685228e-06,3.084658715124533e-07,6.4263723231761105e-09,0.0
1945,6.947249403310707e-06,3.8777372424192436e-07,1.5249527862692958e-08,4.357008087652048e-09
1946,6.4287660279660486e-06,3.8422248849201424e-07,1.6705325123211878e-08,0.0
1947,6.447999112424441e-06,2.956375908524933e-07,1.5497132688224724e-08,0.0
1948,6.043682333256584e-06,3.0658722494081303e-07,6.523132700664291e-09,1.0871887834440486e-09
1949,5.714480721508153e-06,2.4051669811342435e-07,1.178041031391075e-08,0.0
1950,5.570802386500873e-06,2.999171897499764e-07,7.444752814222966e-09,0.0
1951,6.181480785016902e-06,3.123790577319596e-07,1.1727541826545007e-08,0.0
1952,5.971522568870569e-06,3.100172421000025e-07,1.7926167217297007e-08,0.0
1953,5.659491307596909e-06,3.048993164611602e-07,1.1851209791302608e-08,0.0
1954,5.821499598823721e-06,3.606065774874878e-07,1.9545072227344917e-09,0.0
1955,5.620102001557825e-06,2.909538352469099e-07,1.595553333899602e-08,0.0
1956,5.547517957893433e-06,3.2791493254080706e-07,1.2209597777257386e-08,0.0
1957,5.730405518988846e-06,2.712356490519596e-07,5.301022731885041e-09,0.0
1958,5.782298103440553e-06,3.2758083534645266e-07,9.099467679352102e-09,8.272243445794913e-10
1959,5.360417162592057e-06,2.6817588150152005e-07,6.200598368089061e-09,0.0
1960,5.657089332089527e-06,3.079770749536692e-07,7.612916630428401e-09,0.0
1961,5.694016635970911e-06,3.251738576182106e-07,2.153929390402709e-08,2.08444772553662e-09
1962,6.0546658460225444e-06,2.853880403108633e-07,1.4586500007851555e-08,0.0
1963,5.657796464220155e-06,3.4916686786345963e-07,1.0345685197421517e-08,0.0
1964,5.756042355642421e-06,3.04198408684897e-07,7.30076216148845e-09,0.0
1965,5.773552857135655e-06,2.500723894627299e-07,1.4227312661319047e-08,1.0944086747954884e-09
1966,5.870311269973172e-06,2.9246314170450205e-07,5.539074754423723e-09,0.0
1967,5.805470209452324e-06,3.130762991077063e-07,1.627010748350699e-08,0.0
1968,6.161324108688859e-06,2.847557709628745e-07,1.392338955241712e-08,0.0
1969,5.56819486519089e-06,2.5570096795490826e-07,9.083515689622956e-09,0.0
1970,5.26278108736733e-06,2.5338974296573724e-07,1.057706744411746e-08,4.5987250119061684e-10
1971,5.28073087480152e-06,2.471569189310685e-07,1.3873673321285196e-08,0.0
1972,5.181448159419233e-06,2.457340428918542e-07,1.179933784012377e-08,0.0
1973,5.236440756561933e-06,2.7180095685253036e-07,1.3783009178425232e-08,0.0
1974,4.93868947160081e-06,1.9689500163622142e-07,1.2938814686336286e-08,0.0
1975,4.755949703394435e-06,1.736289902964927e-07,1.5420996479775795e-08,0.0
1976,5.02333296026336e-06,2.325405432657135e-07,1.0284348428424295e-08,0.0
1977,5.040515588916605e-06,2.1567790042809065e-07,8.22749424145286e-09,2.938390863960194e-09
1978,5.319799583958229e-06,2.322771166518578e-07,1.5445537515645924e-08,0.0
1979,5.09121673530899e-06,2.4519769681319303e-07,1.4629933375864823e-08,5.851973350345929e-10
1980,5.104128376842709e-06,2.3252266601048177e-07,1.1938816268930452e-08,0.0
1981,5.16860654897755e-06,2.485940910901263e-07,1.1385989540091401e-08,1.8976649140967083e-09
1982,5.434668310044799e-06,2.1726258125909226e-07,1.738100596782033e-08,0.0
1983,5.249922196526313e-06,2.0019551527639123e-07,8.209910973278056e-09,0.0
1984,5.306092589307809e-06,2.452980538691918e-07,9.278413815039244e-09,0.0
1985,5.443478585220873e-06,2.2558342038792034e-07,9.624893104742682e-09,0.0
1986,5.475363195728278e-06,2.4877115833987773e-07,2.997242765090391e-08,5.994485463567401e-10
1987,5.401961971074343e-06,2.3648861713354563e-07,8.555143260480236e-09,0.0
1988,5.44906833965797e-06,2.24271119009245e-07,1.3792073927376691e-08,0.0
1989,5.399763267632807e-06,2.52453617122228e-07,1.2073868349560257e-08,5.488122178931576e-10
1990,5.213813892623875e-06,1.9887576740984514e-07,1.5801088049105516e-08,0.0
1991,5.677415174432099e-06,2.2801098964464472e-07,9.378344600907695e-09,0.0
1992,5.654304914060049e-06,2.1213284639998164e-07,8.264916417921597e-09,0.0
1993,5.524251719180029e-06,2.442790503209835e-07,6.64704896680135e-09,0.0
1994,5.510715709533542e-06,2.2365688323588984e-07,1.6352272202979634e-08,0.0
1995,5.680559297616128e-06,2.196092623307777e-07,8.675921092660133e-09,0.0
1996,5.557487838814268e-06,2.3380843572340382e-07,8.007138063703678e-09,0.0
1997,5.609546860796399e-06,1.8843935833956493e-07,1.5343662340683295e-08,4.79489448146353e-10
1998,5.7866018323693424e-06,2.145658157814978e-07,3.0516027038629545e-08,4.768129224785866e-10
1999,5.614035217149649e-06,2.088581965153935e-07,1.690974427148717e-08,4.570201161957499e-10
2000,5.472615612234222e-06,2.19576165250146e-07,1.0603275923948274e-08,0.0
2001,5.626790425594663e-06,2.1774621927761473e-07,9.638665865452367e-09,0.0
2002,5.887047336727846e-06,2.2694727874750242e-07,7.448076710936391e-09,0.0
2003,6.123710136307636e-06,2.7501690169629e-07,7.91715359937939e-09,0.0
2004,6.100635800976306e-06,2.356563300054404e-07,7.92862434040309e-09,0.0
2005,6.102580755396048e-06,2.1527922910991037e-07,1.216012357474483e-08,0.0
2006,6.370787559717428e-06,2.54897372542473e-07,1.029472451730129e-08,4.1178899179428186e-10
2007,6.924829449417302e-06,3.5670700526679866e-07,6.790614959228947e-09,0.0
2008,7.200607797130942e-06,3.9977359733711637e-07,7.2376473703172906e-09,0.0
2009,7.638167517143302e-06,4.3199824517614616e-07,4.76819250749827e-09,0.0
2010,8.917576451494824e-06,5.186724933992082e-07,7.558068837454357e-09,0.0
2011,9.417295586899854e-06,5.143242560734507e-07,3.82397197240536e-09,3.82397197240536e-10
2012,1.1385863217583392e-05,6.713186166962259e-07,6.127654827992046e-09,0.0
2013,1.1943870049435645e-05,7.140159823393333e-07,5.299337524355963e-09,0.0
2014,1.2907785276183859e-05,8.336963901456329e-07,3.4647122532094343e-09,0.0
2015,1.2684352441283409e-05,8.429636295659293e-07,2.881548111233201e-09,0.0
2016,1.2870063983427826e-05,8.304002108161512e-07,2.485607997204653e-09,0.0
2017,1.2344607966952026e-05,7.556896548521763e-07,1.5093667982135628e-09,0.0
2018,1.3175547792343423e-05,8.54207314660016e-07,1.0842160336199669e-08,0.0
2019,1.2619480912690051e-05,7.678473252781259e-07,1.53059265262101e-09,0.0
