year,sont_VERB au_ADP,sont_VERB beau_ADV
1800,1.987740870390553e-05,2.5153315874604232e-08
1801,1.8630373233463615e-05,5.2386017301842e-08
1802,2.175628105760552e-05,8.503792514602537e-08
1803,2.439094168948941e-05,7.80135707145746e-08
1804,2.0323557691881433e-05,8.157108055684148e-08
1805,2.3902915927465074e-05,8.24434565060983e-08
1806,1.8059419744531624e-05,3.458002950651462e-08
1807,1.6173551557585597e-05,2.562259560079383e-08
1808,1.987346877285745e-05,4.758755522971114e-08
1809,1.8309441657038406e-05,4.51806094758922e-08
1810,1.5187422832241282e-05,2.3401266702194334e-08
1811,1.7075699361157604e-05,1.504245972228091e-08
1812,1.816368785512168e-05,2.9339290108509886e-08
1813,1.6840343960211612e-05,3.738464116054274e-08
1814,1.6173920812434517e-05,3.1466772298927026e-08
1815,1.8632419596542604e-05,3.236668177919455e-08
1816,1.9057657482335344e-05,5.3304887615013286e-08
1817,1.9666424122988246e-05,4.826307531402563e-08
1818,1.5545214409939945e-05,2.6226590676969863e-08
1819,1.648197758186143e-05,3.622867339458935e-08
1820,1.4373868907568976e-05,2.610625848831205e-08
1821,1.529615474282764e-05,2.7612166775270452e-08
1822,1.540736593597103e-05,2.5064039732569654e-08
1823,1.5197595530480612e-05,1.581229902569703e-08
1824,1.587211409059819e-05,2.189489300974401e-08
1825,1.6177360521396622e-05,2.201360693732113e-08
1826,1.4750731679669116e-05,2.6423952803611428e-08
1827,1.5767989680171013e-05,2.6730091917670507e-08
1828,1.5669958884245716e-05,3.0268594741755805e-08
1829,1.6446780136902817e-05,3.0006116702452346e-08
1830,1.6404617781518027e-05,3.444155893816969e-08
1831,1.6470550690428354e-05,1.2472964883158966e-08
1832,1.5425517631229013e-05,1.488296597074168e-08
1833,1.6774252799223177e-05,1.50587169400751e-08
1834,1.5901372535154223e-05,3.080395316601425e-08
1835,1.5970215827110223e-05,3.554651328840919e-08
1836,1.4504050341201946e-05,2.419469957715137e-08
1837,1.607759804755915e-05,2.0177884252348122e-08
1838,1.5493833416257985e-05,2.7142295522253335e-08
1839,1.5012794392532669e-05,1.5381244722334486e-08
1840,1.4784684026381001e-05,1.7835128929277744e-08
1841,1.5317502402467653e-05,1.1556987367100646e-08
1842,1.4503269085253123e-05,2.1466448174578545e-08
1843,1.5114604138943832e-05,6.497602011990011e-09
1844,1.3899232726544142e-05,9.879410178825765e-09
1845,1.4047107470105402e-05,2.9575208060350633e-08
1846,1.4751586604688782e-05,2.985795788390533e-08
1847,1.4180942343955394e-05,9.168480197274675e-09
1848,1.4561851457983721e-05,2.091757700384278e-08
1849,1.4943010683055036e-05,1.4245005175439474e-08
1850,1.3995515473652631e-05,9.504594444820214e-09
1851,1.3996572306496091e-05,2.0638204034639784e-08
1852,1.5135065041249618e-05,1.3021090872200602e-08
1853,1.580770367581863e-05,2.6276499198729653e-08
1854,1.4587347322958522e-05,2.234135720868835e-08
1855,1.456701193092158e-05,1.8043586180738203e-08
1856,1.4144598935672548e-05,1.6049286344355096e-08
1857,1.438971230527386e-05,2.6848299583548396e-08
1858,1.3220265827840194e-05,1.1744822003834088e-08
1859,1.3226411283540074e-05,1.323965115318515e-08
1860,1.344273186987266e-05,1.876645328025006e-08
1861,1.3483411748893559e-05,2.4994607272788016e-08
1862,1.4251987522584386e-05,1.536115412648087e-08
1863,1.3567388123192359e-05,1.548332484446746e-08
1864,1.4009715414431412e-05,1.726102105692462e-08
1865,1.405463717674138e-05,1.7886009118228685e-08
1866,1.3823206245433539e-05,2.5301186923343266e-08
1867,1.4240090422390494e-05,1.7955402498159856e-08
1868,1.480332048231503e-05,1.9265508299781686e-08
1869,1.4678881598229054e-05,1.7580669364747337e-08
1870,1.4330535123008303e-05,2.752343419842873e-08
1871,1.4912133337929845e-05,3.3987767267262825e-08
1872,1.397116830048617e-05,2.4189358072135292e-08
1873,1.4496306903311051e-05,2.3944018323618366e-08
1874,1.4612101949751377e-05,1.7923827755339516e-08
1875,1.4429691873374395e-05,2.7463329388410784e-08
1876,1.6093281374196522e-05,3.023007266733657e-08
1877,1.5947547581163235e-05,1.6699003069220453e-08
1878,1.4866424862702843e-05,2.6571990829893366e-08
1879,1.5545178030151874e-05,2.2604503158163425e-08
1880,1.4225156519387383e-05,1.9895322722618403e-08
1881,1.530186455056537e-05,2.998178416646624e-08
1882,1.4902072507538833e-05,2.3959387362992857e-08
1883,1.4812530025665183e-05,1.1374810426900694e-08
1884,1.5217571672110353e-05,3.300848305798354e-08
1885,1.594456989550963e-05,2.4493415295978593e-08
1886,1.5239855201798491e-05,1.8069698626277386e-08
1887,1.4706402907904703e-05,2.4809914123125054e-08
1888,1.4347542673931457e-05,1.8387781963724592e-08
1889,1.5039460777188651e-05,2.944614330147033e-08
1890,1.4830609870841727e-05,2.7528423984790606e-08
1891,1.4675366401206702e-05,1.529812720946211e-08
1892,1.4248328625399154e-05,3.2596265242545996e-08
1893,1.5296274796128273e-05,2.4017824173938607e-08
1894,1.5037993762234692e-05,2.142523314319078e-08
1895,1.4179855497786775e-05,1.3240951446391591e-08
1896,1.4161125363898464e-05,1.3563166589847242e-08
1897,1.4602909686800558e-05,2.2141511735185304e-08
1898,1.4613833627663553e-05,1.4711722506888236e-08
1899,1.4287684280134272e-05,2.3768587098516036e-08
1900,1.4481999642157461e-05,3.1665425836990835e-08
1901,1.441726999473758e-05,2.3472702892490815e-08
1902,1.3569077964348253e-05,1.8659077838378835e-08
1903,1.4200959412846714e-05,2.052083658554693e-08
1904,1.414010148437228e-05,2.3110889202371254e-08
1905,1.3539767678594217e-05,1.9610883583709438e-08
1906,1.3674785805051215e-05,1.8519063615940468e-08
1907,1.3434650099952705e-05,2.4171363577352167e-08
1908,1.3903651051805355e-05,1.7189861978295085e-08
1909,1.3729904821957462e-05,2.585462333115629e-08
1910,1.316959060204681e-05,1.1757131268552712e-08
1911,1.3301999388204422e-05,1.9685383989553884e-08
1912,1.2791212611773517e-05,2.6047105805560022e-08
1913,1.2983839951630216e-05,2.227255713194154e-08
1914,1.3315805517777335e-05,2.343860217024485e-08
1915,1.3739902897214051e-05,1.8849219074468238e-08
1916,1.3262965694593731e-05,2.5271162940043723e-08
1917,1.2694732504314743e-05,1.973956464951243e-08
1918,1.2065289411111735e-05,2.8715941624568586e-08
1919,1.1622146303125191e-05,1.749491218561161e-08
1920,1.1408324098738376e-05,1.1358347151713133e-08
1921,1.1484828974062111e-05,1.5902768879527684e-08
1922,1.106468971556751e-05,1.696925089333945e-08
1923,1.1577752957236953e-05,8.492758496458919e-09
1924,1.1330448614899069e-05,9.02413699321869e-09
1925,1.1115858796983957e-05,7.698724324711748e-09
1926,1.0832932275661733e-05,1.4489979882625903e-08
1927,1.1473667655081954e-05,5.574612327308159e-09
1928,1.0770186236186419e-05,7.998228745975666e-09
1929,1.112703830585815e-05,6.684243825105796e-09
1930,1.1364899364707526e-05,1.470504518152893e-08
1931,1.1225151865801308e-05,1.1405356659111021e-08
1932,1.0714043128245976e-05,1.53433514782364e-08
1933,1.055989196174778e-05,1.605892663292252e-08
1934,1.0120840670424514e-05,8.38710612072191e-09
1935,1.0465068044140935e-05,1.555876849579363e-08
1936,1.0887993994401768e-05,9.699771652549316e-09
1937,1.0208878848061431e-05,1.1332006444320086e-08
1938,1.060295198840322e-05,1.4261735792331365e-08
1939,1.0753246897365898e-05,1.2235240376412548e-08
1940,1.028259976010304e-05,7.607348528892999e-09
1941,1.061065177054843e-05,2.3612020783048138e-08
1942,1.0926196409855038e-05,6.068423541449874e-09
1943,1.0919067790382542e-05,8.709705845433291e-09
1944,1.0420362741569988e-05,0.0
1945,9.968834092433099e-06,1.3071024262956144e-08
1946,9.701617273094598e-06,5.568441707737293e-09
1947,9.959887393051758e-06,5.960435700558264e-09
1948,1.0815354471560568e-05,5.435944139264848e-09
1949,1.1221822205698118e-05,1.3743811422273211e-08
1950,9.883441634883638e-06,3.190608444114673e-09
1951,1.0411925359221641e-05,5.330700769690111e-09
1952,9.988038073061034e-06,9.490323193972472e-09
1953,1.025991605274612e-05,1.0773827163745864e-08
1954,9.80869481281843e-06,9.772536557761669e-09
1955,9.979717106034514e-06,5.631364707880948e-09
1956,9.745003808347974e-06,7.849027205963921e-09
1957,9.791871889319737e-06,1.236905244894615e-08
1958,9.778618732525501e-06,4.9633461784992505e-09
1959,9.554346434015315e-06,1.1626121398933265e-08
1960,9.550750291964505e-06,5.536666680683311e-09
1961,9.978946764022112e-06,1.042223907177231e-08
1962,9.797688107937574e-06,5.0735651235811474e-09
1963,9.983586096495856e-06,7.759263453976928e-09
1964,1.023445111059118e-05,4.258777774879263e-09
1965,1.0312613085261546e-05,9.302473458205895e-09
1966,1.0634469617798459e-05,6.6468897053084675e-09
1967,1.0044079317594878e-05,3.944268467392931e-09
1968,1.0479371667315718e-05,7.635406973349745e-09
1969,1.1042830010410398e-05,7.2668124850849836e-09
1970,1.0043615475296974e-05,7.3579600190498695e-09
1971,1.016066744341515e-05,6.166076982339064e-09
1972,1.0141787242901046e-05,6.669190977248718e-09
1973,1.0086406291520689e-05,1.6539611902288698e-09
1974,1.0019142791861668e-05,6.750686232237513e-09
1975,9.722652976051904e-06,3.4268881066168433e-09
1976,9.843263796938118e-06,7.427584769459372e-09
1977,1.0096311598317698e-05,8.815172591880582e-09
1978,1.004435216600541e-05,7.128709622605811e-09
1979,9.82604888122296e-06,1.7555920051037788e-09
1980,9.979145033867098e-06,5.116635559687666e-09
1981,1.0189827662543394e-05,5.060439622894819e-09
1982,1.0477642717887647e-05,6.828252629986764e-09
1983,9.902415513352025e-06,3.157658134966823e-09
1984,1.0173200280405581e-05,8.118611560803402e-09
1985,1.0083879715239163e-05,1.8046674155058895e-09
1986,1.0252967513224576e-05,2.3977941854269602e-09
1987,1.0129289876203984e-05,4.277571630240118e-09
1988,1.006581533147255e-05,7.195864348830128e-09
1989,1.0219432624580804e-05,3.2928733073589456e-09
1990,1.034807792166248e-05,3.2691906959314565e-09
1991,1.0323212336516008e-05,4.10302547493302e-09
1992,1.0521238436922431e-05,3.30596661157756e-09
1993,1.0554405889706686e-05,4.4313659408601325e-09
1994,1.075768523151055e-05,1.5824779264761446e-09
1995,1.08167050711927e-05,4.337960657352369e-09
1996,1.0925473361567128e-05,2.135236876199542e-09
1997,1.1358146366546862e-05,6.233362714880286e-09
1998,1.1370080756023526e-05,5.72175506974304e-09
1999,1.1538387298060115e-05,3.1991407301035224e-09
2000,1.189820068248082e-05,3.97622823555821e-09
2001,1.1769687262130901e-05,4.381211837767296e-09
2002,1.1616371011768933e-05,1.752488598683044e-09
2003,1.1829060895252042e-05,1.6667691671301554e-09
2004,1.1485934010124765e-05,3.523833003171717e-09
2005,1.209932361234678e-05,3.602999676388663e-09
2006,1.2040710316796321e-05,4.529678854225949e-09
2007,1.1842433195852209e-05,1.5977917877663117e-09
2008,1.1974048902629875e-05,2.9802078582719105e-09
2009,1.1568588888621889e-05,3.337734755248789e-09
2010,1.111602978198789e-05,3.3066551718974324e-09
2011,1.123597667174181e-05,4.206369030868018e-09
2012,1.0675055818865076e-05,6.808505315092361e-09
2013,9.740740097186062e-06,1.1156500168141292e-09
2014,9.390885679749772e-06,2.165445156521173e-09
2015,9.525289897283074e-06,1.7732603163622684e-09
2016,9.699049769551493e-06,3.1070099826280284e-09
2017,9.870001122180838e-06,1.509366853724714e-09
2018,9.190795935865026e-06,3.0977600484760615e-09
2019,9.128964848059695e-06,2.04079020349468e-09
