year,seront_VERB à_ADP,seront_VERB a_ADP,seront_VERB bas_ADJ
1998,1.589217504260887e-06,2.050295500044541e-08,1.43043876743576e-09
1999,1.4889715203025844e-06,6.855301576402795e-09,9.140402323914998e-10
2000,1.528197117295349e-06,7.952456693161025e-09,8.836062992401139e-10
2001,1.4681440916319843e-06,1.3581756497238473e-08,4.3812117822561447e-10
2002,1.4988158909545746e-06,1.4458031272202021e-08,1.752488598683044e-09
2003,1.4534226693285746e-06,1.0000615113803235e-08,1.6667691671301554e-09
2004,1.476045554227312e-06,1.1892936080393213e-08,4.404791253964646e-10
2005,1.4231849263524055e-06,1.1259373988714572e-08,1.3511248786457486e-09
2006,1.447850081603974e-06,1.2353669365250397e-08,1.2353669198716943e-09
2007,1.3824893585479003e-06,1.677681391032415e-08,1.1983438685803094e-09
2008,1.393885781908466e-06,1.1069342942260363e-08,4.257439678578834e-10
2009,1.465265540900873e-06,1.2397300297450897e-08,1.430457752249481e-09
2010,1.3254963278086507e-06,4.723792912386671e-09,2.8342759250676863e-09
2011,1.4993794366091606e-06,6.1183551280930004e-09,2.2943831279320648e-09
2012,1.5169349580901326e-06,5.106379125097149e-09,3.744677901096338e-09
2013,1.414923190168338e-06,5.578250139581797e-09,1.6734750252211938e-09
2014,1.3157244893591269e-06,4.11434586400361e-09,2.1654451842767486e-10
2015,1.3547709158956422e-06,4.433150652127793e-09,2.881548111233201e-09
2016,1.404368504154263e-06,3.5212779914139958e-09,1.4499380585064614e-09
2017,1.813252652027586e-06,4.276539233849519e-09,6.792150397672003e-09
2018,1.3529466968975612e-06,2.5814667625745358e-09,0.0
2019,1.3688600120076444e-06,2.5509878653906526e-09,5.1019755087367e-10
