year,fallait_VERB ôter_VERB,fallait_VERB oter_VERB
1924,1.804827398643738e-08,0.0
1925,1.0998177923937646e-09,0.0
1926,1.114613823460786e-08,0.0
1927,3.3447675740205796e-09,0.0
1928,4.570416489713125e-09,0.0
1929,2.33948540540041e-08,0.0
1930,4.201441416995522e-09,0.0
1931,5.7026783295555106e-09,0.0
1932,8.767629289252454e-09,0.0
1933,5.735331320977366e-09,0.0
1934,2.3963160344919743e-09,0.0
1935,5.98414207075848e-09,0.0
1936,7.274828739411987e-09,0.0
1937,5.0364472592434595e-09,0.0
1938,9.075650453382877e-09,0.0
1939,6.117620188206274e-09,0.0
1940,2.5357829169792012e-09,0.0
1941,5.9030051957620344e-09,0.0
1942,3.034211770724937e-09,0.0
1943,1.1612940831184915e-08,0.0
1944,0.0,0.0
1945,2.178504043826024e-09,0.0
1946,1.1136883415474585e-08,0.0
1947,1.1920871401116528e-08,0.0
1948,1.195907639583993e-08,0.0
1949,3.9268033269479474e-09,0.0
1950,1.2762433776458693e-08,1.0635361480382244e-09
1951,4.264560704569931e-09,0.0
1952,4.2179215675730575e-09,0.0
1953,6.464296653518886e-09,0.0
1954,1.07497895029951e-08,0.0
1955,9.385607846468247e-10,0.0
1956,6.976913269340912e-09,0.0
1957,4.417518795207798e-09,0.0
1958,7.445019267748876e-09,0.0
1959,5.425523585955716e-09,0.0
1960,7.612916519406099e-09,0.0
1961,7.64297514166401e-09,0.0
1962,5.0735651235811474e-09,0.0
1963,3.2330267352165265e-09,0.0
1964,7.909158661334459e-09,0.0
1965,6.5664522708175355e-09,0.0
1966,6.092982118843793e-09,0.0
1967,7.888536934785861e-09,0.0
1968,9.431973424511852e-09,0.0
1969,7.2668124850849836e-09,0.0
1970,1.1496812390987543e-08,4.5987250119061684e-10
1971,8.221435976452085e-09,0.0
1972,7.69522046084603e-09,0.0
1973,1.268036875501366e-08,5.513203782392395e-10
1974,1.1251143128276908e-08,0.0
1975,5.711480177694739e-09,0.0
1976,4.570821499072508e-09,0.0
1977,1.057820764316375e-08,0.0
1978,9.504946163474415e-09,0.0
1979,1.404473604083023e-08,0.0
1980,3.411090521154847e-09,0.0
1981,6.325549417596221e-09,0.0
1982,6.828252629986764e-09,0.0
1983,2.5261264191556165e-09,0.0
1984,5.799008384599347e-09,5.799008495621649e-10
1985,7.820225356169885e-09,1.2031116103372597e-09
1986,7.1933827783254856e-09,0.0
1987,1.099947066762752e-08,6.110816852533674e-10
1988,1.199310784016916e-08,5.996553809062277e-10
1989,1.0427432250992297e-08,0.0
1990,1.0352437129768077e-08,0.0
1991,1.1136783939491579e-08,0.0
1992,1.928480486412809e-08,0.0
1993,1.2186256448387667e-08,0.0
1994,9.494868002946077e-09,0.0
1995,1.1929391696696712e-08,0.0
1996,6.4057106285986265e-09,0.0
1997,3.835915585170824e-09,0.0
1998,9.536258005482523e-09,0.0
1999,5.0272213059088244e-09,0.0
2000,9.277866475088103e-09,0.0
2001,1.3581756164171566e-08,0.0
2002,5.6955880012310445e-09,0.0
2003,6.667076668520622e-09,0.0
2004,4.845270407116686e-09,0.0
2005,7.205999352777326e-09,0.0
2006,1.2353670086895363e-08,0.0
2007,1.2382886716011399e-08,0.0
2008,1.1069342775726909e-08,4.257439678578834e-10
2009,1.0966842545201416e-08,0.0
2010,8.030448306328708e-09,0.0
2011,1.2236710311697152e-08,0.0
2012,9.531907707582832e-09,0.0
2013,1.561910067948702e-08,0.0
2014,1.2992670939127038e-08,0.0
2015,1.551602757388082e-08,0.0
2016,1.2635174684305639e-08,0.0
2017,1.4087423672037858e-08,0.0
2018,1.4714360396794746e-08,2.5814667070633845e-10
2019,1.224474122096808e-08,0.0
