year,était_VERB au_ADP,était_VERB beau_ADJ,etait_VERB au_ADP,etait_VERB beau_ADJ
1928,6.331169515760848e-06,3.839149940176867e-07,9.140832757381645e-09,0.0
1929,6.744402071490185e-06,3.665193730739702e-07,8.912325100141061e-09,0.0
1930,6.378838406817522e-06,3.2876278055482544e-07,8.402883056035648e-09,0.0
1931,5.80418600293342e-06,3.433012238929223e-07,9.124285327288817e-09,0.0
1932,6.434343958972022e-06,3.013872458268452e-07,1.2055489939655217e-08,0.0
1933,6.3318057073047385e-06,3.177373457674548e-07,8.02946376055047e-09,0.0
1934,6.121389105828712e-06,3.318897654480679e-07,8.38710612072191e-09,0.0
1935,6.011669029248878e-06,3.123722080999869e-07,2.5133395809007197e-08,1.196828414151696e-09
1936,5.7058905440499075e-06,2.497691298231075e-07,9.699771208460106e-09,0.0
1937,5.833464911120245e-06,3.2359173474105773e-07,1.8886676889096066e-08,0.0
1938,5.831753242091509e-06,2.6837994937523035e-07,1.6854778905894818e-08,0.0
1939,5.845386112923734e-06,3.089398319389147e-07,4.588215141154706e-09,1.5294050470515685e-09
1940,5.715654879168142e-06,1.52146981236001e-07,1.5214697057785997e-08,0.0
1941,5.89119918004144e-06,4.0435585901832383e-07,1.1806010391524069e-08,0.0
1942,5.816583779960638e-06,3.550027827259328e-07,3.034211770724937e-09,0.0
1943,6.439375738409581e-06,3.367752867688978e-07,1.1612940831184915e-08,0.0
1944,6.378174475685228e-06,2.795472084926587e-07,6.4263723231761105e-09,0.0
1945,6.947249403310707e-06,4.574858394335024e-07,1.5249527862692958e-08,0.0
1946,6.4287660279660486e-06,3.716934884323564e-07,1.6705325123211878e-08,0.0
1947,6.447999112424441e-06,3.886204069658561e-07,1.5497132688224724e-08,0.0
1948,6.043682333256584e-06,3.500747993712139e-07,6.523132700664291e-09,0.0
1949,5.714480721508153e-06,2.9156515779504844e-07,1.178041031391075e-08,0.0
1950,5.570802386500873e-06,2.7971000804427604e-07,7.444752814222966e-09,0.0
1951,6.181480785016902e-06,3.560908226063475e-07,1.1727541826545007e-08,0.0
1952,5.971522568870569e-06,3.2583443498879205e-07,1.7926167217297007e-08,0.0
1953,5.659491307596909e-06,3.1244098863680847e-07,1.1851209791302608e-08,0.0
1954,5.821499598823721e-06,3.7721989087913244e-07,1.9545072227344917e-09,0.0
1955,5.620102001557825e-06,2.71244061877951e-07,1.595553333899602e-08,9.385607846468247e-10
1956,5.547517957893433e-06,3.026236186087772e-07,1.2209597777257386e-08,0.0
1957,5.730405518988846e-06,3.0392530447898025e-07,5.301022731885041e-09,0.0
1958,5.782298103440553e-06,3.3088974760175915e-07,9.099467679352102e-09,1.6544486891589827e-09
1959,5.360417162592057e-06,3.0305423592835723e-07,6.200598368089061e-09,0.0
1960,5.657089332089527e-06,3.1489790330851974e-07,7.612916630428401e-09,0.0
1961,5.694016635970911e-06,3.0641382409157814e-07,2.153929390402709e-08,0.0
1962,6.0546658460225444e-06,3.5134439713147003e-07,1.4586500007851555e-08,0.0
1963,5.657796464220155e-06,3.620989730279689e-07,1.0345685197421517e-08,0.0
1964,5.756042355642421e-06,2.9081368779770855e-07,7.30076216148845e-09,1.2167936658258327e-09
1965,5.773552857135655e-06,2.861878556359443e-07,1.4227312661319047e-08,0.0
1966,5.870311269973172e-06,3.0077174528742034e-07,5.539074754423723e-09,0.0
1967,5.805470209452324e-06,2.968062062791432e-07,1.627010748350699e-08,0.0
1968,6.161324108688859e-06,3.70541812344527e-07,1.392338955241712e-08,0.0
1969,5.56819486519089e-06,2.7977228000963805e-07,9.083515689622956e-09,9.083515606356229e-10
1970,5.26278108736733e-06,2.7316426098877855e-07,1.057706744411746e-08,4.5987250119061684e-10
1971,5.28073087480152e-06,3.026516139925661e-07,1.3873673321285196e-08,1.0276794970565106e-09
1972,5.181448159419233e-06,2.421429314836132e-07,1.179933784012377e-08,0.0
1973,5.236440756561933e-06,2.6518509343986807e-07,1.3783009178425232e-08,5.513203782392395e-10
1974,4.93868947160081e-06,2.1827217722147907e-07,1.2938814686336286e-08,0.0
1975,4.755949703394435e-06,2.0904018072087638e-07,1.5420996479775795e-08,0.0
1976,5.02333296026336e-06,2.5025246941368096e-07,1.0284348428424295e-08,0.0
1977,5.040515588916605e-06,2.021612885982904e-07,8.22749424145286e-09,1.7630346071939584e-09
1978,5.319799583958229e-06,2.2039593261524715e-07,1.5445537515645924e-08,1.1881182704343018e-09
1979,5.09121673530899e-06,2.53390453508473e-07,1.4629933375864823e-08,0.0
1980,5.104128376842709e-06,2.62653969684834e-07,1.1938816268930452e-08,0.0
1981,5.16860654897755e-06,2.4100344830912945e-07,1.1385989540091401e-08,1.2651099057237047e-09
1982,5.434668310044799e-06,2.9423560476971033e-07,1.738100596782033e-08,0.0
1983,5.249922196526313e-06,2.4440274160042463e-07,8.209910973278056e-09,6.315316047889041e-10
1984,5.306092589307809e-06,2.563161842772388e-07,9.278413815039244e-09,0.0
1985,5.443478585220873e-06,2.640829848132853e-07,9.624893104742682e-09,0.0
1986,5.475363195728278e-06,2.40978323517993e-07,2.997242765090391e-08,5.994485463567401e-10
1987,5.401961971074343e-06,2.603208031359827e-07,8.555143260480236e-09,0.0
1988,5.44906833965797e-06,2.452590592838533e-07,1.3792073927376691e-08,5.996553809062277e-10
1989,5.399763267632807e-06,2.3489162970236066e-07,1.2073868349560257e-08,5.488122178931576e-10
1990,5.213813892623875e-06,2.391957707459369e-07,1.5801088049105516e-08,1.6345953479657283e-09
1991,5.677415174432099e-06,2.502845575236279e-07,9.378344600907695e-09,0.0
1992,5.654304914060049e-06,2.4353954586331383e-07,8.264916417921597e-09,0.0
1993,5.524251719180029e-06,2.6200450520263985e-07,6.64704896680135e-09,5.539207426075166e-10
1994,5.510715709533542e-06,2.4000917164812563e-07,1.6352272202979634e-08,0.0
1995,5.680559297616128e-06,2.1635578661971522e-07,8.675921092660133e-09,5.422450821690461e-10
1996,5.557487838814268e-06,2.578298392563738e-07,8.007138063703678e-09,5.338092190498855e-10
1997,5.609546860796399e-06,2.526909383959719e-07,1.5343662340683295e-08,0.0
1998,5.7866018323693424e-06,2.479427223534003e-07,3.0516027038629545e-08,4.768129224785866e-10
1999,5.614035217149649e-06,2.4176364377126447e-07,1.690974427148717e-08,9.140402323914998e-10
2000,5.472615612234222e-06,2.792195914480544e-07,1.0603275923948274e-08,4.4180314962005696e-10
2001,5.626790425594663e-06,2.2738488780760235e-07,9.638665865452367e-09,0.0
2002,5.887047336727846e-06,2.44034026763984e-07,7.448076710936391e-09,0.0
2003,6.123710136307636e-06,2.7126668555865763e-07,7.91715359937939e-09,8.333845835650777e-10
2004,6.100635800976306e-06,2.951210262835957e-07,7.92862434040309e-09,0.0
2005,6.102580755396048e-06,2.756294747996435e-07,1.216012357474483e-08,4.5037495954858286e-10
2006,6.370787559717428e-06,2.779575822842162e-07,1.029472451730129e-08,0.0
2007,6.924829449417302e-06,3.6549488413584186e-07,6.790614959228947e-09,0.0
2008,7.200607797130942e-06,3.5592196923062147e-07,7.2376473703172906e-09,4.257439678578834e-10
2009,7.638167517143302e-06,4.1674002204672433e-07,4.76819250749827e-09,0.0
2010,8.917576451494824e-06,4.922192147205351e-07,7.558068837454357e-09,0.0
2011,9.417295586899854e-06,5.204425974625337e-07,3.82397197240536e-09,3.82397197240536e-10
2012,1.1385863217583392e-05,6.23318669568107e-07,6.127654827992046e-09,0.0
2013,1.1943870049435645e-05,7.343766128542484e-07,5.299337524355963e-09,0.0
2014,1.2907785276183859e-05,8.321806035382906e-07,3.4647122532094343e-09,0.0
2015,1.2684352441283409e-05,8.168080398718303e-07,2.881548111233201e-09,0.0
2016,1.2870063983427826e-05,8.291574431495974e-07,2.485607997204653e-09,0.0
2017,1.2344607966952026e-05,8.460000913146359e-07,1.5093667982135628e-09,5.031222660711876e-10
2018,1.3175547792343423e-05,9.102251397052896e-07,1.0842160336199669e-08,1.290733298020541e-09
2019,1.2619480912690051e-05,8.038162491175171e-07,1.53059265262101e-09,2.55098775436835e-10
