year,était_VERB au_ADP,était_VERB beau_ADJ,etait_VERB au_ADP,etait_VERB beau_ADJ
1800,4.50873176305322e-06,1.8550569791386806e-07,2.829747991484055e-08,0.0
1801,4.5456777115759905e-06,2.0716288418043405e-07,4.048010393553625e-08,0.0
1802,3.43508463629405e-06,1.3427040812530322e-07,1.5664880947952042e-08,0.0
1803,3.7485519897018094e-06,1.5407680109547073e-07,3.900678446910888e-09,0.0
1804,5.729750682803569e-06,2.669599155069591e-07,1.4831105232815389e-08,0.0
1805,3.488210950308712e-06,1.4214388954769674e-07,1.421438877713399e-08,0.0
1806,4.397426891955547e-06,2.1612518708025164e-07,8.645007376628655e-09,0.0
1807,5.437684194475878e-06,2.3345032218458073e-07,5.693910232196231e-09,0.0
1808,3.825132807833143e-06,2.447359861434961e-07,3.172503637571822e-08,0.0
1809,4.608422386809252e-06,2.1234886560250743e-07,2.9367397402779716e-08,0.0
1810,4.5492065510188695e-06,2.1997190913225495e-07,1.1700633351097167e-08,2.3401267590372754e-09
1811,6.009463049849728e-06,2.707643034227658e-07,1.504245972228091e-08,0.0
1812,5.214391876506852e-06,1.1468995353425271e-07,1.8670456736202823e-08,0.0
1813,7.085827292030444e-06,3.6521919355436694e-07,2.5881675469463516e-08,0.0
1814,6.538794877997134e-06,1.541871768040437e-07,6.293354282149721e-09,0.0
1815,5.890736247238237e-06,2.4275013288388436e-07,8.091670444798638e-09,0.0
1816,5.991006219119299e-06,1.5527946573001827e-07,1.1588019432906549e-08,0.0
1817,6.95299650033121e-06,3.144884317407559e-07,7.784366928831332e-09,0.0
1818,6.197820312081603e-06,2.706107125050039e-07,1.0729059418679299e-08,0.0
1819,6.498389211628819e-06,1.9563483988349617e-07,2.7947834824182394e-08,0.0
1820,7.587428171973443e-06,3.4294129136469564e-07,2.610625848831205e-08,2.3732962262101864e-09
1821,7.81128528615227e-06,2.958446430056938e-07,4.339054981983281e-08,4.930744257336528e-09
1822,8.31324086902896e-06,4.000220883426664e-07,1.4035862250239006e-08,0.0
1823,8.248090125562157e-06,2.1050122711585573e-07,9.882686669016039e-09,0.0
1824,8.189532309188507e-06,2.2652793063571153e-07,1.6842226280289196e-08,8.421112696055388e-10
1825,8.396870725846384e-06,3.45173361893103e-07,6.163809906922779e-09,8.805443041381977e-10
1826,7.060480129439384e-06,2.765707165508502e-07,2.730475201495608e-08,2.642395191543301e-09
1827,8.202451681427192e-06,2.239797396441645e-07,2.949527377893446e-08,9.217273055917019e-10
1828,8.63113564264495e-06,2.1463185362335935e-07,4.586150481600271e-08,0.0
1829,9.763990419742186e-06,4.818124921257549e-07,1.8860987438529264e-08,1.714635211591542e-09
1830,8.853568033373449e-06,3.61114530278428e-07,2.191735437584441e-08,1.0436835840010872e-09
1831,8.567367331124842e-06,3.5547950005820894e-07,1.7150326936388183e-08,0.0
1832,9.029901775647886e-06,5.84494671329594e-07,2.3000948701223933e-08,2.705993873419743e-09
1833,9.439499081054237e-06,5.050462164035707e-07,1.6217079235048004e-08,0.0
1834,8.889273885870352e-06,5.731401984121476e-07,1.4935249259551142e-08,1.8669061851994684e-09
1835,9.27990913623944e-06,5.097521125208004e-07,2.0420337421001022e-08,3.781543966852041e-09
1836,8.851900020090397e-06,4.019008486011444e-07,1.747394939854985e-08,0.0
1837,8.809385690256022e-06,4.557418549211434e-07,1.0436836284100082e-08,0.0
1838,9.038384632731322e-06,4.0776566834210826e-07,1.7674053109928423e-08,6.312161904276081e-10
1839,8.533095751772635e-06,3.719464700679964e-07,1.1885507689157748e-08,1.3982950353153e-09
1840,9.750082426762674e-06,4.3568670093918627e-07,2.4841785517537573e-08,3.1848443882154243e-09
1841,9.039490578288678e-06,4.256823729065218e-07,2.1829864582656455e-08,0.0
1842,9.401633178640623e-06,4.3670806348927727e-07,2.4820581145945653e-08,0.0
1843,9.16161934583215e-06,3.8572127891711716e-07,1.7720733325177207e-08,0.0
1844,9.573148417985067e-06,4.560994284474873e-07,1.0977122322231025e-08,5.488561272137815e-10
1845,9.847428373177536e-06,4.921761274090386e-07,8.928364714222425e-09,5.580227946389016e-10
1846,9.300460988015402e-06,4.1918229953807895e-07,1.5221703009160592e-08,0.0
1847,8.939267900132108e-06,4.1204228296010115e-07,1.941560512364049e-08,5.393223645455691e-10
1848,8.465986866212916e-06,4.5375051627161156e-07,1.367687652020777e-08,8.045221711050488e-10
1849,9.397514077136293e-06,3.5277335541650245e-07,1.256912263158938e-08,0.0
1850,8.770025488047395e-06,3.224773195142916e-07,8.146795238417326e-09,6.788996032014438e-10
1851,9.332982699561398e-06,3.8180678529897705e-07,1.3543821175687754e-08,1.2898877521649865e-09
1852,8.892103323887568e-06,3.580800012059626e-07,1.8229526776991634e-08,0.0
1853,9.129292266152333e-06,4.078829363152181e-07,8.957897534855874e-09,5.971931837933653e-10
1854,8.465815881208982e-06,3.5018777566619974e-07,1.9223959313308114e-08,5.195664454227256e-10
1855,9.105642675422132e-06,4.5321243646867515e-07,1.3798036491152743e-08,1.5920811335945473e-09
1856,8.661955689603928e-06,3.99679009888132e-07,6.730345780692204e-09,5.177189232874468e-10
1857,9.225564099324401e-06,4.6423150479313335e-07,6.345961645060072e-09,1.4644527812635033e-09
1858,9.205494279740378e-06,4.1057941757571825e-07,1.2723557762939208e-08,0.0
1859,9.632354704081081e-06,4.3232552116023726e-07,7.638260024478427e-09,5.092173349652285e-10
1860,9.672046871855855e-06,4.810620453099546e-07,1.0985241494232412e-08,1.373155145145688e-09
1861,8.904211426852271e-06,4.6122124786052154e-07,1.2261505866195677e-08,0.0
1862,9.412320650881156e-06,4.210763222545211e-07,1.490935552794781e-08,9.035972525772706e-10
1863,9.279506230086554e-06,3.5012291732527956e-07,1.6981711148389422e-08,0.0
1864,8.924426765588578e-06,3.9748294966557296e-07,1.2945765348604255e-08,0.0
1865,8.976422577688936e-06,4.2926421883748844e-07,5.648213063924601e-09,0.0
1866,9.757500265550334e-06,4.899671921521076e-07,5.352174259343201e-09,0.0
1867,9.03447926248191e-06,4.828547162105679e-07,5.338092634588065e-09,0.0
1868,8.477318260702305e-06,3.858041566218162e-07,1.0373735981339394e-08,0.0
1869,9.139505891653243e-06,4.067971417498484e-07,2.5882651355502162e-08,4.883519144627257e-10
1870,8.927340786613058e-06,4.0138340295925445e-07,8.027668307875047e-09,5.734048791339319e-10
1871,8.707241249794606e-06,3.1651109111408005e-07,1.5931766128574054e-08,1.0621177271019633e-09
1872,9.233077435055748e-06,4.5415518457048165e-07,1.2699412965666568e-08,0.0
1873,8.127796718326863e-06,3.0588483923565946e-07,1.2570609775330865e-08,0.0
1874,9.236147889168933e-06,3.501120886539866e-07,6.572069888299836e-09,0.0
1875,8.740204975765664e-06,3.0324093813760555e-07,5.721527251978387e-09,5.721527140956084e-10
1876,8.483768397127278e-06,3.8754956221964676e-07,7.255217537860403e-09,0.0
1877,8.591946425440256e-06,3.160440940064291e-07,6.184816214727107e-09,0.0
1878,8.56161568663083e-06,3.4422805583744776e-07,1.0870359723469392e-08,0.0
1879,8.568939847464208e-06,3.3540194976922066e-07,8.55305515301552e-09,0.0
1880,7.938234375615139e-06,3.4977261975654983e-07,1.0268554007097919e-08,6.417846254436199e-10
1881,8.101356797851622e-06,3.521116411775438e-07,9.761510710859511e-09,0.0
1882,8.253343366959598e-06,3.367624969996541e-07,7.986461936226874e-09,0.0
1883,8.058421371970326e-06,3.19758555633598e-07,5.0554711528150165e-09,0.0
1884,8.287770469905809e-06,3.274441837675113e-07,3.300848483434038e-09,0.0
1885,8.139548299368471e-06,2.874753590731416e-07,7.7347630522695e-09,6.445635691854079e-10
1886,7.729313438176177e-06,2.652373609635106e-07,8.389503092232076e-09,0.0
1887,7.4116351242992096e-06,2.898842410559155e-07,1.3710741431083306e-08,0.0
1888,7.849681423977017e-06,3.2020105322771997e-07,1.0144983297877275e-08,0.0
1889,7.586454103147844e-06,2.957144431547931e-07,8.14467782106476e-09,6.265136742733546e-10
1890,7.314695267268689e-06,2.8380492267388036e-07,9.83157938394541e-09,0.0
1891,7.239201750053326e-06,2.4477003535139374e-07,8.92390783491237e-09,0.0
1892,7.515319339290727e-06,3.127987611151184e-07,1.567128071755519e-08,0.0
1893,7.736818588455208e-06,2.598851835955429e-07,1.046930819814662e-08,0.0
1894,7.505763278459199e-06,3.2641972325109236e-07,1.07126170156846e-08,1.2603078580752936e-09
1895,7.680353519390337e-06,3.1657913268645643e-07,9.027921521465032e-09,2.4074457982692365e-09
1896,7.210297553683631e-06,2.5711045736898086e-07,9.435246584033052e-09,5.89702897624278e-10
1897,7.077709142322419e-06,2.9716238714172505e-07,9.322741911788057e-09,5.826713556089658e-10
1898,6.979580575716682e-06,2.455726075822895e-07,6.7900258748920805e-09,0.0
1899,7.390372502413811e-06,2.65323762960179e-07,1.2713430308508578e-08,0.0
1900,7.004287908785045e-06,2.829123957326374e-07,6.7483690857628176e-09,5.191053142894475e-10
1901,6.6584234446054325e-06,2.621118539991585e-07,1.676621691482083e-08,0.0
1902,5.914436769671738e-06,2.3863978526605933e-07,1.2275709337927765e-08,4.910283846193408e-10
1903,6.845859388704412e-06,2.845916071692045e-07,6.48026410310365e-09,0.0
1904,6.594127626158297e-06,2.466952935264999e-07,1.0211787859759625e-08,0.0
1905,6.734790531481849e-06,2.518450514799042e-07,5.1607592088664944e-09,0.0
1906,6.540830781887053e-06,2.3303155671783315e-07,8.745113522223846e-09,0.0
1907,6.473811026808107e-06,2.7822781589748047e-07,9.771402076363955e-09,0.0
1908,6.722218131471891e-06,2.490074280103727e-07,1.080505551698252e-08,0.0
1909,7.04235935700126e-06,2.855010450275586e-07,1.1001967337165297e-08,5.500983557560346e-10
1910,6.762488283129642e-06,3.014100968812272e-07,1.1222716089775986e-08,0.0
1911,6.63450646243291e-06,3.021972645456117e-07,5.852411666396051e-09,0.0
1912,6.497711183328647e-06,3.0266735961959057e-07,9.897900277167082e-09,0.0
1913,6.532222869282123e-06,3.1923997312333086e-07,1.0605979317013237e-08,5.30298971401777e-10
1914,6.329762072709855e-06,2.8260257067813654e-07,1.1384464482233625e-08,1.3393487430235496e-09
1915,6.67380163577036e-06,2.815602044847765e-07,8.246533234057551e-09,0.0
1916,6.469417712651193e-06,2.1425550755793665e-07,1.538244731591476e-08,0.0
1917,6.971356015128549e-06,3.355725937126408e-07,2.522277586791688e-08,2.1932848870420685e-09
1918,6.658652182522928e-06,3.308076372832147e-07,1.4932289182922887e-08,0.0
1919,6.471275810326915e-06,2.85443292113996e-07,1.7494911408455494e-08,0.0
1920,6.426553227356635e-06,3.263631924710353e-07,9.086678076641874e-09,0.0
1921,6.256604137888644e-06,3.3850182035166654e-07,1.4388219726768625e-08,0.0
1922,6.5552958403714e-06,3.5192752534385363e-07,3.6889677978990676e-09,0.0
1923,6.506514637294458e-06,3.0786250704295526e-07,1.1677542488541803e-08,0.0
1924,6.5283184085274115e-06,3.7256793916640163e-07,6.445812328337297e-09,0.0
1925,6.545015821757261e-06,3.860360493490589e-07,1.5397448649423495e-08,2.1996355847875293e-09
1926,6.522720013890648e-06,3.265818691033928e-07,4.458455382660986e-09,1.1146138456652466e-09
1927,7.399740752589423e-06,3.9468255863539525e-07,1.2264147031260109e-08,0.0
