year,eût_VERB eu_VERB,eût_VERB bu_VERB
1800,3.851601377391489e-06,1.5720821977538435e-08
1801,3.540818397596013e-06,2.1430643926123594e-08
1802,4.1735720515134744e-06,0.0
1803,3.3877392979775323e-06,1.950339267864365e-08
1804,4.189787432551384e-06,1.4831105232815389e-08
1805,3.644569233074435e-06,5.685755422035754e-09
1806,3.855673185171327e-06,0.0
1807,3.985737293987768e-06,2.562259560079383e-08
1808,4.22622815676732e-06,6.798221985349073e-09
1809,3.9781525629223324e-06,2.259030518203531e-09
1810,3.8144066820677835e-06,4.212228077449254e-08
1811,3.4021031751763076e-06,2.2563691359778204e-08
1812,4.3342133722035214e-06,5.3344164641089264e-09
1813,3.7557185805781046e-06,7.476928232108548e-08
1814,4.301507487980416e-06,0.0
1815,3.5441516956780106e-06,1.8880564667256294e-08
1816,3.0777780466451077e-06,9.270415546325239e-09
1817,4.0712238842388615e-06,1.5568733857662664e-08
1818,3.90895411328529e-06,3.5763532135746345e-09
1819,4.315352725825505e-06,1.2421260464634543e-08
1820,3.838806605926948e-06,1.4239777357261119e-08
1821,4.521492428466445e-06,1.7750679148775816e-08
1822,4.339086444815621e-06,3.107940926838637e-08
1823,6.3427082750422414e-06,3.063632902922109e-08
1824,4.589506261254428e-06,2.6947560627377243e-08
1825,5.403019713412505e-06,4.3146670236637874e-08
1826,4.455959242477547e-06,1.4092774947016551e-08
1827,4.209528469800716e-06,2.3964910056406552e-08
1828,4.219258698867634e-06,2.0179061976932644e-08
1829,4.006245035270695e-06,2.6576845613135447e-08
1830,4.699707005784148e-06,1.5655253093882493e-08
1831,3.063672011194285e-06,2.3386808933878456e-08
1832,2.9684752007597126e-06,9.470978667991403e-09
1833,2.8009212655888405e-06,3.359252431778259e-08
1834,3.1858753573033027e-06,2.14694217959277e-08
1835,3.392801318113925e-06,2.7227116561334697e-08
1836,3.4134689030906884e-06,2.083432448785061e-08
1837,3.3279591207246995e-06,1.530736071231331e-08
1838,3.925533292203909e-06,1.3886756633496589e-08
1839,3.2223708785750205e-06,1.4682098203877558e-08
1840,3.218603751520277e-06,2.8663599493938818e-08
1841,3.1049771678226534e-06,2.118781061710706e-08
1842,3.3360201996401884e-06,2.0124794275488966e-08
1843,2.8110989660490304e-06,3.18973185642335e-08
1844,3.1015858894534176e-06,8.232841963717874e-09
1845,2.6154527859034715e-06,1.0044410636567136e-08
1846,2.890952828238369e-06,1.2294452567118697e-08
1847,2.6189493382844375e-06,1.1865092020002521e-08
1848,2.549530790929566e-06,7.24069959545659e-09
1849,2.5532076506351586e-06,1.256912263158938e-08
1850,2.8595252388186054e-06,9.504594444820214e-09
1851,2.870000344046275e-06,5.8044946626978344e-09
1852,2.616588290038635e-06,2.3437962681782665e-08
1853,2.6581069505482446e-06,1.4929829816878737e-08
1854,2.890867790483753e-06,1.3508727469968562e-08
1855,2.5802328309509903e-06,2.175844215912548e-08
1856,2.664181465661386e-06,3.1063134287023786e-08
1857,3.049478664252092e-06,2.1966791052818735e-08
1858,2.8172892143629724e-06,1.663849857891364e-08
1859,3.016094296981464e-06,1.8331824946926645e-08
1860,2.8451775051507866e-06,2.0597328287408345e-08
1861,2.7196963401365792e-06,2.357981898626349e-08
1862,3.0265989607869415e-06,9.487771457372673e-09
1863,2.6970951694238465e-06,2.3974180862751382e-08
1864,2.771352683339501e-06,1.4384183621984903e-08
1865,2.5162789825117216e-06,1.7886009118228685e-08
1866,2.520873977118754e-06,1.1677471434268227e-08
1867,2.442905270072515e-06,2.2808213984149006e-08
1868,2.7119908736494835e-06,1.531360993567432e-08
1869,2.6136594897252508e-06,1.0255390314739543e-08
1870,2.557959078330896e-06,1.6628741050794815e-08
1871,2.54377187047794e-06,2.7615060460561835e-08
1872,2.3953512027219404e-06,1.7537283625301825e-08
1873,2.211230139437248e-06,2.454261860407314e-08
1874,2.1819273570145015e-06,1.0156835372754358e-08
1875,2.2416943465941586e-06,8.010138330405425e-09
1876,2.07801531360019e-06,1.3905833817773328e-08
1877,1.9506910575728398e-06,1.5462040536817767e-08
1878,1.9005011608896893e-06,4.831270938865373e-09
1879,2.094276624120539e-06,2.3826368433788048e-08
1880,1.8637425682754838e-06,1.2835692508872398e-08
1881,1.8930358010038617e-06,1.1156012114099667e-08
1882,1.868832100626605e-06,1.4641846846075168e-08
1883,1.7991158074437408e-06,6.951272890631799e-09
1884,1.929676045619999e-06,2.0465261485469455e-08
1885,1.739677031764586e-06,1.6114089618213256e-08
1886,1.7159760545837344e-06,2.1296431285122708e-08
1887,1.5956692323015886e-06,1.4363633837888301e-08
1888,1.5921283420539112e-06,1.0779045211961602e-08
1889,1.6991050415526843e-06,6.891650361495749e-09
1890,1.6707131180737633e-06,1.3764211992395303e-08
1891,1.463520902689197e-06,2.358461337337303e-08
1892,1.2342700301815057e-06,8.149066310636499e-09
1893,1.3794852975479444e-06,1.6627724974682678e-08
1894,1.359241991849558e-06,1.2603078580752936e-08
1895,1.3674292631549179e-06,2.2870734639468537e-08
1896,1.4353367987496313e-06,1.2383760683576384e-08
1897,1.1956416301472927e-06,4.661370844871726e-09
1898,1.2980266319573275e-06,1.810673566637888e-08
1899,1.2680264944719966e-06,9.39688327150634e-09
1900,1.125939434132306e-06,1.661137005726232e-08
1901,9.852947187027894e-07,1.1736351446245408e-08
1902,1.0061171451525297e-06,6.874397495693074e-09
1903,1.0282019502483308e-06,1.296052865029651e-08
1904,9.29810141769849e-07,1.6123875568041512e-08
1905,1.0527948006711085e-06,6.192911072844254e-09
1906,1.0128899248229573e-06,5.144184633820714e-09
1907,1.0049116099253297e-06,7.199980611716228e-09
1908,1.0210777645625058e-06,5.40252820258047e-09
1909,1.1898627008122276e-06,1.320236009405562e-08
1910,9.373640068588429e-07,1.870452770447173e-08
1911,1.030024463943846e-06,1.4897047151407605e-08
1912,1.0246931196888909e-06,7.293189607793238e-09
1913,9.190081300403108e-07,7.42418571064718e-09
1914,9.429015221940062e-07,1.4063162190325329e-08
1915,7.704618383286288e-07,9.424609537234119e-09
1916,8.943794114202319e-07,1.8678685265172135e-08
1917,8.970534963737009e-07,1.0966424435210342e-09
1918,7.891140398896823e-07,1.1486376294556067e-09
1919,8.738248311601637e-07,9.207848705727883e-09
1920,8.639916586616891e-07,2.1202248845497706e-08
1921,9.428070484318596e-07,7.572747762196741e-09
1922,8.46249179176084e-07,1.2542490601674672e-08
1923,9.787904673430603e-07,9.554353752605493e-09
1924,1.0738723403846961e-06,2.0626599095407983e-08
1925,9.865365200312226e-07,1.2097995494286806e-08
1926,8.582526334066642e-07,2.3406890647947876e-08
1927,1.104888156078232e-06,1.4493992672726108e-08
1928,9.312223596680269e-07,1.7139061725401916e-08
1929,1.0984440450556576e-06,6.684243825105796e-09
1930,8.665472819302522e-07,1.995684684175103e-08
1931,8.325910130224656e-07,5.7026783295555106e-09
1932,8.899143608687154e-07,3.287861094491973e-09
1933,7.04298656728497e-07,1.605892663292252e-08
1934,7.428579920087941e-07,8.38710612072191e-09
1935,7.887099400250008e-07,4.787313656606784e-09
1936,5.504620617102773e-07,1.091224355320719e-08
1937,7.239892738652998e-07,2.5182236296217297e-09
1938,6.171442237246083e-07,7.779128452511941e-09
1939,6.331736699394241e-07,1.5294050470515685e-08
1940,5.249070795798616e-07,7.607348528892999e-09
1941,6.345730412249395e-07,1.4757512545315876e-08
1942,7.706897804382606e-07,1.8205270180260413e-08
1943,5.980664354865439e-07,2.9032352077962287e-09
1944,7.069009484439448e-07,1.927911696952833e-08
1945,6.557297069775814e-07,1.5249527862692958e-08
1946,5.693731850442418e-07,8.352662561605939e-09
1947,7.426702381962969e-07,1.3112957830685446e-08
1948,6.403541874533403e-07,1.195907639583993e-08
1949,5.595694574367371e-07,1.2762110479513922e-08
1950,6.232322107280197e-07,6.381216888229346e-09
1951,8.198617820198706e-07,6.396841278899501e-09
1952,6.769764127056987e-07,7.381362632230548e-09
1953,4.6973886469459103e-07,1.2928593307037772e-08
1954,7.6323505027176e-07,1.9545073115523337e-08
1955,5.565665333051584e-07,2.815682353940474e-09
1956,4.883839324065775e-07,9.593255967388359e-09
1957,5.018301294512639e-07,9.718541527092839e-09
1958,4.855806992054568e-07,6.617794756635931e-09
1959,4.7202053110595443e-07,1.007597205671118e-08
1960,5.239070901552623e-07,9.689166802218097e-09
1961,5.780868264082528e-07,1.042223907177231e-08
1962,5.866309606972209e-07,1.9025868880362395e-08
1963,5.994031084810558e-07,9.052474325699222e-09
1964,6.60110572425765e-07,1.4601523545820783e-08
1965,5.855086442352331e-07,6.5664522708175355e-09
1966,6.309006153060182e-07,7.200797291773142e-09
1967,7.794860721332952e-07,9.367637332502454e-09
1968,7.22219681392744e-07,7.635406973349745e-09
1969,6.39933659840608e-07,6.8126366770115965e-09
1970,5.863374212822237e-07,1.2876429700270364e-08
1971,5.90401896261028e-07,9.24911525146399e-09
1972,4.981372399015527e-07,8.208234980600082e-09
1973,3.826163492703927e-07,7.1671650836435674e-09
1974,2.2164752522257913e-07,9.00091468025721e-09
1975,3.4840027751670277e-07,7.4249242310031605e-09
1976,2.868190449589747e-07,3.4281160132820787e-09
1977,2.961897962450166e-07,5.289103821581875e-09
1978,4.158413844379538e-07,5.940591130126904e-09
1979,3.8213386233110214e-07,5.266775904289034e-09
1980,3.411090290228458e-07,8.527726080842513e-09
1981,2.9034271165073733e-07,6.958104314946922e-09
1982,2.6443959200150857e-07,4.345251713999687e-09
1983,2.0651083332268172e-07,5.052252838311233e-09
1984,2.0122558908042265e-07,6.958810416790584e-09
1985,2.1716164155805018e-07,4.812446441349039e-09
1986,2.8533750651149603e-07,6.593933843390687e-09
1987,3.0004110840309295e-07,4.277571630240118e-09
1988,1.6850316342242877e-07,9.594486094499644e-09
1989,2.859311791780783e-07,5.488121956886971e-09
1990,1.9669630546559347e-07,4.358920779878872e-09
1991,2.104266059177462e-07,4.68917216167597e-09
1992,2.479474972005846e-07,4.958949695321735e-09
1993,2.1602909328066744e-07,4.985286850001103e-09
1994,2.3315175212701433e-07,2.637463358823311e-09
1995,2.1093333657518087e-07,1.0844901865425527e-08
1996,1.9537417017545522e-07,6.4057106285986265e-09
1997,1.548750958590972e-07,4.315404922294874e-09
1998,2.1790350501760258e-07,1.9072516899143466e-09
1999,2.4176364377126447e-07,4.570201161957499e-10
2000,2.142745216815456e-07,3.092622158362701e-09
2001,2.9836053272447316e-07,3.5049694258049158e-09
2002,2.549870998791448e-07,6.571832411594869e-09
2003,1.7584414990778896e-07,3.333538334260311e-09
2004,2.294896290777615e-07,5.285749615779878e-09
2005,2.6121747964680253e-07,3.1526248278623825e-09
2006,2.2977825153702724e-07,5.7650457740976435e-09
2007,2.3367704216070706e-07,2.3966877371606188e-09
2008,2.3245620184297877e-07,6.811903485726134e-09
2009,2.2267458632541093e-07,3.814554005998616e-09
2010,1.700565519513475e-07,8.030448306328708e-09
2011,2.3402708393405192e-07,7.647943611743813e-09
2012,4.748932553866325e-07,1.0893608681783462e-08
2013,5.475052375913947e-07,1.4782362889320666e-08
2014,6.394559477485018e-07,1.6024294779981574e-08
2015,9.823862683333573e-07,1.9505863591007255e-08
2016,9.173965054287692e-07,1.4499380363020009e-08
2017,2.8527031759040256e-07,6.037467414898856e-09
2018,6.611136313949828e-07,1.1358453733123497e-08
2019,1.0721801118052099e-06,1.785691416955615e-08
