year,est_VERB à_ADP,est_VERB a_ADP,est_VERB bas_ADJ
1800,0.00011396338231861591,7.640319665824791e-07,5.470845962918247e-07
1801,0.00010067639959743246,6.64349954604404e-07,4.619494120561285e-07
1802,0.00010387382644694299,8.749954645281832e-07,5.169410997041268e-07
1803,0.0001070580183295533,7.879370400587504e-07,4.290746176138782e-07
1804,0.00010655902588041499,6.57512330803911e-07,4.226865257805912e-07
1805,0.00011435760097810999,7.306195470846433e-07,4.6338905690390675e-07
1806,9.416430111741647e-05,9.941758776221832e-07,4.553037342702737e-07
1807,0.00010379998275311664,8.910969597764051e-07,2.4768510797912313e-07
1808,0.00011067731975344941,9.086956538340019e-07,3.603057621148764e-07
1809,9.663680975791067e-05,9.962324796219946e-07,3.6822197557739855e-07
1810,8.921499102143571e-05,8.635067487716697e-07,2.0593115834799391e-07
1811,9.191946446662769e-05,7.77193818635169e-07,7.446017775691871e-07
1812,9.32642724364996e-05,6.988085345938089e-07,1.7603574065105931e-07
1813,9.501737804384902e-05,9.144858097442921e-07,3.278345559465379e-07
1814,8.645180787425488e-05,1.1170703686502748e-06,2.8949429520253034e-07
1815,8.160719880834222e-05,6.797003209157992e-07,2.6163067445850174e-07
1816,8.719752804609016e-05,7.972557369839706e-07,2.734772692747356e-07
1817,9.97535462374799e-05,8.407116141029292e-07,3.674221318306081e-07
1818,8.549153426429257e-05,7.105021921915977e-07,3.135269537324348e-07
1819,8.470678585581481e-05,1.0661581768545147e-06,1.78038064291286e-07
1820,8.33976300782524e-05,8.152272741313027e-07,2.55129350534844e-07
1821,8.739842451177537e-05,9.713565987112815e-07,2.46537211978648e-07
1822,8.985357999335974e-05,8.321261191213125e-07,3.027735999694414e-07
1823,8.166261977748945e-05,9.092071806549029e-07,2.2829006240954186e-07
1824,8.360396168427542e-05,7.40215796213306e-07,2.7537038249647594e-07
1825,8.641397289466113e-05,7.141214126704654e-07,2.4214969585045765e-07
1826,8.447385334875435e-05,7.046387722198233e-07,2.563123473464657e-07
1827,8.382372470805421e-05,5.972792855857278e-07,1.7973682986394124e-07
1828,8.365505345864221e-05,6.714124261009147e-07,1.8069432883294212e-07
1829,8.588864875491709e-05,7.853029302395953e-07,2.1604404309982783e-07
1830,8.951987547334284e-05,9.26791038580177e-07,1.9934356032536016e-07
1831,9.272401803173125e-05,1.014987546454904e-06,1.7929886553247343e-07
1832,8.875930507201701e-05,8.266811022394904e-07,2.2865648929837334e-07
1833,8.984262240119278e-05,7.483023978238634e-07,3.4866721421167313e-07
1834,8.567045733798295e-05,9.57722868122346e-07,2.64167226760037e-07
1835,8.645289926789701e-05,9.66562623716527e-07,3.4336420640102006e-07
1836,8.296362648252398e-05,9.509861413903309e-07,2.2380098130270198e-07
1837,8.72352538863197e-05,8.88522677655601e-07,1.9969147047049773e-07
1838,8.178983989637345e-05,1.020676599239323e-06,1.8242147348246363e-07
1839,8.767589315539226e-05,1.0046749565617574e-06,1.8876983176596696e-07
1840,8.148806227836758e-05,1.1089627633964483e-06,1.9300156850476924e-07
1841,8.429410081589594e-05,1.1075446622044183e-06,2.0802576727874111e-07
1842,8.188108040485531e-05,1.1041804270917055e-06,1.9722298816304829e-07
1843,8.260401955340058e-05,1.1612987691478338e-06,1.7602594937216054e-07
1844,7.825370994396508e-05,1.2321820435090558e-06,1.3227432305029652e-07
1845,7.828725210856646e-05,1.206445332968542e-06,1.847055415282739e-07
1846,8.180845907190815e-05,1.2985283817101845e-06,1.9729669986645604e-07
1847,7.781612657709047e-05,1.3105533156476668e-06,1.423811113454576e-07
1848,8.649176743347198e-05,1.143226043609502e-06,1.641225253479206e-07
1849,8.691464609000832e-05,1.5284052352626532e-06,1.1228416241237937e-07
1850,8.522634016117081e-05,1.3394688664902787e-06,1.7108270355947752e-07
1851,8.128098852466792e-05,1.3576068695897447e-06,1.6446068684672355e-07
1852,7.897877367213368e-05,1.462919563266496e-06,1.8034211279882584e-07
1853,8.383278327528387e-05,1.3795162132623773e-06,2.4365482431676355e-07
1854,8.199278090614825e-05,1.6381929839326403e-06,1.9847438181841426e-07
1855,8.042132685659453e-05,1.3691897464696012e-06,1.1834470114990836e-07
1856,8.219046867452562e-05,1.5205404579887727e-06,1.325360443615864e-07
1857,8.457848889520392e-05,1.466405308292451e-06,1.6304240091358224e-07
1858,8.552971121389419e-05,1.3349947849405908e-06,2.1091743462875456e-07
1859,8.333698497153819e-05,1.3300757331080604e-06,1.7517076855710911e-07
1860,8.035475184442475e-05,1.29763169098851e-06,1.8217191666280996e-07
1861,8.25524766696617e-05,1.2346392708195708e-06,2.0703080849671096e-07
1862,8.597185660619289e-05,1.3404864844801523e-06,1.7303887034358922e-07
1863,8.520323899574578e-05,1.3715228277533242e-06,2.0927461719111307e-07
1864,8.606776100350544e-05,1.49595509668643e-06,1.6925389445532346e-07
1865,8.571351645514369e-05,1.3847535669242461e-06,1.9109788240712078e-07
1866,8.616027480456978e-05,1.665985870147324e-06,1.3137155008280388e-07
1867,9.100088936975226e-05,1.4956364822182877e-06,2.1886179979446752e-07
1868,9.194785525323823e-05,1.3732849382108725e-06,1.9216109592434805e-07
1869,8.62341548781842e-05,1.5231695869033501e-06,1.958291164783077e-07
1870,8.560247079003602e-05,1.6261761857094825e-06,1.657140131783308e-07
1871,9.144090290647e-05,1.6345992293054223e-06,1.5931766483845422e-07
1872,8.848769357427955e-05,1.458618207550444e-06,1.669065596843211e-07
1873,8.836480265017599e-05,1.4138942745489658e-06,1.4785430835217994e-07
1874,8.881674875738099e-05,1.3132191369891189e-06,1.4817030091762717e-07
1875,9.01701205293648e-05,1.5436679632330197e-06,1.0756470913975136e-07
1876,9.331116598332301e-05,1.494574888738498e-06,2.5514182766528393e-07
1877,9.176349703921005e-05,1.386635702260719e-06,1.4843558915345056e-07
1878,8.802636148175225e-05,1.4433421569037819e-06,2.1136810346433776e-07
1879,8.916621300159022e-05,1.5615435629001695e-06,1.5578778800318105e-07
1880,8.579825953347608e-05,1.6500282455922388e-06,2.0087858842998685e-07
1881,9.151137055596337e-05,1.936265356050626e-06,2.0847797088663356e-07
1882,8.980909478850663e-05,1.7490352561821965e-06,1.7437109534057527e-07
1883,9.164305083686486e-05,2.0089178747184633e-06,2.1485752199623676e-07
1884,8.970187627710402e-05,2.049166802464697e-06,2.237975280650062e-07
1885,8.966716995928437e-05,2.3429884805636902e-06,2.0045926873990538e-07
1886,8.884935232345015e-05,2.1696545502436493e-06,2.052201466540282e-07
1887,8.956182864494622e-05,2.022660808620458e-06,1.7432228105462855e-07
1888,9.045204205904156e-05,1.982710223558115e-06,1.6992846951779939e-07
1889,9.406789467902854e-05,2.0443141934833875e-06,1.5412236109568767e-07
1890,9.168341057375073e-05,1.8575131690568014e-06,1.3829755118877074e-07
1891,9.441558358957991e-05,2.1742464184626442e-06,1.8867690698698425e-07
1892,9.490214142715558e-05,2.0541916043725905e-06,1.3038506097018399e-07
1893,9.321379184257239e-05,2.310021969265108e-06,1.6504556299423712e-07
1894,9.198483166983351e-05,2.1456741450265326e-06,1.6194955776427378e-07
1895,9.359547402709723e-05,2.3466578866759846e-06,1.564839777756788e-07
1896,9.18768928386271e-05,2.217872520304809e-06,1.2206849930862518e-07
1897,9.623108780942857e-05,2.826538690214875e-06,1.5615592019457836e-07
1898,9.676126501290128e-05,2.357270560082725e-06,2.1162247776373988e-07
1899,9.678347851149738e-05,2.350326361977295e-06,1.525611708075303e-07
1900,9.535445860819891e-05,2.040603099828786e-06,1.349673794948103e-07
1901,9.511251118965447e-05,2.4249537773357588e-06,1.4698383665745496e-07
1902,9.829504415392876e-05,2.1502132199202606e-06,1.5467394121060352e-07
1903,9.822730498854071e-05,2.5510640284664987e-06,1.4904607326116093e-07
1904,9.782785491552204e-05,2.2804534722808967e-06,1.3597801284959132e-07
1905,9.673585009295493e-05,2.4714874911069273e-06,1.7185327294555464e-07
1906,9.501051681581885e-05,2.2649844240163475e-06,1.5946972098390688e-07
1907,9.65661383816041e-05,2.4490221051109984e-06,2.0108517162498174e-07
1908,9.719933586893603e-05,2.2965655404050267e-06,1.6305811811889726e-07
1909,9.507955110166222e-05,2.5073481992876623e-06,2.0738707462442107e-07
1910,9.601996134733781e-05,2.3834911786480006e-06,1.8223553865936992e-07
1911,9.680687071522698e-05,2.330855835452894e-06,1.7770049964838108e-07
1912,9.534438868286088e-05,2.2509908887968777e-06,1.953532944298786e-07
1913,9.607797983335331e-05,2.3433912303971738e-06,1.856046338843953e-07
1914,9.581365884514526e-05,3.0222405058566437e-06,2.089384025794061e-07
1915,8.954203804023564e-05,2.3903165029537377e-06,1.7671142416020302e-07
1916,9.167388634523377e-05,2.9248624997535444e-06,1.5162697764026234e-07
1917,9.500871237833053e-05,2.5672398891174453e-06,2.2371506247509387e-07
1918,9.082622273126617e-05,3.246050056304739e-06,1.9756566871365067e-07
1919,9.423680603504181e-05,2.0487463103791015e-06,1.9888952351720945e-07
1920,0.00010022833157563582,1.9975547331796406e-06,2.1050804832611902e-07
1921,9.976488945540041e-05,1.671305369654874e-06,1.7568774524079345e-07
1922,0.00010116035264218226,1.6917606302513377e-06,1.8739956431090832e-07
1923,0.00010127826681127772,1.4819864020410023e-06,1.645472025302297e-07
1924,0.0001097554195439443,1.512187537855425e-06,1.791935773098885e-07
1925,0.00010471365385456011,1.5133492325958287e-06,1.5727394497844216e-07
1926,0.00010537670459598303,1.304098148580124e-06,1.9059896771977947e-07
1927,9.876875265035778e-05,1.3278727237775456e-06,1.9176667365172761e-07
1928,9.596160816727206e-05,1.180310007953267e-06,1.9767051639973943e-07
1929,9.964425407815725e-05,1.2376991236351387e-06,1.982992330340494e-07
1930,9.798076644074172e-05,1.317151870239286e-06,2.3107928370791342e-07
1931,0.00010683625441743061,1.230637934668266e-06,1.642371358911987e-07
1932,9.890653018373996e-05,1.4773455774275135e-06,2.6412482156956685e-07
1933,9.953323024092242e-05,1.3741853592819098e-06,1.9958952179877087e-07
1934,9.843707084655762e-05,1.282029103322202e-06,2.6479293069314735e-07
1935,9.153463179245591e-05,1.4505560130828599e-06,2.154291109945916e-07
1936,9.918137948261574e-05,1.3991920582157036e-06,1.8914555255378218e-07
1937,9.661039075581357e-05,1.5121932364081658e-06,2.0901255481931003e-07
1938,9.285297710448503e-05,1.2265092976804226e-06,1.7243735328520415e-07
1939,9.262535604648292e-05,1.4804640926513457e-06,1.942344454164413e-07
1940,8.791306026978418e-05,2.550997649564124e-06,2.0793419253095635e-07
1941,8.708703535376117e-05,2.5264861847063003e-06,2.715382265705557e-07
1942,8.965488814283162e-05,1.677919058806765e-06,3.1859224236541195e-07
1943,9.061578020919114e-05,1.634521410665002e-06,2.641943979142525e-07
1944,9.387323370901868e-05,1.982535906108751e-06,2.3134940363433998e-07
1945,9.077172580873594e-05,1.8430144166359241e-06,1.9824386754407897e-07
1946,0.00010214888607151806,1.5716927066478092e-06,2.519719828342204e-07
1947,0.00011590067151701078,2.349603619222762e-06,2.753721162207512e-07
1948,0.00012133352720411494,3.273525408076239e-06,3.098488150499179e-07
1949,0.0001083817332983017,2.468977584157983e-06,2.984370439662598e-07
1950,0.00011441096285125241,1.9632876728792326e-06,2.850276814569952e-07
1951,0.00010638160165399313,1.669575510732102e-06,3.422310044243204e-07
1952,0.00010021043271990493,1.4267119325950262e-06,2.868186754767521e-07
1953,0.00010155517520615831,1.3704308656770081e-06,2.9089332542753255e-07
1954,9.974925342248753e-05,1.617354740801602e-06,3.0978938525549893e-07
1955,9.99867552309297e-05,1.5486253346352896e-06,3.2004922445594275e-07
1956,9.715613123262301e-05,1.5418978875914036e-06,3.3053126458071347e-07
1957,8.980373968370259e-05,1.356178302103217e-06,2.703521602143155e-07
1958,8.955944213084877e-05,1.1018628498504768e-06,3.1351802931567363e-07
1959,9.732149192132056e-05,1.1928401022487378e-06,3.162305119985831e-07
1960,9.21799655770883e-05,1.3869350539152947e-06,3.2804749139359046e-07
1961,9.094723645830527e-05,1.1943885454002157e-06,2.7375747890800994e-07
1962,8.79172730492428e-05,1.1472599652506688e-06,3.0695068176100904e-07
1963,9.162074275081977e-05,9.692613787137816e-07,3.258890899360267e-07
1964,9.435808897251263e-05,1.5672302566827057e-06,2.902052926856413e-07
1965,9.354348730994388e-05,1.4024846990423612e-06,2.768854017176636e-07
1966,9.38989469432272e-05,1.3675975480964553e-06,3.2126632731888094e-07
1967,9.191871504299343e-05,1.0984787479628721e-06,2.7807092806142464e-07
1968,9.107558435061947e-05,1.1197100207027688e-06,2.9418774261102953e-07
1969,8.998675912152976e-05,1.0863884511991273e-06,2.579718341166881e-07
1970,9.372569184051827e-05,1.507002139078395e-06,3.0535534278897103e-07
1971,9.838181722443551e-05,1.1201706513475074e-06,3.047069583317352e-07
1972,9.311216854257509e-05,1.1332494693760964e-06,2.888272661039082e-07
1973,9.00383383850567e-05,1.0083649755188162e-06,3.087394020440115e-07
1974,9.23746993066743e-05,1.123426613958145e-06,2.587763106021157e-07
1975,9.317936928709969e-05,1.0109320101037156e-06,2.6501268735046324e-07
1976,9.361499542137608e-05,1.0832846726316347e-06,2.4339624360436574e-07
1977,8.972905925475061e-05,1.0742757154957872e-06,2.2449306413818704e-07
1978,8.770154090598226e-05,1.0871281972413271e-06,3.154453906972776e-07
1979,8.732607238925993e-05,1.0457476378178399e-06,2.399308982603543e-07
1980,9.041777229867876e-05,1.2609664281626465e-06,2.831204994890868e-07
1981,8.671442628838122e-05,9.49465018607043e-07,2.7895674747924204e-07
1982,8.839483052724972e-05,1.1812877431793822e-06,2.9423560476971033e-07
1983,8.705157961230725e-05,8.538307412209178e-07,2.8166309107291454e-07
1984,8.552725921617821e-05,8.959468118518998e-07,2.4471816573168326e-07
