year,tout_ADV aux_ADP,tout_ADV beaux_ADJ
1856,2.174419400091665e-08,7.248064815001953e-09
1857,1.8549734193129552e-08,1.3668225662399891e-08
1858,1.565976326389773e-08,5.872411001917044e-09
1859,1.323965070909594e-08,1.782260738991681e-08
1860,1.785101666484934e-08,7.323494255473406e-09
1861,3.1125360067107977e-08,6.6023493339173456e-09
1862,2.2589931703009825e-08,3.6143890103090826e-09
1863,2.946826249683454e-08,4.994620828036034e-10
1864,1.4384183621984903e-08,5.753673537611803e-09
1865,1.6003271208209213e-08,6.589582213223366e-09
1866,1.3137154475373336e-08,1.0217787504984699e-08
1867,2.2808213984149006e-08,2.426405742994575e-09
1868,2.2723421366777075e-08,4.44588676984381e-09
1869,2.0022428159904848e-08,1.953407657850903e-09
1870,1.2614907340946502e-08,8.027668307875047e-09
1871,2.1242354542039266e-08,4.248470908407853e-09
1872,1.2094679036067646e-08,1.0885210954825197e-08
1873,1.0774807712721213e-08,1.7958012854535355e-09
1874,1.4936522685360387e-08,3.5847653734322193e-09
1875,1.602027621672164e-08,2.2886108563824337e-09
1876,2.116105135563373e-08,3.02300739996042e-09
1877,1.1132668786828503e-08,1.0514186854493346e-08
1878,1.6305539918270995e-08,2.4156354694326865e-09
1879,1.1607718120032473e-08,5.498392852132383e-09
1880,2.2462462112571302e-08,6.417846254436199e-09
1881,1.5339516323820135e-08,0.0
1882,9.317538740560849e-09,3.9932310791357395e-09
1883,1.7694148368718743e-08,6.319338829996468e-09
1884,1.5183903023796574e-08,6.601696966868076e-10
1885,1.9336907297606842e-08,2.5782542767416317e-09
1886,2.9685934488377086e-08,1.936039106809062e-09
1887,1.9586773314372863e-08,6.528924623161458e-10
1888,2.282621380800265e-08,1.268122939990235e-09
1889,2.3181006780781388e-08,1.8795409673089125e-09
1890,2.7528422652522977e-08,5.243509182406569e-09
1891,4.015758514608336e-08,1.9122659011827636e-09
1892,1.0029619579299265e-08,8.775916882086676e-09
1893,4.495644057023185e-08,1.2316833108982905e-09
1894,2.7726772211522643e-08,3.150769645188234e-09
1895,1.504653623918273e-08,8.426059849853118e-09
1896,2.0639601361338578e-08,2.948514543632541e-09
1897,2.447219638046505e-08,7.574727511894253e-09
1898,3.3384293551819155e-08,7.355861253444118e-09
1899,2.9296165493519766e-08,0.0
1900,2.4917055641004993e-08,2.595526460424935e-09
1901,2.3472702948001967e-08,6.706486921359556e-09
1902,2.7497589982772297e-08,1.4730852093691738e-09
1903,2.2680925582108102e-08,5.400220270956879e-10
1904,1.289910045443321e-08,5.374625189347171e-10
1905,1.9610884915977067e-08,1.5482277682110634e-09
1906,3.961021910470208e-08,2.572092261399206e-09
1907,1.8514236144184792e-08,2.5714217422034835e-09
1908,2.504808493952737e-08,1.1296195090437777e-08
1909,3.685658933605396e-08,3.850688656825696e-09
1910,3.580580942852407e-08,8.01622590529405e-09
1911,1.4897048039586025e-08,1.5961122423746588e-09
1912,2.5005222337171062e-08,3.646594803896619e-09
1913,2.91664441487427e-08,4.772690687104841e-09
1914,3.080502031238552e-08,8.036092458141297e-09
1915,2.238344798399794e-08,2.3561523843085297e-09
1916,3.076489463182952e-08,2.197492410260793e-09
1917,2.19328495365545e-08,1.0966424435210342e-09
1918,1.8378202071289707e-08,0.0
1919,1.2890987832747669e-08,2.762354567309444e-09
1920,2.1959472462640406e-08,7.572231730534895e-09
1921,1.5145495135815423e-08,2.2718242842501013e-09
1922,1.8444839211539943e-08,7.377935484775833e-10
1923,1.0615948120573648e-08,8.492758496458919e-09
1924,1.4180787211159895e-08,5.156649773851996e-09
1925,1.5397448649423495e-08,5.499089184013428e-09
1926,1.7833821530643945e-08,8.916910765321973e-09
1927,1.5608915049369898e-08,2.2298449753321847e-09
1928,3.0850310528407476e-08,5.713020612141406e-09
1929,1.4482528065684619e-08,4.4561625500705304e-09
1930,1.470504518152893e-08,5.2518016602221e-09
1931,1.1405356659111021e-08,5.7026783295555106e-09
1932,8.767629289252454e-09,2.1919073223131136e-09
1933,1.720599263066447e-08,6.882397318719313e-09
1934,2.2765002327673756e-08,0.0
1935,1.3165112555668657e-08,2.393656828303392e-09
1936,1.2124714565686645e-08,2.424942913137329e-09
1937,1.2591118370153254e-08,1.2591118148108649e-09
1938,1.1668693011834819e-08,0.0
1939,7.647025235257843e-09,9.176430282309411e-09
1940,2.0286263113789005e-08,2.5357829169792012e-09
1941,1.4757512545315876e-08,5.9030051957620344e-09
1942,3.034211704111556e-08,3.034211770724937e-09
1943,1.1612940831184915e-08,2.9032352077962287e-09
1944,9.639558484764166e-09,9.639558484764166e-09
1945,0.0,4.357008087652048e-09
1946,1.8097434661967782e-08,4.1763312808029696e-09
1947,1.90733930871545e-08,3.5762612871081956e-09
1948,1.7395020535104777e-08,5.435944139264848e-09
1949,9.817008539414473e-09,9.817008317369869e-10
1950,1.9143649998554224e-08,3.190608444114673e-09
1951,2.0256663124662566e-08,3.1984206394497505e-09
1952,2.1089607837865287e-09,5.272402070488624e-09
1953,3.232148326759443e-09,5.386913581872932e-09
1954,8.795282724349818e-09,9.772536113672459e-10
1955,1.595553378308523e-08,2.815682353940474e-09
1956,8.72114114258693e-09,2.616342476002842e-09
1957,1.7670075402875796e-09,4.417518795207798e-09
1958,4.136121722897457e-09,9.099467845885556e-09
1959,1.7826720766223048e-08,1.3176271629333769e-08
1960,8.997083578154985e-09,6.920833350854139e-10
1961,4.168895617606694e-09,1.3896318540318475e-09
1962,8.244543381330516e-09,3.805173953708163e-09
1963,5.819448034571906e-09,3.2330265131719216e-09
1964,1.0342746104008427e-08,5.475571496216247e-09
1965,9.302474013317408e-09,7.660860390501512e-09
1966,1.1078149952936656e-08,2.215629901769489e-09
1967,1.0846737952263652e-08,1.3311906132962292e-08
1968,2.200793763895703e-08,5.3896989093971115e-09
1969,1.362527324300089e-08,3.1792304344691047e-09
1970,1.1036939723263473e-08,7.817832603507213e-09
1971,1.2332153964678128e-08,1.0276794970565106e-08
1972,1.846852804021637e-08,5.643161493651405e-09
1973,1.1026407453762488e-08,1.102640756478479e-09
1974,6.750685843659454e-09,3.937900283634832e-09
1975,5.140332159925265e-09,2.8557400888473694e-09
1976,6.2848797277581525e-09,5.713526984862938e-09
1977,1.2928920378740827e-08,6.464460078348111e-09
1978,1.1287123458103565e-08,7.722768868845264e-09
1979,7.022368020415115e-09,5.851973461368232e-09
1980,6.253665585376211e-09,6.822180820265089e-09
1981,2.5302198669585607e-09,8.223214109648325e-09
1982,9.9320033308814e-09,6.2075020679230875e-09
1983,1.0736036948344463e-08,8.841442245000053e-09
1984,1.159801704675445e-08,2.8995041922996734e-09
1985,6.015558162708601e-09,1.142956040922627e-08
1986,1.019062523255343e-08,7.792831269171074e-09
1987,8.555143982125202e-09,9.77730663098697e-09
1988,4.797243047249822e-09,1.439172936379407e-08
1989,8.780995486290522e-09,8.232183268397364e-09
1990,1.3621627825699534e-08,9.262706657242603e-09
1991,5.275318626374315e-09,8.206051227421796e-09
1992,8.26491608485469e-09,9.366905084906563e-09
1993,1.0524493831987058e-08,4.985286516934195e-09
1994,4.2199412852994556e-09,4.2199412852994556e-09
1995,4.337960657352369e-09,7.59143092832204e-09
1996,9.074756723848054e-09,5.3380921904988554e-09
1997,5.753873377756236e-09,8.151320507465698e-09
1998,9.536258005482523e-09,3.337690568372409e-09
1999,6.398281821029528e-09,1.2339543387085428e-08
2000,4.859834756842929e-09,6.627047466345459e-09
2001,6.571817756650944e-09,4.8193330159929104e-09
2002,1.0076809331405201e-08,5.6955880012310445e-09
2003,5.000307390368164e-09,7.083769126836614e-09
2004,5.285749615779878e-09,3.523833003171717e-09
2005,3.15262471684008e-09,1.3961624190095279e-08
2006,5.353256837814513e-09,9.059357930496503e-09
2007,7.988958827809256e-09,1.3980677726621593e-08
2008,6.811903568992861e-09,1.4049550939310151e-08
2009,4.76819250749827e-09,1.8119131972582636e-08
2010,7.085689812669216e-09,1.558851697724961e-08
2011,2.6767803251726008e-09,1.6825476789605887e-08
2012,8.170206733382201e-09,2.8595722345592378e-08
2013,4.7415126269712005e-09,2.1197350263957304e-08
2014,4.3308902714089825e-09,2.6418431400832e-08
2015,9.309616411101729e-09,2.7707191929682295e-08
2016,1.3877977989018575e-08,2.0713401327476788e-08
2017,5.0312225496895735e-09,2.7923285600417458e-08
2018,5.6792268665617485e-09,2.5814666515522333e-08
2019,6.632568272380013e-09,2.2193593962605007e-08
