year,petit_ADJ oeuf_NOUN,petit_ADJ boeuf_NOUN
1882,2.6621540527571597e-09,1.3310770263785798e-09
1883,3.159669414998234e-09,0.0
1884,2.6406787867472303e-09,6.601696966868076e-10
1885,1.933690763067375e-09,0.0
1886,0.0,0.0
1887,6.528924623161458e-10,6.528924623161458e-10
1888,2.53624587998047e-09,0.0
1889,1.2530273485467092e-09,6.265136742733546e-10
1890,4.588070645628051e-09,6.554386478008212e-10
1891,7.649063604731055e-09,0.0
1892,1.2537024751679837e-09,6.268512375839919e-10
1893,4.926733243593162e-09,0.0
1894,6.301539290376468e-10,6.301539290376468e-10
1895,5.416753268150387e-09,1.2037228991346183e-09
1896,5.89702897624278e-10,0.0
1897,1.7480140668268973e-09,0.0
1898,2.8291773368493978e-09,0.0
1899,2.2110313580014918e-09,5.527578395003729e-10
1900,3.114631885736685e-09,5.191053142894475e-10
1901,2.235495566438317e-09,1.1177477832191585e-09
1902,2.9461704187383475e-09,9.820567692386817e-10
1903,2.1600881083827517e-09,1.0800440541913758e-09
1904,4.837162670412454e-09,1.0749250378694342e-09
1905,3.612531440655431e-09,1.5482277682110634e-09
1906,3.0865106026567446e-09,1.0288369045596824e-09
1907,4.6285588695127444e-09,0.0
1908,4.4202499438483756e-09,9.822778146428846e-10
1909,3.850688656825696e-09,0.0
1910,7.481810726517324e-09,2.137660271017694e-09
1911,3.1922244847493175e-09,1.5961122423746588e-09
1912,3.6465947483854677e-09,3.646594803896619e-09
1913,7.42418571064718e-09,5.30298971401777e-10
1914,8.036092680185902e-09,6.696743715117748e-10
1915,3.534228465440492e-09,0.0
1916,4.394984820521586e-09,0.0
1917,3.289927441585405e-09,2.1932848870420685e-09
1918,5.743188147278033e-09,0.0
1919,1.8415696745321952e-09,1.8415696745321952e-09
1920,7.572231730534895e-09,0.0
1921,3.0290989716519334e-09,7.572747429129834e-10
1922,5.902348387820666e-09,7.377935484775833e-10
1923,0.0,0.0
1924,5.156649662829693e-09,2.578324886925998e-09
1925,5.499088961968823e-09,2.1996355847875293e-09
1926,7.802296586589819e-09,1.1146138456652466e-09
1927,8.919379901328739e-09,1.1149224876660924e-09
1928,4.570416489713125e-09,0.0
1929,5.570202965543558e-09,1.1140406375176326e-09
1930,2.100720708497761e-09,1.0503603542488804e-09
1931,1.1405356659111021e-09,2.2810713318222042e-09
1932,1.0959536611565568e-09,4.383814644626227e-09
1933,3.4411986593596566e-09,1.1470662197865522e-09
1934,7.188948103475923e-09,0.0
1935,3.590485242455088e-09,0.0
1936,4.849885826274658e-09,1.2124714565686645e-09
1937,2.5182236296217297e-09,1.2591118148108649e-09
1938,5.186085783037697e-09,1.2965214457594243e-09
1939,4.588215141154706e-09,0.0
1940,2.5357829169792012e-09,0.0
1941,2.9515025978810172e-09,2.9515025978810172e-09
1942,6.068423541449874e-09,9.102635090130207e-09
1943,0.0,2.9032352077962287e-09
1944,6.4263723231761105e-09,0.0
1945,0.0,4.357008087652048e-09
1946,4.1763312808029696e-09,1.3921104269343232e-09
1947,4.7683483828109274e-09,1.1920870957027319e-09
1948,2.174377566888097e-09,1.0871887834440486e-09
1949,3.9268033269479474e-09,9.817008317369869e-10
1950,1.0635361480382244e-09,2.1270722960764488e-09
1951,9.595261474260042e-09,1.0661401761424827e-09
1952,3.1634410646574906e-09,1.0544803918932644e-09
1953,4.3095309543161875e-09,0.0
1954,1.9545072227344917e-09,2.9317608341017376e-09
1955,9.385607846468247e-10,5.631364707880948e-09
1956,1.744228317335228e-09,0.0
1957,2.6505113659425206e-09,8.835037701437898e-10
1958,4.9633461784992505e-09,1.6544486891589827e-09
1959,7.750747821333448e-10,2.325224457422337e-09
1960,2.076250060767393e-09,6.920833350854139e-10
1961,6.948159270159238e-10,6.948159270159238e-10
1962,3.805173953708163e-09,6.341956404476434e-10
1963,1.2932106496776896e-09,0.0
1964,1.8251904432275978e-09,0.0
1965,5.472043373977442e-10,5.472043373977442e-10
1966,3.8773522170743036e-09,1.6617224263271169e-09
1967,3.944268467392931e-09,2.9582012395223956e-09
1968,2.69484942694298e-09,8.982831367632116e-09
1969,3.1792304344691047e-09,1.0446043141598693e-08
1970,4.5987250119061684e-10,2.2993624781975086e-09
1971,1.0276794970565106e-09,3.083038491169532e-09
1972,1.5390440033513642e-09,9.234264020108185e-09
1973,2.7566018356850464e-09,6.064523994098181e-09
1974,5.625571675160757e-10,4.500457340128605e-09
1975,1.5420996035686585e-08,9.709516746170266e-09
1976,3.4281160132820787e-09,3.9994687561772935e-09
1977,7.639816612670103e-09,5.289103821581875e-09
1978,5.940591130126904e-09,7.128709622605811e-09
1979,2.3407893401383717e-09,1.1703946700691858e-09
1980,0.0,7.95921106799824e-09
1981,1.2651099057237047e-09,5.69299452024552e-09
1982,4.966001831974154e-09,9.311253101884631e-09
1983,1.2630632095778083e-09,2.5261264191556165e-09
1984,2.8995041922996734e-09,7.538710988796993e-09
1985,3.0077789148208467e-09,2.045289804186723e-08
1986,2.3977941854269602e-09,1.7983456945813714e-09
1987,2.4443267410134695e-09,4.277571630240118e-09
1988,1.798966087207532e-09,5.396898483667201e-09
1989,5.488122178931576e-10,7.134558721588746e-09
1990,1.6345953479657283e-09,4.90378582185258e-09
1991,1.7584396161396398e-09,9.37834432335194e-09
1992,4.958949695321735e-09,3.30596661157756e-09
1993,5.539207315052863e-09,2.2156829704300662e-09
1994,5.274926717646622e-09,1.0549853213248639e-09
1995,5.964695848348356e-09,7.591431483433553e-09
1996,1.6014276571496566e-09,8.540947504798169e-09
1997,4.315404922294874e-09,4.315404922294874e-09
1998,3.337690568372409e-09,9.536258449571733e-10
1999,4.570201106446348e-09,1.8280804647829996e-09
2000,4.4180314962005696e-10,8.836062992401139e-10
2001,2.6287270138425356e-09,2.6287270138425356e-09
2002,8.76244299341522e-10,8.76244299341522e-10
2003,2.083461403401543e-09,0.0
2004,4.404791198453495e-09,8.809582507929292e-10
2005,3.1526248278623825e-09,2.251874686720612e-09
2006,8.235779835885637e-10,4.1178899179428186e-10
2007,1.997239706952314e-09,3.994479469415779e-10
2008,1.2772318758180745e-09,8.514879357157668e-10
2009,9.53638501499654e-10,0.0
2010,0.0,1.8895172093635892e-09
2011,1.911985902935953e-09,0.0
2012,1.3617010852229328e-09,0.0
2013,2.7891249310130206e-09,2.789125042035323e-10
2014,4.980523993225461e-09,4.330890368553497e-10
2015,4.433150790905671e-10,0.0
2016,4.1426800878596737e-10,4.1426800878596737e-10
2017,1.0062445321423752e-09,5.031222660711876e-10
2018,1.290733298020541e-09,5.162933414126769e-10
2019,3.3162841361900064e-09,7.65296326310505e-10
