year,doit_VERB ôter_VERB,doit_VERB oter_VERB
1877,2.72131899237138e-08,0.0
1878,1.8117265909722846e-08,0.0
1879,1.588424503040642e-08,0.0
1880,1.7328185109022343e-08,0.0
1881,9.761510710859511e-09,0.0
1882,1.6638463051776853e-08,0.0
1883,2.274962085380139e-08,0.0
1884,6.601696966868076e-09,0.0
1885,9.66845359329227e-09,0.0
1886,6.4534639854230136e-09,0.0
1887,4.570247291724172e-09,0.0
1888,1.2047167707862627e-08,0.0
1889,1.7542383545787743e-08,0.0
1890,1.6385966361553983e-08,0.0
1891,1.466070642663908e-08,0.0
1892,1.3163876211308434e-08,0.0
1893,4.926733243593162e-09,0.0
1894,1.2603078580752936e-08,0.0
1895,1.5648398132839247e-08,1.2037228991346183e-09
1896,1.1204354777305525e-08,5.89702897624278e-10
1897,1.3401440845939305e-08,0.0
1898,1.810673566637888e-08,5.6583548957434e-10
1899,5.527578395003729e-09,1.1055156790007459e-09
1900,1.6092265298084385e-08,0.0
1901,8.941982265753268e-09,5.588738916095792e-10
1902,1.4239823542538943e-08,0.0
1903,7.560307935250421e-09,0.0
1904,1.3974025492302644e-08,0.0
1905,8.773290538499623e-09,5.160759042333041e-10
1906,1.0802787109298606e-08,0.0
1907,1.902852098112362e-08,2.057137349353866e-09
1908,7.367083831866239e-09,0.0
1909,5.5009836685826485e-09,0.0
1910,1.068830179917768e-08,0.0
1911,8.51259862599818e-09,1.5961122423746588e-09
1912,5.730363294986773e-09,0.0
1913,1.0605979205990934e-08,0.0
1914,8.705766774141921e-09,0.0
1915,3.534228465440492e-09,0.0
1916,7.69122365795738e-09,0.0
1917,3.289927441585405e-09,0.0
1918,6.89182577673364e-09,0.0
1919,8.287063479883727e-09,0.0
1920,5.300562211374427e-09,0.0
1921,2.2718242842501013e-09,0.0
1922,7.377935595798135e-09,0.0
1923,1.2739137744688378e-08,0.0
1924,1.804827398643738e-08,0.0
1925,1.6497267552040284e-08,0.0
1926,8.916910765321973e-09,0.0
1927,1.8953683067479687e-08,0.0
1928,1.2568645679778001e-08,0.0
1929,1.6710609784809094e-08,0.0
1930,4.201441416995522e-09,0.0
1931,3.4216069977333063e-09,0.0
1932,6.575722188983946e-09,0.0
1933,3.4411986593596566e-09,1.1470662197865522e-09
1934,5.990790086229936e-09,0.0
1935,9.574627313213568e-09,0.0
1936,1.2124714565686645e-08,1.2124714565686645e-09
1937,8.813782592653752e-09,0.0
1938,6.482607339819424e-09,0.0
1939,1.070583532936098e-08,0.0
1940,1.2678914806940611e-08,0.0
1941,1.1806010391524069e-08,0.0
1942,1.517105907566929e-08,0.0
1943,0.0,5.806470415592457e-09
1944,9.639558484764166e-09,0.0
1945,6.535512131478072e-09,0.0
1946,1.3921104269343232e-09,0.0
1947,1.0728784083369192e-08,0.0
1948,4.348755133776194e-09,1.0871887834440486e-09
1949,8.835307596655184e-09,0.0
1950,1.1698897850465073e-08,0.0
1951,8.529121409139861e-09,1.0661401761424827e-09
1952,1.687168627029223e-08,2.1089607837865287e-09
1953,6.464296653518886e-09,0.0
1954,1.3681550115052232e-08,0.0
1955,3.754243138587299e-09,0.0
1956,1.2209598665435806e-08,0.0
1957,1.1485549400447326e-08,0.0
1958,6.617794756635931e-09,0.0
1959,1.4726420971555854e-08,0.0
1960,6.920833239831836e-09,0.0
1961,1.042223907177231e-08,6.948159270159238e-10
1962,7.610347907416326e-09,0.0
1963,9.69907976156037e-09,0.0
1964,1.0951143103454797e-08,0.0
1965,1.2585699593614663e-08,0.0
1966,7.754704434148607e-09,0.0
1967,7.888536934785861e-09,0.0
1968,1.3025106326836067e-08,0.0
1969,1.6804504454626112e-08,0.0
1970,1.5175793066646293e-08,0.0
1971,1.1304474689666222e-08,5.138397485282553e-10
1972,2.0007572487656944e-08,0.0
1973,1.268036875501366e-08,0.0
1974,1.1251143128276908e-08,0.0
1975,7.996072248772634e-09,0.0
1976,7.998937512354587e-09,5.713526873840635e-10
1977,4.11374712072643e-09,0.0
1978,8.316828115084718e-09,0.0
1979,1.287434159280565e-08,0.0
1980,1.591842213599648e-08,0.0
1981,1.3283654176632353e-08,0.0
1982,1.1173503899897241e-08,6.207502289967692e-10
1983,6.946847541655643e-09,6.315316047889041e-10
1984,1.275781880138993e-08,0.0
1985,1.0226449020933615e-08,0.0
1986,9.591176741707841e-09,0.0
1987,9.777306964053878e-09,0.0
1988,5.99655392008458e-09,0.0
1989,9.878619700032232e-09,0.0
1990,5.993515905799995e-09,0.0
1991,7.6199047072123e-09,0.0
1992,3.30596661157756e-09,0.0
1993,8.308811416668505e-09,0.0
1994,9.494868002946077e-09,5.274926606624319e-10
1995,8.675921314704738e-09,5.422450821690461e-10
1996,6.4057106285986265e-09,0.0
1997,1.3425704992187093e-08,0.0
1998,1.0013071261028017e-08,0.0
1999,1.553868322901053e-08,0.0
2000,1.2370488633450805e-08,0.0
2001,1.095302959441824e-08,0.0
2002,1.1391176002462089e-08,0.0
2003,1.0833999475323708e-08,4.1669229178253886e-10
2004,6.166707589017051e-09,0.0
2005,1.9366122927522156e-08,0.0
2006,7.412201963319376e-09,0.0
2007,9.98619853476157e-09,0.0
2008,1.1069342775726909e-08,0.0
2009,7.1522885392028e-09,0.0
2010,1.2754241218715379e-08,0.0
2011,1.3001504761689375e-08,1.1471915639660324e-09
2012,1.3617010630184723e-08,0.0
2013,1.059867482666732e-08,0.0
2014,1.1260315346817151e-08,0.0
2015,1.573768493301486e-08,0.0
2016,1.0356700386182638e-08,0.0
2017,7.54683426862357e-09,0.0
2018,9.551427204712581e-09,0.0
2019,1.3010037491767434e-08,0.0
