year,ont_VERB eu_VERB,ont_VERB bu_VERB
1800,2.362210761930328e-05,1.9493819536364754e-07
1801,2.500003574823495e-05,2.7145480885337747e-07
1802,2.6243151296512224e-05,1.969299319171114e-07
1803,2.211489663750399e-05,1.794312112224361e-07
1804,2.432795736240223e-05,1.8291696335381857e-07
1805,2.517652501410339e-05,1.3361525930122298e-07
1806,2.4070583094726317e-05,1.7290014397985942e-07
1807,2.3202685042633675e-05,1.3095993267597805e-07
1808,2.398865944996942e-05,1.8808414381510374e-07
1809,2.3173135559773073e-05,2.552704359004565e-07
1810,2.3927796064526774e-05,1.3806747745093162e-07
1811,2.2247799279284663e-05,1.0279014617253779e-07
1812,2.2961996364756487e-05,7.468182872116813e-08
1813,2.6123236239072867e-05,3.5084048022326897e-07
1814,2.9440310754580423e-05,2.863476140646526e-07
1815,2.6891319066635333e-05,2.1847510822681215e-07
1816,2.431166467431467e-05,1.2051540920765547e-07
1817,2.4855484298313968e-05,2.584409912742558e-07
1818,2.360750841035042e-05,1.6093589749743842e-07
1819,2.4495759134879336e-05,2.0081037632735388e-07
1820,2.6039806471089832e-05,1.8393045309039735e-07
1821,2.464583121764008e-05,1.7750679148775816e-07
1822,2.455774665577337e-05,2.1855842646800738e-07
1823,2.2165879272506572e-05,1.5318164514610544e-07
1824,2.2020367396180518e-05,1.1873768812620256e-07
1825,2.2145688490127213e-05,2.298220636021142e-07
1826,2.1635052689816803e-05,1.4004695003677625e-07
1827,2.305147791048512e-05,1.4747637067102914e-07
1828,2.3053662516758777e-05,1.6418418624652986e-07
1829,2.5049963369383477e-05,1.423147182322282e-07
1830,2.4454549929942004e-05,1.847319879288989e-07
1831,2.6826228349818848e-05,1.6214853815199604e-07
1832,2.500744267308619e-05,2.7195238772037555e-07
1833,2.2680744223180227e-05,2.7221526011089736e-07
1834,2.353701893298421e-05,2.5389923052898666e-07
1835,2.190799750678707e-05,2.0949752865817572e-07
1836,2.2298105250229128e-05,1.6264215219052858e-07
1837,2.35128009080654e-05,1.7533885454668052e-07
1838,2.2556510884896852e-05,1.571728347471435e-07
1839,2.3313772544497624e-05,1.656979549125026e-07
1840,2.3734097339911386e-05,1.6752281339904584e-07
1841,2.4334520276170224e-05,2.1444631670419767e-07
1842,2.3593638616148382e-05,2.21372744135806e-07
1843,2.5166984414681792e-05,1.9847220755764283e-07
1844,2.2509688278660178e-05,1.6685226000845432e-07
1845,2.272268829983659e-05,1.4731801911693765e-07
1846,2.4550265152356587e-05,1.5690064003592852e-07
1847,2.4737099010962993e-05,1.4561703665094683e-07
1848,2.691046211111825e-05,2.1480741452251095e-07
1849,2.5341863874928094e-05,2.212165526316312e-07
1850,2.4255725293187425e-05,2.1792676818677137e-07
1851,2.3928063455969095e-05,1.8703372006712016e-07
1852,2.4230948838521726e-05,1.9922269700600737e-07
1853,2.3973125280463137e-05,1.606449728797088e-07
1854,2.37540589296259e-05,1.891221899086304e-07
1855,2.324916022189427e-05,2.3881216293375473e-07
1856,2.3106831577024423e-05,1.6359918220132386e-07
1857,2.378808130742982e-05,2.260138671772438e-07
1858,2.3395687094307505e-05,2.1140679962172726e-07
1859,2.339140701224096e-05,1.6804172275897145e-07
1860,2.387092899880372e-05,1.9681890250922152e-07
1861,2.4751263481448404e-05,1.938261107170547e-07
1862,2.408448199275881e-05,2.4261586872853513e-07
1863,2.392023816355504e-05,2.3274932914318924e-07
1864,2.405275336059276e-05,2.042554143599773e-07
1865,2.3730968678137287e-05,1.9156856012614298e-07
1866,2.38439351960551e-05,1.9997669653548655e-07
1867,2.3942800908116624e-05,1.814951531287079e-07
1868,2.420735836494714e-05,1.59063944238369e-07
1869,2.36699288507225e-05,2.153632010504225e-07
1870,2.2608781364397146e-05,1.8176935157043772e-07
1871,2.624705302878283e-05,2.187962451216663e-07
1872,2.4807999579934403e-05,2.0560953828407946e-07
1873,2.361658334848471e-05,2.0352415219804243e-07
1874,2.3846458134357817e-05,2.1628085278280196e-07
1875,2.4467539333272725e-05,8.410644625200803e-08
1876,2.4525053959223442e-05,2.1402892969035747e-07
1877,2.3651355149922892e-05,2.0286196900087816e-07
1878,2.4172055418603122e-05,1.8419220282339666e-07
1879,2.42271398747107e-05,1.6311898320964247e-07
1880,2.3671584131079726e-05,1.6750578879509703e-07
1881,2.3812508516130038e-05,1.7640444127664523e-07
1882,2.345158100069966e-05,1.6239140165907884e-07
1883,2.35768220591126e-05,1.6493474674916797e-07
1884,2.3578621039632708e-05,1.472178468020502e-07
1885,2.3991944544832222e-05,2.513797880965285e-07
1886,2.3326045266003348e-05,1.6133660096784297e-07
1887,2.3665392291150056e-05,1.8346278807257477e-07
1888,2.3699316443526186e-05,1.4139570225779607e-07
1889,2.449668500048574e-05,2.217858394715222e-07
1890,2.515114647394512e-05,2.0253054344721022e-07
1891,2.484415927028749e-05,1.6636714406104147e-07
1892,2.444594429107383e-05,2.2378588937499444e-07
1893,2.4098499125102535e-05,1.656614045941751e-07
1894,2.4139306333381683e-05,2.1047141274266323e-07
1895,2.4207469323300757e-05,1.7935471419150417e-07
1896,2.4017419491428882e-05,1.8575640581275366e-07
1897,2.463767486915458e-05,1.637306468182942e-07
1898,2.407403735560365e-05,1.5334141778566845e-07
1899,2.37591902987333e-05,1.851738744562681e-07
1900,2.379007673880551e-05,1.884352229808428e-07
1901,2.400083940301556e-05,1.654266696959894e-07
1902,2.0876563212368637e-05,1.5565599653655227e-07
1903,2.2968757548369467e-05,1.468859949227408e-07
1904,2.2548165361513384e-05,1.4941457493478083e-07
1905,2.2629412342212163e-05,1.5791923146935005e-07
1906,2.2709516997565515e-05,1.9650785532121517e-07
1907,2.2287540559773333e-05,1.7074239622161258e-07
1908,2.3174879970611073e-05,1.4832394867880794e-07
1909,2.1558355001616292e-05,1.8758353803605132e-07
1910,2.2308087864075787e-05,2.1750693690592016e-07
1911,2.2075297238188796e-05,1.9153347352585115e-07
1912,2.2017098672222346e-05,1.760784442694785e-07
1913,2.1911422663833946e-05,1.9833181852391135e-07
1914,2.2950411221245304e-05,2.049203544629563e-07
1915,2.8244376153452322e-05,2.886286551984085e-07
1916,2.6834679374587722e-05,2.7248904643784044e-07
1917,2.660564314282965e-05,2.3468147958283225e-07
1918,2.4569359084125608e-05,2.1709250574986072e-07
1919,2.4243343432317488e-05,1.9428560449341603e-07
1920,2.168005630664993e-05,1.9006301954505034e-07
1921,2.1654272131854668e-05,1.5069767300701642e-07
1922,2.186967685702257e-05,2.1100895253312046e-07
1923,2.154188223357778e-05,1.7303995036854758e-07
1924,2.121832403645385e-05,1.727477609847483e-07
1925,2.0924033378832974e-05,1.8146992886158841e-07
1926,2.030380528594833e-05,1.9059896771977947e-07
1927,2.0881383534288034e-05,1.6054883644756046e-07
1928,2.1355270291678607e-05,1.3825510336573643e-07
1929,2.0764602595590986e-05,1.982992330340494e-07
1930,2.117211442964617e-05,1.5020152943634457e-07
1931,2.0488581867539324e-05,1.573939272248026e-07
1932,2.1025871319579892e-05,1.4356993460751255e-07
1933,2.1306754206307232e-05,1.5944220876917825e-07
1934,2.0319561372161843e-05,1.941016023465636e-07
1935,1.9402981706662104e-05,1.55587699168791e-07
1936,2.0130662960582413e-05,1.6732106189465412e-07
1937,2.0308214516262524e-05,1.2968851592631836e-07
1938,2.0168687115074135e-05,1.8280952929217165e-07
1939,1.8874387023970485e-05,1.5294050115244318e-07
1940,1.8125776477972977e-05,1.3693227174371714e-07
1941,1.672026155574713e-05,1.5052663115966425e-07
1942,1.826898915169295e-05,2.5183956608998415e-07
1943,1.6876505469554104e-05,1.945167582562135e-07
1944,1.8006694517680444e-05,2.1207029021752533e-07
1945,1.9175193301634863e-05,2.1785039905353187e-07
1946,1.8989778254763223e-05,1.7401380603132566e-07
1947,1.932849954755511e-05,1.9907854209577636e-07
1948,1.8733349861577153e-05,1.9678117268995265e-07
1949,2.0062037947354838e-05,1.6787083723102114e-07
1950,1.837684067140799e-05,1.7654700457114814e-07
1951,1.857216193457134e-05,1.4286278826602938e-07
1952,1.8089611330651678e-05,1.381369258979248e-07
1953,1.9096609321422875e-05,1.799229210064368e-07
1954,1.8583454220788553e-05,1.8372368515429116e-07
1955,1.8403299691271968e-05,1.4923116964382643e-07
1956,1.8761791579890996e-05,1.7878340941024362e-07
1957,1.851293745858129e-05,1.5638016748198424e-07
1958,1.8106286006513983e-05,1.670993157176781e-07
1959,1.83382690011058e-05,1.4183868302097835e-07
1960,1.7967175153899007e-05,1.6817625692056026e-07
1961,1.8235443349112757e-05,1.743987922964152e-07
1962,1.8676428226171993e-05,1.9406387252729473e-07
1963,1.839139440562576e-05,2.062671029534613e-07
1964,1.9354320102138445e-05,1.8069385987473652e-07
1965,1.88801914191572e-05,2.0957925528364285e-07
1966,1.89813017641427e-05,1.5066282799125474e-07
1967,1.9192317267879844e-05,1.888318479359441e-07
1968,1.9295572201372124e-05,1.9582573429488548e-07
1969,2.1069214199087583e-05,1.6486580989294453e-07
1970,1.9534923922037706e-05,1.5911588491235307e-07
1971,1.883787990664132e-05,1.6597023488884588e-07
1972,1.9369383153389208e-05,1.5133933572997194e-07
1973,1.7812610167311504e-05,1.8303836668565054e-07
1974,1.8527820429881103e-05,1.6932970936522906e-07
1975,1.767132016539108e-05,1.3878896254482243e-07
1976,1.7786780517781153e-05,1.3998140957482974e-07
1977,1.837258241721429e-05,1.7160202503418986e-07
1978,1.7935239156940952e-05,1.930692121732136e-07
1979,1.8735678168013692e-05,1.5624769389432913e-07
1980,1.8329494196223095e-05,1.5065648995005176e-07
1981,1.8665432435227558e-05,1.8154327108277357e-07
1982,1.8858392650145106e-05,1.4835930528533936e-07
1983,1.851713750511408e-05,1.6419821236013377e-07
1984,1.826803600124549e-05,1.5831292898838e-07
1985,1.828308631957043e-05,1.5459984581411845e-07
1986,1.8569116946309805e-05,1.540582701409221e-07
1987,1.865510239440482e-05,1.5215934467960324e-07
1988,1.8894541426561773e-05,1.5171281120274216e-07
1989,1.936813168867957e-05,1.8110803523541108e-07
1990,1.8784223357215524e-05,1.8198494444732205e-07
1991,1.8650009224074893e-05,1.875668829143251e-07
1992,1.831285044318065e-05,1.608903659189309e-07
1993,1.8697041014092974e-05,1.6229877530804515e-07
1994,1.909365164465271e-05,1.7618255299112207e-07
1995,1.876655915111769e-05,1.8653230426934897e-07
1996,1.849649015639443e-05,1.4893277011651662e-07
1997,1.8633440049597993e-05,1.6110845990624512e-07
1998,1.861429882410448e-05,1.797584729956725e-07
1999,1.8889555576606654e-05,1.690974471557638e-07
2000,1.883362710941583e-05,1.806974836426889e-07
2001,1.8459797502146102e-05,1.721816289546041e-07
2002,1.8281960365129635e-05,2.0504116093889024e-07
2003,1.8812406779034063e-05,1.7334399160517933e-07
2004,1.8518183424021117e-05,1.6253679291367007e-07
2005,1.8504555555409752e-05,1.6934097857301822e-07
2006,1.824801802285947e-05,1.8283431302279496e-07
2007,1.798634184524417e-05,1.897377757131835e-07
2008,1.7147689504781738e-05,1.5539654896201682e-07
2009,1.6799296645331196e-05,1.983568154173554e-07
2010,1.5791640180395916e-05,2.0926403010435024e-07
2011,1.4032447325007524e-05,2.187312020396348e-07
2012,1.3918287550040986e-05,2.68255121227412e-07
2013,1.3548175047617406e-05,2.613410288176965e-07
2014,1.3089683307043742e-05,2.871380218039121e-07
2015,1.2605442861968186e-05,2.6288583399036725e-07
2016,1.3088591003906913e-05,2.7838811433866795e-07
2017,1.2418567166605499e-05,3.058983395476389e-07
2018,1.2345864888629876e-05,2.710540059069899e-07
2019,1.2372545825201087e-05,2.566293630934524e-07
