year,put_VERB ôter_VERB
2008,3.8316958494988285e-09
2009,1.907277002999308e-09
2010,9.447586046817946e-10
2011,7.64794394481072e-10
2012,2.382976926895708e-09
2013,3.904775169871755e-09
2014,4.114345752981308e-09
2015,2.21657536769726e-09
2016,5.799752234025846e-09
2017,4.024978128569501e-09
2018,3.614053500911041e-09
2019,2.806086474294034e-09
