year,beaucoup_ADV ôté_VERB,beaucoup_ADV voté_VERB
1939,0.0,0.0
1940,0.0,0.0
1941,2.9515025978810172e-09,0.0
1942,0.0,0.0
1943,0.0,0.0
1944,6.4263723231761105e-09,0.0
1945,0.0,2.178504043826024e-09
1946,0.0,0.0
1947,0.0,3.5762612871081956e-09
1948,0.0,1.0871887834440486e-09
1949,0.0,1.2762110479513922e-08
1950,1.0635361480382244e-09,5.317680518146517e-09
1951,0.0,0.0
1952,2.1089607837865287e-09,0.0
1953,2.1547654771580937e-09,2.1547654771580937e-09
1954,0.0,2.9317608341017376e-09
1955,0.0,9.385607846468247e-10
1956,0.0,1.744228317335228e-09
1957,0.0,8.835037701437898e-10
1958,0.0,8.272243445794913e-10
1959,7.750747821333448e-10,7.750747821333448e-10
1960,8.305000243069571e-09,0.0
1961,6.948159270159238e-10,6.948159270159238e-10
1962,6.341956404476434e-10,1.2683912808952869e-09
1963,1.939815863494232e-09,0.0
1964,6.083968329129164e-10,3.041984220075733e-09
1965,2.188817349590977e-09,1.6416130677043839e-09
1966,2.769537488234164e-09,4.431259803538978e-09
1967,3.451234853457663e-09,0.0
1968,2.245707841908029e-09,1.3474247273492779e-09
1969,4.5417578031781147e-10,1.8167031212712459e-09
1970,4.5987250119061684e-10,4.5987250119061684e-10
1971,5.138397485282553e-10,1.0276794970565106e-09
1972,0.0,2.565073486948677e-09
1973,5.513203782392395e-10,3.859242703185828e-09
1974,0.0,0.0
1975,1.7134440533084216e-09,5.140332159925265e-09
1976,0.0,1.142705374768127e-09
1977,5.876781838942691e-10,5.876781838942691e-10
1978,5.940591352171509e-10,4.158414057542359e-09
1979,5.851973350345929e-10,5.851973350345929e-10
1980,5.685150683554241e-10,0.0
1981,0.0,6.325549417596221e-09
1982,0.0,4.345251713999687e-09
1983,6.315316047889041e-10,5.052252838311233e-09
1984,0.0,0.0
1985,6.015558051686298e-10,3.609334831011779e-09
1986,0.0,1.7983456945813714e-09
1987,2.4443267410134695e-09,3.0554083707556856e-09
1988,0.0,5.99655392008458e-09
1989,0.0,6.036934507847036e-09
1990,1.089730194969718e-09,2.179460389939436e-09
1991,1.1722930404189924e-09,4.10302547493302e-09
1992,0.0,1.1019888335184191e-09
1993,5.539207426075166e-10,6.647049133334804e-09
1994,0.0,0.0
1995,0.0,2.7112254663563817e-09
1996,1.067618438099771e-09,5.871901187504136e-09
1997,0.0,1.917957792585412e-09
1998,4.768129224785866e-10,2.3840645013706308e-09
1999,9.140402323914998e-10,3.1991407301035224e-09
2000,4.4180314962005696e-10,4.859834756842929e-09
2001,0.0,2.190605918883648e-09
2002,4.38122149670761e-10,2.6287327870022636e-09
2003,1.6667691671301554e-09,2.083461403401543e-09
2004,8.809582507929292e-10,5.285749615779878e-09
2005,4.5037495954858286e-10,9.007499190971657e-10
2006,1.2353669198716943e-09,2.4707338397433887e-09
2007,1.997239706952314e-09,1.1983438685803094e-09
2008,0.0,8.514879357157668e-10
2009,0.0,2.384096253749135e-09
2010,0.0,9.447586046817946e-10
2011,1.1471915639660324e-09,2.2943831279320648e-09
2012,1.0212758416727752e-09,3.404252713057332e-10
2013,2.5102124823206395e-09,8.367375126105969e-10
2014,1.2992671383216248e-09,4.330890368553497e-10
2015,1.329945265027277e-09,2.2165753954528356e-10
2016,6.214020409345267e-10,2.0713400439298368e-10
2017,2.515611330355938e-10,1.2578056374223934e-09
2018,1.5488800242380307e-09,3.0977600484760615e-09
2019,1.2754939326953263e-09,1.02039510174734e-09
