year,beaucoup_ADV au_ADP,beaucoup_ADV faux_ADJ
1800,3.927061243302887e-06,0.0
1801,3.85989687856636e-06,0.0
1802,4.3637883209157735e-06,0.0
1803,4.419468496053014e-06,0.0
1804,3.4210418107250007e-06,0.0
1805,4.39508903582464e-06,0.0
1806,4.042981800012058e-06,0.0
1807,3.5672346712090075e-06,0.0
1808,3.838729298877297e-06,0.0
1809,4.45254909209325e-06,0.0
1810,3.7863251236558426e-06,0.0
1811,3.296805971331196e-06,0.0
1812,3.147305733364192e-06,0.0
1813,3.091422286161105e-06,0.0
1814,2.665235570020741e-06,0.0
1815,4.3398326852184255e-06,0.0
1816,3.5412988381722244e-06,0.0
1817,3.7629629332514014e-06,0.0
1818,3.0422845611610683e-06,0.0
1819,2.9924885893706232e-06,0.0
1820,3.040192495973315e-06,0.0
1821,2.907166845034226e-06,0.0
1822,3.0558076105080545e-06,0.0
1823,3.0972341846791096e-06,0.0
1824,2.868230922103976e-06,0.0
1825,3.2993993954733014e-06,0.0
1826,3.4025242712232284e-06,0.0
1827,2.9412317417154554e-06,0.0
1828,3.128672005914268e-06,0.0
1829,3.4292704640392913e-06,0.0
1830,3.5600046430772636e-06,0.0
1831,3.890005700668553e-06,0.0
1832,2.942768333014101e-06,0.0
1833,2.921391114796279e-06,0.0
1834,2.5212568743882002e-06,0.0
1835,2.7960736588283908e-06,0.0
1836,2.6049626740132226e-06,0.0
1837,2.786635377560742e-06,0.0
1838,2.410614570180769e-06,0.0
1839,2.4435205432382645e-06,0.0
1840,2.2535957668878837e-06,0.0
1841,2.324880597370793e-06,0.0
1842,2.4136338652169798e-06,0.0
1843,2.454912191751646e-06,0.0
1844,2.328247774130432e-06,0.0
1845,2.1288569769239984e-06,0.0
1846,2.461232270434266e-06,0.0
1847,2.247356405860046e-06,0.0
1848,2.2639253529632697e-06,0.0
1849,2.1090986592753325e-06,0.0
1850,2.112735501214047e-06,0.0
1851,2.0941326965839835e-06,0.0
1852,2.293014176757424e-06,0.0
1853,2.22991934606398e-06,0.0
1854,2.085020241793245e-06,0.0
1855,2.0824420516873943e-06,0.0
1856,1.9000284510184429e-06,0.0
1857,2.4178114017558983e-06,0.0
1858,2.0049390059284633e-06,0.0
1859,1.983401489269454e-06,0.0
1860,2.4098874291667016e-06,0.0
1861,2.0976606265321607e-06,0.0
1862,1.9589988369261846e-06,0.0
1863,2.0727677565446356e-06,0.0
1864,2.074678832286736e-06,0.0
1865,2.1571468096226454e-06,0.0
1866,1.995387947317795e-06,0.0
1867,2.04885691346135e-06,0.0
1868,2.0831448637181893e-06,0.0
1869,1.9944291125284508e-06,0.0
1870,2.1686173568014055e-06,0.0
1871,1.739748881846026e-06,0.0
1872,1.961756879609311e-06,0.0
1873,2.0849254269705852e-06,0.0
1874,1.9178494312654948e-06,0.0
1875,1.9350204638612922e-06,0.0
1876,1.8301286672794959e-06,0.0
1877,1.8906982859334676e-06,0.0
1878,2.056309767795028e-06,0.0
1879,1.8731191175902495e-06,0.0
1880,1.81175801117206e-06,0.0
1881,1.6713100876586395e-06,0.0
1882,1.8142579847335583e-06,0.0
1883,1.712540893095138e-06,0.0
1884,1.8478149286238477e-06,0.0
1885,1.6558838069613557e-06,0.0
1886,1.5778718989167828e-06,0.0
1887,1.7601980744075263e-06,0.0
1888,1.7366943438901217e-06,0.0
1889,1.7749132439348614e-06,0.0
1890,1.5881278159213252e-06,0.0
1891,1.5935549981804797e-06,0.0
1892,1.563366936352395e-06,0.0
1893,1.5537684703303967e-06,0.0
1894,1.680620584920689e-06,0.0
1895,1.5142834399739513e-06,0.0
1896,1.5644817494830932e-06,0.0
1897,1.5021267927295412e-06,0.0
1898,1.5051224409035058e-06,0.0
1899,1.5234005559250363e-06,0.0
1900,1.371476287204132e-06,0.0
1901,1.3127947795510408e-06,0.0
1902,1.2403377240843838e-06,0.0
1903,1.3759761259279912e-06,0.0
1904,1.4688851024402538e-06,0.0
1905,1.315993586104014e-06,0.0
1906,1.4100210137257818e-06,0.0
1907,1.258968040929176e-06,0.0
1908,1.2936599205204402e-06,4.911389073214423e-10
1909,1.3488411241269205e-06,5.500983557560346e-10
1910,1.3087825436741696e-06,0.0
1911,1.2763578070007497e-06,0.0
1912,1.3075647302684956e-06,0.0
1913,1.234005708283803e-06,0.0
1914,1.2208163298055297e-06,0.0
1915,1.0685150755307404e-06,0.0
1916,1.0119453008883283e-06,0.0
1917,1.1108987791885738e-06,0.0
1918,9.809365337787312e-07,0.0
1919,9.622201559977839e-07,0.0
1920,1.0691991292333114e-06,0.0
1921,1.0291363423675648e-06,0.0
1922,1.1288241239526542e-06,0.0
1923,1.0138230663869763e-06,4.246379248229459e-09
1924,1.1473546237539267e-06,0.0
1925,1.1779048918469925e-06,0.0
1926,1.2104706001991872e-06,0.0
1927,1.236449065800116e-06,1.1149224876660924e-09
1928,1.090044293050596e-06,0.0
1929,1.1942515811824705e-06,0.0
1930,1.2226194030517945e-06,0.0
1931,1.139395180871361e-06,0.0
1932,1.1145848475280218e-06,0.0
1933,1.1367426395736402e-06,2.2941324395731044e-09
1934,1.1322592854412505e-06,0.0
1935,1.0579963145573856e-06,0.0
1936,9.069286761587136e-07,0.0
1937,9.972166026273044e-07,0.0
1938,9.685014674687409e-07,0.0
1939,8.488198091072263e-07,0.0
1940,9.280965400648711e-07,0.0
1941,1.0094138360727811e-06,0.0
1942,1.1803083452832652e-06,0.0
1943,1.0422614877825254e-06,0.0
1944,1.1310414720355766e-06,0.0
1945,9.389352157995745e-07,0.0
1946,9.424587688044994e-07,0.0
1947,9.345963007945102e-07,0.0
1948,9.262848266189394e-07,0.0
1949,8.481895292788977e-07,9.817008317369869e-10
1950,8.92306843525148e-07,0.0
1951,1.0586771850285004e-06,0.0
1952,8.762731908973365e-07,0.0
1953,8.931502861742047e-07,0.0
1954,9.313226883023162e-07,2.9317608341017376e-09
1955,9.348065646008763e-07,0.0
1956,9.340342899122334e-07,0.0
1957,9.117758850152313e-07,0.0
1958,8.983656130112649e-07,0.0
1959,9.26214340779552e-07,0.0
1960,9.876029025690514e-07,0.0
1961,9.004814387481019e-07,0.0
1962,9.221204777531966e-07,0.0
1963,9.724943765831995e-07,1.939815863494232e-09
1964,1.034882984640717e-06,0.0
1965,1.0309329354640795e-06,0.0
1966,1.0463312491992838e-06,0.0
1967,1.046217221301049e-06,9.860671168482327e-10
1968,1.1412687399570132e-06,0.0
1969,1.0555045264482033e-06,0.0
1970,9.602138106856728e-07,4.5987250119061684e-10
1971,9.95307573248283e-07,0.0
1972,1.0070477856061189e-06,5.130146862875051e-10
1973,9.692212188383564e-07,0.0
1974,9.062795811587421e-07,0.0
1975,8.715718990970345e-07,0.0
1976,9.47302737586142e-07,0.0
1977,9.109011784858012e-07,0.0
1978,9.320787626165838e-07,0.0
1979,9.2227099912634e-07,0.0
1980,9.528312716611254e-07,5.685150683554241e-10
1981,9.083489089789509e-07,0.0
1982,9.466440928918018e-07,0.0
1983,8.519361358594324e-07,0.0
1984,1.0159862995351432e-06,0.0
1985,9.263959555028123e-07,0.0
1986,9.99280700852978e-07,0.0
1987,9.636758022679714e-07,0.0
1988,1.0242114285574644e-06,0.0
1989,1.047682530952443e-06,0.0
1990,9.76398268903722e-07,0.0
1991,9.911738061418873e-07,0.0
1992,9.868309689409216e-07,0.0
1993,1.0746061889221892e-06,0.0
1994,1.0940198080788832e-06,0.0
1995,1.0172517477258225e-06,0.0
1996,1.0467998663443723e-06,0.0
1997,1.0208329968008911e-06,0.0
1998,1.0356376378695131e-06,0.0
1999,1.0356076245443546e-06,0.0
2000,1.0276340844939114e-06,0.0
2001,1.075149384632823e-06,0.0
