year,trop_ADV aux_ADP,trop_ADV faux_ADJ
1800,4.62192190298083e-07,0.0
1801,4.667117821099964e-07,2.3811825844433088e-09
1802,3.8043282302169246e-07,0.0
1803,4.1542224948898365e-07,0.0
1804,5.092012997920392e-07,0.0
1805,4.918178433399589e-07,0.0
1806,4.5242205715112505e-07,0.0
1807,3.188589801084163e-07,0.0
1808,3.08186059783111e-07,0.0
1809,4.6536027298316185e-07,2.259030518203531e-09
1810,4.1888267787726363e-07,1.1700633351097167e-08
1811,3.735544282790215e-07,0.0
1812,3.8941240632084373e-07,0.0
1813,3.163315795973176e-07,0.0
1814,4.0277467405758216e-07,0.0
1815,3.3985017466875433e-07,2.697223555614414e-09
1816,4.1485108681627025e-07,0.0
1817,4.2035583192046033e-07,0.0
1818,3.8028557014513353e-07,7.152706427149269e-09
1819,2.7637304356176173e-07,5.175524897538253e-09
1820,3.8328732898662565e-07,9.493184904840746e-09
1821,4.605315098160645e-07,0.0
1822,3.7796570495629567e-07,0.0
1823,4.78322021990607e-07,2.9648061783404955e-09
1824,3.7221317938929133e-07,1.6000115010683658e-08
1825,4.0945309365270077e-07,2.641632912414593e-09
1826,2.809746888488007e-07,0.0
1827,3.5117810170959274e-07,4.608636583469661e-09
1828,2.6874843683799554e-07,1.1006761724274838e-08
1829,3.5321485825079435e-07,1.714635211591542e-09
1830,2.6613932391228445e-07,0.0
1831,1.933309619062129e-07,1.7150327380477393e-08
1832,3.6395618963069865e-07,0.0
1833,2.8264054208193556e-07,0.0
1834,3.0897297165211057e-07,7.467624740797874e-09
1835,3.766417648876086e-07,3.781543966852041e-09
1836,3.6157635463496263e-07,6.720750067579218e-10
1837,3.4024085948658467e-07,0.0
1838,4.134465996230574e-07,0.0
1839,3.341925207678287e-07,0.0
1840,2.8854688594037725e-07,3.821813088222825e-09
1841,3.2423770335299196e-07,6.420548537278137e-10
1842,3.622463111696561e-07,6.708265054555795e-10
1843,3.721353891705803e-07,0.0
1844,2.8979604849155294e-07,0.0
1845,2.5836456529759744e-07,0.0
1846,2.8921235184498073e-07,0.0
1847,3.5918870366913325e-07,3.235934187273415e-09
1848,2.831918095580477e-07,4.82713291560799e-09
1849,2.664654061845795e-07,1.6758829879393033e-09
1850,2.566240482337889e-07,1.3577992064028876e-09
1851,4.0373487308897893e-07,3.2247193804124663e-09
1852,2.578175894996093e-07,1.4974254725075298e-08
1853,3.463720474883303e-07,5.3747388761848924e-09
1854,3.7356826965151413e-07,7.79349651480743e-09
1855,3.4654300407055416e-07,7.429711956774554e-09
1856,2.842276956016576e-07,2.5885946719483854e-09
1857,3.207151451078971e-07,1.4644527812635033e-09
1858,3.753449391297181e-07,8.31924928945682e-09
1859,3.656180354028038e-07,9.675129142294736e-09
1860,3.2864181775948964e-07,7.781213007262977e-09
1861,3.9378298311021354e-07,1.0846716413936974e-08
1862,4.0616697560835746e-07,3.162590411776023e-09
1863,2.9717995175815304e-07,1.0988165932701577e-08
1864,3.1165731684268394e-07,2.8768367688059016e-09
1865,3.760768549909699e-07,2.8241067262513297e-09
1866,2.9534271561715286e-07,2.432806400776144e-09
1867,2.9019813041486486e-07,4.85281148598915e-09
1868,2.726810350850428e-07,4.939874287401835e-09
1869,3.5454348790153745e-07,9.278686263769487e-09
1870,3.050514010283223e-07,4.013834153937523e-09
1871,2.729642574195168e-07,2.1242354542039266e-09
1872,3.2111370273923967e-07,2.4189357183956872e-09
1873,3.2264563287753845e-07,2.3944017879529156e-09
1874,3.124720535652159e-07,1.1949218503559678e-08
1875,2.82071283663754e-07,4.005069165202713e-09
1876,2.980685280817852e-07,6.04601479992084e-10
1877,2.430632548566791e-07,1.2369631985365004e-09
1878,2.6511600026424276e-07,3.6234530931267273e-09
1879,3.4395500847494986e-07,5.498392852132383e-09
1880,2.997134060933604e-07,5.776061406947974e-09
1881,2.112669790221844e-07,4.183504653809678e-09
1882,3.2544832606618e-07,0.0
1883,2.521416320178105e-07,3.159669414998234e-09
1884,2.825526337346673e-07,6.601696966868076e-10
1885,2.0561577684929944e-07,4.511945039809007e-09
1886,2.74272224487504e-07,3.872078213618124e-09
1887,2.3438839491518593e-07,2.6115698492645834e-09
1888,2.567948911291751e-07,3.1703073499755874e-09
1889,3.019795826730842e-07,1.0024218788373673e-08
1890,2.9363650355662685e-07,2.1629475099871343e-08
1891,2.3648355806926702e-07,3.824531802365527e-09
1892,3.040228477857454e-07,5.641661360300532e-09
1893,2.629643915952329e-07,6.158416554491453e-10
1894,2.2559510171049624e-07,1.2603078580752936e-08
1895,2.5037437012542796e-07,9.027921521465032e-09
1896,2.5711045736898086e-07,4.717623180994224e-09
1897,2.429739538456488e-07,4.661370844871726e-09
1898,2.4613842697363e-07,1.13167097914868e-09
1899,2.3050002084801235e-07,4.4220627160029835e-09
1900,2.792786517602508e-07,5.19105292084987e-09
1901,2.9229104825390095e-07,5.029864968975062e-09
1902,2.3274745331036684e-07,2.9461704187383475e-09
1903,2.1546878770095645e-07,5.400220270956879e-09
1904,2.235844078768423e-07,4.299700151477737e-09
1905,2.4771642870291544e-07,9.28936660926638e-09
1906,2.2891620687914838e-07,6.173021205313489e-09
1907,2.792563975617668e-07,9.257117739025489e-09
1908,2.5833907102423836e-07,1.0313916831705683e-08
1909,2.744990865721775e-07,3.850688656825696e-09
1910,2.4850299951140187e-07,1.336037680488289e-08
1911,2.266479413037814e-07,7.980561100850991e-09
1912,2.448427949275356e-07,8.335073964360618e-09
1913,2.4340721438420587e-07,4.242391771214216e-09
1914,2.236712361991522e-07,1.3393487430235496e-09
1915,2.179440912186692e-07,1.1780761921542648e-09
1916,2.010705486554798e-07,1.4283700444650549e-08
1917,2.675807593277568e-07,8.773139548168274e-09
1918,1.7689019671252026e-07,0.0
1919,2.1822600615450938e-07,5.524709134618888e-09
1920,3.2181984011003806e-07,1.0601124422748853e-08
1921,2.779198382540926e-07,4.543648568500203e-09
1922,2.9216624852779205e-07,3.6889677978990676e-09
1923,2.887537959850306e-07,4.246379248229459e-09
1924,2.1400096272827795e-07,2.578324886925998e-09
1925,2.2436283586557693e-07,3.299453377181294e-09
1926,2.441004198772134e-07,5.57306911730393e-09
1927,2.5197249442499015e-07,6.689535148041159e-09
1928,2.2623561335421982e-07,4.570416489713125e-09
1929,2.484310641648335e-07,7.798284684668033e-09
1930,2.247771107022345e-07,6.302162347537887e-09
1931,2.2924767506538046e-07,5.7026783295555106e-09
1932,2.707005535285134e-07,2.1919073223131136e-09
1933,2.1679551309716771e-07,4.588264879146209e-09
1934,2.1686659579245315e-07,5.990790086229936e-09
1935,2.058544907868054e-07,5.98414207075848e-09
1936,2.0733261862915242e-07,1.8187071404440758e-08
1937,2.0901255481931003e-07,7.554670666820584e-09
1938,2.2040865133021725e-07,3.8895642262559704e-09
1939,1.7129336526977568e-07,3.058810094103137e-09
1940,1.9779106708028849e-07,2.5357829169792012e-09
1941,1.8594465700516594e-07,2.9515025978810172e-09
1942,2.2453167503044824e-07,2.4273694165799498e-08
1943,1.6258117341294565e-07,1.7419411690866582e-08
1944,2.2813621569639508e-07,0.0
1945,1.7428033061150927e-07,0.0
1946,2.547562019117322e-07,1.6705325123211878e-08
1947,2.1099941704960656e-07,9.536696765621855e-09
1948,2.1961213292343018e-07,7.610321262063735e-09
1949,2.424800982225861e-07,4.908504269707237e-09
1950,1.9675418627684849e-07,2.1270722960764488e-09
1951,2.260217115690466e-07,9.595261474260042e-09
1952,2.3725809228380967e-07,1.4762725264461096e-08
1953,2.003931882654797e-07,2.1547654771580937e-09
1954,1.7688290654405137e-07,7.818028890937967e-09
1955,2.3370164115021907e-07,1.8771215692936494e-09
1956,2.0058625693764043e-07,1.744228317335228e-09
1957,1.6609871522632602e-07,0.0
1958,1.7702600985103345e-07,1.6544486891589827e-09
1959,1.852428681559104e-07,5.425523585955716e-09
1960,2.1108542114234297e-07,4.844583401109048e-09
1961,2.2650999653706094e-07,4.86371165564492e-09
1962,2.1245554648885445e-07,6.976152100435229e-09
1963,2.2501865259982878e-07,6.466053470433053e-09
1964,2.2571522606540384e-07,6.6923653285755336e-09
1965,2.506195926343935e-07,7.1136563306595235e-09
1966,1.706034993276262e-07,8.862519607077957e-09
1967,2.2827454415619286e-07,2.465167847631733e-09
1968,2.4972271717160766e-07,1.0779397818794223e-08
1969,1.8802877832513332e-07,4.995933444718048e-09
1970,2.0740249340178707e-07,5.518470125309705e-09
1971,2.1735421285029588e-07,6.166076982339064e-09
1972,1.9135447359985847e-07,4.6171320100540925e-09
1973,2.1446362552524079e-07,1.2129047988196362e-08
1974,2.0252058163805486e-07,4.500457340128605e-09
1975,1.804827718387969e-07,8.567219822452898e-09
1976,1.834042109294387e-07,5.713526873840635e-10
1977,1.4456882979629881e-07,6.464460078348111e-09
1978,1.9128704309423483e-07,7.72276909088987e-09
1979,2.0540426248771837e-07,6.437170796402825e-09
1980,1.6316381845626893e-07,4.548120546843393e-09
1981,1.7268750696075585e-07,7.590659656386833e-09
1982,1.862250655904063e-07,3.1037510339615437e-09
1983,1.9388019723010075e-07,6.946847541655643e-09
1984,1.9020747288323037e-07,9.278413592994639e-09
1985,1.6001384040009725e-07,5.414002135495366e-09
1986,1.954202275555872e-07,1.3787316177626963e-08
1987,1.7782477357286552e-07,1.3443797186596385e-08
1988,1.906904145698718e-07,8.994830658082265e-09
1989,1.8165684423365747e-07,6.036934507847036e-09
1990,1.6999790375393786e-07,7.628111475810329e-09
1991,1.8580844596272073e-07,8.20605094986604e-09
1992,1.5923738772016804e-07,9.366905473484621e-09
1993,1.8777913624035136e-07,6.093128224193833e-09
1994,2.05722130885988e-07,5.802419433820205e-09
1995,1.816520978081826e-07,3.795715741716776e-09
1996,1.697513312137744e-07,4.270473752399084e-09
1997,1.7549314179632347e-07,4.315404922294874e-09
1998,1.8977154070398683e-07,5.2449422582867555e-09
1999,1.777808193992314e-07,8.683382013430219e-09
2000,1.7230323123840208e-07,6.185244316725402e-09
2001,1.6079047782113776e-07,4.381211837767296e-09
2002,2.0328867833541153e-07,3.9430991805033955e-09
2003,1.6501014954428683e-07,6.250384210204629e-09
2004,1.761916479381398e-07,1.2333415178034102e-08
2005,1.7519586492653616e-07,9.007498746882447e-09
2006,1.6018591963984363e-07,5.353256948836815e-09
2007,1.6656979084928025e-07,1.1184542181297275e-08
2008,1.7285205444750318e-07,9.366367237362283e-09
2009,1.92158154277422e-07,8.582746957586096e-09
2010,1.884793476847335e-07,1.0392344762522043e-08
2011,1.7972668331367458e-07,1.2236710311697152e-08
2012,2.0936154498940596e-07,1.1234034147378225e-08
2013,2.2536130472872173e-07,1.1993237514218436e-08
2014,2.1676106598533806e-07,1.277612682315521e-08
2015,2.0215168206050294e-07,1.1747849804066846e-08
2016,2.313686877641885e-07,1.532791671365885e-08
2017,1.9219270086523466e-07,1.6603035390971854e-08
2018,2.0677548207004293e-07,2.116802733098666e-08
2019,2.0254842070244194e-07,1.6581420680950032e-08
