year,trop_ADV été_VERB,trop_ADV fêté_VERB
1800,3.144164395507687e-08,6.288328968651058e-09
1801,6.905429472681135e-08,4.7623651688866175e-09
1802,5.370816325012129e-08,0.0
1803,4.095712213825209e-08,0.0
1804,7.168367943677367e-08,0.0
1805,9.097208675257207e-08,0.0
1806,1.152667650217154e-08,0.0
1807,3.131650672116848e-08,0.0
1808,5.4385775882792586e-08,0.0
1809,4.0662548883574345e-08,0.0
1810,1.1700633706368535e-07,0.0
1811,4.262030373070047e-08,0.0
1812,2.9339290108509886e-08,0.0
1813,5.463909147351842e-08,0.0
1814,2.8320094713762956e-08,0.0
1815,2.6972236000233352e-08,2.697223555614414e-09
1816,2.5493642752394408e-08,0.0
1817,7.161617787687646e-08,3.113746815941454e-09
1818,6.556647491606782e-08,0.0
1819,4.864993385922389e-08,1.035105001712111e-09
1820,4.746592452420373e-08,0.0
1821,7.100271659510327e-08,0.0
1822,3.5089655625597516e-08,0.0
1823,5.435477845594505e-08,0.0
1824,5.810567671460376e-08,0.0
1825,6.251864448358901e-08,0.0
1826,4.4039921931471326e-08,8.807984341885344e-10
1827,1.3825909306319772e-08,0.0
1828,1.7427371545863934e-08,0.0
1829,5.1439055681612444e-08,0.0
1830,2.400472176589119e-08,4.174734336004349e-09
1831,4.5214498811674275e-08,0.0
1832,5.547287429408243e-08,1.3529969367098715e-09
1833,1.9692167896323554e-08,6.950177322551099e-09
1834,6.254136053485126e-08,1.213489042584115e-08
1835,4.310960122211327e-08,0.0
1836,2.2850549896702432e-08,6.720750067579218e-10
1837,3.6181031504156635e-08,0.0
1838,4.102905393210676e-08,0.0
1839,1.957613093850341e-08,0.0
1840,5.86011346115356e-08,0.0
1841,2.1829865914924085e-08,1.0914932957462042e-08
1842,2.5491406319133603e-08,0.0
1843,2.539971788451112e-08,1.7720733769266417e-09
1844,3.1284798751585186e-08,3.841992946007622e-09
1845,3.124927516751086e-08,5.580227835366713e-09
1846,5.561776106333127e-08,1.1709002656346001e-09
1847,3.235934187273415e-08,2.6966118227278457e-09
1848,2.091757700384278e-08,8.045221711050488e-10
1849,1.256912263158938e-08,2.513824481908955e-09
1850,3.59816780814981e-08,2.0366988096043315e-09
1851,3.224719336003545e-08,6.449438760824933e-10
1852,2.6042181744401205e-08,1.9531636308300904e-09
1853,3.1054046445433414e-08,0.0
1854,2.8576154775805662e-08,1.0391328908454511e-09
1855,2.7596072982305486e-08,4.2455496895854594e-09
1856,2.485050742961903e-08,4.659470143053568e-09
1857,4.539803555303479e-08,2.9289055625270066e-09
1858,2.9851424443450014e-08,0.0
1859,1.0693564256314403e-08,3.5645213447565993e-09
1860,1.9224172476128842e-08,4.57718396518203e-09
1861,2.87673795895671e-08,4.2443675241088386e-09
1862,3.3884898442693157e-08,1.3553959066214816e-09
1863,1.5982786649715308e-08,1.9978483312144135e-09
1864,3.212467802882202e-08,3.3563094525845827e-09
1865,1.6003271596787272e-08,4.23615986733239e-09
1866,1.8002767276925624e-08,7.784980660119345e-09
1867,1.8925964795357686e-08,7.279217228983725e-09
1868,1.877152122631287e-08,1.679557115608077e-08
1869,1.904572499711321e-08,8.30198221279943e-09
1870,3.4977698959437475e-08,1.7202146374017957e-09
1871,1.4869648623516696e-08,2.442870794538976e-08
1872,2.237515595027162e-08,6.047339295989218e-10
1873,1.0176207432266438e-08,3.591602570907071e-09
1874,2.0313670745508716e-08,2.3898436563030145e-09
1875,2.0597497041308088e-08,5.721527140956084e-10
1876,3.688068872520489e-08,4.836811839936672e-09
1877,2.4739264858908427e-08,3.710889595609501e-09
1878,4.1065803202400275e-08,5.435179861734696e-09
1879,1.7717043832021773e-08,8.55305515301552e-09
1880,2.8238524407697696e-08,4.492492600149944e-09
1881,9.064259565150223e-09,8.367009307619355e-09
1882,2.1297232422057277e-08,3.9932310791357395e-09
1883,3.2860562271253e-08,9.479008689083912e-09
1884,2.772712726084592e-08,7.922036360241691e-09
1885,2.1915161241281567e-08,5.156508553483263e-09
1886,3.033127882190456e-08,8.38950331427668e-09
1887,1.0446279397058333e-08,9.140494583448344e-09
1888,2.0924028731883482e-08,3.1703073499755874e-09
1889,2.0048437576747347e-08,4.385595886446936e-09
1890,1.9663159989136147e-08,7.209825181320184e-09
1891,2.2947192590550003e-08,1.6572972327821844e-08
1892,1.6298132621272998e-08,4.387958441043338e-09
1893,2.0938616174248637e-08,6.15841644346915e-09
1894,1.6384001710889606e-08,8.822155450616265e-09
1895,2.5880042997528108e-08,1.8055843042930064e-08
1896,3.184395680477792e-08,4.717623180994224e-09
1897,9.905413378419325e-09,4.078699600285063e-09
1898,1.810673566637888e-08,7.921697076085366e-09
1899,1.492446166651007e-08,2.7637891975018647e-09
1900,2.3359739032002835e-08,4.15284251431558e-09
1901,1.5089595351014395e-08,5.029864968975062e-09
1902,1.3748794991386148e-08,3.928227076954727e-09
1903,1.7820726228023887e-08,1.6200660812870638e-09
1904,1.9348650681649815e-08,9.13686282189019e-09
1905,2.631987072732045e-08,5.676835002077496e-09
1906,3.395161840558103e-08,6.173021205313489e-09
1907,3.034277540336916e-08,3.599990305858114e-09
1908,1.2278472460991452e-08,7.858222517143076e-09
1909,2.6954818821423032e-08,5.500983557560346e-10
1910,1.977335806202518e-08,8.01622590529405e-09
1911,3.032613093978398e-08,8.51259862599818e-09
1912,1.3023552902780011e-08,9.376957876838787e-09
1913,1.3257474229533273e-08,5.30298971401777e-10
1914,1.4732836284281348e-08,2.0090231700464756e-09
1915,4.712304768617059e-09,1.1780761921542648e-09
1916,1.3184954461564757e-08,9.888715624128963e-09
1917,1.0966424213165737e-08,2.1932848870420685e-09
1918,1.9526840588923733e-08,0.0
1919,2.025726608678724e-08,3.6831393490643904e-09
1920,2.3473917920568965e-08,1.514446346106979e-09
1921,1.741731914250977e-08,6.815472630705699e-09
1922,1.8444838545406128e-08,2.2133805899215986e-09
1923,2.229349149729387e-08,0.0
1924,1.4180787211159895e-08,2.578324886925998e-09
1925,3.299453510408057e-08,1.2097995494286806e-08
1926,3.343841470382358e-08,3.343841648018042e-09
1927,2.3413372574054847e-08,1.0034302277972529e-08
1928,2.2852082892654835e-08,1.1426041446327417e-08
1929,2.785101571589621e-08,7.798284684668033e-09
1930,2.6259009189288918e-08,1.0503603542488804e-09
1931,1.9389105432310316e-08,6.843213995466613e-09
1932,2.520693342944469e-08,3.287861094491973e-09
1933,2.064719240024715e-08,3.4411986593596566e-09
1934,1.4377896206951846e-08,4.7926320689839486e-09
1935,1.9149254626427137e-08,2.393656828303392e-09
1936,1.9399543305098632e-08,1.2124714565686645e-09
1937,1.3850230295986421e-08,2.5182236296217297e-09
1938,2.7226949583791793e-08,6.482607339819424e-09
1939,1.6823456405745674e-08,0.0
1940,1.7750480196809804e-08,5.0715658339584024e-09
1941,2.066051862925633e-08,8.854508237732261e-09
1942,1.517105907566929e-08,0.0
1943,2.0322646676618206e-08,8.709705845433291e-09
1944,1.927911696952833e-08,0.0
1945,2.3963544037997053e-08,1.5249527862692958e-08
1946,2.645009899993056e-08,1.3921104269343232e-09
1947,2.0265479960812627e-08,3.5762612871081956e-09
1948,1.7395020535104777e-08,4.348755133776194e-09
1949,2.5524220959027843e-08,1.9634016634739737e-09
1950,2.0207187034770868e-08,3.190608444114673e-09
1951,1.5992101864981123e-08,3.1984206394497505e-09
1952,1.370824520563474e-08,6.326882129314981e-09
1953,1.6160740301529586e-08,0.0
1954,8.795282724349818e-09,1.7590565448699635e-08
1955,2.0648336374051723e-08,0.0
1956,2.441919733087161e-08,7.849027205963921e-09
1957,1.8553580005686854e-08,1.7670075402875796e-09
1958,2.1507833736222892e-08,3.3088973783179654e-09
1959,1.8601795659378695e-08,4.650448914844674e-09
1960,1.7302083321624195e-08,3.460416619915918e-09
1961,3.47407969059077e-08,1.3896318540318475e-09
1962,2.029426049432459e-08,5.7077609305622445e-09
1963,1.4871922360271128e-08,3.879631726988464e-09
1964,2.3727476872181796e-08,2.4335873316516654e-09
1965,3.55682807651192e-08,1.6416130677043839e-09
1966,2.8249282024717104e-08,1.6617224263271169e-09
1967,3.254021407883556e-08,2.9582012395223956e-09
1968,2.4253646202510026e-08,6.737123747768692e-09
1969,2.4071315607443466e-08,6.358460868938209e-09
1970,2.115413444414571e-08,1.3796175313274261e-09
1971,2.3122789016838396e-08,2.569198631618974e-09
1972,2.1033601527165047e-08,3.5911027485013847e-09
1973,1.9847533394568018e-08,1.6539611902288698e-09
1974,1.4626486688484874e-08,3.3753431161187564e-09
1975,3.084199207137317e-08,5.140332159925265e-09
1976,3.370981005446083e-08,5.713526873840635e-10
1977,1.645498848290572e-08,1.7630346071939584e-09
1978,2.9108898402796513e-08,4.158414057542359e-09
1979,2.750427441355896e-08,9.363157360553487e-09
1980,2.9562784220615868e-08,1.1370301367108482e-09
1981,2.4037088763861902e-08,4.427884725544118e-09
1982,3.041676066573018e-08,2.483000915987077e-09
1983,2.9050454486423405e-08,3.78918940668882e-09
1984,2.7835241667162336e-08,1.739702604197646e-09
1985,2.7671566371623157e-08,3.0077789148208467e-09
1986,4.016305155118971e-08,1.7983456945813714e-09
1987,2.261002229886344e-08,3.6664902225425067e-09
1988,2.5185526553173077e-08,2.99827696004229e-09
1989,1.7013178421620978e-08,2.7440609784434855e-09
1990,2.9967580417178397e-08,4.358920779878872e-09
1991,2.9307326343541718e-08,8.20605094986604e-09
1992,1.8182815253453555e-08,3.30596661157756e-09
1993,2.9357799746776436e-08,2.7696036575264316e-09
1994,2.9012095836833396e-08,4.2199412852994556e-09
1995,2.4401028753118226e-08,2.1689803286761844e-09
1996,2.3487604750016544e-08,2.6690460952494277e-09
1997,2.157702461147437e-08,2.876936688878118e-09
1998,2.6224711291433778e-08,2.3840645013706308e-09
1999,2.4679085441903226e-08,2.7421207526856506e-09
2000,2.8275401575683645e-08,6.185244316725402e-09
2001,2.6287271026603776e-08,1.3143635069212678e-09
2002,2.6725450297249154e-08,3.9430991805033955e-09
2003,2.8335076507346457e-08,3.333538334260311e-09
2004,3.3916894182084434e-08,7.047666006343434e-09
2005,2.2068373795036678e-08,2.251874686720612e-09
2006,2.3060183096390574e-08,5.353256948836815e-09
2007,3.07574907765229e-08,3.994479413904628e-09
2008,2.2138685551453818e-08,3.8316958494988285e-09
2009,2.2410505451375684e-08,7.1522885392028e-09
2010,2.7870378005445673e-08,6.140930874920514e-09
2011,3.097417433650662e-08,1.911985902935953e-09
2012,3.336167608836149e-08,9.872333173177594e-09
2013,2.900689999307815e-08,5.857162754807632e-09
2014,4.28758148984798e-08,9.094869746206768e-09
2015,3.2583656661699933e-08,9.752931795503628e-09
2016,3.314143981469897e-08,1.2842308549920745e-08
2017,3.0438897624662786e-08,5.534344982294215e-09
2018,4.1303465536657313e-08,9.29327992338358e-09
2019,4.3366792823462674e-08,6.632568272380013e-09
