year,trop_ADV utile_ADJ,trop_ADV futile_ADJ
1921,2.2718241510233383e-08,1.1359120755116692e-08
1922,2.2871599725249325e-08,9.591316185719734e-09
1923,3.078624999375279e-08,1.5923921736771263e-08
1924,1.2891624656674594e-08,1.1602462102189293e-08
1925,2.1996356736053713e-08,3.299453377181294e-09
1926,1.7833821530643945e-08,2.1177662290483568e-08
1927,2.7873062080630007e-08,1.2264147253304714e-08
1928,2.742249805010033e-08,1.1426041224282812e-08
1929,5.681607362362229e-08,1.5596569369336066e-08
1930,2.7309368988426286e-08,3.1510811737689437e-09
1931,1.9389105432310316e-08,2.2810713318222042e-09
1932,1.4247397928102146e-08,5.4797681947604815e-09
1933,2.1794258842078307e-08,5.735331320977366e-09
1934,2.156684431042777e-08,7.188948103475923e-09
1935,1.4361940969820353e-08,1.196828414151696e-09
1936,1.6974599503782883e-08,1.091224355320719e-08
1937,1.2591118370153254e-08,3.777335333410292e-09
1938,2.074434313215079e-08,7.779128452511941e-09
1939,2.2941076593951948e-08,1.2235240376412548e-08
1940,4.81798743123818e-08,2.5357829169792012e-09
1941,1.7709016475464523e-08,2.3612020783048138e-08
1942,1.517105907566929e-08,1.2136847082899749e-08
1943,3.4838823381733164e-08,1.1612940831184915e-08
1944,4.177142187700156e-08,9.639558484764166e-09
1945,1.742803235060819e-08,8.714016175304096e-09
1946,1.1136883415474585e-08,5.568441707737293e-09
1947,2.8610090296865565e-08,4.7683483828109274e-09
1948,3.152847583010043e-08,7.61032148410834e-09
1949,4.319483792869505e-08,4.908504269707237e-09
1950,1.4889506516624351e-08,1.701657836861159e-08
1951,2.6653504292539765e-08,8.529121409139861e-09
1952,2.5307528517259925e-08,1.8980646387944944e-08
1953,2.9089333608567358e-08,6.464296653518886e-09
1954,1.6613311615287785e-08,7.818028890937967e-09
1955,2.0648336374051723e-08,9.385607846468247e-09
1956,1.657016923672927e-08,1.744228317335228e-09
1957,1.4136060322300636e-08,3.534015080575159e-09
1958,1.2408365002158916e-08,7.445019267748876e-09
1959,1.2401196514133517e-08,5.425523585955716e-09
1960,2.9759583242139342e-08,1.314958364417862e-08
1961,3.335116360858592e-08,6.25334317660986e-09
1962,2.7904608401740916e-08,2.5367825617905737e-09
1963,2.909724017285953e-08,4.526237162849611e-09
1964,1.5818317322668918e-08,7.300761772910391e-09
1965,1.7510538796727815e-08,6.5664522708175355e-09
1966,2.1048483844765542e-08,1.495550172592175e-08
1967,2.5637744371920235e-08,9.860671390526932e-09
1968,2.784677910483424e-08,8.982831367632116e-09
1969,3.179230390060184e-08,8.175163657142548e-09
1970,1.5175793066646293e-08,4.1388523719376735e-09
1971,2.1581270104320538e-08,9.762955111014548e-09
1972,2.1546616935097518e-08,9.747279428040656e-09
1973,1.6539610570021068e-08,5.513203671370093e-09
1974,1.1251143128276908e-08,6.1881286761433785e-09
1975,1.6563292959403952e-08,9.138368284311582e-09
1976,2.285410793945175e-08,7.427584713948221e-09
1977,1.3516598507123945e-08,5.289103821581875e-09
1978,1.128712323605896e-08,9.504946163474415e-09
1979,1.580032815695631e-08,9.363157360553487e-09
1980,1.7055452161685025e-08,5.6851505725319385e-09
1981,2.277197808098208e-08,3.795329828193417e-09
1982,1.4277254933858785e-08,6.828252629986764e-09
1983,1.5788289786655696e-08,8.841442245000053e-09
1984,1.739702604197646e-08,4.639206796497319e-09
1985,1.3835783185811579e-08,6.015557829641693e-09
1986,1.4386765556650971e-08,4.196139880008332e-09
1987,1.8943532964499354e-08,4.888653482026939e-09
1988,1.2592763276586538e-08,7.795519729736355e-09
1989,1.5366742545097622e-08,9.878619700032232e-09
1990,1.4166492867673242e-08,8.717841559757744e-09
1991,1.934283488935762e-08,7.033758464558559e-09
1992,1.652983172562017e-08,1.1019888113139586e-08
1993,1.661762283333701e-08,9.416652346772025e-09
1994,1.635227242502424e-08,6.8574046441227665e-09
1995,2.0063067651676647e-08,7.0491861237087505e-09
1996,1.2277611816102763e-08,5.3380921904988554e-09
1997,1.8700088588730068e-08,1.5343661896594085e-08
1998,1.954932926651054e-08,8.105819682135973e-09
1999,1.828080442578539e-08,1.1425503126938352e-08
2000,1.4137700787841823e-08,9.277865697931986e-09
2001,1.3581756164171566e-08,4.8193329327261836e-09
2002,1.3143664823189738e-08,7.886198361006791e-09
2003,1.1667384391955693e-08,7.083769126836614e-09
2004,1.5857247959161214e-08,1.277389466425305e-08
2005,1.4862373554080932e-08,1.0358624180639708e-08
2006,1.8118715416903797e-08,1.070651389767363e-08
2007,2.1170741604237264e-08,4.793375391054511e-09
2008,1.6178271167177627e-08,8.51487946817997e-09
2009,2.0026408975581944e-08,1.668867311011013e-08
2010,2.0784689525044087e-08,9.919965737736902e-09
2011,2.2179037273417634e-08,1.185431308670104e-08
2012,2.4510619311968185e-08,1.3957436095779485e-08
2013,2.5381037715987986e-08,1.3666712705973083e-08
2014,2.8583876598986535e-08,1.3425759975982388e-08
2015,3.1697027225163765e-08,1.3964424644408169e-08
2016,2.568461709984149e-08,1.3256576392173258e-08
2017,2.8929530770938072e-08,1.5848350770619746e-08
2018,2.1942467398616827e-08,1.3423627209796507e-08
2019,2.8826161013739693e-08,1.6581419570727007e-08
