year,long_ADJ or_NOUN,long_ADJ corps_NOUN
1847,0.0,2.1033571329098777e-08
1848,0.0,2.172209789819135e-08
1849,0.0,1.4245005175439474e-08
1850,0.0,1.0862393651223101e-08
1851,0.0,6.449438760824933e-09
1852,0.0,1.6276363368206148e-08
1853,0.0,1.970737573131487e-08
1854,1.0391328908454511e-09,1.558699302961486e-08
1855,5.306937111981824e-10,3.078023524949458e-08
1856,0.0,1.2425253714809514e-08
1857,4.881509085841174e-10,3.368241152656992e-08
1858,0.0,5.1872966366772744e-08
1859,3.055304009791371e-09,3.0043821652725455e-08
1860,0.0,2.288591893773173e-08
1861,0.0,2.971057178058345e-08
1862,9.035972525772706e-10,1.671654992208005e-08
1863,0.0,3.995696573610985e-08
1864,4.794727948009836e-10,2.6371003158942585e-08
1865,4.706844358715045e-10,4.330296832222302e-08
1866,0.0,5.887391552050758e-08
1867,0.0,3.154327288257264e-08
1868,4.93987406535723e-10,3.803702952609456e-08
1869,0.0,3.320792885119772e-08
1870,5.734048791339319e-10,4.4152177025580386e-08
1871,0.0,2.0180236370848093e-08
1872,0.0,3.144616411709933e-08
1873,0.0,4.2500630570430076e-08
1874,1.1949218281515073e-09,5.616132670027696e-08
1875,0.0,3.2612703648737806e-08
1876,1.209202959984168e-09,4.7158916771650183e-08
1877,0.0,4.576763856789512e-08
1878,1.8117265465633636e-09,2.4156355138416075e-08
1879,6.10932526790009e-10,4.215434401544371e-08
1880,0.0,3.4656370218044685e-08
1881,0.0,3.2770785196589713e-08
1882,0.0,6.921600714804299e-08
1883,6.319338941018771e-10,1.9589950994713945e-08
1884,6.601696966868076e-10,2.6406787867472303e-08
1885,6.445635691854079e-10,5.929984880914674e-08
1886,0.0,6.195325141788999e-08
1887,0.0,3.133883907935342e-08
1888,0.0,6.847864142400795e-08
1889,0.0,6.641045047217631e-08
1890,0.0,5.4401406324178225e-08
1891,0.0,4.84440718651058e-08
1892,0.0,4.764069316820496e-08
1893,0.0,6.897426629848269e-08
1894,0.0,5.419323656496999e-08
1895,0.0,4.4537745935713247e-08
1896,0.0,5.012474701970859e-08
1897,0.0,6.176316702521945e-08
1898,0.0,4.639851169940812e-08
1899,1.6582735185011188e-09,6.633094074004475e-08
1900,0.0,5.710158390570541e-08
1901,5.588738916095792e-10,8.383108252019156e-08
1902,4.910283846193408e-10,6.874397301404045e-08
1903,5.400220270956879e-10,7.398301948846608e-08
1904,0.0,6.610788716443494e-08
1905,5.160759042333041e-10,5.0059364486987334e-08
1906,1.0288369045596824e-09,6.687439907393511e-08
1907,1.028568674676933e-09,8.07426374649367e-08
1908,4.911389073214423e-10,6.532147267535038e-08
1909,1.1001967115120692e-09,9.901770753328876e-08
1910,0.0,6.947395547740598e-08
1911,2.128149656499545e-09,6.810078900798544e-08
1912,1.5628263683176158e-09,1.0835595842806356e-07
1913,1.060597942803554e-09,1.1030218871610487e-07
1914,0.0,7.701255305692101e-08
1915,1.0602685840410686e-08,8.599956213828364e-08
1916,0.0,1.0438088793307543e-07
1917,0.0,1.2501723745117488e-07
1918,2.2972752589112133e-09,1.1371512442792664e-07
1919,0.0,6.813807829075813e-08
1920,7.572231730534895e-10,9.465289751986461e-08
1921,3.0290990271630847e-09,1.2343578248419362e-07
1922,1.4755870969551665e-09,1.1140682687482695e-07
1923,3.1847844361720945e-09,1.0085150847771729e-07
1924,0.0,6.445812061883771e-08
1925,3.299453377181294e-09,1.5617412429946853e-07
1926,3.3438415369957397e-09,1.2929520210036571e-07
1927,2.2298449753321847e-09,1.0926240179287561e-07
1928,2.2852082448565625e-09,1.0169176789531775e-07
1929,0.0,1.0694790320009417e-07
1930,0.0,1.3129503884101723e-07
1931,0.0,1.0835089003791154e-07
1932,2.1919073223131136e-09,1.0521155502374313e-07
1933,0.0,1.5255980656547763e-07
1934,1.1981580172459871e-09,1.4617527455129675e-07
1935,1.196828414151696e-09,1.4242258306040867e-07
1936,6.0623572828433225e-09,1.0548501450102776e-07
1937,3.777335444432595e-09,1.057653946645587e-07
1938,0.0,8.816346175333223e-08
1939,0.0,1.0399953964679298e-07
1940,0.0,7.60734906180005e-08
1941,0.0,1.298661165272108e-07
1942,3.034211770724937e-09,9.102635090130207e-08
1943,0.0,1.5967793842719402e-07
1944,0.0,1.767252371109862e-07
1945,4.357008087652048e-09,1.8735134688085964e-07
1946,1.3921104269343232e-09,1.5452426005424513e-07
1947,3.5762612871081956e-09,1.454346216789304e-07
1948,1.0871887834440486e-09,1.2611390487471397e-07
1949,9.817008317369869e-10,1.2860280818038916e-07
1950,0.0,1.6059395591128123e-07
1951,0.0,1.3220137873304338e-07
1952,0.0,1.3286452715810526e-07
1953,8.619061908632375e-09,1.2820854067285836e-07
1954,1.9545072227344917e-09,1.524515704787177e-07
1955,1.8771215692936494e-09,1.1262729060490528e-07
1956,1.744228317335228e-09,1.6046899986577046e-07
1957,1.7670075402875796e-09,1.5372966188920145e-07
1958,1.6544486891589827e-09,1.5303649858466883e-07
1959,1.5501495642666896e-09,1.4648912838310935e-07
1960,2.076250060767393e-09,1.4810582782409654e-07
1961,6.948159270159238e-10,1.3826837630404043e-07
1962,0.0,1.3127849102234634e-07
1963,4.526237162849611e-09,1.1574235414535394e-07
1964,2.4335873316516654e-09,1.1255341347826686e-07
1965,3.283225968875314e-09,1.1819613493502246e-07
1966,4.431259803538978e-09,1.1521275411485732e-07
1967,2.958201350544698e-09,1.1043951397837759e-07
1968,1.3474247551048535e-09,9.926029148621396e-08
1969,2.2708789015890574e-09,1.0582295739691716e-07
1970,3.678979926258208e-09,9.151462593282034e-08
1971,1.541519245584766e-09,1.1047554382415115e-07
1972,1.5390440033513642e-09,9.695977620793883e-08
1973,3.859242703185828e-09,1.1026407786829395e-07
1974,6.750685843659454e-09,9.113425769591288e-08
1975,1.1422960355389478e-09,9.423942470832003e-08
1976,3.9994687561772935e-09,7.427584935992826e-08
1977,5.876782005476144e-09,7.874887375525219e-08
1978,1.7821774056514528e-09,1.0336628819551663e-07
1979,4.096381456264453e-09,8.075723201272922e-08
1980,1.7055452605774235e-09,9.721607613366601e-08
1981,6.325549528618524e-10,1.1765521867879158e-07
1982,2.483000915987077e-09,9.125028554990422e-08
1983,1.2630632095778083e-09,1.1809640909632435e-07
1984,6.378909400694965e-09,1.1598016680380852e-07
1985,4.210890747202711e-09,1.2151427064566178e-07
1986,3.5966913891627428e-09,1.0969908548208451e-07
1987,2.4443267965246207e-09,8.6773596308376e-08
1988,1.1993107618124554e-09,8.874899726230012e-08
1989,3.2928733073589456e-09,9.76885726755583e-08
1990,4.90378582185258e-09,9.208220208556384e-08
1991,4.689171995142516e-09,1.0316178955527278e-07
1992,3.30596661157756e-09,8.209816826365568e-08
1993,2.7696037130375828e-09,9.582828691678813e-08
1994,5.802419433820205e-09,1.0708100695033806e-07
1995,6.506940763983948e-09,9.8688605176811e-08
1996,4.80428297144897e-09,7.686853020771878e-08
1997,4.79489448146353e-09,1.112415524140431e-07
1998,1.43043876743576e-09,8.391907546645427e-08
1999,1.3710603763428253e-09,9.688826355103153e-08
2000,3.092622158362701e-09,8.217538915999967e-08
2001,2.6287270138425356e-09,8.368114379209146e-08
2002,3.504977197366088e-09,7.930011081125343e-08
2003,1.2500769308587678e-09,8.583861055289077e-08
2004,1.7619165015858584e-09,1.4800099279455026e-07
2005,3.1526248278623825e-09,8.422011832376342e-08
2006,3.294311934354255e-09,9.471146922290785e-08
2007,2.7961355453243186e-09,9.027523831250939e-08
2008,2.9802078027607593e-09,1.0175280840130085e-07
2009,2.384096253749135e-09,1.3064847337318497e-07
2010,4.723793023408973e-10,1.6674989478104862e-07
2011,1.91198598620268e-09,1.3460382050634045e-07
2012,2.723402198201441e-09,1.6953178200163066e-07
2013,1.6734749697100426e-09,2.1587827980784624e-07
2014,8.661780737106994e-10,2.7349571302126563e-07
2015,1.7732603163622684e-09,2.3451368258431415e-07
2016,2.4856081637381067e-09,2.0133425659984994e-07
2017,3.5218559735206156e-09,2.0401607747633221e-07
2018,2.0651733656507076e-09,2.349134746726378e-07
2019,2.2958890344426663e-09,1.8953839542312778e-07
